,Malaria,HIV/AIDS,Drug Use Disorders,Exposure to Forces of Nature,Environmental Heat and Cold Exposure,Conflict and Terrorism,Acute Hepatitis,per_capita-Malaria,per_capita-Drowning,per_capita-HIV/AIDS,per_capita-Drug Use Disorders,per_capita-Alcohol Use Disorders,per_capita-Exposure to Forces of Nature,per_capita-Conflict and Terrorism,per_capita-Diabetes Mellitus,per_capita-Protein-Energy Malnutrition,per_capita-Road Injuries,per_capita-Acute Hepatitis,gdp/percap,Domestic private health expenditure (PVT-D) per capita in US$,Adolescent birth rate (per 1000 women aged 15-19 years),Deaths due to tuberculosis among HIV-negative people (per 100 000 population),Age-standardized suicide rates (per 100 000 population),Estimated number of road traffic deaths,Estimated road traffic death rate (per 100 000 population),"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)_x","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)_y",Mortality rate attributed to unintentional poisoning (per 100 000 population),Crude suicide rates (per 100 000 population),Estimates of number of homicides,Estimates of rates of homicides per 100 000 population,Yellow fever - number of reported cases,Mumps - number of reported cases
650,114.0,2657.0,105.0,102.0,15.0,277.0,14.0,2.492032927012465e-06,2.470172989056216e-05,5.808185514975544e-05,2.2952934854062178e-06,2.448313051099966e-06,2.229713671537469e-06,6.055202813881166e-06,0.0001173004270732,2.8330479591299604e-05,0.000159883586212,3.0603913138749574e-07,8352.55113345527,173.83,2.8,2.3,5.96,6275.364,27.54765,4.32,0.05,0.11604,5.87,23994.13,96.40432,1.0,7884.0
651,120.0,2634.0,102.0,127.0,15.0,299.0,13.0,2.594858512744734e-06,2.328885515188399e-05,5.695714435474691e-05,2.205629735833024e-06,2.400244124288879e-06,2.7462252593215103e-06,6.465522460922296e-06,0.0001180660623298,2.7310885846638327e-05,0.000158783717159,2.811096722140129e-07,8243.88711881096,172.56,2.5,2.3,3.69,6360.408,27.63828,4.22,0.05,0.12697,1.43,20455.53,88.88671,0.0,7368.0
652,133.0,2641.0,109.0,180.0,16.0,247.0,13.0,2.845727668398181e-06,2.2573253309474296e-05,5.650802084390675e-05,2.332212901168434e-06,2.3964022470721526e-06,3.851360754223102e-06,5.284922812739479e-06,0.0001227514258165,2.698092172819629e-05,0.0001616929623314,2.781538322494463e-07,6279.707899106673,135.53,3.0,2.2,1.82,8540.368,17.9719,4.16,0.05,0.17392,6.48,1728.409,83.18201,0.0,6573.0
653,183.0,2558.0,109.0,28.0,16.0,76.0,13.0,3.875406239988534e-06,2.13676770281335e-05,5.417097902672497e-05,2.30830207737022e-06,2.435364577041975e-06,5.929583318015243e-07,1.609458329175566e-06,0.0001288625517504,2.6513708264839588e-05,0.0001581081037582,2.753020826221363e-07,5987.184984533105,131.18,2.8,2.3,4.11,1713.984,30.62785,4.46,0.05,0.1674,6.92,1864.995,79.95934,6.0,10452.0
654,127.0,2535.0,116.0,701.0,16.0,34.0,14.0,2.6625561830802146e-06,2.083921925969869e-05,5.314629861502632e-05,2.4319410806087e-06,2.4738710992398844e-06,1.469647153023016e-05,7.128103167301362e-07,0.0001332535992099,2.649977177490859e-05,0.000158306785342,2.9351013041829137e-07,6538.776755440063,141.8,3.0,2.2,4.5,6827.94,17.19656,4.2,0.558235294117647,0.22792,4.66,20189.21,7.35258,0.0,17835.0
655,57.0,2499.0,122.0,26.0,16.0,149.0,13.0,1.1950055309887576e-06,2.041991907338684e-05,5.239155827966501e-05,2.557731136502253e-06,2.536766127186661e-06,5.450902422053982e-07,3.123786388023244e-06,0.0001409896876473,2.679328190532688e-05,0.0001561893194011,2.725451211026991e-07,7004.912772562941,145.66,2.8,2.4,6.26,6608.318,16.32146,4.21,0.558235294117647,0.05353,6.4,18049.16,39.99023,1.0,19105.0
656,55.0,2450.0,127.0,14.0,16.0,0.0,13.0,1.1309550541188725e-06,1.9472989750010403e-05,5.037890695620432e-05,2.6114780340563057e-06,2.549789576558913e-06,2.878794683211676e-07,0.0,0.0001449267494805,2.6464348266381618e-05,0.0001523293643802,2.673166491553699e-07,6642.92154560677,139.26,2.5,2.3,1.71,6345.948,25.67838,4.09,0.558235294117647,0.05329,6.13,17510.22,6.86019,0.0,15125.0
657,186.0,0.0,1.0,0.0,4.0,0.0,12.0,0.0003411948791418,3.3018859271787405e-05,0.0,1.834381070654856e-06,7.337524282619423e-06,0.0,0.0,0.0001944443934894,0.0002348007770438,0.0002072850609839,2.201257284785827e-05,621.8551829519961,38.66,9.816666666666666,7.9,14.5461,50.80639,18.85175,0.03,0.04,2.47526,7.95,57.99931,5.54623,0.0,0.0
658,208.0,0.0,1.0,0.0,4.0,0.0,12.0,0.0003717644871973,3.038459751132273e-05,0.0,1.7873292653719254e-06,7.1493170614877015e-06,0.0,0.0,0.0001912442313947,0.00021626684111,0.0001966062191909,2.1447951184463103e-05,666.6738159837281,37.49,9.816666666666666,6.4,7.58,149.0,18.92773,0.0426,0.04,3.55832,6.19,58.46442,10.51717,0.0,0.0
659,222.0,0.0,1.0,0.0,4.0,0.0,12.0,0.0003864431563005,2.7851759012655144e-05,0.0,1.7407349382909463e-06,6.962939753163786e-06,0.0,0.0,0.0001897401082737,0.0002001845179034,0.0001897401082737,2.088881925949136e-05,743.2938186502341,39.58,7.7,8.3,7.32,152.0,26.69102,0.06563,0.03,3.42893,7.41,43.71225,10.35373,0.0,0.0
660,278.0,1.0,1.0,0.0,4.0,0.0,11.0,0.0004711377298279,2.711584056563644e-05,1.694740035352277e-06,1.694740035352277e-06,6.778960141409108e-06,0.0,0.0,0.0001847266638533,0.0001813371837826,0.0001779477037119,1.8642140388875047e-05,927.0227993376956,47.36,9.816666666666666,11.0,7.17,156.0,26.74837,0.05259,0.06,2.91626,4.39,59.25388,15.04701,0.0,0.0
661,324.0,1.0,1.0,0.0,4.0,0.0,11.0,0.0005344241744466,2.6391317256622573e-05,1.6494573285389108e-06,1.6494573285389108e-06,6.597829314155643e-06,0.0,0.0,0.0001764919341536,0.0001731930194965,0.0001880381354534,1.8144030613928016e-05,1025.9624583512025,52.05,9.816666666666666,9.6,6.8,105.4722,18.72625,0.06272,0.07,3.31905,4.2,44.32378,9.94573,0.0,0.0
662,219.0,1.0,1.0,1.0,4.0,0.0,11.0,0.000351491592289,2.7284735474489574e-05,1.6049844396758574e-06,1.6049844396758574e-06,6.41993775870343e-06,1.6049844396758574e-06,0.0,0.000178153272804,0.0001653133972866,0.0001958081016404,1.765482883643443e-05,1052.8697924273624,52.05,7.5,8.2,9.1,108.0478,26.81382,0.02702,0.02,2.29531,6.64,44.0438,9.70319,0.0,0.0
663,466.0,1.0,1.0,0.0,4.0,0.0,10.0,0.0007280339957505,2.499687539057617e-05,1.5623047119110111e-06,1.5623047119110111e-06,6.2492188476440446e-06,0.0,0.0,0.0001734158230221,0.0001531058617672,0.0001718535183102,1.562304711911011e-05,1076.4279465066866,52.48,9.816666666666666,8.1,9.06,108.5495,26.4995,0.01862,0.09,3.11709,5.38,43.63694,13.82995,0.0,0.0
664,212.0,1.0,1.0,0.0,5.0,0.0,12.0,0.0003227097880009,2.739988766046059e-05,1.5222159811366995e-06,1.5222159811366995e-06,6.088863924546798e-06,0.0,0.0,0.0001796214857741,0.0001552660300759,0.0001963658615666,1.82665917736404e-05,1211.6839209848129,57.27,9.816666666666666,7.2,11.7011,112.3145,26.49527,0.0309,0.04,3.01133,6.6,15.8261,4.97073,0.0,0.0
665,182.0,1.0,1.0,0.0,5.0,0.0,12.0,0.000270190424867,2.8206692705897723e-05,1.484562773994617e-06,1.484562773994617e-06,5.938251095978468e-06,0.0,0.0,0.0001826012212013,0.0001484562773994,0.0001989314117152,1.7814753287935405e-05,1359.8595009790693,61.5,2.4,6.5,6.35,59.64239,18.29129,0.02462,0.02,2.17953,3.94,59.10884,4.64793,0.0,0.0
666,393.0,1.0,1.0,2.0,4.0,0.0,11.0,0.0005695544866545,2.4637216979969943e-05,1.4492480576452906e-06,1.4492480576452906e-06,5.7969922305811626e-06,2.8984961152905813e-06,0.0,0.0001768082630327,0.0001318815732457,0.000175359014975,1.59417286340982e-05,1310.1202441113428,58.26,9.816666666666666,6.7,8.55,182.0,27.03301,0.03882,0.02,2.4026,6.23,42.00869,8.70608,0.0,109.0
667,573.0,1.0,1.0,0.0,4.0,0.0,10.0,0.0008114745044057,1.98266022018858e-05,1.416185871563271e-06,1.416185871563271e-06,5.664743486253084e-06,0.0,0.0,0.0001756070480738,0.0001161272414681,0.0001501157023857,1.416185871563271e-05,1287.3129572510134,55.37,1.6,7.2,6.46,62.80208,35.72735,0.13,0.04,3.19191,5.57,59.60803,8.64265,0.0,0.0
668,487.0,1.0,1.0,0.0,4.0,0.0,11.0,0.0006746217546814,2.0778904148300425e-05,1.3852602765533615e-06,1.3852602765533615e-06,5.541041106213446e-06,0.0,0.0,0.0001786985756753,0.0001135913426773,0.000157919671527,1.5237863042086976e-05,1417.121262914089,51.94,1.7,8.1,11.1301,63.39275,18.09205,0.11,0.05,2.48806,6.28,58.91921,4.61495,0.0,0.0
669,484.0,1.0,1.0,4.0,4.0,0.0,11.0,0.0006564634523467,1.898861225796301e-05,1.356329446997358e-06,1.356329446997358e-06,5.425317787989432e-06,5.425317787989432e-06,0.0,0.0001803918164506,0.0001044373674187,0.0001546215569576,1.4919623916970936e-05,1378.0307181493156,50.91,9.816666666666666,7.9,11.3548,129.6506,35.52548,0.11,0.04,2.13125,5.24,59.65814,12.03901,0.0,0.0
670,409.0,1.0,1.0,0.0,4.0,0.0,11.0,0.0005436747628567,1.8609894083117103e-05,1.3292781487940788e-06,1.3292781487940788e-06,6.646390743970394e-06,0.0,0.0,0.0001807818282359,9.570802671317368e-05,0.0001568548215577,1.4622059636734868e-05,1483.474414054192,54.15,9.816666666666666,8.2,11.2487,197.0,17.32675,0.23,0.08,2.92854,5.18,44.70885,11.95759,0.0,0.0
671,25.0,1.0,1.0,0.0,5.0,0.0,13.0,3.260026210610733e-05,2.2168178232152983e-05,1.3040104842442932e-06,1.3040104842442932e-06,6.520052421221467e-06,0.0,0.0,0.0001890815202154,0.0001004088072868,0.0001942975621523,1.6952136295175812e-05,1499.6120568809374,54.13,9.816666666666666,7.0,8.87,65.03719,35.24266,0.13,0.0457142857142857,2.61445,5.53,15.68765,4.1674,0.0,0.0
672,13.0,1.0,2.0,0.0,5.0,0.0,13.0,1.6645944599735457e-05,2.1767773707346367e-05,1.2804572769027276e-06,2.560914553805455e-06,6.402286384513638e-06,0.0,0.0,0.0001907881342585,9.475383849080183e-05,0.0001920685915354,1.6645944599735457e-05,1236.9217294880348,45.21,9.816666666666666,6.8,8.8,66.98199,26.62602,0.14,0.0457142857142857,2.55949,3.9,62.29076,11.8235,0.0,0.0
673,10.0,1.0,2.0,0.0,5.0,0.0,13.0,1.2583713151741965e-05,2.013394104278714e-05,1.2583713151741965e-06,2.5167426303483925e-06,6.2918565758709815e-06,0.0,0.0,0.0001912724399064,8.934436337736794e-05,0.0001887556972761,1.6358827097264553e-05,1274.7301422714609,44.42,9.816666666666666,6.7,8.72,67.38904,26.52097,0.15,0.0457142857142857,2.07119,5.49,16.08612,11.74743,0.0,7.0
674,21.0,1.0,2.0,0.0,5.0,0.0,13.0,2.598752598752599e-05,1.98000198000198e-05,1.2375012375012374e-06,2.475002475002475e-06,7.425007425007425e-06,0.0,0.0,0.0001930501930501,8.538758538758538e-05,0.0001868626868626,1.6087516087516086e-05,1332.788832788833,46.98,38.0,8.6,5.92,68.64924,17.01901,0.18,0.0457142857142857,2.92083,6.99,47.14676,11.48459,0.0,64.0
675,134.0,2.0,2.0,0.0,5.0,0.0,12.0,0.0001658251658251,1.856251856251856e-05,2.475002475002475e-06,2.475002475002475e-06,7.425007425007425e-06,0.0,0.0,0.0001967626967626,8.043758043758043e-05,0.0001893376893376,1.485001485001485e-05,1459.013959013959,49.46,9.816666666666666,9.0,8.48,68.3756,16.57639,0.18,0.0457142857142857,1.95786,5.36,46.94223,7.56588,0.0,27.0
676,174.0,2.0,2.0,8.0,5.0,0.0,12.0,0.0002086558605315,1.6788402571503604e-05,2.3983432245005152e-06,2.3983432245005152e-06,7.195029673501545e-06,9.59337289800206e-06,0.0,0.0001954649727967,7.434863995951596e-05,0.0001810749134497,1.439005934700309e-05,1424.615875353306,47.99,9.816666666666666,9.3,11.3312,226.101,26.57227,0.18,0.0457142857142857,2.36017,6.99,47.17113,3.80553,0.0,10.0
677,0.0,151.0,12.0,2.0,2.0,0.0,3.0,0.0,3.9664336687373685e-05,3.8891654803853417e-05,3.090727534081066e-06,1.4423395159044976e-05,5.151212556801777e-07,0.0,8.473744655938924e-05,3.863409417601332e-06,0.0001774592725818,7.726818835202665e-07,3867.530387646774,84.49,3.0,2.0,12.2819,704.0,6.65842,0.11272,0.18,0.14548,1.48,44.74087,10.36985,0.0,419.0
678,0.0,167.0,12.0,1.0,2.0,1.0,3.0,0.0,3.943169823224664e-05,4.221213849221274e-05,3.0332075563266645e-06,1.41549685961911e-05,2.5276729636055534e-07,2.5276729636055534e-07,8.644641535530994e-05,3.28597485268722e-06,0.0001756732709705,7.583018890816661e-07,4038.968628545314,85.08,2.9,2.0,9.81,588.9076,29.09481,0.1141,2.25,0.41878,5.17,28.962,6.40069,0.0,298.0
679,0.0,148.0,13.0,11.0,2.0,0.0,3.0,0.0,3.879684999421778e-05,3.680726794323225e-05,3.233070832851481e-06,1.3927074356898687e-05,2.7356753201051e-06,0.0,8.331374838501895e-05,3.7304663455978633e-06,0.0001735910339484,7.460932691195727e-07,4124.403591692998,90.95,2.3,2.0,7.25,698.0,17.02056,0.11843,1.81,0.17041,2.04,258.6286,6.3066,0.0,0.0
680,0.0,165.0,13.0,3.0,2.0,0.0,3.0,0.0,3.722009022933452e-05,4.040338742000129e-05,3.1832971906667685e-06,1.3957533836000448e-05,7.346070440000235e-07,0.0,9.084640444133623e-05,3.673035220000117e-06,0.000171163441252,7.346070440000235e-07,4230.601966396135,96.23,2.3,1.9,2.52,642.0,5.05082,0.12836,0.13,0.16612,7.85,262.8779,7.24648,0.0,282.0
681,0.0,148.0,14.0,10.0,2.0,0.0,3.0,0.0,3.5932221701325586e-05,3.569106585098112e-05,3.3761819048225384e-06,1.4710506871012488e-05,2.41155850344467e-06,0.0,9.115691143020852e-05,3.617337755167005e-06,0.0001704971861935,7.23467551033401e-07,4489.116154162253,98.57,2.2,1.8,14.538,650.0,15.38405,0.13401,0.14,0.15528,13.8648,241.0955,6.66293,0.0,66.0
682,0.0,150.0,12.0,6.0,2.0,0.0,3.0,0.0,3.255168887428419e-05,3.564053526381481e-05,2.8512428211051847e-06,1.4256214105525922e-05,1.4256214105525923e-06,0.0,8.197323110677405e-05,3.5640535263814804e-06,0.0001561055444555,7.128107052762962e-07,4763.713943361487,111.8,66.2,1.5,1.93,620.0,14.46738,0.14831,0.17,0.15949,1.99,336.0959,7.84262,0.0,46.0
683,0.0,168.0,14.0,0.0,2.0,0.0,3.0,0.0,3.3491296712747256e-05,3.93464185156751e-05,3.2788682096395914e-06,1.522331668761239e-05,0.0,0.0,8.197170524098978e-05,3.7472779538738175e-06,0.0001669880738195,7.02614616351341e-07,5320.432079884471,122.53,2.3,1.4,2.74,584.6367,16.38506,0.16845,2.32,0.00349,14.0549,309.2458,2.00229,0.0,0.0
684,0.0,137.0,13.0,19.0,2.0,0.0,3.0,0.0,2.909171509513684e-05,3.163146800026783e-05,3.001526160609356e-06,1.500763080304678e-05,4.386845927044443e-06,0.0,7.1343967971407e-05,3.4632994160877183e-06,0.0001521542876801,6.926598832175437e-07,6207.386986767888,143.89,2.5,0.92,5.64,709.0,5.82657,0.19184,0.2,0.00511,5.67,366.4742,8.32021,0.0,0.0
685,0.0,153.0,14.0,12.0,2.0,0.0,2.0,0.0,2.913566544607956e-05,3.482622510351697e-05,3.1867134081649515e-06,1.5250699881932268e-05,2.7314686355699586e-06,0.0,7.283916361519889e-05,3.414335794462448e-06,0.0001538727331371,4.552447725949931e-07,7011.224742735489,165.15,2.6,1.3,9.44,634.9848,28.39304,0.20086,0.2,0.09146,5.49,65.53467,2.94311,0.0,0.0
686,0.0,138.0,14.0,22.0,2.0,0.0,3.0,0.0,2.6711284238142543e-05,3.0976111133308166e-05,3.14250402801677e-06,1.4590197272935003e-05,4.938220615454925e-06,0.0,7.048187605694756e-05,3.36696860144654e-06,0.0001465753664496,6.733937202893079e-07,6901.387774671687,153.82,2.8,0.92,5.55,601.7451,15.94872,0.18125,0.18,0.09888,5.64,55.23341,2.44841,0.0,25.0
687,0.0,156.0,16.0,51.0,2.0,0.0,3.0,0.0,2.944940680480579e-05,3.454216136503536e-05,3.542785781029268e-06,1.5056839569374388e-05,1.129262967703079e-05,0.0,7.882698362790121e-05,3.985634003657926e-06,0.0001594253601463,6.642723339429877e-07,8337.946335652381,181.49,2.2,1.0,6.76,92.2121,4.03625,3.74,0.19,0.16218,6.9,53.23631,11.57843,0.0,17.0
688,0.0,154.0,17.0,4.0,2.0,0.0,3.0,0.0,2.7968593018077763e-05,3.3649713474874805e-05,3.7145787602134527e-06,1.4858315040853813e-05,8.740185318149301e-07,0.0,7.516559373608398e-05,3.9330833931671855e-06,0.0001531717477005,6.555138988611976e-07,9343.69511436751,222.48,65.4,1.3,2.26,490.8109,21.15367,3.21,2.07,0.04692,6.9,406.8537,3.06194,0.0,1.0
689,0.0,186.0,17.0,7.0,2.0,0.0,3.0,0.0,2.717656224252364e-05,4.011778235801109e-05,3.666679032721444e-06,1.4882403132810565e-05,1.5098090134735356e-06,0.0,7.592182467752636e-05,3.882366034646234e-06,0.0001559417023916,6.470610057743725e-07,10187.112787909797,229.51,4.6,1.0,6.34,699.0,24.02756,3.17,0.93,0.13332,11.1583,356.4691,15.18677,0.0,30.0
690,0.0,176.0,18.0,0.0,2.0,0.0,3.0,0.0,2.597987794568161e-05,3.747916818393413e-05,3.833096746084173e-06,1.4906487345882892e-05,0.0,0.0,8.028208184854072e-05,3.833096746084173e-06,0.0001546015687587,6.388494576806953e-07,10849.58033979125,239.04,2.6,0.84,11.2464,117.3474,22.18597,3.02,0.23,0.18087,1.78,373.9761,15.75426,0.0,0.0
691,0.0,190.0,17.0,1.0,2.0,0.0,3.0,0.0,2.5655940380641623e-05,3.995597272395007e-05,3.575008085827112e-06,1.5351505309728186e-05,2.1029459328394778e-07,0.0,8.474872109343095e-05,3.78530267911106e-06,0.0001568797665898,6.308837798518432e-07,10938.89385885111,240.7,2.8,0.93,1.8,575.2879,23.97117,3.12,0.26,0.22469,5.63,55.62421,10.01099,0.0,0.0
692,0.0,163.0,20.0,0.0,2.0,0.0,3.0,0.0,2.721148349530052e-05,3.3858563433083846e-05,4.154424961114582e-06,1.5786814852235414e-05,0.0,0.0,9.659038034591403e-05,3.946703713058854e-06,0.0001661769984445,6.231637441671874e-07,11724.202682761465,241.2,2.5,0.68,2.18,689.8956,16.46106,3.19,0.27,0.17675,6.73,63.29681,20.22801,0.0,0.0
693,0.0,158.0,23.0,9.0,3.0,0.0,3.0,0.0,2.8116734936972336e-05,3.242659941636226e-05,4.720327763141341e-06,1.621329970818113e-05,1.8470847768813944e-06,0.0,0.0001083623069103,3.899401195638499e-06,0.0001789619917156,6.156949256271314e-07,12077.266429459934,234.2,2.0,0.66,12.4052,812.0,27.95535,3.36,0.27,0.16977,2.32,508.2435,20.73923,0.0,75.0
694,0.0,153.0,25.0,13.0,3.0,0.0,3.0,0.0,2.8396079880606653e-05,3.103285872666298e-05,5.070728550108331e-06,1.642916050235099e-05,2.636778846056332e-06,0.0,0.0001091220783983,4.056582840086665e-06,0.0001768670118277,6.084874260129997e-07,12274.611186676237,227.71,1.7,0.75,5.79,621.7478,14.71361,3.21,0.6941176470588236,0.06867,2.32,599.9278,2.62878,0.0,54.0
695,0.0,149.0,25.0,1.0,2.0,0.0,3.0,0.0,2.7179105028580656e-05,3.0221542158645653e-05,5.070728550108331e-06,1.6631989644355326e-05,2.028291420043333e-07,0.0,0.0001133814903804,4.056582840086665e-06,0.0001730132581296,6.084874260129997e-07,12661.00070219449,251.07,1.5,0.75,6.79,614.5912,14.42081,3.28,0.6941176470588236,0.11314,12.1787,64.7275,2.58888,0.0,127.0
696,0.0,146.0,26.0,0.0,2.0,0.0,3.0,0.0,2.617445991381464e-05,2.8950538995582866e-05,5.155575437569551e-06,1.6656474490609317e-05,0.0,0.0,0.0001142158250784,4.164118622652329e-06,0.000166763036269,5.948740889503328e-07,12772.343272489612,253.1,1.5,0.74,1.93,745.8633,14.77671,3.07,0.6941176470588236,0.14485,2.0,65.92498,22.57081,0.0,7.0
697,0.0,13.0,62.0,0.0,37.0,9.0,2.0,0.0,2.493861699498734e-05,2.9472910994075945e-06,1.4056311397174682e-05,5.622524558869873e-05,0.0,2.0404322995898733e-06,0.0002199132589557,2.2671469995443042e-07,0.0001596071487679,4.534293999088607e-07,4951.449047004759,55.57,0.1,3.9,27.1489,540.0848,25.3365,5.93273,7.07,0.59473,32.1199,78.01241,2.59994,0.0,152.0
698,0.0,6.0,69.0,0.0,35.0,4.0,2.0,0.0,2.387866036209961e-05,1.3516222846471478e-06,1.55436562734422e-05,5.519124328975853e-05,0.0,9.010815230980984e-07,0.0002126552394511,2.2527038077452466e-07,0.0001570134553998,4.505407615490493e-07,5242.942842146286,69.12,0.1,3.3,25.3192,667.0,6.51808,6.2307,13.15,0.85101,9.81,30.10375,1.31644,0.0,116.0
699,0.0,11.0,72.0,0.0,33.0,2.0,2.0,0.0,2.2316347617283565e-05,2.4547982379011923e-06,1.6067770284444167e-05,5.266658037678921e-05,0.0,4.463269523456713e-07,0.0002157990814591,2.2316347617283565e-07,0.0001533133081307,4.463269523456713e-07,6042.151117379525,81.11,0.1,4.2,6.86,130.1932,5.70918,6.6788,7.95,0.47603,19.5246,67.14775,1.27183,0.0,101.0
700,0.0,8.0,80.0,0.0,44.0,4.0,2.0,0.0,2.156619967321649e-05,1.7786556431518757e-06,1.7786556431518756e-05,5.424899711613221e-05,0.0,8.893278215759378e-07,0.0002221096234385,2.223319553939845e-07,0.0001534090492218,4.446639107879689e-07,7778.283459458546,95.62,0.1,3.7,15.1274,163.1735,7.16801,5.70945,6.81,1.06249,8.51,72.84405,1.01899,0.0,72.0
701,0.0,6.0,85.0,0.0,34.0,11.0,2.0,0.0,2.001392524443118e-05,1.3342616829620789e-06,1.890204050862945e-05,5.492710594860557e-05,0.0,2.446146418763811e-06,0.0002177070312699,2.2237694716034649e-07,0.0001434331309184,4.447538943206929e-07,9330.714325900975,128.07,0.2,3.7,15.1018,500.1632,5.57956,5.36244,6.5,1.42359,20.2098,82.34884,2.24037,0.0,84.0
702,0.0,5.0,92.0,2.0,49.0,5.0,1.0,0.0,2.0463070385844536e-05,1.1121233905350293e-06,2.0463070385844536e-05,5.738556695160751e-05,4.448493562140117e-07,1.1121233905350293e-06,0.0002255386236005,2.2242467810700586e-07,0.0001432414927009,2.2242467810700586e-07,10182.601763738729,109.15,0.1,2.7,24.3701,140.7599,6.20156,4.24791,0.37,1.15865,20.062,59.32157,1.10548,0.0,155.0
703,0.0,12.0,93.0,0.0,33.0,1.0,1.0,0.0,2.024584687598796e-05,2.6697820056247856e-06,2.069081054359209e-05,5.918016779134942e-05,0.0,2.224818338020655e-07,0.0002275989159795,2.224818338020655e-07,0.0001377162551234,2.224818338020655e-07,11315.42606717305,125.18,0.1,3.2,6.6,145.4279,6.41885,4.36617,5.2,0.81755,27.1326,81.08666,2.47355,0.0,66.0
704,0.0,4.0,100.0,0.0,31.0,3.0,1.0,0.0,2.136508659981769e-05,8.902119416590702e-07,2.225529854147676e-05,6.275994188696445e-05,0.0,6.676589562443027e-07,0.0002403572242479,2.2255298541476762e-07,0.0001377602979717,2.2255298541476762e-07,13474.025395966271,141.25,0.1,2.3,21.7359,638.0,5.82914,4.62,5.5,0.57232,27.8734,24.19882,1.56541,0.0,74.0
705,0.0,8.0,98.0,1.0,30.0,3.0,1.0,0.0,2.1818782543103783e-05,1.7811251055594929e-06,2.1818782543103783e-05,6.478842571472654e-05,2.2264063819493658e-07,6.679219145848097e-07,0.0002446820613762,2.2264063819493658e-07,0.0001358107892989,2.2264063819493658e-07,15752.047792929958,203.55,0.1,2.3,22.4715,538.378,25.67611,4.70971,5.62,0.5416,29.2245,23.17448,2.63961,0.0,110.0
706,0.0,16.0,88.0,1.0,30.0,4.0,1.0,0.0,2.093816803058041e-05,3.56394349456688e-06,1.960168922011784e-05,6.415098290220383e-05,2.227464684104301e-07,8.909858736417199e-07,0.0002367794959202,2.227464684104301e-07,0.0001222878111573,2.227464684104301e-07,14051.738213203564,203.9,0.1,2.8,4.72,565.0,13.01465,4.7475,4.73,0.45075,7.84,28.15242,1.34155,0.0,56.0
707,0.0,12.0,85.0,1.0,29.0,4.0,1.0,0.0,2.07270930519441e-05,2.6744636196056902e-06,1.894411730554031e-05,6.374138293393562e-05,2.228719683004742e-07,8.914878732018968e-07,0.0002375815182083,2.228719683004742e-07,0.0001123274720234,2.228719683004742e-07,13467.261556524454,186.88,0.2,1.9,21.4912,356.0453,17.07974,10.71,0.41,0.49221,18.3446,28.05583,1.25051,0.0,37.0
708,0.0,11.0,81.0,0.0,27.0,2.0,1.0,0.0,2.029526714370209e-05,2.453274050337615e-06,1.806501800703153e-05,6.289302565410977e-05,0.0,4.460498273341119e-07,0.000231053810559,2.2302491366705602e-07,0.0001074980083875,2.2302491366705602e-07,14088.483796347922,204.17,0.1,1.5,11.7574,479.0,18.15693,11.01,12.19,0.57687,16.4482,19.00106,1.4976,0.0,86.0
709,0.0,12.0,78.0,0.0,37.0,4.0,1.0,0.0,2.0312305038143607e-05,2.6785457193156407e-06,1.741054717555166e-05,6.249940011736494e-05,0.0,8.928485731052135e-07,0.0002305781440044,2.2321214327630338e-07,0.0001020079494772,2.2321214327630338e-07,12766.17211040162,178.68,0.2,1.4,13.1117,347.4645,16.80598,10.58,1.24,0.82394,28.9978,53.23483,0.63114,0.0,95.0
710,0.0,8.0,73.0,0.0,23.0,3.0,1.0,0.0,1.921525351510665e-05,1.7874654432657351e-06,1.6310622169799832e-05,6.0550391890626776e-05,0.0,6.702995412246507e-07,0.0002254440790318,2.234331804082169e-07,9.317163623022644e-05,2.234331804082169e-07,13157.756561059485,133.0,0.1,1.2,4.79,297.8829,14.47945,10.39,6.19,0.28283,16.489,47.18116,0.99894,0.0,35.0
711,0.0,9.0,71.0,2.0,22.0,0.0,1.0,0.0,1.901338855716118e-05,2.013182317817066e-06,1.5881771618334633e-05,6.039546953451199e-05,4.473738484037925e-07,0.0,0.0002339765227151,2.2368692420189626e-07,8.969845660496039e-05,2.2368692420189626e-07,13047.658288696608,145.1,0.1,0.94,12.404,71.27212,13.47337,9.5,4.67,0.48657,26.5018,17.11301,0.90357,0.0,0.0
