,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Prevalence of anaemia in pregnant women (aged 15-49) (%),Stillbirth rate (per 1000 total births),"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)","Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)"
2674,18.98235294117647,18.0,2.44919,0.6941176470588236,53.07647058823529
2675,14.8,13.4,2.74505,1.1,48.0
2676,15.2,13.2,2.7298,1.1,48.4
2677,15.7,13.1,2.72185,1.0,48.8
2678,16.1,13.1,2.70052,1.0,49.2
2679,16.5,13.1,2.63553,1.0,49.7
2680,16.9,13.1,2.56497,1.0,50.1
2681,17.4,13.1,2.50961,0.9,50.5
2682,17.8,13.0,2.44594,0.9,50.9
2683,18.3,13.0,2.382,0.9,51.2
2684,18.7,13.1,2.31237,0.9,51.6
2685,19.2,13.1,2.25479,0.8,52.0
2686,19.7,13.2,2.23519,0.8,52.4
2687,20.2,13.3,2.23149,0.8,52.8
2688,20.6,13.5,2.25642,0.8,53.1
2689,21.2,13.7,2.27457,0.8,53.5
2690,21.7,13.9,2.26796,0.7,53.9
2691,22.2,14.1,2.26488,0.7,54.3
2692,18.36470588235294,14.4,2.25844,0.8941176470588236,51.2
2693,18.36470588235294,14.6,2.24401,0.8941176470588236,51.2
2694,18.36470588235294,14.9,2.224,0.8941176470588236,51.2
2695,11.7,37.2,12.74301,4.3,50.2
2696,12.1,36.8,12.44991,4.1,50.8
2697,12.6,36.5,12.19497,4.0,51.5
2698,13.1,36.2,11.94784,3.9,52.2
2699,13.6,35.9,11.69474,3.7,52.8
2700,14.1,35.5,11.47062,3.6,53.5
2701,14.6,35.0,11.24646,3.5,54.2
2702,15.1,34.8,11.05736,3.4,54.9
2703,15.7,34.4,10.88884,3.3,55.7
2704,16.3,33.9,10.77446,3.2,56.4
2705,16.9,33.5,10.67257,3.0,57.1
2706,17.5,33.2,10.62413,2.9,57.8
2707,18.1,33.1,10.64482,2.8,58.5
2708,6.1,40.7,13.82136,4.3,35.3
2709,6.4,40.5,13.49157,4.2,35.8
2710,6.6,40.2,13.13538,4.1,36.3
2711,6.8,39.6,12.73745,4.0,36.8
2712,7.1,38.6,12.39452,3.9,37.3
2713,7.4,38.0,12.11887,3.8,37.9
2714,7.7,38.1,11.88287,3.7,38.5
2715,8.0,37.7,11.68117,3.7,39.1
2716,8.3,37.3,11.42165,3.6,39.8
2717,8.7,37.0,11.16194,3.5,40.4
2718,9.0,36.6,10.85782,3.4,41.1
2719,9.4,36.3,10.4989,3.3,41.8
2720,9.8,36.4,10.13892,3.2,42.5
2721,10.2,36.7,9.83534,3.1,43.2
2722,10.6,36.9,9.59343,3.1,43.9
2723,11.1,37.0,9.41362,3.0,44.6
2724,11.6,37.5,9.26965,2.9,45.3
2725,8.51764705882353,38.0,9.17774,3.576470588235294,39.976470588235294
2726,8.51764705882353,38.3,9.13219,3.576470588235294,39.976470588235294
2727,8.51764705882353,38.6,9.01908,3.576470588235294,39.976470588235294
2728,1.6,54.0,25.28329,15.5,18.4
2729,1.6,53.9,24.63166,15.3,18.9
2730,1.7,53.8,24.01176,15.1,19.4
2731,1.8,53.6,23.55208,15.0,19.9
2732,2.0,53.5,23.15185,14.8,20.4
2733,2.1,53.2,22.78958,14.6,20.9
2734,2.2,52.9,22.49385,14.4,21.5
2735,2.3,52.5,22.26561,14.2,22.0
2736,2.5,52.1,22.12311,14.0,22.6
2737,2.6,51.6,21.97888,13.8,23.2
2738,2.8,51.1,21.77114,13.6,23.8
2739,3.0,50.7,21.63634,13.4,24.4
2740,3.1,50.3,21.46186,13.1,25.1
2741,3.3,50.0,21.03843,12.9,25.7
2742,3.5,49.8,20.57381,12.7,26.4
2743,3.7,49.6,20.13904,12.5,27.0
2744,4.0,49.3,19.74383,12.3,27.7
2745,2.576470588235294,48.9,19.38951,13.952941176470588,22.78235294117647
2746,2.576470588235294,48.5,19.08475,13.952941176470588,22.78235294117647
2747,2.576470588235294,48.1,18.81076,13.952941176470588,22.78235294117647
2748,2.0,31.1,10.50626,14.8,18.9
2749,2.1,31.1,10.14421,14.5,19.5
2750,2.3,31.0,9.80937,14.2,20.1
2751,2.5,31.0,9.447,13.8,20.8
2752,2.7,31.0,9.15372,13.5,21.5
2753,2.9,31.0,8.84945,13.1,22.3
2754,3.1,31.1,8.54752,12.8,23.1
2755,3.4,31.1,8.26475,12.4,24.0
2756,3.7,31.1,8.00855,12.0,24.9
2757,4.0,31.1,7.74779,11.6,25.8
2758,4.4,31.1,7.49307,11.3,26.7
2759,4.8,31.2,7.21025,10.9,27.6
2760,5.2,31.3,6.95842,10.5,28.6
2761,5.6,31.4,6.71974,10.1,29.6
2762,6.0,31.6,6.51107,9.8,30.6
2763,6.5,31.7,6.33801,9.4,31.6
2764,7.0,31.9,6.17807,9.1,32.6
2765,4.011764705882353,32.0,6.04174,11.988235294117649,25.188235294117646
2766,4.011764705882353,32.1,5.88823,11.988235294117649,25.188235294117646
2767,4.011764705882353,32.2,5.75912,11.988235294117649,25.188235294117646
2768,1.6,55.7,28.49156,13.8,19.3
2769,1.7,55.8,28.15402,13.6,19.8
2770,1.8,55.9,27.72415,13.4,20.3
2771,1.9,55.9,27.46224,13.2,20.8
2772,2.0,56.0,27.12707,13.0,21.3
2773,2.1,56.0,26.79069,12.8,21.9
2774,2.2,55.9,26.42793,12.6,22.4
2775,2.4,55.9,26.0845,12.4,23.0
2776,2.5,55.7,25.82724,12.2,23.5
2777,2.6,55.6,25.35047,12.0,24.1
2778,2.8,55.4,24.98048,11.8,24.6
2779,2.9,55.3,24.56366,11.7,25.2
2780,3.1,55.1,24.30244,11.5,25.8
2781,3.3,55.0,23.98406,11.3,26.3
2782,3.5,54.8,23.6177,11.1,26.9
2783,3.7,54.6,23.3667,10.9,27.5
2784,3.9,54.4,23.09928,10.7,28.1
2785,2.588235294117647,54.2,22.85013,12.235294117647058,23.576470588235296
2786,2.588235294117647,54.0,22.64025,12.235294117647058,23.576470588235296
2787,2.588235294117647,53.7,22.39126,12.235294117647058,23.576470588235296
2788,5.4,25.5,11.88264,6.2,34.6
2789,5.7,24.9,11.81004,6.0,35.4
2790,6.0,24.4,11.71161,5.9,36.1
2791,6.3,23.9,11.57819,5.7,36.9
2792,6.5,23.3,11.49742,5.6,37.6
2793,6.8,22.8,11.35406,5.4,38.3
2794,7.1,22.3,11.18161,5.3,39.0
2795,7.4,21.8,11.02112,5.1,39.7
2796,7.8,21.3,10.86389,5.0,40.4
2797,8.1,20.8,10.67817,4.9,41.1
2798,8.4,20.3,10.37128,4.8,41.7
2799,8.8,20.0,10.22492,4.7,42.4
2800,9.2,19.7,10.07078,4.6,43.1
2801,9.5,19.5,9.93021,4.5,43.9
2802,9.9,19.3,9.78802,4.4,44.6
2803,10.4,19.2,9.6462,4.3,45.3
2804,10.8,19.2,9.50732,4.2,46.0
2805,7.888235294117647,19.2,9.35419,5.094117647058823,40.358823529411765
2806,7.888235294117647,19.3,9.23126,5.094117647058823,40.358823529411765
2807,7.888235294117647,19.4,9.0851,5.094117647058823,40.358823529411765
2808,10.8,33.5,16.74283,5.2,51.1
2809,11.2,33.2,16.04655,5.0,51.8
2810,11.7,32.9,15.3746,4.8,52.5
2811,12.1,32.8,14.77067,4.7,53.2
2812,12.6,32.6,14.2462,4.5,53.8
2813,13.1,32.4,13.7825,4.4,54.5
2814,13.5,32.2,13.3379,4.3,55.2
2815,14.0,32.0,12.97958,4.1,55.9
2816,14.6,31.7,12.66036,4.0,56.5
2817,15.1,31.5,12.38418,3.9,57.2
2818,15.6,31.2,12.13866,3.7,57.8
2819,16.1,31.1,11.97929,3.6,58.5
2820,16.7,31.0,11.84562,3.5,59.1
2821,17.3,30.9,11.79327,3.4,59.7
2822,17.9,30.8,11.90591,3.3,60.4
2823,18.5,30.7,11.88998,3.2,61.0
2824,19.1,30.7,11.35833,3.1,61.6
2825,14.7,30.6,11.09014,4.041176470588235,56.45882352941176
2826,14.7,30.5,10.95093,4.041176470588235,56.45882352941176
2827,14.7,30.5,10.79415,4.041176470588235,56.45882352941176
2828,14.4,35.0,12.11958,2.2,56.4
2829,14.9,34.6,11.59466,2.1,57.1
2830,15.4,34.3,11.03428,2.1,57.7
2831,16.0,34.0,10.44584,2.0,58.4
2832,16.5,33.7,9.82216,1.9,59.1
2833,17.1,33.3,9.12463,1.8,59.8
2834,17.7,32.9,8.48003,1.7,60.5
2835,18.3,32.5,7.82533,1.7,61.1
2836,18.9,32.1,7.23316,1.6,61.8
2837,19.6,31.7,6.68786,1.5,62.4
2838,20.2,31.3,6.17759,1.5,63.1
2839,20.9,31.0,5.74811,1.4,63.7
2840,21.5,30.7,5.48474,1.3,64.4
2841,22.2,30.4,5.36543,1.3,65.0
2842,22.9,30.1,5.05305,1.2,65.6
2843,23.6,30.0,4.79911,1.2,66.2
2844,24.4,29.8,4.75389,1.1,66.8
2845,19.08823529411765,29.7,4.55052,1.623529411764706,61.711764705882345
2846,19.08823529411765,29.6,4.43113,1.623529411764706,61.711764705882345
2847,19.08823529411765,29.5,4.43182,1.623529411764706,61.711764705882345
2848,8.6,33.0,10.10829,3.2,41.0
2849,9.0,32.6,10.0062,3.1,41.6
2850,9.3,32.3,9.86051,3.0,42.2
2851,9.7,31.9,9.70885,2.9,42.8
2852,10.1,31.3,9.52041,2.8,43.5
2853,10.5,30.6,9.3424,2.7,44.1
2854,10.9,30.1,9.1876,2.7,44.8
2855,11.3,29.6,9.01589,2.6,45.5
2856,11.7,29.1,8.8704,2.5,46.1
2857,12.2,28.7,8.77947,2.4,46.8
2858,12.7,28.3,8.69466,2.3,47.5
2859,13.2,28.1,8.66425,2.2,48.2
2860,13.7,27.9,8.60283,2.2,48.9
2861,14.2,27.9,8.58526,2.1,49.6
2862,14.7,27.7,8.55537,2.0,50.4
2863,15.3,27.5,8.58222,2.0,51.1
2864,15.9,27.6,8.57576,1.9,51.8
2865,11.941176470588236,27.6,8.62442,2.5058823529411764,46.22941176470588
2866,11.941176470588236,27.7,8.63365,2.5058823529411764,46.22941176470588
2867,11.941176470588236,27.7,8.58308,2.5058823529411764,46.22941176470588
2868,0.8,45.4,23.31527,15.0,15.4
2869,0.8,44.9,22.94397,14.9,15.7
2870,0.8,44.5,22.42827,14.7,16.1
2871,0.9,43.9,21.96439,14.6,16.5
2872,0.9,43.5,21.56225,14.4,16.9
2873,1.0,42.9,21.26993,14.2,17.3
2874,1.0,42.2,21.14739,14.1,17.7
2875,1.1,41.5,21.10789,13.9,18.1
2876,1.2,40.8,21.03704,13.7,18.5
2877,1.2,40.2,21.01032,13.6,19.0
2878,1.3,39.6,20.78,13.4,19.4
2879,1.4,39.2,20.46843,13.2,19.9
2880,1.5,39.0,20.11304,13.0,20.4
2881,1.5,38.8,19.71901,12.9,20.9
2882,1.6,38.8,19.32502,12.7,21.4
2883,1.7,38.8,18.98726,12.5,21.9
2884,1.8,38.8,18.65917,12.3,22.4
2885,1.2058823529411764,38.8,18.34858,13.711764705882352,18.676470588235293
2886,1.2058823529411764,38.8,18.09074,13.711764705882352,18.676470588235293
2887,1.2058823529411764,38.9,17.83072,13.711764705882352,18.676470588235293
2888,14.8,24.6,6.79603,1.3,52.2
2889,15.2,24.4,6.63156,1.3,52.6
2890,15.6,24.2,6.42512,1.2,52.9
2891,16.0,24.0,6.23208,1.2,53.3
2892,16.4,23.7,6.0518,1.2,53.7
2893,16.8,23.3,5.83812,1.1,54.0
2894,17.2,23.0,5.64009,1.1,54.4
2895,17.7,22.7,5.47706,1.1,54.8
2896,18.1,22.4,5.37183,1.0,55.2
2897,18.6,22.1,5.27902,1.0,55.6
2898,19.0,21.9,5.19212,1.0,56.0
2899,19.5,21.9,5.0845,0.9,56.4
2900,20.0,21.9,4.99469,0.9,56.8
2901,20.5,22.0,4.91347,0.9,57.2
2902,21.0,22.1,4.83008,0.9,57.6
2903,21.5,22.2,4.75243,0.8,58.0
2904,22.0,22.5,4.68263,0.8,58.4
2905,18.22941176470588,22.7,4.63731,1.0411764705882351,55.24117647058824
2906,18.22941176470588,23.0,4.58615,1.0411764705882351,55.24117647058824
2907,18.22941176470588,23.2,4.52217,1.0411764705882351,55.24117647058824
2908,17.7,25.3,8.43024,3.0,57.7
2909,18.2,24.9,8.23973,2.9,58.4
2910,18.7,24.7,7.93566,2.8,59.0
2911,19.2,24.7,7.67328,2.7,59.6
2912,19.8,24.4,7.51216,2.6,60.3
2913,20.4,24.1,7.40657,2.5,60.9
2914,21.0,24.1,7.32866,2.4,61.5
2915,21.6,24.1,7.23027,2.3,62.2
2916,22.2,24.0,6.94827,2.2,62.8
2917,22.8,23.8,6.544,2.1,63.5
2918,23.5,23.7,6.11272,2.0,64.1
2919,24.1,23.7,5.66314,2.0,64.8
2920,24.8,23.8,5.4008,1.9,65.4
2921,25.4,23.7,5.27635,1.8,66.0
2922,26.1,23.6,5.20114,1.8,66.7
2923,26.8,23.6,5.15101,1.7,67.2
2924,27.5,23.5,5.06662,1.6,67.8
2925,22.34117647058824,23.5,4.97514,2.252941176470588,62.81764705882353
2926,22.34117647058824,23.6,4.96235,2.252941176470588,62.81764705882353
2927,22.34117647058824,23.7,4.93337,2.252941176470588,62.81764705882353
2928,17.1,16.0,4.44815,1.0,54.8
2929,17.6,15.7,4.40031,1.0,55.4
2930,18.2,15.4,4.36442,1.0,56.0
2931,18.8,15.2,4.33621,0.9,56.6
2932,19.3,15.1,4.29688,0.9,57.2
2933,19.9,15.0,4.24687,0.9,57.8
2934,20.5,14.9,4.17209,0.9,58.4
2935,21.1,14.9,4.09588,0.8,58.9
2936,21.8,14.9,4.00959,0.8,59.5
2937,22.4,14.9,3.91327,0.8,60.1
2938,23.0,15.0,3.79675,0.8,60.6
2939,23.6,15.1,3.66167,0.7,61.1
2940,24.3,15.2,3.50132,0.7,61.7
2941,24.9,15.2,3.33463,0.7,62.2
2942,25.5,15.4,3.16676,0.7,62.7
2943,26.2,15.5,3.00821,0.7,63.2
2944,26.9,15.8,2.99917,0.6,63.7
2945,21.829411764705885,16.0,3.03253,0.8176470588235294,59.40588235294118
2946,21.829411764705885,16.2,3.04742,0.8176470588235294,59.40588235294118
2947,21.829411764705885,16.5,3.04298,0.8176470588235294,59.40588235294118
2948,24.0,9.4,3.31203,0.9,58.6
2949,24.8,9.2,3.27058,0.9,59.3
2950,25.5,9.1,3.18871,0.9,60.0
2951,26.3,9.1,3.11422,0.8,60.7
2952,27.0,9.1,3.0956,0.8,61.3
2953,27.7,9.2,2.98531,0.8,61.9
2954,28.4,9.3,2.9629,0.8,62.5
2955,29.1,9.5,2.99037,0.8,63.1
2956,29.8,9.6,3.08445,0.7,63.7
2957,30.5,9.8,2.96991,0.7,64.2
2958,31.2,10.0,2.97287,0.7,64.8
2959,31.9,10.2,2.96543,0.7,65.3
2960,32.6,10.4,2.97203,0.7,65.8
2961,33.3,10.5,2.97982,0.7,66.4
2962,34.0,10.7,3.00133,0.6,66.9
2963,34.7,10.8,3.01931,0.6,67.4
2964,35.5,11.0,3.03359,0.6,67.9
2965,29.78235294117647,11.1,3.03266,0.7470588235294118,63.51764705882353
2966,29.78235294117647,11.3,3.02089,0.7470588235294118,63.51764705882353
2967,29.78235294117647,11.5,3.00283,0.7470588235294118,63.51764705882353
2968,16.9,25.4,7.33634,1.5,54.2
2969,17.4,25.5,7.08869,1.5,54.7
2970,17.9,25.8,6.93544,1.4,55.3
2971,18.3,26.0,6.89255,1.3,55.9
2972,18.8,26.2,6.72205,1.3,56.4
2973,19.3,26.2,6.46481,1.2,57.0
2974,19.8,26.1,6.23625,1.1,57.6
2975,20.2,25.8,5.92875,1.1,58.1
2976,20.7,25.5,5.48825,1.0,58.7
2977,21.2,25.2,5.08459,1.0,59.2
2978,21.7,24.8,4.87447,0.9,59.7
2979,22.3,24.6,4.83522,0.9,60.3
2980,22.8,24.7,4.90609,0.8,60.8
2981,23.3,24.8,4.97689,0.8,61.3
2982,23.8,24.8,4.93987,0.8,61.9
2983,24.4,25.0,4.8331,0.7,62.4
2984,24.9,25.1,4.8066,0.7,62.9
2985,20.805882352941172,25.3,4.85474,1.0588235294117647,58.61176470588235
2986,20.805882352941172,25.4,4.79253,1.0588235294117647,58.61176470588235
2987,20.805882352941172,25.5,4.71009,1.0588235294117647,58.61176470588235
2988,7.6,43.1,11.16275,3.4,38.5
2989,7.9,42.6,10.99865,3.4,39.0
2990,8.2,42.2,10.76045,3.3,39.5
2991,8.5,41.7,10.53107,3.2,40.1
2992,8.8,41.1,10.34722,3.1,40.6
2993,9.1,40.6,10.10963,3.0,41.2
2994,9.4,40.0,9.8919,3.0,41.8
2995,9.8,39.4,9.65878,2.9,42.3
2996,10.2,38.8,9.41466,2.8,42.9
2997,10.6,38.2,9.14019,2.7,43.6
2998,11.0,37.6,8.87966,2.7,44.2
2999,11.4,37.0,8.64439,2.6,44.8
3000,11.8,36.6,8.35729,2.5,45.5
3001,12.3,36.2,8.05902,2.5,46.1
3002,12.8,35.9,7.74024,2.4,46.8
3003,13.3,35.5,7.45385,2.3,47.5
3004,13.8,35.3,7.18153,2.3,48.2
3005,10.382352941176473,35.0,6.92159,2.8294117647058825,43.09411764705882
3006,10.382352941176473,34.9,6.74317,2.8294117647058825,43.09411764705882
3007,10.382352941176473,34.8,6.54713,2.8294117647058825,43.09411764705882
3008,15.7,29.1,9.79084,2.0,56.2
3009,16.1,28.6,9.64838,1.9,56.8
3010,16.6,28.4,9.4193,1.8,57.3
3011,17.0,28.7,9.26864,1.8,57.8
3012,17.4,28.8,9.32593,1.7,58.3
3013,17.8,28.3,9.34857,1.6,58.8
3014,18.3,27.6,9.22852,1.6,59.2
3015,18.7,26.7,8.96441,1.5,59.7
3016,19.1,25.9,8.81808,1.4,60.1
3017,19.5,25.4,8.81399,1.4,60.6
3018,19.9,25.0,8.80297,1.3,61.0
3019,20.3,24.7,8.85454,1.3,61.4
3020,20.7,24.6,8.865,1.2,61.8
3021,21.1,24.6,8.74831,1.2,62.2
3022,21.5,24.9,8.56482,1.2,62.6
3023,22.0,25.1,9.33481,1.1,63.0
3024,22.4,25.4,9.36403,1.1,63.4
3025,19.064705882352943,25.7,9.33251,1.4764705882352942,60.01176470588236
3026,19.064705882352943,26.1,9.33581,1.4764705882352942,60.01176470588236
3027,19.064705882352943,26.4,9.35423,1.4764705882352942,60.01176470588236
3028,0.4,39.7,13.26348,24.0,10.1
3029,0.4,38.5,12.72469,23.7,10.5
3030,0.4,37.3,12.26503,23.4,10.9
3031,0.5,36.1,11.81737,23.0,11.3
3032,0.5,34.9,11.42347,22.6,11.7
3033,0.6,33.8,11.04202,22.2,12.2
3034,0.6,32.7,10.70143,21.8,12.7
3035,0.7,31.7,10.42019,21.4,13.1
3036,0.8,30.7,10.12715,21.0,13.6
3037,0.8,29.9,9.86676,20.5,14.2
3038,0.9,29.3,9.61847,20.1,14.7
3039,1.0,28.8,9.40247,19.6,15.3
3040,1.1,28.5,9.15135,19.1,15.9
3041,1.2,28.3,8.92878,18.7,16.4
3042,1.3,28.3,8.66957,18.2,17.1
3043,1.5,28.2,8.44716,17.7,17.7
3044,1.6,28.2,8.2835,17.3,18.3
3045,0.8411764705882353,28.2,8.11556,20.84117647058824,13.86470588235294
3046,0.8411764705882353,28.3,7.983,20.84117647058824,13.86470588235294
3047,0.8411764705882353,28.4,7.81243,20.84117647058824,13.86470588235294
3048,1.6,44.0,20.6585,16.8,20.2
3049,1.7,43.6,20.48292,16.7,20.5
3050,1.8,43.2,20.27709,16.5,20.8
3051,1.8,42.8,19.89038,16.4,21.2
3052,1.9,42.4,19.58096,16.2,21.6
3053,2.0,42.0,19.21923,16.0,22.0
3054,2.1,41.5,18.88584,15.8,22.5
3055,2.2,40.9,18.61397,15.6,23.0
3056,2.3,40.3,18.36476,15.4,23.5
3057,2.5,39.8,17.83811,15.2,24.0
3058,2.6,39.3,17.3069,15.0,24.5
3059,2.7,39.0,16.80535,14.8,25.0
3060,2.9,38.9,16.44981,14.6,25.6
3061,3.0,38.8,16.2115,14.4,26.1
3062,3.2,38.9,15.97505,14.1,26.7
3063,3.4,38.9,15.70936,13.9,27.3
3064,3.6,39.0,15.4053,13.7,27.8
3065,2.429411764705882,39.1,15.12863,15.358823529411763,23.66470588235294
3066,2.429411764705882,39.2,14.88168,15.358823529411763,23.66470588235294
3067,2.429411764705882,39.3,14.75985,15.358823529411763,23.66470588235294
3068,3.7,33.9,23.72957,12.1,35.7
3069,3.9,33.6,23.03257,11.9,36.2
3070,4.0,33.3,22.24707,11.7,36.6
3071,4.2,32.9,21.30467,11.6,37.0
3072,4.4,32.7,19.37633,11.4,37.3
3073,4.5,32.4,17.64418,11.3,37.7
3074,4.7,32.2,16.58867,11.1,38.2
3075,3.488235294117647,32.0,16.02393,12.43529411764706,34.59411764705882
3076,3.488235294117647,31.8,15.94023,12.43529411764706,34.59411764705882
3077,3.488235294117647,31.7,16.04652,12.43529411764706,34.59411764705882
