,Maternal mortality ratio (per 100 000 live births),Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),Prevalence of anaemia in children aged 6–59 months (%),per_capita-Nutritional Deficiencies,per_capita-Tuberculosis,Mean hemoglobin level of children aged 6-59 months,per_capita-Lower Respiratory Infections
1419,7.0,1.0117,15.0,1.0398122825633503e-05,3.5179793565942264e-05,121.0,0.0006989135840826
1420,7.0,0.98159,15.1,1.0522394944690725e-05,3.4589241715508635e-05,121.0,0.0007108253584958
1421,6.0,0.95519,15.1,1.0776415286888992e-05,3.3377931153653995e-05,121.0,0.0007265041277505
1422,6.0,0.93245,15.2,1.1080875554442876e-05,3.223314011917388e-05,121.0,0.0007427551576623
1423,6.0,0.91339,15.2,1.1338695220633468e-05,3.096215531932647e-05,121.0,0.0007535847190972
1424,6.0,0.89721,15.3,1.1835790338897398e-05,3.063196598967618e-05,121.0,0.0007815383994111
1425,6.0,1.2307,15.4,1.23794276694047e-05,3.059554366963139e-05,121.0,0.0008042234778842
1426,5.0,0.86892,15.4,1.2664082701783196e-05,2.995255766106813e-05,121.0,0.0008178265186802
1427,5.0,0.85408,15.5,1.2871987876253393e-05,2.9248802732243668e-05,121.0,0.0008257168046992
1428,5.0,0.83837,15.7,1.3005160397292938e-05,2.849648575861768e-05,121.0,0.0008275624933754
1429,5.0,0.82126,15.8,1.3268236403035948e-05,2.8072877852741736e-05,121.0,0.0008393026214946
1430,5.0,0.80298,16.0,1.3622501202347528e-05,2.837363373258364e-05,120.0,0.000853813545811
1431,5.0,0.78459,16.2,1.3847217191743233e-05,2.915744705080371e-05,120.0,0.0008572700658118
1432,6.277777777777778,0.76682,16.5,1.4155636078366867e-05,2.979800935379126e-05,120.0,0.0009038492258685
1433,6.277777777777778,0.74907,16.7,1.4556661614636349e-05,3.0607129115490835e-05,120.0,0.00094396613345
1434,70.0,4.6521,32.6,2.986590209957292e-06,8.319787013452456e-06,115.0,0.0001491161826257
1435,68.0,4.51996,32.0,2.920713071234105e-06,8.136272127009294e-06,115.0,0.0001449925417505
1436,65.0,4.37074,31.5,2.85594510873501e-06,7.7518510094236e-06,115.0,0.0001401453064072
1437,63.0,4.20508,31.3,2.792307193681408e-06,7.579119525706678e-06,116.0,0.0001346290968382
1438,62.0,4.02753,31.2,2.729969192297665e-06,7.214918579643829e-06,116.0,0.0001329884992247
1439,62.0,3.83947,31.1,2.8596462731945907e-06,6.672507970787379e-06,116.0,0.0001338314455855
1440,58.0,3.65444,31.1,2.492338285075433e-06,6.05282154946891e-06,116.0,0.000128889494171
1441,56.0,3.48205,30.9,2.1676807799915726e-06,5.3358296122869486e-06,116.0,0.0001208898896533
1442,55.0,3.3299,30.8,2.119810032408634e-06,4.728806995373107e-06,116.0,0.0001183832371945
1443,54.0,3.20824,30.6,1.914093871948715e-06,4.306711211884609e-06,116.0,0.0001169192340115
1444,53.0,3.123,30.4,1.8729266117118784e-06,3.901930441066413e-06,116.0,0.0001161214499261
1445,52.0,3.07708,30.5,1.843807671807152e-06,3.841265982931565e-06,116.0,0.0001175427390777
1446,52.0,3.07103,30.5,1.8436331741509725e-06,3.687266348301945e-06,116.0,0.0001204507007111
1447,51.0,3.1008,30.6,1.8512573354143523e-06,3.7025146708287046e-06,116.0,0.0001238799700281
1448,49.0,3.15247,30.9,1.838218117140756e-06,3.676436234281512e-06,116.0,0.0001295943772584
1449,48.0,3.21149,31.3,1.962774027788955e-06,3.623582820533455e-06,115.0,0.0001333176512721
1450,47.0,3.27271,31.7,2.224327919319178e-06,3.707213198865296e-06,115.0,0.0001389463506934
1451,46.0,3.33105,32.1,2.4720785993028155e-06,3.926242481245648e-06,115.0,0.0001430897259831
1452,56.16666666666666,3.38221,32.4,2.4720785993028155e-06,4.071658869439932e-06,115.0,0.0001477430504053
1453,56.16666666666666,3.41536,32.7,2.5196441254637195e-06,4.059426646580437e-06,115.0,0.0001475391615688
1454,61.0,4.8964,41.9,5.609650792226121e-06,0.0003004350475427,111.0,0.0002952078729408
1455,57.0,4.80457,39.6,5.655483572758336e-06,0.0002820751862862,112.0,0.0002888744755253
1456,52.0,4.73759,37.6,5.4423032637429394e-06,0.0002675588162686,113.0,0.0002832529000989
1457,49.0,4.69035,35.9,5.9814238382784175e-06,0.0002554382790725,113.0,0.0002805602591933
1458,46.0,4.65408,34.3,6.379537845013381e-06,0.0002423598936218,114.0,0.0002766968179052
1459,43.0,4.60724,32.9,6.698644423859207e-06,0.0002340804079226,115.0,0.0002738381030679
1460,40.0,4.53039,31.5,6.878034817717646e-06,0.0002138331896008,115.0,0.0002679363027651
1461,36.0,4.41487,30.0,7.047461249291305e-06,0.000186939985035,116.0,0.0002613028520103
1462,30.0,4.25829,28.6,6.907055418969369e-06,0.0001542976119246,116.0,0.0002431884120991
1463,24.0,4.06791,27.2,6.8788515638713225e-06,0.0001255390410406,117.0,0.0002305008278342
1464,22.0,3.8636,26.0,7.1993751644735306e-06,0.0001088686000481,117.0,0.0002261072053687
1465,19.0,3.66338,24.8,7.512491539778758e-06,9.448402821183284e-05,118.0,0.0002233521523172
1466,17.0,3.47823,23.8,7.590453378351e-06,8.223942344514128e-05,118.0,0.0002237756969662
1467,14.0,3.31687,22.9,7.10383598122242e-06,6.883955343708392e-05,118.0,0.0002265898159407
1468,13.0,3.18087,22.2,6.8528197068820586e-06,5.771968468560823e-05,119.0,0.0002287616074508
1469,12.0,3.06749,21.7,6.774201329924423e-06,4.929195276652324e-05,119.0,0.0002332418100181
1470,10.0,2.9713,21.6,6.862613527235207e-06,4.466145311375294e-05,119.0,0.0002278823412535
1471,10.0,2.889,21.7,7.382778983631679e-06,4.0470562165747374e-05,119.0,0.0002311294821955
1472,30.83333333333333,2.8159,22.2,6.736112211342772e-06,4.095556224496406e-05,119.0,0.0002225611474627
1473,30.83333333333333,2.74983,23.0,6.394310606649914e-06,4.058537641245565e-05,118.0,0.0002120691608635
1474,708.0,16.39824,56.7,0.000190878229361,0.0004643875854002,105.0,0.0006699688622128
1475,702.0,15.7995,54.6,0.0001774491305597,0.0004669177983451,106.0,0.0006479311869074
1476,692.0,15.13712,52.5,0.0001693720181952,0.000475312411376,107.0,0.0006414040652502
1477,678.0,14.43645,50.6,0.000167424549011,0.0004846468439931,107.0,0.0006443408667562
1478,653.0,13.7954,48.8,0.0001640396172915,0.000482154920721,108.0,0.0006325781394272
1479,618.0,13.1765,46.9,0.0001572079549438,0.0004747731308482,109.0,0.0006242923372286
1480,583.0,12.63041,45.3,0.0001514477801995,0.0004663214832145,110.0,0.000612399751207
1481,545.0,12.1649,43.7,0.0001445913531323,0.0004584206165403,110.0,0.0006013011457494
1482,513.0,11.78757,42.0,0.0001353889622656,0.000450587335896,111.0,0.0005825254104688
1483,472.0,11.4969,40.7,0.0001299999748159,0.0004425589998917,111.0,0.0005694109706681
1484,432.0,11.3046,39.9,0.0001300830572853,0.0004322880593693,112.0,0.0005649174441453
1485,398.0,11.15429,39.4,0.000129960529764,0.0004214240183652,112.0,0.000549405695814
1486,373.0,11.07352,39.3,0.0001240080402963,0.000408663916822,112.0,0.0005279524910179
1487,364.0,11.00431,39.3,0.0001199428053118,0.0003989313146003,112.0,0.000510585758697
1488,358.0,10.9253,39.7,0.0001151742623914,0.0003930677180228,112.0,0.0004943117600209
1489,353.0,10.79533,40.1,0.0001094168138259,0.0003857133214154,112.0,0.0004755766429397
1490,346.0,10.62021,40.6,0.0001050421066039,0.0003742832986683,112.0,0.0004584238426561
1491,342.0,10.39704,41.4,0.0001068554221776,0.0003622121592565,112.0,0.0004495992291624
1492,507.22222222222223,10.16775,42.0,0.0001007229962193,0.0003559327230869,111.0,0.0004490741926934
1493,507.22222222222223,9.89903,42.8,9.389018665629574e-05,0.0003414762076894,111.0,0.0004375844329989
1494,10.0,2.77853,20.0,0.0,1.723911514664149e-05,120.0,9.582919890338948e-05
1495,10.0,2.73734,19.4,0.0,1.578116261797652e-05,120.0,8.876903972611792e-05
1496,10.0,2.70043,18.9,0.0,1.680022848310737e-05,120.0,9.936135131437788e-05
1497,10.0,2.66543,18.6,0.0,1.5889201791928097e-05,120.0,0.000102812482183
1498,10.0,2.62549,18.3,4.551070980778553e-07,1.592874843272493e-05,120.0,0.0001078603822444
1499,10.0,2.57891,17.9,4.431333605417217e-07,1.5509667618960258e-05,121.0,0.0001165440738224
1500,10.0,2.52403,17.5,4.316149304236732e-07,1.5106522564828564e-05,121.0,0.0001281896343358
1501,10.0,2.46614,17.3,4.209112054139283e-07,1.4310980984073562e-05,121.0,0.0001359543193486
1502,10.0,2.40344,17.3,4.109827748899388e-07,1.4795379896037798e-05,121.0,0.0001594613166572
1503,10.0,2.33361,17.5,4.017671325558336e-07,1.4061849639454176e-05,121.0,0.0001675368942757
1504,10.0,2.26215,17.4,3.932097396479672e-07,1.2189501929086982e-05,121.0,0.0001643616711728
1505,10.0,2.18998,17.5,3.852632195368521e-07,1.0402106927495004e-05,120.0,0.0001718273959134
1506,11.0,2.12485,17.7,3.778841059677725e-07,9.824986755162083e-06,120.0,0.0001881862847719
1507,11.0,2.06589,18.1,3.710140109731104e-07,8.162308241408429e-06,120.0,0.0002007185799364
1508,11.0,2.01514,18.4,3.646027598241302e-07,7.656657956306735e-06,120.0,0.0002114696006979
1509,11.0,1.97454,18.6,3.586113707058978e-07,7.889450155529751e-06,120.0,0.0002069187608973
1510,12.0,1.94449,18.8,3.530106157352364e-07,8.119244161910436e-06,120.0,0.0002128654012883
1511,12.0,1.91728,19.2,3.477750396289658e-07,8.346600951095179e-06,120.0,0.0002163160746492
1512,10.444444444444445,1.8851,19.4,3.477750396289658e-07,8.694375990724144e-06,120.0,0.0002236193504814
1513,10.444444444444445,1.84746,19.8,3.38306781325601e-07,8.795976314465626e-06,119.0,0.0002259889299255
1514,79.0,4.61717,42.8,4.535096908836719e-06,0.000184083706345,111.0,0.0004281543763479
1515,76.0,4.3815,41.4,4.080525914501964e-06,0.0001905605602072,111.0,0.000394790882228
1516,83.0,4.15713,40.2,4.2345847001631725e-06,0.00018753160815,112.0,0.0003659891062283
1517,82.0,3.95774,39.3,3.984738451729875e-06,0.000182102547244,112.0,0.0003400974268551
1518,79.0,3.78848,38.5,3.5423106374210875e-06,0.0001664885999587,113.0,0.000314084876518
1519,82.0,3.64856,37.8,3.497671425248641e-06,0.0001630303514324,113.0,0.0002974963862253
1520,85.0,3.54,37.3,3.4523114951615854e-06,0.0001639847960201,113.0,0.0002850074934338
1521,84.0,3.45663,36.6,3.027923701621585e-06,0.0001487467518421,113.0,0.0002638078525037
1522,81.0,3.39119,35.9,2.6134669337629872e-06,0.0001325401087836,113.0,0.0002342786429908
1523,80.0,3.33748,35.3,2.3933368030580216e-06,0.0001194827373218,114.0,0.0002126387698101
1524,79.0,3.29369,34.7,2.178401655875712e-06,0.0001134584195768,114.0,0.0001966007494427
1525,79.0,3.26018,34.2,2.1476729158579337e-06,0.0001082785095078,114.0,0.000180762470418
1526,74.0,3.23238,34.0,1.94078077963634e-06,0.0001039199890187,114.0,0.0001723766201549
1527,70.0,3.20662,33.7,1.7393530719758217e-06,9.722983672344842e-05,114.0,0.0001680215067528
1528,69.0,3.18042,33.6,1.371926071019811e-06,8.883221309853276e-05,114.0,0.0001589719334794
1529,66.0,3.15086,33.6,1.521994854980948e-06,8.201861162952887e-05,114.0,0.0001488172747092
1530,63.0,3.11616,33.5,1.5011829321505343e-06,7.222357884679794e-05,114.0,0.0001366076468256
1531,60.0,3.07512,33.4,1.316513772791116e-06,6.763589507714359e-05,114.0,0.0001283600928471
1532,76.16666666666667,3.02939,33.3,1.4810779943900056e-06,6.697763819074803e-05,114.0,0.0001281955286255
1533,76.16666666666667,2.97996,33.4,1.4431916471915973e-06,6.494362412362188e-05,114.0,0.0001237937724035
1534,544.0,24.38397,50.2,0.0001298772039753,0.0008366982213307,109.0,0.001495162676293
1535,517.0,23.14839,49.3,0.0001207598120075,0.0008120369888759,109.0,0.0014123805723651
1536,491.0,21.96801,48.4,0.0001120467864354,0.0007719575398254,109.0,0.0013425894137837
1537,465.0,20.80926,47.7,0.0001018747428812,0.0007347008366816,110.0,0.001259992479663
1538,437.0,19.69227,46.9,9.154125717472006e-05,0.0006933467083347,110.0,0.0011693264390816
1539,410.0,18.60514,46.2,8.309978296392767e-05,0.0006569166348117,110.0,0.0010868080893612
1540,385.0,17.54207,45.4,7.520079962392855e-05,0.0006184675628263,110.0,0.0010066116003472
1541,360.0,16.5191,44.7,6.74353076690348e-05,0.0005746084692781,111.0,0.0009247087275205
1542,336.0,15.55573,44.0,6.378980088957481e-05,0.0005383078095477,111.0,0.0008870362363496
1543,314.0,14.64842,43.4,5.801627492362389e-05,0.0004991317536817,111.0,0.000821977140309
1544,292.0,13.77462,42.9,5.244841447186802e-05,0.0004618287034783,111.0,0.000757361386221
1545,272.0,12.94101,42.4,4.739694291262088e-05,0.0004287339103203,112.0,0.000700610185464
1546,254.0,12.1636,42.0,4.3423694093132586e-05,0.0004002267749283,112.0,0.0006553030199509
1547,238.0,11.41583,41.8,4.00288805385856e-05,0.0003786313886765,112.0,0.0006120834046534
1548,223.0,10.71258,41.6,3.689169670792315e-05,0.0003603921925411,112.0,0.0005745404080927
1549,209.0,10.07264,41.5,3.443514213321944e-05,0.0003437726794476,112.0,0.0005477791937662
1550,196.0,9.48107,41.4,3.2197983978796064e-05,0.0003271087221916,112.0,0.0005210089708427
1551,185.0,8.96151,41.3,2.988758060175346e-05,0.0003102415056829,112.0,0.0004939168249679
1552,340.44444444444446,8.51924,41.3,2.890535964301039e-05,0.000300840247935,112.0,0.0004835333462612
1553,340.44444444444446,8.15537,41.4,2.737978706971166e-05,0.0002851039519249,112.0,0.0004620509340321
1554,34.0,3.55632,27.4,2.5250633580480925e-06,8.374793470859507e-05,117.0,0.0001839087812445
1555,35.0,3.40155,26.5,2.968325423452824e-06,8.396120483480845e-05,117.0,0.0001976056639041
1556,33.0,3.25546,25.7,2.991190942673825e-06,7.520708655865618e-05,117.0,0.0002046829230772
1557,34.0,3.11685,25.0,3.013418753710272e-06,6.84476545485619e-05,118.0,0.0002036210100721
1558,32.0,2.98307,24.3,3.035156653106743e-06,6.243750829248158e-05,118.0,0.0002050898709884
1559,30.0,2.85454,23.5,3.056452236165952e-06,6.156568075705702e-05,118.0,0.0002205011970376
1560,32.0,2.72911,22.8,3.51689317656782e-06,6.022679564872392e-05,118.0,0.0002281584448298
1561,32.0,2.60498,22.3,3.540120629610454e-06,5.398683960155942e-05,119.0,0.0002172749036423
1562,29.0,2.48309,21.7,3.5628030887721376e-06,4.498038899574824e-05,119.0,0.0001950634691102
1563,28.0,2.36334,21.3,3.585027669691683e-06,3.9883432825319975e-05,119.0,0.0001828364111542
1564,26.0,2.24371,20.9,3.606903432825256e-06,3.651989725735572e-05,119.0,0.0001785417199248
1565,26.0,2.12788,20.6,3.6285984357112144e-06,3.311096072586483e-05,119.0,0.0001764405989364
1566,23.0,2.01587,20.3,3.650334461895071e-06,3.148413473384499e-05,119.0,0.0001761286377864
1567,27.0,1.90928,20.0,3.2133041810136872e-06,3.1673998355706346e-05,119.0,0.0001822402514089
1568,24.0,1.8075,19.7,2.771151390309745e-06,2.909708959825233e-05,119.0,0.0001768918304147
1569,23.0,1.71216,19.5,2.788573170765714e-06,2.8815256097912385e-05,119.0,0.0001728915365874
1570,26.0,1.6214,19.3,2.806691901945412e-06,2.6195791084823844e-05,119.0,0.0001655948222147
1571,19.0,1.53752,19.2,2.825655634522165e-06,2.590184331645318e-05,119.0,0.0001657717972253
1572,28.5,1.45886,19.2,2.354713028768471e-06,2.5430900710699485e-05,120.0,0.0001657717972253
1573,28.5,1.38937,19.4,2.388640390666913e-06,2.531958814106928e-05,119.0,0.0001672048273466
1574,28.0,3.70503,26.1,3.164978458365368e-06,1.5033647677235498e-05,117.0,0.0001643151316301
1575,27.0,3.55494,25.3,3.1462123536028065e-06,1.4420139954012862e-05,117.0,0.0001659627016525
1576,26.0,3.40484,24.6,3.128696587608849e-06,1.3818409928605752e-05,118.0,0.0001679067168683
1577,25.0,3.24707,24.0,3.1124513095898256e-06,1.322791806575676e-05,118.0,0.0001706660801425
1578,24.0,3.09369,23.6,3.0971794245079293e-06,1.31630125541587e-05,118.0,0.0001749906374846
1579,24.0,2.93759,23.0,3.33985203941642e-06,1.284558476698623e-05,118.0,0.0001798381867378
1580,24.0,3.75062,22.5,3.3756597791954974e-06,1.2983306843059603e-05,118.0,0.0001877386169506
1581,23.0,2.65606,22.1,3.337133387018397e-06,1.2578425843377036e-05,119.0,0.0001922702236059
1582,23.0,2.53941,21.7,3.219396417653784e-06,1.2134648035771952e-05,119.0,0.0001916779097895
1583,23.0,2.44449,21.5,3.171261540037787e-06,1.1465330183213535e-05,119.0,0.0001949106131146
1584,23.0,2.3616,21.2,3.393736181130488e-06,1.090843772506228e-05,119.0,0.0001982911568689
1585,25.0,3.22877,21.2,3.3791114433367664e-06,1.0861429639296748e-05,119.0,0.0002032294168063
1586,25.0,2.22324,21.3,3.38140646703648e-06,1.0627277467828936e-05,119.0,0.0002086810848228
1587,27.0,2.36518,21.5,3.630569687211899e-06,1.0649671082488236e-05,119.0,0.000213477497608
1588,28.0,2.34626,21.6,3.625907836674608e-06,1.039426913180054e-05,119.0,0.0002161041070658
1589,29.0,2.24154,21.8,3.6133833939498473e-06,1.0358365729322896e-05,119.0,0.0002153576502794
1590,29.0,1.98618,22.0,3.597412165584565e-06,1.031258154134242e-05,118.0,0.0002151252475019
1591,29.0,2.21056,22.3,3.5802094613479395e-06,1.002458649177423e-05,118.0,0.0002150512483116
1592,25.666666666666668,1.89661,22.5,3.5802094613479395e-06,1.002458649177423e-05,118.0,0.0002160059708346
1593,25.666666666666668,1.85471,22.8,3.5489132517840386e-06,9.936957104995308e-06,118.0,0.0002153007372748
1594,614.0,12.84309,48.5,0.0001111503065243,0.0011287235352685,109.0,0.0009820886238444
1595,633.0,12.60094,48.7,0.0001134032202352,0.0011876126229228,109.0,0.0010102250169584
1596,653.0,12.36026,48.8,0.0001132093500536,0.001280096549919,109.0,0.0010401758172364
1597,671.0,12.11811,49.0,0.0001142059184621,0.0013881210271265,109.0,0.0010735356335443
1598,680.0,11.88631,49.2,0.0001153309661046,0.0014826782759579,109.0,0.0011044758285516
1599,679.0,11.65227,49.5,0.0001160179718601,0.0015436113117002,109.0,0.0011263628209743
1600,668.0,11.43161,49.9,0.0001156733177087,0.0015777423694689,109.0,0.001140059545706
1601,652.0,11.21125,49.8,0.0001173796480384,0.0015963632133226,109.0,0.0011503205507766
1602,623.0,10.98993,49.9,0.0001216412272921,0.0016131819413417,109.0,0.0011600292147771
1603,607.0,10.78435,49.2,0.0001221208955114,0.0016006187458705,109.0,0.0011418825614492
1604,594.0,10.56838,48.7,0.000120861534358,0.0016019362851331,109.0,0.0011341187943853
1605,585.0,10.35275,48.7,0.0001231241746264,0.0015917825782929,109.0,0.0011314955794784
1606,586.0,10.1407,49.0,0.0001196585535404,0.0015933753709544,109.0,0.0011199211807553
1607,583.0,9.93416,49.3,0.0001120762986518,0.0015866285228498,109.0,0.0010995872803214
1608,579.0,9.73016,49.7,0.0001076205659296,0.0015700244283236,109.0,0.0010834146924214
1609,574.0,9.51394,50.3,0.0001062791465425,0.001535656653665,109.0,0.0010566303554806
1610,559.0,9.29526,50.3,0.0001024028836652,0.0014689693661773,109.0,0.0010183966780504
1611,544.0,9.07052,50.5,0.0001011214264045,0.0014039535413438,109.0,0.000996403550077
1612,615.7777777777778,8.84915,50.7,0.0001006107121297,0.0013549249709658,109.0,0.0009912964073293
1613,615.7777777777778,8.61006,51.4,9.866482085469164e-05,0.0013212948689715,109.0,0.0009871567900977
1614,894.0,28.04697,81.0,0.0003891307925502,0.0005994613691559,95.0,0.0012623679762276
1615,913.0,27.22333,79.6,0.0003440562968646,0.0005168307713204,96.0,0.0011325497407636
1616,1010.0,30.32083,78.2,0.0002974896450719,0.0004449631443384,97.0,0.0010123365577723
1617,878.0,33.57011,76.9,0.0002603185996375,0.0004152099716826,98.0,0.0009329587537635
1618,837.0,24.85484,75.6,0.0002267573696145,0.0003919969670307,99.0,0.0008637524410395
1619,816.0,24.07654,74.4,0.0002102329524453,0.0003638122196538,99.0,0.000817041701549
1620,782.0,23.30562,73.3,0.000186317055637,0.0003417421642254,100.0,0.0007552437471159
1621,754.0,22.51439,72.5,0.0001663640614482,0.0003235536342137,101.0,0.0007000134864983
1622,738.0,21.72442,71.8,0.0001528904876828,0.0003092689712824,101.0,0.0006624285578503
1623,724.0,21.01905,71.4,0.0001462301640456,0.0003058554576222,101.0,0.0006474312606602
1624,708.0,20.34602,71.3,0.0001392101546888,0.0003004008601179,101.0,0.0006341795935823
1625,694.0,19.72272,71.4,0.000133095170441,0.0002891651024463,101.0,0.000616093318728
1626,683.0,19.17713,71.6,0.0001301478489852,0.0002857594075546,101.0,0.0006103574024547
1627,674.0,18.65055,71.9,0.00011930712637,0.0002797200693886,101.0,0.000583000789783
1628,688.0,23.05469,72.2,0.0001060525717748,0.000271484809313,101.0,0.0005388154856303
1629,691.0,17.57884,72.5,9.676652049996354e-05,0.0002659887607831,101.0,0.0005114801797855
1630,661.0,17.07686,72.7,8.814068276238015e-05,0.0002576777744082,101.0,0.0004818667405901
1631,661.0,16.55985,72.7,7.876804060526542e-05,0.0002460650029282,100.0,0.0004485465367031
1632,767.0,16.03092,72.6,7.445509313696559e-05,0.0002422060499303,100.0,0.0004406016334721
1633,767.0,15.53356,72.3,6.992655763030803e-05,0.000229913325707,101.0,0.0004199923275628
1634,70.0,4.85639,33.2,3.1216813844188687e-06,1.3462250970306371e-05,115.0,0.0001182336824348
1635,68.0,4.70032,32.7,3.0471024911967304e-06,1.31406294932859e-05,115.0,0.0001165516702882
1636,66.0,4.55134,32.3,2.7884985218169337e-06,1.2827093200357894e-05,115.0,0.0001152579389017
1637,64.0,4.42901,32.0,2.5407730556099e-06,1.1977930119303814e-05,115.0,0.000110523627919
1638,61.0,4.33135,31.6,2.658122398030437e-06,1.0986905911859142e-05,115.0,0.0001024263164041
1639,57.0,4.23219,31.0,2.4231800014262144e-06,1.0211972863153333e-05,116.0,9.813879005776169e-05
1640,55.0,4.11941,30.4,2.19846080685541e-06,9.63940507621218e-06,116.0,9.673227550163802e-05
1641,53.0,4.001,29.5,2.3140897486650594e-06,1.0082819619183473e-05,116.0,0.0001036381623152
1642,52.0,3.88499,28.8,2.4244230560046576e-06,9.859320427752274e-06,116.0,0.0001058664734455
1643,53.0,3.77138,28.1,2.529901458756993e-06,9.645249311511036e-06,116.0,0.0001081532873618
1644,53.0,3.66043,27.5,2.476222843960508e-06,8.976307809356842e-06,117.0,0.0001046204151573
1645,56.0,7.61542,27.1,2.273429969263227e-06,9.093719877052907e-06,117.0,0.0001036684065984
1646,17.0,2.95639,23.8,1.0945748219879283e-06,9.221792875248298e-05,118.0,0.000132169909755
1647,16.0,2.85587,23.2,1.0971688381009431e-06,9.572798112430733e-05,118.0,0.000141534780115
1648,14.0,2.76796,22.6,1.100948136535184e-06,9.495677677615963e-05,118.0,0.0001478022873298
1649,14.0,2.69,22.1,1.1049436837827969e-06,9.530139272626622e-05,119.0,0.0001560732953343
1650,13.0,2.61872,21.5,1.1086784857336638e-06,9.479201053022826e-05,119.0,0.0001651930943743
1651,14.0,2.54959,20.7,1.1121562290341173e-06,0.0001031524902429,119.0,0.0001843398949624
1652,14.0,2.47773,20.0,1.1154782082965925e-06,0.0001056915602361,119.0,0.0001954875560039
1653,14.0,2.40421,19.3,1.3984296753489572e-06,0.0001071197131317,120.0,0.0002061285341464
1654,13.0,2.32357,18.6,1.4024438987379407e-06,9.424422999518962e-05,120.0,0.0001935372580258
1655,11.0,2.23828,18.0,1.1251191571507369e-06,7.707066226482548e-05,120.0,0.0001712993916761
1656,10.0,2.14981,17.5,1.128248262004068e-06,7.248995083376137e-05,120.0,0.0001641601221215
1657,10.0,2.05962,17.1,1.1313666598124704e-06,6.816484125370134e-05,120.0,0.0001603712240284
1658,10.0,1.97007,17.0,1.1345068483087765e-06,6.551777048983184e-05,120.0,0.0001591145854753
1659,10.0,1.88195,17.1,1.422127969900946e-06,6.371133305156238e-05,120.0,0.0001661045468844
1660,9.0,1.79608,17.3,1.4262332210792703e-06,5.9331301996897655e-05,120.0,0.0001603086140493
1661,9.0,1.71178,17.5,1.4304858273186172e-06,5.6933335927280966e-05,120.0,0.0001659363559689
1662,8.0,1.62918,17.5,1.434926513108484e-06,5.45272074981224e-05,120.0,0.0001681733873363
1663,8.0,1.54989,17.6,1.4396020709539552e-06,4.721894792728973e-05,120.0,0.0001569166257339
1664,11.88888888888889,1.47381,17.6,1.4396020709539552e-06,4.549142544214498e-05,120.0,0.0001551891032488
1665,11.88888888888889,1.40095,17.8,1.1598627186486207e-06,4.407478330864759e-05,120.0,0.0001539717759006
1666,10.0,1.01772,9.9,1.1395310146156248e-05,6.837186087693748e-06,123.0,0.0002552549472738
1667,10.0,0.96008,9.7,1.1241537932321444e-05,6.744922759392867e-06,123.0,0.0002563070648569
1668,9.0,0.90513,9.5,1.1091737542869566e-05,6.65504252572174e-06,123.0,0.0002639833535202
1669,8.0,0.85434,9.4,1.0946571971521398e-05,4.378628788608559e-06,123.0,0.0002627177273165
1670,8.0,0.80709,9.4,1.080637143659902e-05,4.322548574639607e-06,123.0,0.000257191640191
1671,9.0,0.76318,9.3,1.0670741467141586e-05,4.2682965868566345e-06,123.0,0.0002539636469179
1672,9.0,0.72177,9.3,1.0539340195146423e-05,4.215736078058569e-06,123.0,0.0002487284286054
1673,8.0,0.68222,9.3,1.0411851185493377e-05,4.16474047419735e-06,123.0,0.0002436373177405
1674,6.0,0.64563,9.4,1.028793883203088e-05,4.115175532812352e-06,123.0,0.0002386801809031
1675,7.0,0.61178,9.4,1.220070154033857e-05,4.0669005134461895e-06,123.0,0.0002379136800366
1676,8.0,0.5798,9.5,1.2059380389035613e-05,4.01979346301187e-06,123.0,0.0002351579175861
1677,8.0,0.54993,9.6,1.1921271920238743e-05,3.973757306746248e-06,123.0,0.000234451681098
1678,7.0,0.52259,9.7,1.178610575279822e-05,3.928701917599406e-06,123.0,0.0002337577640971
1679,6.0,0.49592,9.9,1.1653608151310449e-05,3.884536050436816e-06,123.0,0.0002330721630262
1680,6.0,0.47068,10.1,1.3444164464384488e-05,3.841189846966996e-06,123.0,0.000230471390818
1681,5.0,0.44768,10.3,1.329509411027331e-05,3.7985983172209457e-06,123.0,0.000233613796509
1682,5.0,0.42753,10.6,1.3148552344386885e-05,3.756729241253395e-06,123.0,0.000231038848337
1683,5.0,0.4107,11.0,1.300450513213506e-05,3.715572894895732e-06,123.0,0.0002377966652733
1684,7.444444444444445,0.39581,11.3,1.300450513213506e-05,3.715572894895732e-06,123.0,0.0002452278110631
1685,7.444444444444445,0.38105,11.7,1.454103935714065e-05,3.6352598392851615e-06,123.0,0.000249015298991
1686,559.0,26.85981,64.4,0.0005761677942911,0.0007116656890236,103.0,0.0011044380674252
1687,552.0,26.05521,62.5,0.0005417572779491,0.0006711109949796,104.0,0.0010367401532179
1688,547.0,25.26598,61.0,0.0005177005581468,0.0006492929970521,105.0,0.0009894842634634
1689,543.0,24.52084,59.6,0.000486092307421,0.0006244952006795,105.0,0.0009367428010193
1690,539.0,23.82676,58.4,0.0004571101051161,0.0005917330269873,106.0,0.0008859111259091
1691,526.0,23.19701,57.2,0.0004580561860411,0.000557662109186,106.0,0.0008615584700967
1692,513.0,22.61649,56.2,0.0004333896208193,0.0005424391182696,107.0,0.0008240178497812
1693,503.0,22.07321,55.2,0.0004123130168952,0.0005427579756011,107.0,0.0007963980943621
