,Maternal mortality ratio (per 100 000 live births),Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),Prevalence of anaemia in children aged 6–59 months (%),per_capita-Nutritional Deficiencies,per_capita-Tuberculosis,Mean hemoglobin level of children aged 6-59 months,per_capita-Lower Respiratory Infections
171,28.0,3.3194,27.1,3.406905280806425e-06,7.299036465242855e-05,117.0,0.0003216944501512
172,27.0,3.25781,26.3,3.1694813706064344e-06,6.962634881880586e-05,117.0,0.0003054971075926
173,26.0,3.20475,25.7,3.038662421317635e-06,6.604026328996993e-05,117.0,0.000289989683741
174,26.0,3.15686,25.2,3.0116260813243443e-06,6.424802306825268e-05,118.0,0.0002736564232563
175,34.27777777777778,3.10593,24.9,2.9112385452801995e-06,6.414763553220853e-05,118.0,0.0002578955800974
176,34.27777777777778,3.04867,24.8,2.863342063235429e-06,6.27960535247494e-05,118.0,0.0002422979801096
177,27.0,3.22129,26.2,6.108166465860694e-06,1.985154101404725e-05,117.0,5.344645657628107e-05
178,19.0,3.11012,25.6,4.463714465113095e-06,1.785485786045238e-05,117.0,5.207666875965278e-05
179,25.0,2.9884,25.1,5.595728221076031e-06,1.6787184663228092e-05,117.0,6.015407837656733e-05
180,21.0,2.8695,24.9,5.121612693404899e-06,1.5364838080214697e-05,118.0,6.658096501426369e-05
181,21.0,2.75851,24.7,4.716297046536882e-06,1.5327965401244868e-05,118.0,6.720723291315057e-05
182,19.0,2.65438,24.4,4.366974320007511e-06,1.4192666540024411e-05,118.0,6.659635838011455e-05
183,24.0,2.55805,24.1,4.063417760995863e-06,1.2190253282987588e-05,118.0,6.50146841759338e-05
184,16.0,2.46928,23.7,3.796572075073416e-06,1.138971622522025e-05,118.0,6.264343923871136e-05
185,18.0,2.38774,23.3,3.612416598331786e-06,9.93414564541241e-06,118.0,6.050797802205741e-05
186,19.0,2.30981,23.0,3.4953882720985e-06,9.612317748270877e-06,118.0,5.8547753557649874e-05
187,18.0,2.23899,22.6,3.3896007050369468e-06,9.321401938851605e-06,118.0,5.592841163310962e-05
188,15.0,2.17661,22.4,3.292980600228039e-06,9.055696650627108e-06,118.0,5.433417990376264e-05
189,18.0,2.12138,22.3,3.2042347166014606e-06,8.811645470654017e-06,118.0,5.2869872823924096e-05
190,17.0,2.07305,22.3,2.34131357056563e-06,8.58481642540731e-06,118.0,5.072846069558865e-05
191,15.0,2.02679,22.4,2.282950393770894e-06,8.370818110493277e-06,118.0,4.946392519836936e-05
192,15.0,1.97868,22.5,2.2278115538762805e-06,7.426038512920935e-06,118.0,5.049706188786236e-05
193,15.0,1.92984,22.7,2.17564094382205e-06,7.977350127347517e-06,118.0,5.149016900378851e-05
194,14.0,1.87817,22.9,2.834985421087472e-06,7.796209907990549e-06,118.0,5.386472300066197e-05
195,18.666666666666668,1.8241,23.1,2.834985421087472e-06,7.796209907990549e-06,118.0,5.599096206647757e-05
196,18.666666666666668,1.77521,23.4,2.713674749799188e-06,7.462605561947767e-06,118.0,5.630875105833315e-05
197,434.0,11.05353,56.6,0.0002182280166544,0.0004115223908498,106.0,0.0006250512293655
198,423.0,9.90312,55.2,0.0001938241938043,0.0003976500580736,107.0,0.0005831680318711
199,410.0,9.57311,53.9,0.0001698621113314,0.0003806536195264,107.0,0.0005467018884511
200,395.0,9.88471,52.7,0.0001455869962019,0.0003608627927159,108.0,0.0005080793066013
201,372.0,10.48471,51.7,0.000124204145218,0.0003359734827959,108.0,0.0004693920459676
202,343.0,11.06643,50.6,0.0001051278817929,0.0003240766590321,109.0,0.0004358578529507
203,315.0,11.40156,49.6,9.047407871233927e-05,0.0003131102017959,109.0,0.0004040006141535
204,297.0,11.30811,48.6,8.110481794319041e-05,0.0002967619646934,109.0,0.0003825412570725
205,280.0,10.78096,47.7,7.146540513878302e-05,0.0002758675683381,110.0,0.0003533479123112
206,269.0,9.9876,46.8,6.3363556993135e-05,0.0002566422496304,110.0,0.000326648602772
207,258.0,9.09261,46.1,5.6322614088747376e-05,0.0002414640717961,110.0,0.0003047941850106
208,248.0,8.2027,45.4,4.859667239047095e-05,0.0002165282567514,110.0,0.0002780024797546
209,238.0,7.42757,44.9,4.216438687617815e-05,0.0001980335602694,111.0,0.000252570388701
210,227.0,6.81463,44.4,3.8245120536105786e-05,0.0001905351251888,111.0,0.0002394245978536
211,214.0,6.37554,44.0,3.5927199345992665e-05,0.0001889816391443,111.0,0.0002335087539682
212,200.0,6.13991,43.8,3.3754001829001695e-05,0.0001812820133299,111.0,0.000221700403386
213,186.0,6.0953,43.5,3.093242573678464e-05,0.0001769164684956,111.0,0.0002160959879706
214,173.0,6.27736,43.3,2.926747124188705e-05,0.0001757194445307,111.0,0.0002157609212425
215,293.44444444444446,6.57575,43.1,2.6946475382681214e-05,0.0001706992164501,111.0,0.0002137723149138
216,293.44444444444446,6.87555,43.1,2.4427877142228268e-05,0.0001614060051246,111.0,0.0002069987899044
217,50.0,2.51807,21.4,3.288512130955861e-05,7.307804735457469e-06,119.0,0.0004676995030692
218,48.0,2.48861,21.8,2.9100856292696413e-05,7.275214073174103e-06,119.0,0.0004765265217929
219,47.0,2.45726,22.1,2.8962630965396896e-05,7.240657741349224e-06,119.0,0.0005068460418944
220,45.0,2.42537,22.4,2.882394693511369e-05,7.205986733778423e-06,119.0,0.0005404490050333
221,43.0,2.3914,22.5,2.8692552130780653e-05,7.173138032695163e-06,119.0,0.0005487450595011
222,42.0,2.35676,22.5,2.856765356006528e-05,7.14191339001632e-06,119.0,0.0005392144609462
223,41.0,2.31891,22.5,2.844879394894153e-05,7.1121984872353815e-06,119.0,0.0005263026880554
224,40.0,2.27802,22.4,2.8332725360268312e-05,7.083181340067078e-06,119.0,0.0005206138284949
225,39.0,2.24151,22.2,2.4691532215394817e-05,7.054723490112805e-06,119.0,0.0005079400912881
226,38.0,2.20175,22.1,2.45968747913658e-05,7.027678511818798e-06,119.0,0.0004778821388036
227,36.0,2.16253,21.9,2.4505256377492973e-05,7.0015018221408496e-06,119.0,0.0004761021239055
228,35.0,2.12073,21.8,2.0927434122181337e-05,6.975811374060445e-06,119.0,0.0004813309848101
229,34.0,2.07741,21.5,2.085266549196651e-05,6.950888497322171e-06,119.0,0.0004830867505638
230,32.0,2.03076,21.3,2.078102000173176e-05,6.927006667243917e-06,119.0,0.000484890466707
231,31.0,1.98654,21.1,2.071251035625518e-05,6.904170118751726e-06,119.0,0.0004936481634907
232,31.0,1.94044,20.8,2.408776204043991e-05,6.882217725839974e-06,119.0,0.0005024018939863
233,30.0,1.89087,20.6,2.401413403317381e-05,6.861181152335375e-06,120.0,0.0005111579958489
234,27.0,1.84165,20.3,2.394504953204532e-05,6.84144272344152e-06,120.0,0.0005199496469815
235,38.27777777777778,1.78923,20.1,2.394504953204532e-05,6.84144272344152e-06,120.0,0.0005370532537901
236,38.27777777777778,1.73912,20.0,2.722255116138209e-05,6.805637790345522e-06,120.0,0.0005580622988083
237,22.0,2.93903,24.8,6.478170508836374e-06,6.57783467051078e-05,118.0,0.000146605981823
238,19.0,2.84075,24.0,6.600139262938448e-06,7.330154666263459e-05,118.0,0.0001503031713969
239,18.0,2.74458,23.4,5.9265574967989055e-06,8.257000444692712e-05,118.0,0.0001557981470768
240,15.0,2.64935,22.8,5.451676440984088e-06,8.339045815283068e-05,118.0,0.000149113446358
241,13.0,2.55761,22.2,5.478923342861587e-06,8.147361933921953e-05,119.0,0.0001474236225403
242,11.0,2.46777,21.4,5.6070212139098985e-06,8.58383974929479e-05,119.0,0.0001523070853378
243,9.0,2.38013,20.7,5.32473947688121e-06,8.263586072775262e-05,119.0,0.0001475567228112
244,7.0,2.29337,19.8,5.038703930178783e-06,7.732868072437642e-05,119.0,0.0001392327575808
245,6.0,2.20747,18.9,4.749236198926095e-06,7.52650693264592e-05,120.0,0.0001407219334594
246,6.0,2.12033,18.1,4.871206845641716e-06,7.265353188925197e-05,120.0,0.0001463434907669
247,5.0,2.0296,17.5,5.305518821484064e-06,7.19886083228818e-05,120.0,0.0001478263185358
248,5.0,1.93723,17.1,5.638183953477883e-06,6.974642372080048e-05,120.0,0.0001493074639532
249,4.0,1.84443,16.9,5.23950676121671e-06,5.627230261546747e-05,120.0,0.0001295206071372
250,3.0,1.75111,16.8,5.574048073535366e-06,4.932506691486956e-05,120.0,0.0001245221305484
251,3.0,1.6584,16.8,5.59446937091353e-06,4.285574650171497e-05,120.0,0.0001211783176945
252,3.0,1.56676,16.9,5.191488586247471e-06,3.72939588236553e-05,120.0,0.0001201458787102
253,3.0,1.47714,17.1,4.998548293952927e-06,3.4458077600866984e-05,120.0,0.0001209223278771
254,2.0,1.39157,17.3,5.018154508550241e-06,3.331200439718458e-05,120.0,0.0001227846315921
255,8.555555555555555,1.31263,17.5,4.91138526368747e-06,3.235108119341964e-05,120.0,0.0001223575546127
256,8.555555555555555,1.24272,17.8,4.844331706678514e-06,3.208024107978216e-05,120.0,0.000124337847138
257,8.0,1.44741,13.8,1.802483295851424e-05,1.3835277189778496e-05,121.0,0.0005132692974348
258,8.0,1.39615,13.6,1.9919004469533105e-05,1.370038844002033e-05,121.0,0.0005133273200611
259,7.0,1.3473,13.6,2.2110227240769702e-05,1.318855659975737e-05,121.0,0.0005294817576079
260,7.0,1.29992,13.6,2.3909031844894463e-05,1.2874094070327788e-05,121.0,0.0005378080199604
261,7.0,1.2548,13.6,2.473842019675548e-05,1.2079306736697012e-05,121.0,0.0005210529753941
262,7.0,1.21207,13.8,2.605074221459096e-05,1.196404457262696e-05,121.0,0.000526514445426
263,7.0,1.172,14.0,2.659198558020677e-05,1.146538508711814e-05,121.0,0.0005152678945034
264,7.0,1.13423,14.2,2.77130231771326e-05,1.1739544540313115e-05,121.0,0.0005146154442753
265,7.0,1.09818,14.3,2.8931316573866982e-05,1.1630197028032909e-05,121.0,0.0005224938102841
266,6.0,1.06459,14.5,2.938257417467614e-05,1.0946449202330326e-05,121.0,0.0005149632199306
267,6.0,1.03313,14.6,3.02201958594878e-05,1.0457147138679904e-05,121.0,0.0005094261587742
268,6.0,1.0035,14.9,3.086811196535256e-05,9.96982498259834e-06,121.0,0.0005119121673757
269,6.0,0.975,15.2,3.1997385028078666e-05,9.867457059557193e-06,121.0,0.0005269030468695
270,6.0,0.94759,15.3,3.25537414398022e-05,9.191644641826502e-06,121.0,0.0005338813596127
271,6.0,0.92159,15.6,3.272927406757217e-05,8.42156759633436e-06,121.0,0.0005300802604101
272,5.0,0.89669,15.9,3.415038855393767e-05,8.418022948869789e-06,121.0,0.000558172317121
273,5.0,0.87278,16.4,3.366011053138796e-05,7.650025120769991e-06,120.0,0.0005623724716906
274,5.0,0.84899,16.8,3.422401491478746e-05,7.743422368988224e-06,120.0,0.0005760723851299
275,6.444444444444445,0.82556,17.1,3.4893199563959284e-05,7.839020176012771e-06,120.0,0.0005915592298678
276,6.444444444444445,0.8024,17.4,3.5453808752025935e-05,7.836151799639156e-06,120.0,0.0006058683220696
277,89.0,4.65727,26.1,5.645070240802568e-05,6.451508846631506e-05,117.0,0.0003709617586813
278,88.0,4.56903,25.7,5.105266671641029e-05,5.890692313431957e-05,117.0,0.0003534415388059
279,82.0,4.47075,25.4,4.9751624581895e-05,5.740572067141731e-05,117.0,0.0003329531798942
280,80.0,4.36967,25.1,4.47831376559013e-05,5.224699393188485e-05,117.0,0.0003246777480052
281,75.0,4.26881,24.8,4.3696744592527856e-05,5.097953535794917e-05,118.0,0.0003204427936785
282,70.0,4.16039,24.6,4.266075104252211e-05,4.621581362939895e-05,118.0,0.0003057353824714
283,65.0,4.04954,24.5,3.820067858296319e-05,4.514625650713832e-05,118.0,0.0002986598507395
284,61.0,3.93611,24.3,3.733749702997183e-05,4.412613285360307e-05,118.0,0.0002885170225043
285,59.0,3.82448,24.0,3.6512098781823615e-05,4.315066219670064e-05,118.0,0.0002755003817173
286,57.0,3.71089,23.6,3.572600105878876e-05,4.222163761493217e-05,118.0,0.000272816735358
287,54.0,3.59975,23.1,3.497370613184451e-05,4.133256179217988e-05,118.0,0.0002734307933944
288,52.0,3.48921,22.7,3.114149136602152e-05,4.048393877582797e-05,118.0,0.0002740451240209
289,50.0,3.37966,22.3,3.0513946399201754e-05,3.661673567904211e-05,118.0,0.000265471333673
290,48.0,3.27089,22.0,2.9913520013640567e-05,3.589622401636868e-05,119.0,0.0002692216801227
291,46.0,3.16477,21.7,3.2272828625412215e-05,3.814061564821443e-05,119.0,0.0002728520965603
292,43.0,3.06458,21.3,3.454539696979293e-05,3.742418005060901e-05,119.0,0.0002821207419199
293,39.0,2.97212,21.0,3.391190816655268e-05,3.956389286097813e-05,119.0,0.000279773242374
294,36.0,2.87925,20.7,3.3301327057883256e-05,3.885154823419713e-05,119.0,0.000283061279992
295,60.77777777777778,2.78927,20.4,3.60764376460402e-05,3.885154823419713e-05,119.0,0.0002997119435209
296,60.77777777777778,2.70182,20.2,3.4828549765978936e-05,4.018678819151416e-05,119.0,0.0003000613518299
297,520.0,31.59064,80.3,0.0002513929344081,0.0004154630827058,95.0,0.0013163381234967
298,516.0,30.82878,79.9,0.0002121653351378,0.0003942093339295,95.0,0.00125661536194
299,511.0,30.10883,79.4,0.0001952017181148,0.0003809193788593,96.0,0.0012534526569303
300,510.0,29.41039,78.8,0.0001738484255612,0.0003611330859055,96.0,0.0012061077284399
301,505.0,28.71803,78.0,0.0001631496708242,0.0003438366026817,97.0,0.0011882822930393
302,500.0,28.01818,77.3,0.0001496584662655,0.0003227171394558,97.0,0.0011396672207715
303,493.0,27.33413,76.4,0.0001398208201792,0.0003090251787042,98.0,0.0011071119617396
304,486.0,26.68257,75.6,0.0001301014066172,0.0002988587557763,98.0,0.0010694408103831
305,480.0,26.02756,74.7,0.0001234098095211,0.000293464542299,99.0,0.0010493935749782
306,471.0,25.38597,73.9,0.0001196565175494,0.0002894732292427,99.0,0.0010396013026636
307,464.0,24.77743,73.2,0.000117049340714,0.0002835685914657,100.0,0.0010325739481294
308,458.0,24.16993,72.7,0.0001134580556935,0.000279355609718,100.0,0.0010068598156017
309,450.0,23.56383,72.3,0.0001113682385076,0.0002754514711077,100.0,0.0010017932474176
310,441.0,22.96156,72.2,0.0001054945019343,0.0002722406100781,100.0,0.000977899610541
311,432.0,22.39787,72.1,9.802613164082752e-05,0.000269768701634,100.0,0.0009439444061919
312,421.0,21.82784,72.0,9.675893921959465e-05,0.000267211630367,100.0,0.0009431843185055
313,408.0,21.2638,71.9,9.198006453127686e-05,0.0002612308310473,100.0,0.000916542242217
314,397.0,20.7082,71.7,8.606004001338913e-05,0.0002527447490919,101.0,0.000879895967
315,470.1666666666667,20.1741,71.4,7.845052068588946e-05,0.0002423269547745,101.0,0.0008381342002146
316,470.1666666666667,19.59666,71.0,7.040807144392873e-05,0.0002253058286205,101.0,0.0007773222814413
317,423.0,13.65592,67.5,5.776797739456519e-05,0.0003532099189267,101.0,0.0005463200147886
318,384.0,13.22951,66.5,5.032630929575636e-05,0.0003311795837527,102.0,0.0005162505276145
319,365.0,12.82887,65.4,4.313491803566779e-05,0.0003083347844771,102.0,0.0004728865088354
320,348.0,12.42515,64.2,3.93232005310205e-05,0.0002925646119507,103.0,0.0004514303420961
321,332.0,12.02248,62.8,3.4086595446340725e-05,0.0002757915449749,103.0,0.0004183354895687
322,310.0,11.635,61.4,2.9012195810944315e-05,0.0002595828046242,104.0,0.0003802124608907
323,291.0,11.23392,59.9,2.258338916448988e-05,0.0002408894844212,105.0,0.0003327286003568
324,275.0,10.84631,58.3,2.524678734631018e-05,0.0002316764015308,105.0,0.0003489997074342
325,264.0,10.46147,56.6,2.3449373535330144e-05,0.0002169067052018,106.0,0.0003297568153405
326,255.0,10.07834,55.0,2.0256358688024585e-05,0.0002025635868802,107.0,0.0003081860286106
327,247.0,9.71376,53.4,1.857548864251758e-05,0.0001914704213921,107.0,0.000292921167055
328,239.0,9.33943,51.9,1.6938936545332124e-05,0.0001835051459077,108.0,0.0002780808749525
329,231.0,8.97942,50.5,1.5343927152613488e-05,0.0001757577110208,109.0,0.0002622416640628
330,223.0,8.63985,49.2,1.37874743552977e-05,0.0001695859345701,109.0,0.0002523107807019
331,214.0,8.34299,48.1,1.2267547022189266e-05,0.0001649303544094,109.0,0.0002439878796635
332,203.0,8.06443,47.2,1.213070429521282e-05,0.0001603948679033,110.0,0.0002358748057402
333,193.0,7.81116,46.4,1.066488918513581e-05,0.0001559740043326,110.0,0.0002266288951841
334,183.0,7.55906,45.7,1.0550081235625517e-05,0.0001503386576076,110.0,0.0002189141856392
335,276.6666666666667,7.3357,45.2,9.231321081172324e-06,0.0001450636169898,110.0,0.0002162766653303
336,276.6666666666667,7.10912,44.7,9.039139473922084e-06,0.000138169703387,111.0,0.0002079002079002
337,331.0,8.07139,57.0,0.0001793754585819,0.0003642420026305,106.0,0.0009255529614583
338,320.0,7.79144,56.9,0.0001655223910563,0.0003331959756427,106.0,0.0008819893472896
339,309.0,7.52006,56.8,0.0001529999222708,0.0003093946400627,106.0,0.0008413239796181
340,297.0,7.26373,56.7,0.0001417583355277,0.0002848929655752,106.0,0.0008031825434473
341,283.0,7.0051,56.6,0.0001324195857335,0.0002632654242681,106.0,0.0007715857695033
342,271.0,6.74611,56.4,0.0001241052518344,0.0002499739885973,106.0,0.0007452928178549
343,258.0,6.50168,56.2,0.0001171928633438,0.0002341695036925,107.0,0.0007215361346463
344,246.0,6.25112,55.6,0.0001125617657493,0.0002201372892835,107.0,0.000704651506227
345,234.0,6.00259,54.8,0.0001077983851489,0.0002103891188414,107.0,0.0006887639816328
346,222.0,5.7634,53.8,0.0001034245071684,0.0002025524472734,108.0,0.0006735380367921
347,212.0,5.53305,52.5,9.99254278849044e-05,0.0001934170254029,108.0,0.0006610760701922
348,202.0,5.32753,51.1,9.655406736232374e-05,0.0001843125236752,109.0,0.0006511716989256
349,192.0,5.13637,49.5,9.348879684486e-05,0.000177162241838,109.0,0.0006406217763007
350,184.0,4.9632,47.7,9.081303765500472e-05,0.000173691883599,110.0,0.0006325367054349
351,175.0,4.79301,46.2,8.804037365990042e-05,0.0001833233848965,110.0,0.0006194806633804
352,168.0,4.64419,44.3,8.582632418352501e-05,0.0001707267980522,111.0,0.0006079133167087
353,161.0,4.4972,42.0,8.423241254118523e-05,0.0001485006493826,112.0,0.0005968285767393
354,155.0,4.3617,40.1,8.196990653994161e-05,0.0001448164942485,113.0,0.0005895009927067
355,234.44444444444449,4.24583,38.3,8.08925364649369e-05,0.0001413150415047,114.0,0.0005886031843109
356,234.44444444444449,4.116,36.9,7.791748695012827e-05,0.0001350918397904,114.0,0.0005726150886603
357,17.0,1.67756,25.3,4.956068172700143e-07,5.526016012560659e-05,117.0,9.936916686263786e-05
358,16.0,1.61774,25.0,4.864649636987683e-07,5.2781448561316354e-05,118.0,9.972531755824748e-05
359,14.0,1.56584,24.8,7.202161800886154e-07,5.065520466623262e-05,118.0,9.818947255208124e-05
360,14.0,1.5211,24.8,9.426889873422792e-07,4.737012161394954e-05,118.0,9.261919300637892e-05
361,14.0,1.48211,24.8,9.20473187651576e-07,4.464294960110144e-05,118.0,8.698471623307394e-05
362,13.0,1.44821,24.8,1.128542325077068e-06,4.46902760730519e-05,118.0,8.554350824084176e-05
363,13.0,1.41634,24.7,1.1113640081654136e-06,4.156501390538647e-05,118.0,8.11295725960752e-05
364,13.0,1.38647,24.5,1.3180446017506269e-06,4.173807905543652e-05,118.0,8.171876530853886e-05
365,11.0,1.35888,24.2,1.0892510527611423e-06,3.790593663608776e-05,118.0,7.581187327217552e-05
366,11.0,1.33306,23.9,1.3005552937585915e-06,3.6632307440867e-05,118.0,7.478192939111902e-05
367,11.0,1.31018,23.6,1.2982522495465853e-06,3.483643536283337e-05,118.0,7.443312897400423e-05
368,10.0,1.29052,23.4,1.298093554900595e-06,3.439947920486577e-05,118.0,7.593847296168482e-05
369,10.0,1.27455,23.2,1.2980573274038075e-06,3.201874740929392e-05,118.0,7.658538231682464e-05
370,10.0,1.26212,23.1,1.2981921376291376e-06,3.094024594682778e-05,118.0,7.854062432656282e-05
371,10.0,1.25343,23.1,1.298561604952887e-06,2.9866916913916404e-05,118.0,8.072724644123782e-05
372,10.0,1.24521,23.2,1.0826663386909435e-06,2.966505768013186e-05,118.0,8.618024055979912e-05
373,10.0,1.23789,23.4,1.0834313658147502e-06,2.795252923802056e-05,118.0,8.754125435783182e-05
374,10.0,1.22846,23.6,1.0844269779405863e-06,2.732755984410278e-05,118.0,8.805547060877562e-05
375,12.055555555555555,1.213,23.9,1.0844269779405863e-06,2.6893789052926545e-05,118.0,8.935678298230432e-05
376,12.055555555555555,1.1959,24.3,1.0871148623821297e-06,2.609075669717111e-05,118.0,9.001311060524033e-05
377,262.0,12.74119,44.2,0.0001000190512478,0.0006846542198514,111.0,0.0008233711183082
378,271.0,12.17722,43.6,0.0001009329589284,0.0007012798649248,111.0,0.00084013561189
379,278.0,11.62592,42.9,0.0001013642946849,0.000721576335045,111.0,0.0008475658538624
380,278.0,11.10118,42.3,9.678733571475196e-05,0.0007259050178606,112.0,0.0008322585437332
381,264.0,10.5953,41.5,9.2375840232942e-05,0.0007036052022533,112.0,0.000803171976157
382,239.0,10.11277,40.0,9.34723680463623e-05,0.0006581106843264,112.0,0.000772233924383
383,221.0,9.65569,38.4,0.0001018244163221,0.0006157445070791,113.0,0.0007596847814613
384,209.0,9.22611,37.7,0.0001045247728937,0.0005602527827107,113.0,0.000732196034121
385,203.0,8.81293,37.6,0.0001019442144865,0.0005337983492209,113.0,0.0007233428686179
386,189.0,8.42725,37.5,9.945370781505228e-05,0.0005113326997763,113.0,0.0007142584470353
387,179.0,8.06282,37.5,0.000101019707713,0.0004947501782628,113.0,0.0007160079771074
388,176.0,7.71709,38.3,9.82861414603868e-05,0.0004720639799205,113.0,0.0007093063903422
389,170.0,7.4094,38.7,9.675798777703528e-05,0.0004485185541782,113.0,0.0006939883261249
390,164.0,7.11894,39.1,9.39926920681917e-05,0.0004262568585292,113.0,0.0006861466520977
391,160.0,6.85923,40.0,9.323754142344502e-05,0.00040681255636,112.0,0.0006818864969774
392,156.0,6.62644,41.3,9.117069123419e-05,0.0003944621364454,112.0,0.0006775952378661
393,151.0,6.41231,42.5,8.690897371365666e-05,0.000382490014521,112.0,0.0006667547827094
394,144.0,6.20108,43.1,8.58855583880891e-05,0.0003753019973312,111.0,0.0006700862836737
395,206.33333333333331,6.00765,43.2,8.454359653827522e-05,0.000367697546849,111.0,0.000677690734156
396,206.33333333333331,5.8162,43.3,8.088641012120719e-05,0.0003537140853408,111.0,0.0006680780252173
397,69.0,3.35617,25.9,7.161993819224288e-05,4.720405017216008e-05,118.0,0.0003036417683668
398,68.0,3.29959,25.0,7.005100652506397e-05,4.5412954988275706e-05,119.0,0.000300302459337
399,69.0,3.24846,24.3,6.733084925218715e-05,4.331994631788284e-05,119.0,0.0003007536469011
400,70.0,3.20197,23.7,6.474236344525482e-05,4.141663031816931e-05,119.0,0.0003023430321126
401,71.0,3.15782,23.0,6.1011774918650254e-05,3.975578302398251e-05,120.0,0.0003050320633017
402,71.0,3.11767,22.2,5.642534875564116e-05,3.723946029090421e-05,120.0,0.0003020110705433
403,72.0,3.08047,21.4,5.280750188040876e-05,3.563500992285916e-05,120.0,0.0003089899541339
404,71.0,3.04684,20.6,5.008803282466349e-05,3.438556603262186e-05,120.0,0.0003156273177253
405,70.0,3.01343,19.7,4.756991289999879e-05,3.351285084389637e-05,121.0,0.0003240662117774
406,69.0,2.97675,18.7,4.573831973132395e-05,3.2736359534872787e-05,121.0,0.0003377490620071
407,65.0,2.93433,17.7,4.422104839557901e-05,3.1560889932164625e-05,122.0,0.0003475675947043
408,61.0,2.88451,16.7,4.269778087943232e-05,3.049209472658516e-05,122.0,0.0003574648777079
409,60.0,2.82635,15.9,4.0886286754005857e-05,2.9307267012234133e-05,122.0,0.0003635627479037
410,61.0,2.76139,15.1,3.962214171447546e-05,2.8644308033146884e-05,123.0,0.0003742320901956
411,62.0,2.69249,14.3,3.809224157625715e-05,2.785310794246932e-05,123.0,0.0003818264284904
412,63.0,2.62185,13.7,3.730231609096366e-05,2.7346869024141648e-05,123.0,0.0003927551018793
413,62.0,2.55255,13.0,3.697324364317576e-05,2.7233381604008784e-05,123.0,0.000406080911519
414,60.0,2.48576,12.5,3.6006530563274013e-05,2.6231482448058432e-05,124.0,0.000401529609872
415,66.33333333333333,2.42188,11.9,3.703159465471372e-05,2.563121969180996e-05,124.0,0.0004029102142114
416,66.33333333333333,2.35665,11.6,3.726097859540116e-05,2.486029285923554e-05,124.0,0.0004017577428141
417,28.0,3.44442,17.0,3.074113809841468e-06,5.533404857714642e-05,120.0,0.0001014457557247
418,28.0,3.36143,16.7,3.006126485778016e-06,5.411027674400428e-05,120.0,9.920217403067452e-05
419,29.0,3.28478,16.6,2.9412716293762444e-06,5.000161769939616e-05,120.0,0.0001058857786575
420,30.0,3.21254,16.7,2.8796866900881185e-06,4.895467373149801e-05,120.0,0.0001094280942233
421,30.0,3.14601,16.6,2.822427004981584e-06,4.7981259084686925e-05,120.0,0.0001157195072042
422,29.0,3.08434,16.7,2.769239289967046e-06,4.4307828639472734e-05,120.0,0.0001190772894685
423,28.0,3.02522,16.9,2.718728505052757e-06,4.349965608084411e-05,120.0,0.0001223427827273
424,27.0,2.9684,17.0,2.66967806352232e-06,4.271484901635712e-05,120.0,0.000122805190922
425,27.0,2.9158,17.0,2.6221186194021045e-06,4.195389791043367e-05,120.0,0.0001258616937313
426,27.0,2.86415,16.9,2.576058115871094e-06,4.121692985393751e-05,120.0,0.0001313789639094
427,28.0,2.81596,16.9,2.531472532257289e-06,4.050356051611662e-05,120.0,0.0001392309892741
428,28.0,2.76859,17.0,2.4882430515812782e-06,3.981188882530046e-05,120.0,0.0001468063400432
429,29.0,2.72449,17.1,2.446267729325368e-06,3.914028366920589e-05,120.0,0.0001516685992181
430,28.0,2.68345,17.2,2.4054825758869618e-06,4.089320379007835e-05,120.0,0.0001611673325844
431,29.0,2.64213,17.4,2.3658839533920863e-06,4.022002720766547e-05,120.0,0.0001679777606908
432,30.0,2.59926,17.8,2.32749752121514e-06,4.189495538187252e-05,120.0,0.0001722348165699
433,31.0,2.55879,18.2,2.290321103018643e-06,4.122577985433558e-05,120.0,0.0001740644038294
434,31.0,2.51486,18.8,2.2543187110707336e-06,4.283205551034394e-05,120.0,0.0001758368594635
435,28.72222222222222,2.47302,19.3,2.2543187110707336e-06,4.283205551034394e-05,120.0,0.0001803454968856
436,28.72222222222222,2.42883,20.0,2.185634697387948e-06,4.152705925037101e-05,119.0,0.0001792220451858
437,19.0,3.13214,28.8,1.4069203855729267e-06,4.156810230101829e-05,116.0,0.0003693805521395
438,18.0,2.94456,28.4,1.29225412539207e-06,3.915529999937972e-05,116.0,0.0003407674128658
439,17.0,2.83294,28.3,1.4356941496377029e-06,3.706701259064614e-05,116.0,0.0003215954895188
440,16.0,2.79591,28.1,1.3178010275948851e-06,3.584418795058088e-05,117.0,0.0003112646027179
441,16.0,2.81544,27.8,1.3301457720053e-06,3.4317760917736735e-05,117.0,0.0003035392651716
442,15.0,2.84639,27.3,1.744884702716611e-06,3.342125315203355e-05,117.0,0.0003076365952789
443,14.0,2.85972,26.8,1.8956403926846155e-06,3.195508090525494e-05,117.0,0.0003072291465
444,13.0,2.8358,26.3,2.048380563981986e-06,3.0042914938402464e-05,117.0,0.0003047990279205
445,13.0,2.75654,25.9,1.927664393629069e-06,2.7675753079960207e-05,117.0,0.0003001648841508
446,12.0,2.62669,25.6,1.9431794885745903e-06,2.59553260259606e-05,117.0,0.0002952244837284
447,12.0,2.47242,25.2,1.8184908344564843e-06,2.4199916489305525e-05,117.0,0.0002873215518441
