,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)","Mean total cholesterol,  crude","Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",Mean hemoglobin level of pregnant women (aged 15-49 years),Prevalence of anaemia in pregnant women (aged 15-49) (%),"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Mean BMI (kg/m²) (age-standardized estimate)
1253,59.1,4.8,68.9,121.0,14.8,0.4,27.0
1254,56.32941176470588,4.8,69.6,121.0,15.0,0.4705882352941176,26.58235294117647
1255,56.32941176470588,4.7,70.3,121.0,15.1,0.4705882352941176,26.58235294117647
1256,56.32941176470588,5.084210526315789,71.0,121.0,15.3,0.4705882352941176,26.58235294117647
1257,12.1,4.4,12.2,107.0,53.7,29.1,20.6
1258,12.5,4.4,12.8,107.0,53.5,28.8,20.7
1259,12.9,4.4,13.5,107.0,53.4,28.4,20.8
1260,13.3,4.4,14.2,107.0,53.3,28.1,20.8
1261,13.8,4.4,15.0,107.0,53.2,27.7,20.9
1262,14.2,4.4,15.7,108.0,53.0,27.3,21.0
1263,14.6,4.4,16.4,108.0,52.8,27.0,21.0
1264,15.1,4.4,17.1,108.0,52.6,26.6,21.1
1265,15.6,4.4,17.7,108.0,52.4,26.2,21.2
1266,16.0,4.3,18.4,108.0,52.1,25.8,21.2
1267,16.5,4.3,19.1,108.0,51.9,25.5,21.3
1268,17.0,4.3,19.8,108.0,51.7,25.1,21.4
1269,17.5,4.3,20.4,108.0,51.4,24.7,21.4
1270,18.0,4.3,21.1,108.0,51.2,24.3,21.5
1271,18.6,4.3,21.8,109.0,50.9,23.9,21.6
1272,19.1,4.2,22.4,109.0,50.6,23.5,21.6
1273,19.7,4.2,23.1,109.0,50.4,23.1,21.7
1274,15.676470588235292,4.2,23.8,109.0,50.4,26.18235294117647,21.16470588235294
1275,15.676470588235292,4.2,24.4,109.0,50.2,26.18235294117647,21.16470588235294
1276,15.676470588235292,4.326315789473685,25.1,109.0,50.1,26.18235294117647,21.16470588235294
1277,16.5,4.2,5.8,111.0,43.4,19.5,21.1
1278,17.1,4.2,6.3,112.0,42.9,19.1,21.2
1279,17.8,4.2,6.8,112.0,42.5,18.8,21.2
1280,18.4,4.3,7.4,112.0,42.1,18.4,21.3
1281,19.1,4.3,8.0,112.0,41.7,18.0,21.4
1282,19.8,4.3,8.6,112.0,41.3,17.6,21.5
1283,20.5,4.4,9.3,112.0,40.9,17.2,21.6
1284,21.2,4.4,10.0,112.0,40.6,16.8,21.7
1285,21.9,4.4,10.6,113.0,40.4,16.4,21.8
1286,22.7,4.5,11.2,113.0,40.2,16.0,21.8
1287,23.4,4.5,11.7,113.0,40.2,15.6,21.9
1288,24.2,4.5,12.2,113.0,40.3,15.1,22.0
1289,24.9,4.6,12.7,113.0,40.6,14.7,22.1
1290,25.7,4.6,13.1,112.0,41.0,14.3,22.2
1291,26.5,4.6,13.5,112.0,41.5,13.9,22.3
1292,27.4,4.7,13.8,112.0,42.1,13.5,22.4
1293,28.2,4.7,14.2,112.0,42.7,13.1,22.5
1294,22.076470588235296,4.7,14.6,112.0,43.2,16.352941176470587,21.764705882352946
1295,22.076470588235296,4.8,15.0,112.0,43.7,16.352941176470587,21.764705882352946
1296,22.076470588235296,4.468421052631579,15.4,111.0,44.2,16.352941176470587,21.764705882352946
1297,49.7,4.9,20.2,116.0,29.8,5.8,24.2
1298,50.4,4.9,21.0,117.0,28.6,5.6,24.3
1299,51.2,4.9,22.0,117.0,28.0,5.4,24.4
1300,51.9,4.8,23.1,117.0,27.3,5.2,24.5
1301,52.7,4.8,24.2,117.0,26.7,5.1,24.5
1302,53.4,4.8,25.4,118.0,26.1,4.9,24.6
1303,54.2,4.8,26.6,118.0,25.6,4.8,24.7
1304,55.0,4.7,27.8,118.0,25.3,4.6,24.7
1305,55.8,4.7,29.0,118.0,24.8,4.5,24.8
1306,56.5,4.7,30.2,118.0,24.5,4.3,24.9
1307,57.3,4.7,31.3,118.0,24.3,4.2,24.9
1308,58.0,4.6,32.4,118.0,24.1,4.0,25.0
1309,58.8,4.6,33.4,118.0,24.0,3.9,25.0
1310,59.5,4.6,34.3,118.0,23.9,3.8,25.1
1311,60.2,4.5,35.1,118.0,23.9,3.7,25.1
1312,60.9,4.5,35.8,118.0,23.7,3.6,25.2
1313,61.6,4.5,36.5,118.0,23.7,3.5,25.2
1314,55.71176470588235,4.4,36.9,118.0,23.7,4.523529411764706,24.77058823529412
1315,55.71176470588235,4.4,37.3,118.0,23.7,4.523529411764706,24.77058823529412
1316,55.71176470588235,4.673684210526315,37.6,118.0,23.8,4.523529411764706,24.77058823529412
1317,57.3,4.7,25.2,113.0,38.8,3.4,26.3
1318,57.8,4.7,26.4,113.0,38.3,3.3,26.4
1319,58.4,4.7,27.5,113.0,37.8,3.2,26.5
1320,58.9,4.7,28.7,113.0,37.1,3.1,26.6
1321,59.5,4.7,29.8,114.0,36.3,3.0,26.7
1322,60.1,4.7,30.9,114.0,35.6,2.9,26.8
1323,60.6,4.7,32.0,114.0,34.9,2.8,26.9
1324,61.2,4.7,33.0,114.0,34.2,2.7,27.0
1325,61.8,4.7,33.9,115.0,33.5,2.7,27.2
1326,62.3,4.7,34.8,115.0,32.9,2.6,27.3
1327,62.9,4.6,35.6,115.0,32.4,2.5,27.4
1328,63.5,4.6,36.3,115.0,31.9,2.4,27.5
1329,64.1,4.6,36.9,115.0,31.6,2.3,27.6
1330,64.6,4.6,37.5,115.0,31.3,2.3,27.8
1331,60.10588235294117,4.6,37.9,115.0,31.1,2.9529411764705884,26.852941176470587
1332,60.10588235294117,4.6,38.3,115.0,30.9,2.9529411764705884,26.852941176470587
1333,60.10588235294117,4.6625,38.7,115.0,30.9,2.9529411764705884,26.852941176470587
1334,50.9,5.2,22.8,120.0,17.5,0.7,26.7
1335,51.5,5.2,23.9,120.0,17.1,0.7,26.8
1336,52.2,5.1,25.0,120.0,16.8,0.7,26.9
1337,52.9,5.1,26.1,120.0,16.6,0.7,27.0
1338,53.5,5.1,27.3,120.0,16.4,0.7,27.1
1339,54.2,5.1,28.4,120.0,16.4,0.6,27.2
1340,54.8,5.0,29.5,120.0,16.3,0.6,27.3
1341,55.4,5.0,30.6,120.0,16.4,0.6,27.4
1342,56.0,5.0,31.6,120.0,16.4,0.6,27.4
1343,56.6,5.0,32.5,120.0,16.4,0.6,27.5
1344,57.2,4.9,33.4,120.0,16.4,0.6,27.6
1345,57.7,4.9,34.1,120.0,16.5,0.5,27.6
1346,58.3,4.9,34.8,120.0,16.5,0.5,27.7
1347,58.9,4.9,35.4,120.0,16.5,0.5,27.7
1348,59.5,4.8,35.9,120.0,16.6,0.5,27.8
1349,60.0,4.8,36.4,120.0,16.6,0.5,27.8
1350,60.6,4.8,36.7,120.0,16.7,0.5,27.9
1351,55.89411764705883,4.7,37.0,120.0,16.8,0.5941176470588235,27.376470588235293
1352,55.89411764705883,4.7,37.3,120.0,16.9,0.5941176470588235,27.376470588235293
1353,55.89411764705883,4.957894736842105,37.6,120.0,17.0,0.5941176470588235,27.376470588235293
1354,58.6,5.2,37.3,119.0,19.5,0.7,26.0
1355,59.0,5.1,38.2,119.0,18.9,0.7,26.2
1356,59.4,5.1,39.3,120.0,18.4,0.7,26.3
1357,59.8,5.1,40.3,120.0,18.0,0.7,26.4
1358,60.2,5.0,41.4,120.0,17.7,0.6,26.5
1359,60.6,5.0,42.4,120.0,17.5,0.6,26.6
1360,60.9,5.0,43.3,120.0,17.4,0.6,26.7
1361,61.3,5.0,44.2,120.0,17.3,0.6,26.8
1362,61.6,5.0,45.0,120.0,17.3,0.6,26.9
1363,62.0,4.9,45.8,120.0,17.3,0.5,27.0
1364,62.3,4.9,46.5,120.0,17.3,0.5,27.1
1365,62.7,4.9,47.1,120.0,17.4,0.5,27.2
1366,63.0,4.9,47.6,120.0,17.5,0.5,27.3
1367,63.3,4.9,48.1,120.0,17.5,0.5,27.4
1368,63.6,4.9,48.5,120.0,17.6,0.5,27.4
1369,64.0,4.9,48.8,120.0,17.7,0.5,27.5
1370,64.3,4.9,49.1,120.0,17.9,0.4,27.6
1371,61.56470588235294,4.8,49.3,120.0,18.0,0.5705882352941176,26.876470588235293
1372,61.56470588235294,4.8,49.4,120.0,18.1,0.5705882352941176,26.876470588235293
1373,61.56470588235294,4.963157894736842,49.6,120.0,18.3,0.5705882352941176,26.876470588235293
1374,51.5,5.4,27.0,119.0,19.0,0.7,26.0
1375,52.0,5.4,28.4,120.0,18.7,0.7,26.1
1376,52.4,5.4,29.8,120.0,18.5,0.7,26.1
1377,52.9,5.4,31.3,120.0,18.4,0.6,26.2
1378,53.4,5.4,32.9,120.0,18.3,0.6,26.3
1379,53.8,5.3,34.5,120.0,18.2,0.6,26.3
1380,54.3,5.3,36.0,120.0,18.1,0.6,26.4
1381,54.7,5.3,37.5,120.0,18.1,0.5,26.4
1382,55.1,5.3,39.0,120.0,18.0,0.5,26.5
1383,55.6,5.3,40.4,120.0,18.0,0.5,26.5
1384,56.0,5.3,41.8,120.0,18.0,0.5,26.5
1385,56.4,5.2,43.1,120.0,18.1,0.5,26.5
1386,56.8,5.2,44.4,120.0,18.2,0.5,26.5
1387,57.2,5.2,45.5,119.0,18.4,0.4,26.5
1388,57.6,5.2,46.6,119.0,18.6,0.4,26.5
1389,58.0,5.1,47.6,119.0,18.7,0.4,26.5
1390,58.5,5.1,48.5,119.0,18.9,0.4,26.5
1391,55.07058823529412,5.1,49.4,119.0,19.0,0.5352941176470588,26.37058823529412
1392,55.07058823529412,5.1,50.2,119.0,19.1,0.5352941176470588,26.37058823529412
1393,55.07058823529412,5.2631578947368425,51.0,119.0,19.2,0.5352941176470588,26.37058823529412
1394,43.8,4.4,26.2,118.0,27.1,8.1,23.9
1395,44.5,4.4,27.0,118.0,26.5,7.8,24.0
1396,45.3,4.4,27.8,118.0,26.0,7.6,24.1
1397,46.0,4.4,28.5,119.0,25.7,7.3,24.2
1398,46.8,4.4,29.3,119.0,25.5,7.1,24.3
1399,47.5,4.4,30.1,119.0,25.1,6.8,24.5
1400,48.3,4.4,30.8,119.0,24.7,6.6,24.6
1401,49.0,4.5,31.5,119.0,24.4,6.4,24.7
1402,49.7,4.5,32.1,119.0,24.0,6.2,24.8
1403,50.4,4.5,32.8,119.0,23.7,5.9,25.0
1404,51.2,4.5,33.4,119.0,23.4,5.7,25.1
1405,51.9,4.5,34.0,119.0,23.2,5.5,25.2
1406,52.6,4.5,34.6,119.0,22.9,5.3,25.3
1407,53.4,4.6,35.0,119.0,22.8,5.2,25.5
1408,54.1,4.6,35.5,119.0,22.7,5.0,25.6
1409,54.8,4.6,35.9,119.0,22.7,4.8,25.7
1410,55.5,4.6,36.3,119.0,22.7,4.6,25.8
1411,49.69411764705882,4.6,36.6,119.0,22.7,6.229411764705882,24.84117647058824
1412,49.69411764705882,4.6,37.0,119.0,22.7,6.229411764705882,24.84117647058824
1413,49.69411764705882,4.494736842105263,37.3,119.0,22.8,6.229411764705882,24.84117647058824
1414,20.7,5.1,30.4,116.0,26.2,5.7,23.0
1415,21.0,5.1,31.4,116.0,25.9,5.6,23.0
1416,21.4,5.1,32.3,116.0,25.7,5.5,23.1
1417,21.8,5.1,33.3,116.0,25.5,5.3,23.1
1418,22.2,5.1,34.3,116.0,25.3,5.2,23.2
1419,22.6,5.1,35.4,116.0,25.2,5.1,23.2
1420,23.1,5.1,36.4,116.0,25.1,4.9,23.3
1421,23.5,5.1,37.3,116.0,25.0,4.8,23.3
1422,24.0,5.1,38.3,116.0,24.8,4.7,23.3
1423,24.4,5.1,39.2,116.0,24.7,4.6,23.4
1424,24.9,5.1,40.1,116.0,24.6,4.5,23.4
1425,25.3,5.1,40.9,116.0,24.5,4.3,23.5
1426,25.7,5.1,41.7,117.0,24.4,4.2,23.5
1427,26.1,5.1,42.4,117.0,24.2,4.2,23.5
1428,26.4,5.1,43.1,117.0,24.1,4.1,23.5
1429,26.8,5.1,43.7,117.0,23.9,4.0,23.6
1430,27.2,5.1,44.3,117.0,23.8,3.9,23.6
1431,23.947058823529414,5.1,44.9,117.0,23.7,4.741176470588235,23.323529411764707
1432,23.947058823529414,5.1,45.4,117.0,23.5,4.741176470588235,23.323529411764707
1433,23.947058823529414,5.1,45.9,117.0,23.4,4.741176470588235,23.323529411764707
1434,60.6,4.9,31.6,116.0,33.2,1.9,26.6
1435,61.3,4.9,32.7,116.0,32.9,1.9,26.7
1436,61.9,4.9,34.0,116.0,32.6,1.8,26.8
1437,62.5,4.9,35.3,116.0,32.5,1.7,26.9
1438,63.0,4.9,36.7,116.0,32.2,1.6,27.0
1439,63.6,4.9,38.1,117.0,31.9,1.6,27.1
1440,64.2,4.9,39.5,117.0,31.8,1.5,27.2
1441,64.7,4.9,40.8,117.0,31.6,1.5,27.3
1442,65.3,4.8,42.2,117.0,31.5,1.4,27.4
1443,65.8,4.8,43.4,117.0,31.3,1.3,27.5
1444,66.4,4.8,44.6,117.0,31.2,1.3,27.6
1445,66.9,4.8,45.8,117.0,31.3,1.2,27.7
1446,67.4,4.8,46.8,117.0,31.5,1.2,27.8
1447,68.0,4.8,47.8,116.0,31.7,1.1,27.9
1448,68.5,4.8,48.6,116.0,32.0,1.1,28.0
1449,69.0,4.8,49.3,116.0,32.3,1.1,28.2
1450,69.6,4.8,50.0,116.0,32.7,1.0,28.3
1451,65.21764705882353,4.7,50.5,116.0,33.1,1.423529411764706,27.41176470588235
1452,65.21764705882353,4.7,51.0,115.0,33.4,1.423529411764706,27.41176470588235
1453,65.21764705882353,4.8315789473684205,51.5,115.0,33.7,1.423529411764706,27.41176470588235
1454,44.8,4.4,39.6,114.0,36.9,3.1,25.0
1455,45.3,4.4,41.0,114.0,36.4,3.0,25.1
1456,45.8,4.4,42.4,114.0,35.8,2.9,25.1
1457,46.3,4.4,43.8,114.0,35.2,2.8,25.2
1458,46.8,4.4,45.3,115.0,34.6,2.8,25.3
1459,47.4,4.4,46.8,115.0,34.0,2.7,25.3
1460,47.9,4.4,48.3,115.0,33.5,2.6,25.4
1461,48.4,4.4,49.8,115.0,32.9,2.5,25.5
1462,49.0,4.4,51.3,116.0,32.3,2.5,25.6
1463,49.5,4.4,52.7,116.0,31.8,2.4,25.7
1464,50.1,4.4,54.2,116.0,31.5,2.3,25.7
1465,50.6,4.4,55.6,116.0,31.4,2.2,25.8
1466,51.2,4.4,57.0,116.0,31.3,2.2,25.9
1467,51.8,4.4,58.4,116.0,31.3,2.1,26.0
1468,52.4,4.4,59.7,116.0,31.3,2.1,26.1
1469,53.0,4.4,60.9,116.0,31.3,2.0,26.2
1470,53.6,4.4,62.2,116.0,31.3,1.9,26.3
1471,49.05294117647059,4.4,63.4,116.0,31.4,2.476470588235294,25.6
1472,49.05294117647059,4.4,64.5,116.0,31.4,2.476470588235294,25.6
1473,49.05294117647059,4.4,65.7,116.0,31.4,2.476470588235294,25.6
1474,17.1,3.8,5.0,111.0,47.3,16.9,21.3
1475,17.6,3.8,5.2,111.0,46.8,16.7,21.4
1476,18.0,3.8,5.4,111.0,46.3,16.6,21.5
1477,18.5,3.8,5.6,111.0,45.7,16.4,21.5
1478,19.0,3.8,5.8,112.0,45.1,16.2,21.6
1479,19.5,3.8,6.0,112.0,44.5,16.1,21.6
1480,20.0,3.8,6.2,112.0,43.8,15.9,21.7
1481,20.5,3.8,6.4,112.0,43.1,15.7,21.7
1482,21.0,3.8,6.6,113.0,42.4,15.6,21.8
1483,21.5,3.9,6.8,113.0,41.8,15.4,21.8
1484,22.1,3.9,7.0,113.0,41.3,15.2,21.9
1485,22.6,3.9,7.3,113.0,40.9,15.0,21.9
1486,23.2,3.9,7.5,113.0,40.7,14.9,22.0
1487,23.7,3.9,7.8,113.0,40.6,14.7,22.0
1488,24.3,3.9,8.1,113.0,40.5,14.5,22.1
1489,24.9,3.9,8.4,113.0,40.5,14.3,22.1
1490,25.5,3.9,8.8,113.0,40.4,14.2,22.1
1491,21.11764705882353,3.9,9.1,113.0,40.4,15.547058823529412,21.764705882352946
1492,21.11764705882353,3.9,9.5,113.0,40.3,15.547058823529412,21.764705882352946
1493,21.11764705882353,3.852631578947368,9.9,113.0,40.3,15.547058823529412,21.764705882352946
1494,66.2,5.1,29.4,119.0,25.4,1.6,27.5
1495,66.7,5.1,30.6,119.0,24.9,1.6,27.6
1496,67.1,5.1,31.8,119.0,24.5,1.5,27.7
1497,67.6,5.1,33.2,119.0,24.2,1.5,27.8
1498,68.1,5.1,34.6,119.0,23.8,1.4,27.9
1499,68.5,5.0,36.0,120.0,23.4,1.3,27.9
1500,69.0,5.0,37.4,120.0,22.7,1.3,28.0
1501,69.4,5.0,38.9,120.0,22.3,1.2,28.1
1502,69.9,5.0,40.3,120.0,22.1,1.2,28.2
1503,70.3,5.0,41.6,120.0,22.2,1.1,28.3
1504,70.8,5.0,43.0,120.0,22.2,1.1,28.4
1505,71.2,5.0,44.3,120.0,22.4,1.0,28.5
1506,71.7,5.0,45.5,119.0,22.6,1.0,28.6
1507,72.1,4.9,46.6,119.0,22.9,0.9,28.7
1508,72.6,4.9,47.6,119.0,23.1,0.9,28.8
1509,73.0,4.9,48.5,119.0,23.2,0.9,28.9
1510,73.4,4.9,49.3,119.0,23.3,0.8,29.0
1511,69.85882352941177,4.9,49.9,119.0,23.5,1.1941176470588235,28.22941176470588
1512,69.85882352941177,4.9,50.6,119.0,23.6,1.1941176470588235,28.22941176470588
1513,69.85882352941177,4.994736842105263,51.2,119.0,23.7,1.1941176470588235,28.22941176470588
1514,38.3,4.2,18.6,113.0,37.7,3.6,24.4
1515,38.8,4.2,19.4,114.0,37.5,3.5,24.5
1516,39.3,4.2,20.1,114.0,37.4,3.4,24.6
1517,39.9,4.2,20.9,114.0,37.3,3.3,24.6
1518,40.5,4.2,21.6,114.0,37.1,3.2,24.7
1519,41.0,4.2,22.4,114.0,37.1,3.1,24.8
1520,41.6,4.2,23.2,114.0,37.1,3.0,24.9
1521,42.3,4.2,23.9,114.0,36.9,3.0,25.0
1522,42.9,4.2,24.6,114.0,36.7,2.9,25.1
1523,43.5,4.2,25.3,114.0,36.6,2.8,25.2
1524,44.2,4.2,26.0,114.0,36.5,2.7,25.3
1525,44.8,4.2,26.7,114.0,36.3,2.6,25.4
1526,45.5,4.2,27.3,114.0,36.4,2.6,25.5
1527,46.2,4.3,27.8,114.0,36.4,2.5,25.6
1528,46.9,4.3,28.4,114.0,36.5,2.4,25.7
1529,47.6,4.3,28.9,114.0,36.6,2.4,25.8
1530,48.3,4.3,29.4,114.0,36.5,2.3,25.9
1531,43.03529411764706,4.3,29.8,114.0,36.4,2.9,25.11764705882353
1532,43.03529411764706,4.3,30.3,114.0,36.4,2.9,25.11764705882353
1533,43.03529411764706,4.231578947368422,30.8,114.0,36.3,2.9,25.11764705882353
1534,14.0,4.2,13.8,108.0,50.5,17.3,20.9
1535,14.6,4.2,14.5,109.0,50.2,17.0,21.0
1536,15.2,4.2,15.3,109.0,49.9,16.7,21.1
1537,15.8,4.2,16.1,109.0,49.6,16.3,21.2
1538,16.4,4.2,17.0,109.0,49.3,16.0,21.3
1539,17.0,4.2,17.9,109.0,49.0,15.6,21.4
1540,17.7,4.2,18.8,109.0,48.6,15.2,21.5
1541,18.4,4.2,19.7,109.0,48.2,14.9,21.6
1542,19.1,4.3,20.5,110.0,47.9,14.5,21.7
1543,19.8,4.3,21.3,110.0,47.5,14.1,21.9
1544,20.6,4.3,22.1,110.0,47.3,13.7,22.0
1545,21.3,4.3,22.7,110.0,47.1,13.3,22.1
1546,22.1,4.3,23.4,110.0,46.9,12.9,22.2
1547,22.9,4.3,24.0,110.0,46.9,12.5,22.3
1548,23.7,4.3,24.5,110.0,46.9,12.1,22.5
1549,24.6,4.3,25.1,110.0,46.9,11.8,22.6
1550,25.4,4.3,25.6,110.0,46.9,11.4,22.7
1551,19.329411764705885,4.3,26.2,110.0,47.0,14.429411764705884,21.764705882352946
1552,19.329411764705885,4.3,26.7,110.0,47.0,14.429411764705884,21.764705882352946
1553,19.329411764705885,4.257894736842106,27.3,110.0,47.0,14.429411764705884,21.764705882352946
1554,52.5,5.6,28.5,117.0,27.4,1.2,25.5
1555,52.8,5.6,29.5,118.0,27.0,1.2,25.6
1556,53.1,5.5,30.6,118.0,26.6,1.2,25.7
1557,53.4,5.5,31.6,118.0,26.1,1.1,25.8
1558,53.8,5.5,32.6,118.0,25.6,1.1,25.9
1559,54.1,5.5,33.5,118.0,25.1,1.1,26.0
1560,54.4,5.5,34.5,118.0,24.6,1.0,26.1
1561,54.8,5.5,35.3,119.0,24.2,1.0,26.2
1562,55.1,5.4,36.2,119.0,23.7,1.0,26.3
1563,55.4,5.4,37.0,119.0,23.4,1.0,26.4
1564,55.8,5.4,37.9,119.0,23.2,0.9,26.5
1565,56.1,5.4,38.7,119.0,23.2,0.9,26.6
1566,56.5,5.4,39.5,119.0,23.2,0.9,26.7
1567,56.8,5.4,40.2,119.0,23.1,0.8,26.7
1568,57.2,5.3,41.0,119.0,23.2,0.8,26.8
1569,57.5,5.3,41.7,119.0,23.3,0.8,26.9
1570,57.8,5.3,42.4,119.0,23.3,0.8,27.0
1571,55.12352941176471,5.3,43.1,119.0,23.2,0.9882352941176472,26.27647058823529
1572,55.12352941176471,5.3,43.8,119.0,23.2,0.9882352941176472,26.27647058823529
1573,55.12352941176471,5.426315789473684,44.5,119.0,23.2,0.9882352941176472,26.27647058823529
1574,60.1,5.0,25.4,117.0,29.7,2.3,26.3
1575,60.6,5.0,26.4,117.0,29.5,2.2,26.4
1576,61.1,5.0,27.5,117.0,29.2,2.2,26.5
1577,61.5,5.0,28.6,117.0,29.0,2.1,26.6
1578,62.0,5.0,29.9,117.0,28.9,2.0,26.7
1579,62.4,5.0,31.1,117.0,28.7,1.9,26.8
1580,62.9,5.0,32.4,117.0,28.4,1.9,26.9
1581,63.4,5.0,33.6,117.0,28.2,1.8,27.0
1582,63.9,5.0,34.8,117.0,27.9,1.7,27.1
1583,64.4,5.0,36.0,117.0,27.7,1.7,27.2
1584,64.9,5.0,37.1,117.0,27.4,1.6,27.3
1585,65.4,5.0,38.2,117.0,27.3,1.5,27.4
1586,65.9,5.0,39.2,117.0,27.2,1.5,27.5
1587,66.4,5.0,40.0,117.0,27.3,1.4,27.6
1588,66.9,4.9,40.8,117.0,27.3,1.4,27.7
1589,67.4,4.9,41.5,117.0,27.4,1.3,27.8
1590,67.9,4.9,42.2,117.0,27.5,1.3,27.9
1591,63.94705882352942,5.0,42.7,117.0,27.6,1.7529411764705882,27.1
1592,63.94705882352942,5.0,43.2,117.0,27.7,1.7529411764705882,27.1
1593,63.94705882352942,4.984210526315789,43.6,117.0,27.7,1.7529411764705882,27.1
1594,28.5,3.7,12.7,115.0,36.6,15.4,21.5
1595,29.2,3.7,13.4,115.0,36.2,15.2,21.6
1596,29.8,3.7,14.1,115.0,36.0,15.0,21.7
1597,30.4,3.7,14.9,115.0,35.7,14.7,21.8
1598,31.0,3.7,15.7,115.0,35.5,14.5,21.8
1599,31.7,3.7,16.6,116.0,35.2,14.3,21.9
1600,32.4,3.7,17.4,116.0,35.0,14.1,22.0
1601,33.0,3.7,18.3,116.0,34.8,13.9,22.1
1602,33.7,3.7,19.1,116.0,34.5,13.7,22.2
1603,34.4,3.7,20.0,116.0,34.2,13.4,22.2
1604,35.0,3.7,20.9,116.0,34.1,13.2,22.3
1605,35.7,3.7,21.8,116.0,33.8,13.0,22.4
1606,36.3,3.7,22.7,116.0,33.6,12.8,22.4
1607,36.9,3.7,23.6,116.0,33.5,12.5,22.5
1608,37.5,3.7,24.5,116.0,33.4,12.3,22.6
1609,38.1,3.7,25.5,116.0,33.4,12.1,22.6
1610,38.7,3.7,26.4,116.0,33.3,11.9,22.7
1611,33.66470588235294,3.6,27.4,116.0,33.3,13.647058823529411,22.13529411764706
1612,33.66470588235294,3.6,28.4,116.0,33.3,13.647058823529411,22.13529411764706
1613,33.66470588235294,3.689473684210527,29.4,115.0,33.5,13.647058823529411,22.13529411764706
1614,22.9,3.9,10.1,107.0,56.0,11.5,22.9
1615,23.2,3.9,10.5,107.0,55.6,11.4,22.9
1616,23.5,3.9,11.0,107.0,55.1,11.2,23.0
1617,23.9,3.9,11.5,107.0,54.8,11.1,23.0
1618,24.4,3.9,12.1,107.0,54.4,10.9,23.0
1619,24.9,3.9,12.7,107.0,54.0,10.7,23.1
1620,25.4,3.9,13.2,108.0,53.6,10.5,23.1
1621,25.9,3.9,13.9,108.0,53.1,10.3,23.2
1622,26.4,3.9,14.5,108.0,52.7,10.1,23.2
1623,27.0,4.0,15.2,108.0,52.2,10.0,23.2
1624,27.5,4.0,15.9,109.0,51.8,9.8,23.2
1625,28.1,4.0,16.6,109.0,51.4,9.6,23.2
1626,28.6,4.0,17.4,109.0,51.1,9.4,23.2
1627,29.2,4.0,18.2,109.0,50.7,9.2,23.2
1628,29.8,4.0,19.1,109.0,50.5,9.0,23.1
1629,30.4,4.0,19.9,109.0,50.2,8.8,23.1
1630,30.9,4.0,20.9,109.0,50.1,8.7,23.1
1631,26.58823529411765,4.0,21.8,110.0,49.9,10.129411764705882,23.1
1632,26.58823529411765,4.0,22.8,110.0,49.8,10.129411764705882,23.1
1633,26.58823529411765,3.952631578947368,23.7,110.0,49.7,10.129411764705882,23.1
1634,57.9,4.6,14.7,116.0,32.2,3.4,25.8
1635,58.4,4.5,15.3,116.0,31.9,3.3,25.9
1636,58.9,4.5,16.0,116.0,31.6,3.2,25.9
1637,59.5,4.5,16.8,116.0,31.3,3.1,26.0
1638,60.0,4.5,17.6,116.0,31.1,3.0,26.0
1639,60.6,4.5,18.5,116.0,30.7,2.9,26.1
1640,61.1,4.5,19.4,116.0,30.3,2.8,26.2
1641,61.7,4.5,20.3,116.0,29.9,2.7,26.2
1642,62.2,4.4,21.1,116.0,29.6,2.6,26.3
1643,62.8,4.4,22.0,117.0,29.3,2.6,26.4
1644,63.4,4.4,22.8,117.0,29.0,2.5,26.4
1645,64.0,4.4,23.7,117.0,28.9,2.4,26.5
1646,54.5,5.6,20.6,118.0,26.6,0.7,25.9
1647,54.7,5.6,21.7,118.0,26.1,0.6,26.0
1648,55.0,5.6,22.7,118.0,25.6,0.6,26.1
1649,55.3,5.6,23.8,118.0,25.1,0.6,26.1
1650,55.6,5.5,24.8,119.0,24.5,0.6,26.2
1651,55.9,5.5,25.8,119.0,23.7,0.6,26.3
1652,56.3,5.5,26.7,119.0,23.1,0.6,26.4
1653,56.6,5.5,27.6,120.0,22.7,0.6,26.4
1654,56.9,5.4,28.5,120.0,22.2,0.5,26.5
1655,57.2,5.4,29.4,120.0,21.9,0.5,26.6
1656,57.6,5.4,30.3,120.0,21.7,0.5,26.6
1657,57.9,5.4,31.1,120.0,21.6,0.5,26.7
1658,58.2,5.4,32.0,120.0,21.5,0.5,26.8
1659,58.6,5.3,32.8,120.0,21.5,0.5,26.8
1660,58.9,5.3,33.6,120.0,21.5,0.5,26.9
1661,59.2,5.3,34.3,120.0,21.4,0.4,27.0
1662,59.6,5.3,35.1,120.0,21.4,0.4,27.0
1663,56.94117647058823,5.3,35.8,120.0,21.4,0.5411764705882353,26.488235294117647
1664,56.94117647058823,5.2,36.6,120.0,21.5,0.5411764705882353,26.488235294117647
1665,56.94117647058823,5.426315789473684,37.3,120.0,21.6,0.5411764705882353,26.488235294117647
1666,51.4,5.5,28.0,122.0,14.2,0.8,26.0
1667,51.9,5.4,29.1,122.0,13.9,0.7,26.1
1668,52.4,5.4,30.3,122.0,13.7,0.7,26.2
1669,52.9,5.4,31.6,122.0,13.6,0.7,26.3
1670,53.4,5.3,32.8,122.0,13.5,0.7,26.4
