,Mean hemoglobin level of non-pregnant women (aged 15-49 years),per_capita-Maternal Disorders,Stillbirth rate (per 1000 total births),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),Mean hemoglobin level of women of reproductive age (aged 15-49 years)
1371,132.0,1.225925129074592e-06,2.83261,12.0,131.0
1372,132.0,1.1033326161671328e-06,2.79831,12.3,131.0
1373,131.0,1.0748904865742596e-06,2.76621,12.6,131.0
1374,132.0,4.6725436420767883e-07,2.81285,11.8,131.0
1375,132.0,3.9702368947140817e-07,2.73605,11.6,131.0
1376,132.0,4.649024159497757e-07,2.66566,11.6,131.0
1377,132.0,5.485461641023848e-07,2.60211,11.5,131.0
1378,132.0,4.428094556849922e-07,2.52146,11.4,131.0
1379,132.0,4.065191580283604e-07,2.46478,11.4,131.0
1380,132.0,4.386491764867845e-07,2.40793,11.4,131.0
1381,132.0,4.360461216045424e-07,2.36118,11.4,131.0
1382,132.0,4.659576034495773e-07,2.34075,11.4,131.0
1383,132.0,5.788799711234823e-07,2.34287,11.3,131.0
1384,132.0,4.773743960473136e-07,2.36059,11.4,131.0
1385,132.0,4.588899805371648e-07,2.40293,11.5,131.0
1386,132.0,4.080882703416985e-07,2.45488,11.6,131.0
1387,131.0,4.066211190291267e-07,2.52662,11.9,131.0
1388,131.0,3.0804090523818693e-07,2.60726,12.1,131.0
1389,131.0,3.718366402005202e-07,2.65721,12.3,131.0
1390,131.0,2.902872779665183e-07,2.59174,12.6,131.0
1391,131.0,3.0577200995207424e-07,2.4713,12.9,131.0
1392,131.0,3.0577200995207424e-07,2.41993,13.2,131.0
1393,131.0,2.887632590463112e-07,2.38916,13.5,131.0
1394,128.0,1.4910354361775662e-05,18.88916,24.7,128.0
1395,128.0,1.401242333878934e-05,18.60599,23.9,128.0
1396,129.0,1.4634234201781325e-05,18.31093,23.3,128.0
1397,129.0,1.2271535615343138e-05,17.95633,22.8,128.0
1398,129.0,1.142646095596721e-05,17.65046,22.4,128.0
1399,129.0,1.2424570977736996e-05,17.40895,21.9,129.0
1400,129.0,9.783977034469311e-06,17.06357,21.5,129.0
1401,129.0,9.345052028577169e-06,16.73284,21.0,129.0
1402,130.0,1.2480690588703475e-05,16.42998,20.6,129.0
1403,130.0,6.723455091566381e-06,16.06605,20.2,129.0
1404,130.0,1.0887767487861896e-05,15.60538,19.8,129.0
1405,130.0,1.011023644008116e-05,15.19787,19.6,130.0
1406,130.0,7.614598847357405e-06,14.83827,19.3,130.0
1407,130.0,8.591909720336776e-06,14.48239,19.2,130.0
1408,130.0,1.399293527414208e-05,14.14403,19.2,130.0
1409,130.0,1.050772656861715e-05,13.80292,19.2,130.0
1410,130.0,9.763192092487727e-06,13.47793,19.3,130.0
1411,130.0,9.362791797258106e-06,13.17943,19.4,129.0
1412,130.0,9.02840637592746e-06,12.94662,19.5,129.0
1413,130.0,9.238161790566913e-06,12.68044,19.7,129.0
1414,127.0,8.282349817176199e-07,2.53899,21.2,127.0
1415,127.0,7.631269638718388e-07,2.47843,21.3,127.0
1416,127.0,8.243610401131256e-07,2.44494,21.3,127.0
1417,127.0,6.820734355069931e-07,2.37304,21.3,127.0
1418,127.0,5.951739909717745e-07,2.27573,21.2,127.0
1419,127.0,6.185630295369327e-07,2.23255,21.1,127.0
1420,127.0,5.636997291798601e-07,2.15979,21.0,127.0
1421,128.0,4.773865885985682e-07,2.07602,20.8,127.0
1422,128.0,4.851795793611994e-07,2.03996,20.5,127.0
1423,128.0,5.246495716729575e-07,2.05357,20.2,127.0
1424,128.0,4.781345766044644e-07,2.03997,20.0,128.0
1425,128.0,4.471656382484588e-07,1.99786,19.8,128.0
1426,128.0,4.475218313711359e-07,1.91109,19.6,128.0
1427,128.0,4.08634535754076e-07,1.84435,19.4,128.0
1428,128.0,3.5404247905516165e-07,1.80465,19.2,128.0
1429,128.0,3.939500119666256e-07,1.79001,19.1,128.0
1430,128.0,3.551637045803237e-07,1.74162,19.0,128.0
1431,128.0,3.400515929440085e-07,1.67058,19.0,128.0
1432,128.0,3.242352397838221e-07,1.56416,18.9,128.0
1433,128.0,3.1783103962088097e-07,1.51709,18.9,128.0
1434,126.0,2.58126725289166e-05,12.1909,30.2,125.0
1435,126.0,2.232259275871781e-05,11.91591,29.6,125.0
1436,126.0,1.9787619681949714e-05,11.62484,29.2,125.0
1437,126.0,1.934669984193547e-05,11.36282,29.0,125.0
1438,126.0,1.7939797549384654e-05,11.10375,28.8,125.0
1439,126.0,1.582337604501007e-05,10.86889,28.7,126.0
1440,126.0,1.317378807825586e-05,10.63855,28.8,126.0
1441,126.0,1.2005616627645632e-05,10.46126,28.7,126.0
1442,126.0,1.1414361712969568e-05,10.29722,28.8,126.0
1443,126.0,1.036800847305554e-05,10.11892,28.9,126.0
1444,126.0,1.0145019146772674e-05,9.97131,29.1,125.0
1445,126.0,9.987291555622069e-06,9.81766,29.8,125.0
1446,126.0,1.0293618555676265e-05,9.69104,30.4,125.0
1447,125.0,1.0490458234014663e-05,9.58476,31.2,125.0
1448,125.0,1.072293901665441e-05,9.44291,32.2,125.0
1449,125.0,1.0417800609033684e-05,9.29884,33.3,124.0
1450,124.0,1.0676774012732052e-05,9.20479,34.5,124.0
1451,124.0,1.0760812726376965e-05,9.07975,35.7,123.0
1452,124.0,1.0760812726376965e-05,8.96542,36.8,123.0
1453,123.0,1.0638497418624594e-05,8.83711,38.0,123.0
1454,124.0,8.541968251798865e-06,11.16879,34.8,124.0
1455,124.0,8.070184424048413e-06,10.80131,34.0,124.0
1456,125.0,7.593911530804101e-06,10.42606,33.2,124.0
1457,125.0,6.862896824972079e-06,10.07292,32.3,125.0
1458,125.0,5.62900398089416e-06,9.73417,31.5,125.0
1459,126.0,6.450546482234792e-06,9.40893,30.7,125.0
1460,126.0,7.123678918350418e-06,9.09982,29.9,125.0
1461,126.0,7.351231130726275e-06,8.76525,29.1,126.0
1462,126.0,6.246380552807082e-06,8.36281,28.3,126.0
1463,127.0,6.22654667419387e-06,7.84845,27.7,126.0
1464,127.0,4.858114948384577e-06,7.44266,27.3,126.0
1465,127.0,3.987399355728726e-06,7.12346,27.1,126.0
1466,127.0,3.5384068380282857e-06,6.85898,27.1,126.0
1467,127.0,3.495538339966587e-06,6.56042,27.1,126.0
1468,127.0,3.175696937335588e-06,6.28104,27.3,126.0
1469,127.0,2.9189648006991416e-06,5.98767,27.5,126.0
1470,127.0,2.9411200831008035e-06,5.72987,27.7,126.0
1471,126.0,2.802222679918593e-06,5.55074,28.0,126.0
1472,126.0,2.9100004753000777e-06,5.44487,28.3,126.0
1473,126.0,2.853659279000788e-06,5.38947,28.6,126.0
1474,124.0,0.0001063847166722,22.46979,38.9,123.0
1475,125.0,0.000108646221616,22.50629,37.8,123.0
1476,125.0,0.0001126155260757,22.48917,36.6,124.0
1477,126.0,0.0001166497306979,22.53178,35.5,124.0
1478,126.0,0.0001171127157293,22.44434,34.4,125.0
1479,127.0,0.0001145651907711,22.2053,33.2,125.0
1480,127.0,0.0001117684617873,22.00301,32.1,126.0
1481,128.0,0.0001086907823694,21.74686,30.9,126.0
1482,128.0,0.0001052650478941,21.33313,29.8,127.0
1483,128.0,0.0001029271400761,20.94252,28.9,127.0
1484,129.0,0.0001007758072249,20.59693,28.1,127.0
1485,129.0,9.813200156095684e-05,20.21834,27.6,128.0
1486,129.0,9.336638354519784e-05,19.90883,27.2,128.0
1487,129.0,9.024095197074068e-05,19.66568,27.1,128.0
1488,129.0,8.578083084366747e-05,19.52701,27.0,128.0
1489,129.0,8.335274892052965e-05,19.51111,27.1,128.0
1490,129.0,8.095615459120562e-05,19.56761,27.2,128.0
1491,129.0,7.890248056630013e-05,19.68103,27.3,127.0
1492,128.0,7.860846014364158e-05,19.80965,27.5,127.0
1493,128.0,7.665460189299221e-05,19.74774,27.9,127.0
1494,128.0,2.0281311937225285e-06,7.07364,24.0,128.0
1495,128.0,1.4794839954352988e-06,6.96376,23.3,128.0
1496,129.0,2.40003264044391e-06,6.86826,22.5,128.0
1497,129.0,1.4019883934054205e-06,6.7801,22.1,128.0
1498,129.0,2.730642588467131e-06,6.69039,21.6,129.0
1499,129.0,1.7725334421668866e-06,6.62731,21.1,129.0
1500,130.0,1.2948447912710197e-06,6.59675,20.3,129.0
1501,130.0,8.418224108278566e-07,6.55819,19.9,129.0
1502,130.0,2.054913874449694e-06,6.53784,19.9,129.0
1503,129.0,2.410602795335001e-06,6.48651,20.3,129.0
1504,129.0,1.5728389585918688e-06,6.40667,20.3,129.0
1505,129.0,1.92631609768426e-06,6.31411,20.6,129.0
1506,129.0,1.1336523179033176e-06,6.24574,21.0,129.0
1507,129.0,1.855070054865552e-06,6.184,21.7,128.0
1508,128.0,2.187616558944781e-06,6.09861,22.1,128.0
1509,128.0,1.0758341121176931e-06,6.03977,22.4,128.0
1510,128.0,1.059031847205709e-06,6.0052,22.7,128.0
1511,128.0,1.0433251188868974e-06,5.94796,23.1,128.0
1512,128.0,1.0433251188868974e-06,5.88132,23.4,128.0
1513,128.0,1.014920343976803e-06,5.82728,23.7,128.0
1514,123.0,1.0925460734924824e-05,10.79207,36.5,122.0
1515,123.0,1.0609367377705108e-05,10.62647,36.1,122.0
1516,123.0,1.1292225867101794e-05,10.49014,35.9,123.0
1517,123.0,1.1954215355189623e-05,10.358,35.7,123.0
1518,123.0,1.2988472337210656e-05,10.23649,35.4,123.0
1519,123.0,1.3990685700994562e-05,10.09664,35.3,123.0
1520,123.0,1.4192836146775406e-05,9.92174,35.1,123.0
1521,123.0,1.4004147119999834e-05,9.7546,34.7,123.0
1522,124.0,1.4747420554805429e-05,9.56577,34.4,123.0
1523,124.0,1.5648740635379374e-05,9.33648,34.2,123.0
1524,124.0,1.4885744648484033e-05,9.00264,34.1,123.0
1525,124.0,1.5212683153993696e-05,8.62596,33.9,123.0
1526,124.0,1.4291203922776686e-05,8.30664,33.9,123.0
1527,124.0,1.200153619663317e-05,8.02954,34.1,123.0
1528,124.0,1.320478843356568e-05,7.75108,34.3,123.0
1529,124.0,1.2006848300405256e-05,7.495,34.7,123.0
1530,123.0,9.674290007192334e-06,7.26244,34.9,123.0
1531,123.0,9.709289074334482e-06,7.07703,35.1,123.0
1532,123.0,9.544724852735592e-06,6.95859,35.5,123.0
1533,123.0,9.140213765546782e-06,6.83502,35.8,123.0
1534,121.0,0.0001445138646231,24.34608,41.8,120.0
1535,121.0,0.0001380371947495,23.98342,40.9,120.0
1536,122.0,0.0001278229739655,23.54982,40.1,121.0
1537,122.0,0.0001179695373294,23.16538,39.4,121.0
1538,122.0,0.0001089445380064,22.74738,38.6,121.0
1539,122.0,0.0001019471564196,22.38756,37.9,121.0
1540,123.0,9.492836365083358e-05,22.02266,37.3,122.0
1541,123.0,8.81463972479767e-05,21.75888,36.7,122.0
1542,123.0,8.234091645440014e-05,21.43644,36.2,122.0
1543,123.0,7.655591098737148e-05,21.14898,35.9,122.0
1544,123.0,7.050700029302019e-05,20.9217,35.6,123.0
1545,124.0,6.561466038392141e-05,20.42964,35.5,123.0
1546,124.0,6.012511489818358e-05,19.99392,35.6,123.0
1547,124.0,5.720545241148614e-05,19.48617,35.8,123.0
1548,123.0,5.482311901217264e-05,18.92674,36.2,123.0
1549,123.0,5.223145508442108e-05,18.37033,36.6,123.0
1550,123.0,5.000660343609477e-05,17.75703,37.2,122.0
1551,123.0,4.7567557859128745e-05,17.29094,37.7,122.0
1552,123.0,4.588375050128348e-05,16.89069,38.4,122.0
1553,123.0,4.290862152716007e-05,16.56351,39.0,122.0
1554,128.0,2.104219465040077e-06,5.97554,23.8,128.0
1555,128.0,2.1202324453234458e-06,5.77956,23.4,128.0
1556,128.0,8.54625983621093e-07,5.60366,22.9,128.0
1557,128.0,1.291465180161545e-06,5.22712,22.5,128.0
1558,128.0,1.3007814227600328e-06,4.90606,22.0,128.0
1559,129.0,8.732720674759861e-07,4.65906,21.6,128.0
1560,129.0,1.3188349412129324e-06,4.46467,21.2,128.0
1561,129.0,2.212575393506533e-06,4.32506,21.0,129.0
1562,129.0,1.3360511582895515e-06,4.29577,20.7,129.0
1563,129.0,1.7925138348458416e-06,4.26457,20.6,129.0
1564,129.0,1.352588787309471e-06,4.22009,20.6,129.0
1565,129.0,4.535748044639018e-07,4.16594,20.7,129.0
1566,129.0,1.3688754232106516e-06,4.04966,20.8,129.0
1567,129.0,9.180869088610536e-07,3.90403,20.9,129.0
1568,129.0,1.3855756951548727e-06,3.76335,21.0,128.0
1569,129.0,3.253335365893333e-06,3.64535,21.1,128.0
1570,129.0,1.403345950972706e-06,3.56017,21.2,128.0
1571,129.0,1.4128278172610825e-06,3.45336,21.3,128.0
1572,129.0,1.4128278172610825e-06,3.35109,21.4,128.0
1573,129.0,9.554561562667652e-07,3.23825,21.6,128.0
1574,127.0,7.121201531322078e-06,10.80581,26.4,126.0
1575,127.0,6.81679343280608e-06,10.49259,26.1,126.0
1576,127.0,6.257393175217698e-06,10.20764,25.8,127.0
1577,127.0,5.965531676713833e-06,9.91865,25.7,127.0
1578,127.0,5.678162278264537e-06,9.58221,25.6,127.0
1579,127.0,5.652057297473941e-06,9.21484,25.5,127.0
1580,127.0,5.452988874085034e-06,8.83982,25.3,127.0
1581,127.0,5.390753932875872e-06,8.47252,25.2,127.0
1582,127.0,4.952917565621205e-06,8.16579,25.1,127.0
1583,127.0,4.634920712362919e-06,7.90956,25.0,127.0
1584,127.0,4.605784817248519e-06,7.64212,24.9,127.0
1585,127.0,4.585936958814183e-06,7.43798,25.1,127.0
1586,127.0,4.830580667194971e-06,7.2718,25.4,127.0
1587,127.0,5.082797562096658e-06,7.11971,25.8,126.0
1588,127.0,4.83454378223281e-06,6.96446,26.2,126.0
1589,127.0,4.817844525266463e-06,6.85204,26.6,126.0
1590,126.0,4.556722076407116e-06,6.73207,27.1,126.0
1591,126.0,4.296251353617528e-06,6.59279,27.5,126.0
1592,126.0,4.296251353617528e-06,6.46392,27.9,126.0
1593,126.0,4.022101685355244e-06,6.33558,28.3,126.0
1594,124.0,6.575088554962522e-05,35.61408,36.5,123.0
1595,124.0,6.91863683086898e-05,35.28258,35.6,124.0
1596,125.0,7.478048810886378e-05,34.68515,34.7,124.0
1597,125.0,8.565443884662404e-05,34.00716,33.9,124.0
1598,126.0,9.091404985726494e-05,33.30741,33.1,125.0
1599,126.0,9.57278332837352e-05,32.69903,32.4,125.0
1600,126.0,9.587338044328932e-05,32.16833,31.7,125.0
1601,126.0,0.0001006856536507,31.68452,30.9,126.0
1602,127.0,0.0001065013320497,31.22226,30.2,126.0
1603,127.0,0.0001028111812639,30.80348,29.5,126.0
1604,127.0,0.0001015862034474,30.36912,29.1,126.0
1605,128.0,9.87071442152938e-05,29.86678,28.5,127.0
1606,128.0,9.945646008558435e-05,29.55377,27.9,127.0
1607,128.0,9.91642826781174e-05,29.19957,27.5,127.0
1608,128.0,9.474729249313082e-05,29.00441,27.3,127.0
1609,128.0,9.34435008248186e-05,28.84927,27.1,127.0
1610,128.0,8.704245111542342e-05,28.62425,27.0,127.0
1611,128.0,8.069285541372452e-05,28.37379,26.9,127.0
1612,128.0,7.711785549033167e-05,28.18944,27.1,127.0
1613,128.0,7.628723261960694e-05,27.90086,27.5,127.0
1614,118.0,0.0002860803455112,29.78768,52.6,117.0
1615,118.0,0.0002716626725785,29.37079,51.5,117.0
1616,119.0,0.0002637087696242,29.02912,50.3,117.0
1617,119.0,0.0002635680689811,28.62091,49.6,118.0
1618,119.0,0.0002632388391739,28.3289,48.8,118.0
1619,119.0,0.0002583544561706,28.00285,48.0,118.0
1620,120.0,0.0002452048296984,27.48123,47.2,118.0
1621,120.0,0.0002486286433041,26.83287,46.3,119.0
1622,120.0,0.0002447410468231,26.27318,45.5,119.0
1623,121.0,0.0002464145703288,25.83422,44.7,119.0
1624,121.0,0.0002496556380384,25.44671,44.0,120.0
1625,121.0,0.0002424233461604,25.05614,43.3,120.0
1626,121.0,0.0002309738505707,24.91422,42.8,120.0
1627,122.0,0.0002140510208403,24.79333,42.4,120.0
1628,122.0,0.000201597630678,24.7658,42.1,121.0
1629,122.0,0.0001887662173299,24.76842,41.9,121.0
1630,122.0,0.0001781418548706,24.72298,41.8,121.0
1631,122.0,0.0001666159706174,24.67336,41.7,121.0
1632,122.0,0.0001629840148546,24.55692,41.8,121.0
1633,122.0,0.0001543580049238,24.18432,41.9,121.0
1634,125.0,5.6580475092592e-06,13.84592,32.6,124.0
1635,125.0,5.71331717099387e-06,13.65655,32.1,124.0
1636,125.0,5.576997043633868e-06,13.4142,31.8,124.0
1637,125.0,5.263029900906221e-06,13.15235,31.4,125.0
1638,125.0,4.961828476323484e-06,12.7899,31.1,125.0
1639,125.0,4.673275717036271e-06,12.36935,30.7,125.0
1640,125.0,4.566033983468928e-06,11.92759,30.3,125.0
1641,126.0,5.950516496567296e-06,11.49801,29.8,125.0
1642,126.0,6.4651281493457534e-06,11.08834,29.5,125.0
1643,126.0,6.957229011581731e-06,10.72617,29.1,125.0
1644,126.0,6.19055710990127e-06,10.37571,28.8,125.0
1645,126.0,5.759355922133508e-06,10.1281,28.7,125.0
1646,129.0,1.0945748219879283e-06,4.54532,22.0,128.0
1647,129.0,1.0971688381009431e-06,4.45745,21.6,129.0
1648,129.0,1.37618517066898e-06,4.3856,21.1,129.0
1649,129.0,5.524718418913984e-07,4.33475,20.8,129.0
1650,129.0,1.1086784857336638e-06,4.30505,20.2,129.0
1651,130.0,8.34117171775588e-07,4.21016,19.4,129.0
1652,130.0,2.788695520741481e-07,4.05694,19.0,130.0
1653,130.0,5.593718701395829e-07,3.86782,18.7,130.0
1654,130.0,8.414663392427644e-07,3.68675,18.5,130.0
1655,130.0,2.812797892876842e-07,3.54485,18.4,130.0
1656,130.0,5.641241310020339e-07,3.42576,18.4,130.0
1657,130.0,5.656833299062352e-07,3.32517,18.5,130.0
1658,130.0,8.508801362315823e-07,3.21787,18.7,130.0
1659,130.0,5.688511879603784e-07,3.13979,18.9,129.0
1660,130.0,5.704932884317082e-07,3.08485,19.0,129.0
1661,130.0,8.582914963911704e-07,3.0403,19.0,129.0
1662,130.0,5.739706052433937e-07,2.99234,19.1,129.0
1663,130.0,5.75840828381582e-07,2.91022,19.3,129.0
1664,129.0,5.75840828381582e-07,2.83629,19.6,129.0
1665,129.0,5.799313593243104e-07,2.75295,19.9,129.0
1666,133.0,0.0,3.64655,8.7,133.0
1667,133.0,0.0,3.55826,8.5,133.0
1668,133.0,0.0,3.45394,8.4,133.0
1669,133.0,0.0,3.38152,8.4,133.0
1670,133.0,0.0,3.32466,8.4,133.0
1671,133.0,0.0,3.28832,8.4,133.0
1672,133.0,0.0,3.27281,8.5,133.0
1673,133.0,0.0,3.28764,8.5,133.0
1674,133.0,0.0,3.33726,8.6,133.0
1675,133.0,0.0,3.41637,8.6,133.0
1676,133.0,0.0,3.47673,8.6,133.0
1677,133.0,0.0,3.53859,8.7,133.0
1678,133.0,0.0,3.56961,8.8,132.0
1679,133.0,0.0,3.55518,8.9,132.0
1680,133.0,0.0,3.53548,9.0,132.0
1681,133.0,0.0,3.51367,9.2,132.0
1682,133.0,0.0,3.47322,9.4,132.0
1683,133.0,0.0,3.43868,9.6,132.0
1684,132.0,0.0,3.39545,9.8,132.0
1685,132.0,0.0,3.35103,10.1,132.0
1686,122.0,0.0001670696029752,20.23331,42.3,121.0
1687,122.0,0.0001645423651603,19.94008,42.0,121.0
1688,122.0,0.000165731140684,19.69648,41.8,121.0
1689,122.0,0.0001621854524521,19.3962,41.4,121.0
1690,122.0,0.0001570225551925,18.90568,40.9,121.0
1691,123.0,0.0001487535825913,18.52458,40.3,122.0
1692,123.0,0.0001402594848158,18.1267,39.8,122.0
1693,123.0,0.0001317818010104,17.89355,39.3,122.0
1694,123.0,0.0001312208145948,17.69559,38.7,122.0
1695,124.0,0.0001283072028855,17.5622,38.1,123.0
1696,124.0,0.000124425308258,17.47387,37.7,123.0
1697,124.0,0.0001199933230625,17.35006,37.4,123.0
1698,124.0,0.0001144981589085,17.27781,37.3,123.0
1699,124.0,0.000109718090716,17.19813,37.2,123.0
1700,124.0,0.0001050184189362,17.06888,37.2,123.0
1701,124.0,0.0001004021440543,16.96181,37.2,123.0
1702,124.0,9.654004271256312e-05,16.80894,37.3,123.0
1703,124.0,9.272465497998834e-05,16.70516,37.4,123.0
1704,124.0,9.119201605469928e-05,16.58548,37.5,123.0
1705,123.0,8.506541813239672e-05,16.47522,37.7,123.0
1706,124.0,0.00011752738316,22.17793,37.1,122.0
1707,124.0,0.0001122134763685,21.61173,36.7,122.0
1708,124.0,0.0001093892931397,21.05054,36.4,122.0
1709,124.0,0.0001077613405917,20.66445,36.1,123.0
1710,124.0,0.0001054022415898,20.40094,35.7,123.0
1711,125.0,0.0001001325663272,20.28554,35.0,123.0
1712,125.0,9.519560965642902e-05,20.26725,34.2,123.0
1713,125.0,9.23220059478136e-05,20.28641,33.3,124.0
1714,126.0,9.060646221700268e-05,20.36334,32.3,124.0
1715,126.0,8.843046700402435e-05,20.29417,31.3,125.0
1716,126.0,8.622754491017964e-05,19.96726,30.5,125.0
1717,127.0,8.186783609202751e-05,19.48185,29.9,125.0
1718,127.0,7.713022154446192e-05,18.94035,29.6,125.0
1719,127.0,7.30738484550901e-05,18.324,29.4,125.0
1720,127.0,6.9308493787813e-05,17.72306,29.4,125.0
1721,127.0,6.598899152337816e-05,17.28656,29.5,125.0
1722,127.0,6.429607231230878e-05,16.91678,29.6,125.0
1723,126.0,6.180664846893427e-05,16.80616,29.9,125.0
1724,126.0,6.143206272063769e-05,16.56855,30.2,125.0
1725,126.0,5.845250670350207e-05,16.28914,30.6,125.0
1726,123.0,1.537711688042875e-05,4.92703,35.0,123.0
1727,123.0,1.3649371901403004e-05,4.75604,34.6,123.0
1728,123.0,1.264279355825371e-05,4.62062,34.1,123.0
1729,124.0,1.2057685898568496e-05,4.52246,33.4,123.0
1730,124.0,1.1304995269173509e-05,4.46156,32.8,123.0
1731,124.0,1.0743942957749734e-05,4.4177,32.4,124.0
1732,124.0,1.0176997277331653e-05,4.38143,31.9,124.0
1733,124.0,9.815746539577535e-06,4.35687,31.4,124.0
1734,125.0,9.79612437539655e-06,4.35139,31.0,124.0
1735,125.0,9.77788878557399e-06,4.42053,30.6,124.0
1736,125.0,9.08938894124817e-06,4.47373,30.4,124.0
1737,125.0,8.841361196477046e-06,4.44644,30.2,124.0
1738,125.0,8.464715774720945e-06,4.35121,30.0,125.0
1739,125.0,7.796575662965441e-06,4.31726,30.1,125.0
1740,125.0,8.1799993562407e-06,4.34151,30.4,124.0
1741,125.0,8.160229414526807e-06,4.56839,30.7,124.0
1742,125.0,7.948313474504427e-06,5.05108,30.9,124.0
1743,124.0,8.093813802514513e-06,5.3537,31.3,124.0
1744,124.0,8.125679211185829e-06,5.4521,31.6,124.0
1745,124.0,7.911141561594814e-06,5.47353,32.0,124.0
1746,119.0,4.33360779516036e-05,13.66718,47.9,119.0
1747,120.0,3.595793575297552e-05,13.03605,47.0,119.0
1748,120.0,3.527280306552725e-05,12.36644,46.2,119.0
1749,120.0,3.139816006782003e-05,11.66885,45.6,120.0
1750,120.0,2.7556728587656426e-05,10.99357,45.0,120.0
1751,120.0,2.676595845923247e-05,10.37631,44.7,120.0
1752,120.0,2.2980647422289502e-05,9.80328,44.4,120.0
1753,121.0,2.191972994892703e-05,9.14263,44.2,120.0
1754,121.0,2.072941633737125e-05,8.54902,44.1,120.0
1755,121.0,2.018499548360726e-05,8.0506,44.1,120.0
1756,121.0,2.0219891318084166e-05,7.61619,44.4,120.0
1757,120.0,1.7721563852060385e-05,7.24099,44.8,120.0
1758,120.0,1.7746183936661335e-05,6.96546,45.5,120.0
1759,120.0,1.7767038590007818e-05,6.73683,46.3,120.0
1760,120.0,1.7784778770055514e-05,6.54177,47.3,119.0
1761,119.0,1.7800245643389878e-05,6.39338,48.3,119.0
1762,119.0,1.7813517915309445e-05,6.27615,49.4,119.0
1763,119.0,1.7824903427219645e-05,6.15998,50.4,118.0
1764,118.0,1.7824903427219645e-05,5.99219,51.4,118.0
1765,118.0,1.784726312220021e-05,5.78872,52.3,118.0
1766,113.0,0.0002432015378095,28.2206,63.1,112.0
1767,113.0,0.0002352158632216,27.62242,62.7,112.0
1768,114.0,0.0002262986077421,27.01865,62.3,112.0
1769,114.0,0.0002148782535917,26.43967,62.0,112.0
1770,114.0,0.0002085847814277,25.87758,61.5,112.0
1771,114.0,0.0002010083548269,25.3637,61.0,113.0
1772,114.0,0.0001989308990704,24.91634,60.5,113.0
1773,115.0,0.0001954765810676,24.53299,60.0,113.0
1774,115.0,0.0001960183692416,24.02323,59.4,113.0
1775,115.0,0.0001936291328903,23.48594,58.9,114.0
1776,115.0,0.0001942542210789,22.97,58.5,114.0
1777,115.0,0.0001969646121894,22.4933,58.2,114.0
1778,116.0,0.0002005021360633,22.0754,58.0,114.0
1779,116.0,0.0001986253357039,21.68421,58.0,114.0
1780,116.0,0.00019859825291,21.31918,58.0,114.0
1781,116.0,0.0001988156187768,20.9214,58.2,114.0
1782,115.0,0.0002028610787746,20.48376,58.4,114.0
1783,115.0,0.000204047840553,20.13378,58.6,114.0
1784,115.0,0.0002083957081233,20.02698,58.8,114.0
1785,115.0,0.0002018565758564,19.70362,59.0,114.0
1786,131.0,0.0,3.87961,13.5,131.0
1787,131.0,0.0,3.82374,13.2,131.0
1788,131.0,0.0,3.76859,13.0,131.0
1789,131.0,0.0,3.69662,12.8,131.0
1790,131.0,0.0,3.62999,12.6,131.0
1791,131.0,0.0,3.5631,12.4,131.0
1792,131.0,2.498663215179879e-06,3.54498,12.3,131.0
1793,131.0,2.488304966656713e-06,3.57739,12.2,131.0
1794,131.0,2.4781182161513835e-06,3.6241,12.2,131.0
1795,131.0,2.4681302679155405e-06,3.63364,12.1,131.0
1796,131.0,2.4583856764616945e-06,3.61587,12.1,131.0
1797,131.0,0.0,3.57553,12.1,131.0
1798,131.0,2.4400003904000624e-06,3.50209,12.1,131.0
1799,131.0,0.0,3.43813,12.2,131.0
1800,131.0,2.423331838945366e-06,3.36829,12.2,131.0
1801,131.0,0.0,3.29016,12.4,131.0
1802,131.0,0.0,3.21372,12.6,131.0
1803,131.0,0.0,3.14634,12.8,131.0
1804,131.0,0.0,3.09455,13.2,131.0
1805,131.0,0.0,3.03994,13.6,131.0
1806,119.0,0.0002683069511493,30.02636,48.0,118.0
1807,119.0,0.0002622972798641,29.63491,47.8,118.0
1808,119.0,0.0002526744546126,29.25312,47.6,118.0
1809,120.0,0.0002411788198316,28.83637,47.4,118.0
1810,120.0,0.0002351917698054,28.35293,47.2,118.0
1811,120.0,0.0002258682979925,27.89575,47.1,119.0
1812,120.0,0.0002182804928395,27.21445,46.8,119.0
1813,120.0,0.0002042628893572,26.86727,46.5,119.0
1814,120.0,0.0001924755796608,26.42599,46.1,119.0
1815,120.0,0.0001885293623297,25.9505,45.7,119.0
1816,120.0,0.0001797158243527,25.44345,45.3,119.0
1817,121.0,0.0001739986848015,24.93728,44.9,119.0
1818,121.0,0.0001708747806387,24.48027,44.5,120.0
1819,121.0,0.0001652310762419,24.03364,44.2,120.0
1820,121.0,0.0001555388611143,23.66039,43.8,120.0
1821,121.0,0.000150137542671,23.25406,43.6,120.0
1822,121.0,0.0001435838808601,22.87597,43.3,120.0
1823,121.0,0.0001410110385037,22.5587,43.1,120.0
1824,121.0,0.0001362219843658,22.26399,42.9,120.0
1825,121.0,0.0001274613422495,21.97294,42.8,120.0
1826,132.0,4.216093334187795e-06,12.52034,17.9,132.0
1827,132.0,5.008857329377449e-06,11.71978,18.0,132.0
1828,132.0,2.480179234285997e-06,10.95937,18.0,132.0
1829,132.0,4.913988815761455e-06,10.5226,18.1,131.0
