,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),per_capita-Lower Respiratory Infections,Prevalence of anaemia in children aged 6–59 months (%),per_capita-Nutritional Deficiencies,Stillbirth rate (per 1000 total births),per_capita-Tuberculosis,Mean hemoglobin level of children aged 6-59 months,per_capita-Diarrheal Diseases
1480,12.63041,0.000612399751207,45.3,0.0001514477801995,22.00301,0.0004663214832145,110.0,0.0007143103393014
1481,12.1649,0.0006013011457494,43.7,0.0001445913531323,21.74686,0.0004584206165403,110.0,0.0007060891110441
1482,11.78757,0.0005825254104688,42.0,0.0001353889622656,21.33313,0.000450587335896,111.0,0.0006825492605136
1483,11.4969,0.0005694109706681,40.7,0.0001299999748159,20.94252,0.0004425589998917,111.0,0.000669215290737
1484,11.3046,0.0005649174441453,39.9,0.0001300830572853,20.59693,0.0004322880593693,112.0,0.0006510763522174
1485,11.15429,0.000549405695814,39.4,0.000129960529764,20.21834,0.0004214240183652,112.0,0.0006276299662517
1486,11.07352,0.0005279524910179,39.3,0.0001240080402963,19.90883,0.000408663916822,112.0,0.0005861437405232
1487,11.00431,0.000510585758697,39.3,0.0001199428053118,19.66568,0.0003989313146003,112.0,0.0005531856645594
1488,10.9253,0.0004943117600209,39.7,0.0001151742623914,19.52701,0.0003930677180228,112.0,0.0005130853425287
1489,10.79533,0.0004755766429397,40.1,0.0001094168138259,19.51111,0.0003857133214154,112.0,0.0004770137593004
1490,10.62021,0.0004584238426561,40.6,0.0001050421066039,19.56761,0.0003742832986683,112.0,0.0004417325130004
1491,10.39704,0.0004495992291624,41.4,0.0001068554221776,19.68103,0.0003622121592565,112.0,0.0004229063750768
1492,10.16775,0.0004490741926934,42.0,0.0001007229962193,19.80965,0.0003559327230869,111.0,0.0004036900403101
1493,9.89903,0.0004375844329989,42.8,9.389018665629574e-05,19.74774,0.0003414762076894,111.0,0.0003777584362998
1494,2.77853,9.582919890338948e-05,20.0,0.0,7.07364,1.723911514664149e-05,120.0,2.0281311937225285e-06
1495,2.73734,8.876903972611792e-05,19.4,0.0,6.96376,1.578116261797652e-05,120.0,1.972645327247065e-06
1496,2.70043,9.936135131437788e-05,18.9,0.0,6.86826,1.680022848310737e-05,120.0,1.920026112355128e-06
1497,2.66543,0.000102812482183,18.6,0.0,6.7801,1.5889201791928097e-05,120.0,2.3366473223423675e-06
1498,2.62549,0.0001078603822444,18.3,4.551070980778553e-07,6.69039,1.592874843272493e-05,120.0,2.275535490389276e-06
1499,2.57891,0.0001165440738224,17.9,4.431333605417217e-07,6.62731,1.5509667618960258e-05,121.0,2.215666802708608e-06
1500,2.52403,0.0001281896343358,17.5,4.316149304236732e-07,6.59675,1.5106522564828564e-05,121.0,2.158074652118366e-06
1501,2.46614,0.0001359543193486,17.3,4.209112054139283e-07,6.55819,1.4310980984073562e-05,121.0,2.5254672324835698e-06
1502,2.40344,0.0001594613166572,17.3,4.109827748899388e-07,6.53784,1.4795379896037798e-05,121.0,2.4658966493396327e-06
1503,2.33361,0.0001675368942757,17.5,4.017671325558336e-07,6.48651,1.4061849639454176e-05,121.0,2.812369927890835e-06
1504,2.26215,0.0001643616711728,17.4,3.932097396479672e-07,6.40667,1.2189501929086982e-05,121.0,2.359258437887803e-06
1505,2.18998,0.0001718273959134,17.5,3.852632195368521e-07,6.31411,1.0402106927495004e-05,120.0,2.311579317221112e-06
1506,2.12485,0.0001881862847719,17.7,3.778841059677725e-07,6.24574,9.824986755162083e-06,120.0,2.267304635806636e-06
1507,2.06589,0.0002007185799364,18.1,3.710140109731104e-07,6.184,8.162308241408429e-06,120.0,2.2260840658386624e-06
1508,2.01514,0.0002114696006979,18.4,3.646027598241302e-07,6.09861,7.656657956306735e-06,120.0,2.187616558944781e-06
1509,1.97454,0.0002069187608973,18.6,3.586113707058978e-07,6.03977,7.889450155529751e-06,120.0,2.1516682242353867e-06
1510,1.94449,0.0002128654012883,18.8,3.530106157352364e-07,6.0052,8.119244161910436e-06,120.0,2.118063694411418e-06
1511,1.91728,0.0002163160746492,19.2,3.477750396289658e-07,5.94796,8.346600951095179e-06,120.0,2.0866502377737947e-06
1512,1.8851,0.0002236193504814,19.4,3.477750396289658e-07,5.88132,8.694375990724144e-06,120.0,2.0866502377737947e-06
1513,1.84746,0.0002259889299255,19.8,3.38306781325601e-07,5.82728,8.795976314465626e-06,119.0,2.029840687953606e-06
1514,4.61717,0.0004281543763479,42.8,4.535096908836719e-06,10.79207,0.000184083706345,111.0,8.987737510240043e-05
1515,4.3815,0.000394790882228,41.4,4.080525914501964e-06,10.62647,0.0001905605602072,111.0,7.834609755843773e-05
1516,4.15713,0.0003659891062283,40.2,4.2345847001631725e-06,10.49014,0.00018753160815,112.0,6.75517083121268e-05
1517,3.95774,0.0003400974268551,39.3,3.984738451729875e-06,10.358,0.000182102547244,112.0,5.73802337049102e-05
1518,3.78848,0.000314084876518,38.5,3.5423106374210875e-06,10.23649,0.0001664885999587,113.0,5.1166709207193485e-05
1519,3.64856,0.0002974963862253,37.8,3.497671425248641e-06,10.09664,0.0001630303514324,113.0,4.760719439921761e-05
1520,3.54,0.0002850074934338,37.3,3.4523114951615854e-06,9.92174,0.0001639847960201,113.0,4.526363960322968e-05
1521,3.45663,0.0002638078525037,36.6,3.027923701621585e-06,9.7546,0.0001487467518421,113.0,4.20124413599995e-05
1522,3.39119,0.0002342786429908,35.9,2.6134669337629872e-06,9.56577,0.0001325401087836,113.0,3.696188949179082e-05
1523,3.33748,0.0002126387698101,35.3,2.3933368030580216e-06,9.33648,0.0001194827373218,114.0,3.3138509580803376e-05
1524,3.29369,0.0001966007494427,34.7,2.178401655875712e-06,9.00264,0.0001134584195768,114.0,2.9771489296968065e-05
1525,3.26018,0.000180762470418,34.2,2.1476729158579337e-06,8.62596,0.0001082785095078,114.0,2.7382829677188653e-05
1526,3.23238,0.0001723766201549,34.0,1.94078077963634e-06,8.30664,0.0001039199890187,114.0,2.593588860059473e-05
1527,3.20662,0.0001680215067528,33.7,1.7393530719758217e-06,8.02954,9.722983672344842e-05,114.0,2.4698813622056667e-05
1528,3.18042,0.0001589719334794,33.6,1.371926071019811e-06,7.75108,8.883221309853276e-05,114.0,2.3837215483969216e-05
1529,3.15086,0.0001488172747092,33.6,1.521994854980948e-06,7.495,8.201861162952887e-05,114.0,2.1815259588060256e-05
1530,3.11616,0.0001366076468256,33.5,1.5011829321505343e-06,7.26244,7.222357884679794e-05,114.0,1.9014983807240105e-05
1531,3.07512,0.0001283600928471,33.4,1.316513772791116e-06,7.07703,6.763589507714359e-05,114.0,1.711467904628451e-05
1532,3.02939,0.0001281955286255,33.3,1.4810779943900056e-06,6.95859,6.697763819074803e-05,114.0,1.678555060308673e-05
1533,2.97996,0.0001237937724035,33.4,1.4431916471915973e-06,6.83502,6.494362412362188e-05,114.0,1.5073334981778904e-05
1534,24.38397,0.001495162676293,50.2,0.0001298772039753,24.34608,0.0008366982213307,109.0,0.0006553147938102
1535,23.14839,0.0014123805723651,49.3,0.0001207598120075,23.98342,0.0008120369888759,109.0,0.0005863398101088
1536,21.96801,0.0013425894137837,48.4,0.0001120467864354,23.54982,0.0007719575398254,109.0,0.0005367489257402
1537,20.80926,0.001259992479663,47.7,0.0001018747428812,23.16538,0.0007347008366816,110.0,0.0004881498096392
1538,19.69227,0.0011693264390816,46.9,9.154125717472006e-05,22.74738,0.0006933467083347,110.0,0.0004456980220997
1539,18.60514,0.0010868080893612,46.2,8.309978296392767e-05,22.38756,0.0006569166348117,110.0,0.0004127574786806
1540,17.54207,0.0010066116003472,45.4,7.520079962392855e-05,22.02266,0.0006184675628263,110.0,0.0003819054061618
1541,16.5191,0.0009247087275205,44.7,6.74353076690348e-05,21.75888,0.0005746084692781,111.0,0.0003497688808091
1542,15.55573,0.0008870362363496,44.0,6.378980088957481e-05,21.43644,0.0005383078095477,111.0,0.0003376628490966
1543,14.64842,0.000821977140309,43.4,5.801627492362389e-05,21.14898,0.0004991317536817,111.0,0.0003151738130837
1544,13.77462,0.000757361386221,42.9,5.244841447186802e-05,20.9217,0.0004618287034783,111.0,0.0002912928408542
1545,12.94101,0.000700610185464,42.4,4.739694291262088e-05,20.42964,0.0004287339103203,112.0,0.0002698692384731
1546,12.1636,0.0006553030199509,42.0,4.3423694093132586e-05,19.99392,0.0004002267749283,112.0,0.0002518877919598
1547,11.41583,0.0006120834046534,41.8,4.00288805385856e-05,19.48617,0.0003786313886765,112.0,0.0002349456309223
1548,10.71258,0.0005745404080927,41.6,3.689169670792315e-05,18.92674,0.0003603921925411,112.0,0.0002182636239492
1549,10.07264,0.0005477791937662,41.5,3.443514213321944e-05,18.37033,0.0003437726794476,112.0,0.0002047299416743
1550,9.48107,0.0005210089708427,41.4,3.2197983978796064e-05,17.75703,0.0003271087221916,112.0,0.0001900535868482
1551,8.96151,0.0004939168249679,41.3,2.988758060175346e-05,17.29094,0.0003102415056829,112.0,0.0001783432626517
1552,8.51924,0.0004835333462612,41.3,2.890535964301039e-05,16.89069,0.000300840247935,112.0,0.0001672581975459
1553,8.15537,0.0004620509340321,41.4,2.737978706971166e-05,16.56351,0.0002851039519249,112.0,0.0001521553341137
1554,3.55632,0.0001839087812445,27.4,2.5250633580480925e-06,5.97554,8.374793470859507e-05,117.0,2.104219465040077e-06
1555,3.40155,0.0001976056639041,26.5,2.968325423452824e-06,5.77956,8.396120483480845e-05,117.0,2.1202324453234458e-06
1556,3.25546,0.0002046829230772,25.7,2.991190942673825e-06,5.60366,7.520708655865618e-05,117.0,1.709251967242186e-06
1557,3.11685,0.0002036210100721,25.0,3.013418753710272e-06,5.22712,6.84476545485619e-05,118.0,1.7219535735487268e-06
1558,2.98307,0.0002050898709884,24.3,3.035156653106743e-06,4.90606,6.243750829248158e-05,118.0,1.3007814227600328e-06
1559,2.85454,0.0002205011970376,23.5,3.056452236165952e-06,4.65906,6.156568075705702e-05,118.0,1.3099081012139792e-06
1560,2.72911,0.0002281584448298,22.8,3.51689317656782e-06,4.46467,6.022679564872392e-05,118.0,1.75844658828391e-06
1561,2.60498,0.0002172749036423,22.3,3.540120629610454e-06,4.32506,5.398683960155942e-05,119.0,1.770060314805227e-06
1562,2.48309,0.0001950634691102,21.7,3.5628030887721376e-06,4.29577,4.498038899574824e-05,119.0,1.7814015443860688e-06
1563,2.36334,0.0001828364111542,21.3,3.585027669691683e-06,4.26457,3.9883432825319975e-05,119.0,1.7925138348458416e-06
1564,2.24371,0.0001785417199248,20.9,3.606903432825256e-06,4.22009,3.651989725735572e-05,119.0,1.803451716412628e-06
1565,2.12788,0.0001764405989364,20.6,3.6285984357112144e-06,4.16594,3.311096072586483e-05,119.0,1.8142992178556072e-06
1566,2.01587,0.0001761286377864,20.3,3.650334461895071e-06,4.04966,3.148413473384499e-05,119.0,1.825167230947536e-06
1567,1.90928,0.0001822402514089,20.0,3.2133041810136872e-06,3.90403,3.1673998355706346e-05,119.0,2.2952172721526337e-06
1568,1.8075,0.0001768918304147,19.7,2.771151390309745e-06,3.76335,2.909708959825233e-05,119.0,2.309292825258121e-06
1569,1.71216,0.0001728915365874,19.5,2.788573170765714e-06,3.64535,2.8815256097912385e-05,119.0,2.323810975638095e-06
1570,1.6214,0.0001655948222147,19.3,2.806691901945412e-06,3.56017,2.6195791084823844e-05,119.0,1.8711279346302743e-06
1571,1.53752,0.0001657717972253,19.2,2.825655634522165e-06,3.45336,2.590184331645318e-05,119.0,1.8837704230147767e-06
1572,1.45886,0.0001657717972253,19.2,2.354713028768471e-06,3.35109,2.5430900710699485e-05,120.0,1.8837704230147767e-06
1573,1.38937,0.0001672048273466,19.4,2.388640390666913e-06,3.23825,2.531958814106928e-05,119.0,1.9109123125335304e-06
1574,3.70503,0.0001643151316301,26.1,3.164978458365368e-06,10.80581,1.5033647677235498e-05,117.0,1.9781115364783548e-05
1575,3.55494,0.0001659627016525,25.3,3.1462123536028065e-06,10.49259,1.4420139954012862e-05,117.0,1.966382721001754e-05
1576,3.40484,0.0001679067168683,24.6,3.128696587608849e-06,10.20764,1.3818409928605752e-05,118.0,1.955435367255531e-05
1577,3.24707,0.0001706660801425,24.0,3.1124513095898256e-06,9.91865,1.322791806575676e-05,118.0,1.945282068493641e-05
1578,3.09369,0.0001749906374846,23.6,3.0971794245079293e-06,9.58221,1.31630125541587e-05,118.0,1.9099273117798896e-05
1579,2.93759,0.0001798381867378,23.0,3.33985203941642e-06,9.21484,1.284558476698623e-05,118.0,1.8754553759799897e-05
1580,3.75062,0.0001877386169506,22.5,3.3756597791954974e-06,8.83982,1.2983306843059603e-05,118.0,1.843629571714464e-05
1581,2.65606,0.0001922702236059,22.1,3.337133387018397e-06,8.47252,1.2578425843377036e-05,119.0,1.771247720802072e-05
1582,2.53941,0.0001916779097895,21.7,3.219396417653784e-06,8.16579,1.2134648035771952e-05,119.0,1.6839919723112098e-05
1583,2.44449,0.0001949106131146,21.5,3.171261540037787e-06,7.90956,1.1465330183213535e-05,119.0,1.6344194090963978e-05
1584,2.3616,0.0001982911568689,21.2,3.393736181130488e-06,7.64212,1.090843772506228e-05,119.0,1.5999041996758014e-05
1585,3.22877,0.0002032294168063,21.2,3.3791114433367664e-06,7.43798,1.0861429639296748e-05,119.0,1.5930096804301898e-05
1586,2.22324,0.0002086810848228,21.3,3.38140646703648e-06,7.2718,1.0627277467828936e-05,119.0,1.5940916201743406e-05
1587,2.36518,0.000213477497608,21.5,3.630569687211899e-06,7.11971,1.0649671082488236e-05,119.0,1.5732468644584895e-05
1588,2.34626,0.0002161041070658,21.6,3.625907836674608e-06,6.96446,1.039426913180054e-05,119.0,1.547054010314499e-05
1589,2.24154,0.0002153576502794,21.8,3.6133833939498473e-06,6.85204,1.0358365729322896e-05,119.0,1.517621025458936e-05
1590,1.98618,0.0002151252475019,22.0,3.597412165584565e-06,6.73207,1.031258154134242e-05,118.0,1.4869303617749536e-05
1591,2.21056,0.0002150512483116,22.3,3.5802094613479395e-06,6.59279,1.002458649177423e-05,118.0,1.4798199106904817e-05
1592,1.89661,0.0002160059708346,22.5,3.5802094613479395e-06,6.46392,1.002458649177423e-05,118.0,1.4798199106904817e-05
1593,1.85471,0.0002153007372748,22.8,3.5489132517840386e-06,6.33558,9.936957104995308e-06,118.0,1.4432247223921758e-05
1594,12.84309,0.0009820886238444,48.5,0.0001111503065243,35.61408,0.0011287235352685,109.0,0.0011876905992932
1595,12.60094,0.0010102250169584,48.7,0.0001134032202352,35.28258,0.0011876126229228,109.0,0.0011902136142126
1596,12.36026,0.0010401758172364,48.8,0.0001132093500536,34.68515,0.001280096549919,109.0,0.0011938912650158
1597,12.11811,0.0010735356335443,49.0,0.0001142059184621,34.00716,0.0013881210271265,109.0,0.0012002003794751
1598,11.88631,0.0011044758285516,49.2,0.0001153309661046,33.30741,0.0014826782759579,109.0,0.0011948703695526
1599,11.65227,0.0011263628209743,49.5,0.0001160179718601,32.69903,0.0015436113117002,109.0,0.0011638215383462
1600,11.43161,0.001140059545706,49.9,0.0001156733177087,32.16833,0.0015777423694689,109.0,0.0011176543535372
1601,11.21125,0.0011503205507766,49.8,0.0001173796480384,31.68452,0.0015963632133226,109.0,0.0010798927619535
1602,10.98993,0.0011600292147771,49.9,0.0001216412272921,31.22226,0.0016131819413417,109.0,0.0010503954906083
1603,10.78435,0.0011418825614492,49.2,0.0001221208955114,30.80348,0.0016006187458705,109.0,0.0010072364458853
1604,10.56838,0.0011341187943853,48.7,0.000120861534358,30.36912,0.0016019362851331,109.0,0.0009700180042009
1605,10.35275,0.0011314955794784,48.7,0.0001231241746264,29.86678,0.0015917825782929,109.0,0.0009340812910478
1606,10.1407,0.0011199211807553,49.0,0.0001196585535404,29.55377,0.0015933753709544,109.0,0.0009049501862995
1607,9.93416,0.0010995872803214,49.3,0.0001120762986518,29.19957,0.0015866285228498,109.0,0.0008738852411009
1608,9.73016,0.0010834146924214,49.7,0.0001076205659296,29.00441,0.0015700244283236,109.0,0.0008475763230635
1609,9.51394,0.0010566303554806,50.3,0.0001062791465425,28.84927,0.001535656653665,109.0,0.0008271290100482
1610,9.29526,0.0010183966780504,50.3,0.0001024028836652,28.62425,0.0014689693661773,109.0,0.0007987424925885
1611,9.07052,0.000996403550077,50.5,0.0001011214264045,28.37379,0.0014039535413438,109.0,0.000769646412079
1612,8.84915,0.0009912964073293,50.7,0.0001006107121297,28.18944,0.0013549249709658,109.0,0.0007476856982638
1613,8.61006,0.0009871567900977,51.4,9.866482085469164e-05,27.90086,0.0013212948689715,109.0,0.000727780199191
1614,28.04697,0.0012623679762276,81.0,0.0003891307925502,29.78768,0.0005994613691559,95.0,0.0026531644946606
1615,27.22333,0.0011325497407636,79.6,0.0003440562968646,29.37079,0.0005168307713204,96.0,0.0023158496511299
1616,30.32083,0.0010123365577723,78.2,0.0002974896450719,29.02912,0.0004449631443384,97.0,0.0019970672388347
1617,33.57011,0.0009329587537635,76.9,0.0002603185996375,28.62091,0.0004152099716826,98.0,0.0018337838662402
1618,24.85484,0.0008637524410395,75.6,0.0002267573696145,28.3289,0.0003919969670307,99.0,0.0016881621207894
1619,24.07654,0.000817041701549,74.4,0.0002102329524453,28.00285,0.0003638122196538,99.0,0.001625892508847
1620,23.30562,0.0007552437471159,73.3,0.000186317055637,27.48123,0.0003417421642254,100.0,0.0014638277825438
1621,22.51439,0.0007000134864983,72.5,0.0001663640614482,26.83287,0.0003235536342137,101.0,0.0013140925956677
1622,21.72442,0.0006624285578503,71.8,0.0001528904876828,26.27318,0.0003092689712824,101.0,0.0012013239269834
1623,21.01905,0.0006474312606602,71.4,0.0001462301640456,25.83422,0.0003058554576222,101.0,0.0011483532920763
1624,20.34602,0.0006341795935823,71.3,0.0001392101546888,25.44671,0.0003004008601179,101.0,0.0010876302144107
1625,19.72272,0.000616093318728,71.4,0.000133095170441,25.05614,0.0002891651024463,101.0,0.0010079846539155
1626,19.17713,0.0006103574024547,71.6,0.0001301478489852,24.91422,0.0002857594075546,101.0,0.0009707074744475
1627,18.65055,0.000583000789783,71.9,0.00011930712637,24.79333,0.0002797200693886,101.0,0.0008897905433061
1628,23.05469,0.0005388154856303,72.2,0.0001060525717748,24.7658,0.000271484809313,101.0,0.0007983266174849
1629,17.57884,0.0005114801797855,72.5,9.676652049996354e-05,24.76842,0.0002659887607831,101.0,0.0007307540686031
1630,17.07686,0.0004818667405901,72.7,8.814068276238015e-05,24.72298,0.0002576777744082,101.0,0.0006632644518161
1631,16.55985,0.0004485465367031,72.7,7.876804060526542e-05,24.67336,0.0002460650029282,100.0,0.0006024506621509
1632,16.03092,0.0004406016334721,72.6,7.445509313696559e-05,24.55692,0.0002422060499303,100.0,0.0005577322068217
1633,15.53356,0.0004199923275628,72.3,6.992655763030803e-05,24.18432,0.000229913325707,101.0,0.0005137328831477
1634,4.85639,0.0001182336824348,33.2,3.1216813844188687e-06,13.84592,1.3462250970306371e-05,115.0,2.5753871421455668e-05
1635,4.70032,0.0001165516702882,32.7,3.0471024911967304e-06,13.65655,1.31406294932859e-05,115.0,2.361504430677466e-05
1636,4.55134,0.0001152579389017,32.3,2.7884985218169337e-06,13.4142,1.2827093200357894e-05,115.0,2.156438856871762e-05
1637,4.42901,0.000110523627919,32.0,2.5407730556099e-06,13.15235,1.1977930119303814e-05,115.0,1.960024928613352e-05
1638,4.33135,0.0001024263164041,31.6,2.658122398030437e-06,12.7899,1.0986905911859142e-05,115.0,1.7720815986869585e-05
1639,4.23219,9.813879005776169e-05,31.0,2.4231800014262144e-06,12.36935,1.0211972863153333e-05,116.0,1.6096838580902712e-05
1640,4.11941,9.673227550163802e-05,30.4,2.19846080685541e-06,11.92759,9.63940507621218e-06,116.0,1.4712776168955433e-05
1641,4.001,0.0001036381623152,29.5,2.3140897486650594e-06,11.49801,1.0082819619183473e-05,116.0,1.371924636708571e-05
1642,3.88499,0.0001058664734455,28.8,2.4244230560046576e-06,11.08834,9.859320427752274e-06,116.0,1.2606999891224218e-05
1643,3.77138,0.0001081532873618,28.1,2.529901458756993e-06,10.72617,9.645249311511036e-06,116.0,1.1700794246751092e-05
1644,3.66043,0.0001046204151573,27.5,2.476222843960508e-06,10.37571,8.976307809356842e-06,117.0,1.052394708683216e-05
1645,7.61542,0.0001036684065984,27.1,2.273429969263227e-06,10.1281,9.093719877052907e-06,117.0,1.015465386270908e-05
1646,2.95639,0.000132169909755,23.8,1.0945748219879283e-06,4.54532,9.221792875248298e-05,118.0,1.6418622329818928e-06
1647,2.85587,0.000141534780115,23.2,1.0971688381009431e-06,4.45745,9.572798112430733e-05,118.0,1.6457532571514151e-06
1648,2.76796,0.0001478022873298,22.6,1.100948136535184e-06,4.3856,9.495677677615963e-05,118.0,1.6514222048027762e-06
1649,2.69,0.0001560732953343,22.1,1.1049436837827969e-06,4.33475,9.530139272626622e-05,119.0,1.6574155256741951e-06
1650,2.61872,0.0001651930943743,21.5,1.1086784857336638e-06,4.30505,9.479201053022826e-05,119.0,1.3858481071670798e-06
1651,2.54959,0.0001843398949624,20.7,1.1121562290341173e-06,4.21016,0.0001031524902429,119.0,1.3901952862926466e-06
1652,2.47773,0.0001954875560039,20.0,1.1154782082965925e-06,4.05694,0.0001056915602361,119.0,1.3943477603707404e-06
1653,2.40421,0.0002061285341464,19.3,1.3984296753489572e-06,3.86782,0.0001071197131317,120.0,1.6781156104187485e-06
1654,2.32357,0.0001935372580258,18.6,1.4024438987379407e-06,3.68675,9.424422999518962e-05,120.0,1.6829326784855288e-06
1655,2.23828,0.0001712993916761,18.0,1.1251191571507369e-06,3.54485,7.707066226482548e-05,120.0,1.6876787357261054e-06
1656,2.14981,0.0001641601221215,17.5,1.128248262004068e-06,3.42576,7.248995083376137e-05,120.0,1.974434458507119e-06
1657,2.05962,0.0001603712240284,17.1,1.1313666598124704e-06,3.32517,6.816484125370134e-05,120.0,2.2627333196249407e-06
1658,1.97007,0.0001591145854753,17.0,1.1345068483087765e-06,3.21787,6.551777048983184e-05,120.0,2.552640408694747e-06
1659,1.88195,0.0001661045468844,17.1,1.422127969900946e-06,3.13979,6.371133305156238e-05,120.0,2.844255939801892e-06
1660,1.79608,0.0001603086140493,17.3,1.4262332210792703e-06,3.08485,5.9331301996897655e-05,120.0,3.137713086374395e-06
1661,1.71178,0.0001659363559689,17.5,1.4304858273186172e-06,3.0403,5.6933335927280966e-05,120.0,4.005360316492128e-06
1662,1.62918,0.0001681733873363,17.5,1.434926513108484e-06,2.99234,5.45272074981224e-05,120.0,4.591764841947149e-06
1663,1.54989,0.0001569166257339,17.6,1.4396020709539552e-06,2.91022,4.721894792728973e-05,120.0,4.894647041243448e-06
1664,1.47381,0.0001551891032488,17.6,1.4396020709539552e-06,2.83629,4.549142544214498e-05,120.0,4.3188062128618655e-06
1665,1.40095,0.0001539717759006,17.8,1.1598627186486207e-06,2.75295,4.407478330864759e-05,120.0,4.059519515270173e-06
1666,1.01772,0.0002552549472738,9.9,1.1395310146156248e-05,3.64655,6.837186087693748e-06,123.0,1.5953434204618747e-05
1667,0.96008,0.0002563070648569,9.7,1.1241537932321444e-05,3.55826,6.744922759392867e-06,123.0,1.5738153105250023e-05
1668,0.90513,0.0002639833535202,9.5,1.1091737542869566e-05,3.45394,6.65504252572174e-06,123.0,1.7746780068591305e-05
1669,0.85434,0.0002627177273165,9.4,1.0946571971521398e-05,3.38152,4.378628788608559e-06,123.0,1.970382954873852e-05
1670,0.80709,0.000257191640191,9.4,1.080637143659902e-05,3.32466,4.322548574639607e-06,123.0,2.161274287319804e-05
1671,0.76318,0.0002539636469179,9.3,1.0670741467141586e-05,3.28832,4.2682965868566345e-06,123.0,2.347563122771149e-05
1672,0.72177,0.0002487284286054,9.3,1.0539340195146423e-05,3.27281,4.215736078058569e-06,123.0,2.529441646835141e-05
1673,0.68222,0.0002436373177405,9.3,1.0411851185493377e-05,3.28764,4.16474047419735e-06,123.0,2.7070813082282777e-05
1674,0.64563,0.0002386801809031,9.4,1.028793883203088e-05,3.33726,4.115175532812352e-06,123.0,2.8806228729686465e-05
1675,0.61178,0.0002379136800366,9.4,1.220070154033857e-05,3.41637,4.0669005134461895e-06,123.0,2.8468303594123327e-05
1676,0.5798,0.0002351579175861,9.5,1.2059380389035613e-05,3.47673,4.01979346301187e-06,123.0,3.0148450972589028e-05
1677,0.54993,0.000234451681098,9.6,1.1921271920238743e-05,3.53859,3.973757306746248e-06,123.0,2.980317980059686e-05
1678,0.52259,0.0002337577640971,9.7,1.178610575279822e-05,3.56961,3.928701917599406e-06,123.0,2.9465264381995544e-05
1679,0.49592,0.0002330721630262,9.9,1.1653608151310449e-05,3.55518,3.884536050436816e-06,123.0,2.913402037827612e-05
1680,0.47068,0.000230471390818,10.1,1.3444164464384488e-05,3.53548,3.841189846966996e-06,123.0,2.880892385225248e-05
1681,0.44768,0.000233613796509,10.3,1.329509411027331e-05,3.51367,3.7985983172209457e-06,123.0,2.848948737915709e-05
1682,0.42753,0.000231038848337,10.6,1.3148552344386885e-05,3.47322,3.756729241253395e-06,123.0,3.005383393002716e-05
1683,0.4107,0.0002377966652733,11.0,1.300450513213506e-05,3.43868,3.715572894895732e-06,123.0,2.9724583159165853e-05
1684,0.39581,0.0002452278110631,11.3,1.300450513213506e-05,3.39545,3.715572894895732e-06,123.0,2.9724583159165853e-05
1685,0.38105,0.000249015298991,11.7,1.454103935714065e-05,3.35103,3.6352598392851615e-06,123.0,3.089970863392388e-05
1686,26.85981,0.0011044380674252,64.4,0.0005761677942911,20.23331,0.0007116656890236,103.0,0.001323597812773
1687,26.05521,0.0010367401532179,62.5,0.0005417572779491,19.94008,0.0006711109949796,104.0,0.0012803491305507
1688,25.26598,0.0009894842634634,61.0,0.0005177005581468,19.69648,0.0006492929970521,105.0,0.0012277377250889
1689,24.52084,0.0009367428010193,59.6,0.000486092307421,19.3962,0.0006244952006795,105.0,0.0011991050332944
1690,23.82676,0.0008859111259091,58.4,0.0004571101051161,18.90568,0.0005917330269873,106.0,0.0011565077013091
1691,23.19701,0.0008615584700967,57.2,0.0004580561860411,18.52458,0.000557662109186,106.0,0.0011768134011905
1692,22.61649,0.0008240178497812,56.2,0.0004333896208193,18.1267,0.0005424391182696,107.0,0.0011545045920542
1693,22.07321,0.0007963980943621,55.2,0.0004123130168952,17.89355,0.0005427579756011,107.0,0.0011457252719137
1694,21.57753,0.0007830839106716,54.1,0.0004040403637221,17.69559,0.0005481337905472,108.0,0.0011572877545733
1695,21.1058,0.0007610795932671,53.2,0.000387100410215,17.5622,0.0005464918486676,108.0,0.0011357850435053
1696,20.70767,0.0007222118534465,52.3,0.0003557492480444,17.47387,0.000536654624477,108.0,0.0010715236893945
1697,20.34638,0.0006988436675359,51.6,0.0003402775307371,17.35006,0.0005304607907792,108.0,0.0010479234450808
1698,19.98098,0.0006611759501089,51.0,0.0003199395577236,17.27781,0.0005229900437076,109.0,0.0010090537670248
1699,19.69289,0.0006268376812852,50.6,0.0002938140407341,17.19813,0.0005136371590065,109.0,0.0009455446587453
1700,19.45553,0.0006087727752171,50.2,0.0002811487135974,17.06888,0.0005088069323013,109.0,0.0008988574497101
1701,19.20856,0.000584766426886,49.9,0.0002623842697952,16.96181,0.0005023758189772,109.0,0.0008509233833064
1702,18.97896,0.0005581898753817,49.7,0.0002423159014104,16.80894,0.0004917668570188,109.0,0.0008009393988705
1703,18.75863,0.0005368067835824,49.6,0.0002279800401367,16.70516,0.0004783366085827,109.0,0.000769959480092
1704,18.49304,0.0005301781202306,49.5,0.0002143395537016,16.58548,0.0004734321640217,109.0,0.0007339807813209
1705,18.19443,0.0004953937510827,49.5,0.0001914696485646,16.47522,0.0004444559410767,109.0,0.0006634957698793
1706,24.93081,0.0012870392377921,76.4,0.0003925770484357,22.17793,0.0008758204991651,97.0,0.001428461878379
