,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),per_capita-Lower Respiratory Infections,Prevalence of anaemia in children aged 6–59 months (%),per_capita-Nutritional Deficiencies,Stillbirth rate (per 1000 total births),per_capita-Tuberculosis,Mean hemoglobin level of children aged 6-59 months,per_capita-Diarrheal Diseases
821,3.39771,0.0003555108649006,23.3,5.4421805385265104e-05,16.14619,1.9544673141457435e-05,118.0,9.04783575600228e-05
822,3.34312,0.0003540835707741,23.7,5.4229015343789294e-05,15.26971,1.846808572079512e-05,118.0,8.109168548312764e-05
823,3.2987,0.000352543581002,24.1,5.409576088534831e-05,14.50577,1.7417830130266945e-05,118.0,7.235098669495501e-05
824,3.25995,0.0003450494102731,24.3,5.282733219297624e-05,13.97878,1.65503350857742e-05,118.0,6.60341652412203e-05
825,3.22434,0.0003358057314729,24.5,5.077875463522624e-05,13.5118,1.564984569085661e-05,118.0,6.143396872261797e-05
826,3.19059,0.0003505457835344,24.7,5.223364324189516e-05,13.04082,1.6084645696710574e-05,118.0,5.95297711867948e-05
827,3.15908,0.0003283177441613,24.9,4.874370132239184e-05,12.59505,1.4870959725475474e-05,117.0,5.5848715413452334e-05
828,3.13288,0.000334169223031,24.9,4.809138153034023e-05,12.19172,1.5152079112298975e-05,117.0,5.418515247767786e-05
829,3.11831,0.0003190137794907,24.9,4.449445920843208e-05,11.80735,1.3955826688991613e-05,117.0,5.204702424012165e-05
830,3.12049,0.000338703366898,24.9,4.534598000520578e-05,11.45826,1.4405943106346963e-05,117.0,5.15667281647647e-05
831,3.13788,0.0003653572142214,24.9,4.750623294836415e-05,11.17456,1.5998662642404423e-05,117.0,5.1914027758006185e-05
832,3.16677,0.0003675087725011,24.8,4.754654921149258e-05,10.97309,1.6120234150471803e-05,118.0,5.112882346715299e-05
833,3.2001,0.0003631833442429,24.7,4.66161090329675e-05,10.74336,1.559284483332711e-05,118.0,5.00270438402578e-05
834,3.22273,0.000365197016013,24.6,4.666226291560401e-05,10.52924,1.5392065892299932e-05,118.0,4.9740676094064e-05
835,3.22294,0.000368599472684,24.6,4.698630640807348e-05,10.30267,1.4906000653595724e-05,118.0,4.9578654347829256e-05
836,3.2014,0.0003714733011626,24.6,4.724031130236541e-05,10.09856,1.434944609525775e-05,118.0,4.965875727347626e-05
837,30.62983,0.0012248643391531,77.7,0.0002502629795944,18.0418,0.000901353658214,96.0,0.0013530478165063
838,29.82101,0.0010673645385921,76.8,0.000201613301734,17.89337,0.0007590147829988,97.0,0.0010792241445765
839,28.96256,0.0009505265340922,75.9,0.0001689824949497,17.7246,0.000645205889808,97.0,0.0008679555422417
840,28.12889,0.000871387334469,75.0,0.00014367628427,17.55392,0.0005803029143894,98.0,0.0007071858667318
841,27.24702,0.0008251498417707,74.1,0.0001287596456389,17.26005,0.0005259196793703,99.0,0.0006020873570722
842,26.37883,0.0007915632404377,73.1,0.0001198804016698,16.9991,0.0004742327654293,99.0,0.0005747207491819
843,25.49938,0.0007508292549133,72.2,0.0001079959887204,16.5718,0.0004388408430544,100.0,0.0004628399516589
844,24.5706,0.0007019439345208,71.2,9.503753982823216e-05,16.2742,0.000405160038215,100.0,0.0004018253876948
845,23.68444,0.000647244991151,70.3,8.110839488108699e-05,16.05716,0.0003763429522482,101.0,0.0003455217621934
846,22.81229,0.0006125274492809,69.5,7.261923367764323e-05,15.87494,0.0003552027734232,101.0,0.0003157357985984
847,22.00941,0.0005839846811597,68.9,6.761927887112688e-05,15.77376,0.0003319491871855,101.0,0.0002812347280321
848,21.27993,0.0005806427475775,68.3,6.434958285008793e-05,15.67727,0.0003172584084702,102.0,0.0002559018294736
849,20.57331,0.0005554008726062,67.9,5.830980289828876e-05,15.55916,0.0002959222497088,102.0,0.0002259504862308
850,19.8818,0.0005255674352735,67.5,5.2556743527352944e-05,15.4284,0.0002755677903866,102.0,0.0002031247114705
851,19.24676,0.0004956704981903,67.2,4.70748517834446e-05,15.30169,0.0002699881205226,102.0,0.0001869148526695
852,18.58378,0.000490048505352,66.8,4.589986000542698e-05,15.18532,0.0002672991847374,103.0,0.000171449477079
853,17.96602,0.0004753433730418,66.3,4.213570065744861e-05,15.10511,0.0002659816104001,103.0,0.0001645925806931
854,17.35659,0.0004625121088239,65.7,3.982743159317435e-05,15.11968,0.000255666415711,103.0,0.0001593097263726
855,16.77065,0.0004637968646818,65.0,3.982743159317435e-05,15.15103,0.0002492426364218,103.0,0.000156740214657
856,16.22273,0.0004444520628452,64.3,3.795596128981703e-05,15.07911,0.0002363064686753,104.0,0.000148150687615
857,19.58374,0.0011064229232532,59.5,0.0004867403170125,23.20129,0.0010990372405183,104.0,0.0012126814555036
858,18.23672,0.0010772267623422,58.1,0.0004490557956436,22.94916,0.0010640870393691,105.0,0.0011768120311913
859,16.99123,0.001072928508869,56.8,0.0004348090502429,22.68004,0.0010764797823779,106.0,0.0011688128936087
860,15.84801,0.0010333994181303,55.7,0.000401913012322,22.46118,0.0010353143027841,106.0,0.0011104203342026
861,14.84232,0.0010241807318307,54.7,0.0003981792976516,22.13945,0.0010025804219274,107.0,0.0010942798507622
862,13.92821,0.0009923934257042,53.8,0.0003710379713277,21.91108,0.0009691172531275,107.0,0.0010545289711418
863,13.09648,0.0009596630823135,53.0,0.0003486545730707,21.62077,0.0009485398891132,107.0,0.0010202653073357
864,12.37292,0.0009323072167857,52.1,0.0003245810310291,21.3598,0.0009283876068653,108.0,0.0009940877350552
865,11.67564,0.0009022131120427,51.3,0.0003077048345464,21.07994,0.0009172984642384,108.0,0.000970188072539
866,11.04054,0.0008549418044584,50.6,0.0002801404172852,20.79253,0.0008962014234391,108.0,0.0009217009304486
867,10.47852,0.0008303147393467,49.9,0.0002580707973645,20.48339,0.0008736430136869,109.0,0.0009017804986169
868,10.00196,0.0007972072994893,49.4,0.0002442973160631,20.19838,0.0008505789391805,109.0,0.0008637113931109
869,9.57686,0.0007672724614084,49.0,0.0002264028804755,19.90906,0.0008293771702761,109.0,0.0008218194543822
870,9.21532,0.0007473913491256,48.8,0.0002093465787956,19.69904,0.0008028962658024,109.0,0.0008011316586248
871,8.86537,0.000723263200572,48.7,0.0001973105892784,19.44931,0.0007710628270454,109.0,0.0007477115341125
872,8.56973,0.0006898306582926,48.6,0.0001875089331002,19.17376,0.0007455931187898,109.0,0.0007215417278611
873,8.26857,0.0006727106749295,48.7,0.0001776915056718,18.96237,0.0007202049475248,109.0,0.0006963828991253
874,8.00051,0.0006494370861121,48.7,0.0001659509664737,18.70669,0.0006972286188598,109.0,0.0006689348586748
875,7.74577,0.0006453322918883,48.8,0.0001577413780263,18.46215,0.0006891656302061,109.0,0.0006404944986961
876,7.48987,0.0006225557763027,48.8,0.0001477322467586,18.26882,0.0006569938357279,109.0,0.000599503361014
877,3.11875,0.0002297376135552,23.1,3.62362166490921e-06,4.67562,7.682077929607526e-05,118.0,1.449448665963684e-06
878,2.9412,0.0002386890932223,22.4,3.649680324500377e-06,4.47817,7.810315894430807e-05,119.0,1.4598721298001507e-06
879,2.77089,0.0002271855024769,21.8,2.940912653423737e-06,4.2557,7.205236000888156e-05,119.0,1.4704563267118684e-06
880,2.61075,0.0002095175765257,21.3,2.9613791735086864e-06,4.06281,6.51503418171911e-05,119.0,1.4806895867543432e-06
881,2.4595,0.0001967705774322,20.7,2.9813723853364182e-06,3.89115,6.111813389939657e-05,119.0,1.4906861926682091e-06
882,2.3207,0.0001800594646381,20.3,2.2507433079774595e-06,3.6853,5.326759162213321e-05,119.0,1.5004955386516398e-06
883,2.19172,0.0001729172345626,19.8,3.02038837663941e-06,3.50838,5.210169949702983e-05,119.0,1.510194188319705e-06
884,2.07175,0.000171744007198,19.3,3.039716941558402e-06,3.37547,5.015532953571364e-05,120.0,1.519858470779201e-06
885,1.96042,0.0001583046868129,18.7,2.2942708233755608e-06,3.27677,4.206163176188528e-05,120.0,1.5295138822503735e-06
886,1.85822,0.0001539206277498,18.4,2.308809416248323e-06,3.17373,3.694095065997317e-05,120.0,1.539206277498882e-06
887,1.76268,0.0001456043743271,18.1,1.548982705608092e-06,3.03061,3.1754145464965886e-05,120.0,1.548982705608092e-06
888,1.67305,0.0001535508038813,18.0,2.3383371149440782e-06,2.90131,3.0398382494273023e-05,120.0,1.558891409962719e-06
889,1.58893,0.0001616055115324,17.8,1.5689855488586022e-06,2.78552,2.824173987945484e-05,120.0,1.5689855488586022e-06
890,1.50862,0.0001642483466587,17.7,1.5793110255650971e-06,2.70577,2.4479320896259008e-05,120.0,2.3689665383476457e-06
891,1.43365,0.0001772766334292,17.7,1.589924963491348e-06,2.65231,2.3053911970624548e-05,120.0,2.384887445237022e-06
892,1.36386,0.0001768973643093,17.7,1.6008811249711842e-06,2.5971,2.0811454624625395e-05,120.0,2.4013216874567763e-06
893,1.29688,0.0001837959671295,17.7,1.6122453256977396e-06,2.50633,2.0959189234070613e-05,120.0,2.4183679885466093e-06
894,1.23175,0.0001835211041149,17.7,1.624080567388787e-06,2.39631,2.030100709235984e-05,120.0,2.4361208510831805e-06
895,1.17072,0.0001827090638312,17.8,1.624080567388787e-06,2.27932,2.030100709235984e-05,120.0,2.4361208510831805e-06
896,1.11526,0.000184729774976,18.0,1.6493729908575257e-06,2.17644,1.9792475890290306e-05,120.0,2.474059486286288e-06
897,42.25764,0.0014391187065888,68.5,0.0005849298068646,35.774,0.0011315053492432,100.0,0.0015943280198832
898,39.74553,0.0013390433343647,66.5,0.0005334183874857,35.39038,0.0010632373993876,101.0,0.0014716304173249
899,37.313,0.0012528291203672,64.4,0.0004800162704852,35.02938,0.0009820014503586,102.0,0.0013491960787051
900,34.93324,0.0011587545951127,62.4,0.0004226327054473,34.72048,0.0009116468415797,103.0,0.001220389419536
901,32.62172,0.0010639726130442,60.4,0.0003674976053595,34.38429,0.0008379176688619,103.0,0.0010935855353911
902,30.30475,0.0010109856061384,58.5,0.0003454107463112,33.95147,0.0007697488950963,104.0,0.0010113990480912
903,28.03334,0.0009366837442547,56.9,0.0003062985555099,33.48714,0.0007055937497577,105.0,0.0009384664274254
904,25.87052,0.0008808568876523,55.3,0.0002745453226214,32.87891,0.0006432662211424,106.0,0.0008764908839343
905,23.8208,0.0008204025836139,53.8,0.0002409114852,32.37491,0.0005819745970795,106.0,0.0008145754477202
906,21.89475,0.0007517011090069,52.6,0.0002087700159939,31.82823,0.0005218957101146,107.0,0.0007563234965485
907,20.0838,0.0006847359577432,51.6,0.0001821084513773,31.05211,0.0004724275897348,107.0,0.0006936436833408
908,18.46037,0.0006372688363995,51.0,0.0001676391955537,30.31478,0.0004357254553724,107.0,0.0006645704541078
909,16.94151,0.000585646421561,50.6,0.00014765073315,29.45973,0.000401114982614,108.0,0.0006230814038612
910,15.56515,0.0005406013495299,50.4,0.000130237516385,28.76788,0.000368376381383,108.0,0.0005849845437436
911,14.31815,0.0005236564314327,50.3,0.0001235899618055,28.00483,0.0003470564617218,108.0,0.0005758759918814
912,13.2655,0.0004867250630731,50.5,0.000109905346626,27.13466,0.0003262545305049,108.0,0.0005462300575366
913,12.41915,0.0004565167233656,50.9,9.85224341333736e-05,26.33493,0.0003055473505734,108.0,0.000519573336589
914,11.74034,0.0004407931591423,51.2,9.42546202162797e-05,25.68823,0.0002877011375558,108.0,0.0005095597705284
915,11.16447,0.0004326129475878,51.6,8.846106281243763e-05,25.1099,0.0002795938009373,108.0,0.0004888541793666
916,10.65239,0.0003964929474762,52.1,7.697620148298518e-05,24.61425,0.0002558223432086,107.0,0.0004347883722211
917,8.03507,0.0002857380676404,36.3,2.8573806764041232e-05,10.19875,5.963229237712953e-05,114.0,0.0001279609607259
918,7.64848,0.0002762948855843,36.8,2.713610483417373e-05,10.23181,5.550566897899172e-05,114.0,0.0001233459310644
919,7.27287,0.0002657135265327,37.3,2.571421224510787e-05,10.32529,5.387739708498792e-05,113.0,0.0001212241434412
920,6.91943,0.0002623976831256,38.0,2.551088585943745e-05,10.51333,5.4666183984508816e-05,113.0,0.0001190508006773
921,6.59095,0.0002542713979624,38.7,2.530663202469928e-05,10.71949,5.302341948032229e-05,113.0,0.0001193026938307
922,6.29563,0.0002546147427912,39.4,2.390748758603707e-05,10.87464,5.259647268928156e-05,113.0,0.0001219281866887
923,6.03474,0.0002559408492259,40.0,2.251331544117212e-05,10.83559,5.213609891639858e-05,113.0,0.0001256006019349
924,5.80571,0.0002558343132491,40.4,2.1123934121490785e-05,10.64223,5.163628340808859e-05,112.0,0.0001290907085202
925,5.60784,0.0002533307767842,40.5,2.091722010144852e-05,10.35358,4.996891468679368e-05,112.0,0.0001301515917423
926,5.44113,0.000245250996548,40.5,2.072543632800536e-05,10.07961,4.835935143201251e-05,112.0,0.000131261096744
927,5.29957,0.0002431554037007,40.4,2.054834397471184e-05,9.95919,4.9087710606256055e-05,112.0,0.0001324226611703
928,5.18714,0.0002400566171266,40.3,2.038216560509554e-05,10.07532,4.75583864118896e-05,112.0,0.0001324840764331
929,5.09819,0.0002348164218696,40.1,2.022342389307651e-05,9.76855,4.831151263346056e-05,112.0,0.0001314522553049
930,5.02992,0.0002330617624821,39.9,2.0072304902771983e-05,9.14519,4.7950506156621966e-05,113.0,0.0001293548538178
931,4.97572,0.000231397675173,39.8,1.992898637853781e-05,8.61817,4.760813412650699e-05,113.0,0.0001284312455505
932,4.93705,0.0002320239193568,39.8,1.979350970816669e-05,8.48688,4.728449541395377e-05,113.0,0.0001264585342466
933,4.9058,0.0002327098239599,39.9,1.966561892619165e-05,8.52722,4.588644416111386e-05,113.0,0.000123456385481
934,4.87321,0.0002323717774703,39.9,2.063113912120034e-05,8.56659,4.560567595212707e-05,113.0,0.0001216151358723
935,4.83227,0.0002334576268977,39.9,2.063113912120034e-05,8.58304,4.3433977097263873e-05,113.0,0.0001194434370174
936,4.77097,0.0002319351011226,39.9,2.0401698709861e-05,8.57639,4.2950944652338944e-05,113.0,0.0001159675505613
937,1.42337,0.0005496658182736,10.7,1.7412855911519474e-06,2.6601,2.283018886176998e-05,123.0,1.0060761193322363e-05
938,1.37824,0.0004953372472568,10.5,1.737348100277416e-06,2.5796,2.1234254558946195e-05,123.0,1.0424088601664497e-05
939,1.33364,0.0004459816304094,10.4,1.7330892373425272e-06,2.48611,2.021937443566281e-05,123.0,1.155392824895018e-05
940,1.28973,0.0003812155279998,10.3,1.5371593870961237e-06,2.38651,1.8638057568540497e-05,123.0,1.1912985249994956e-05
941,1.24642,0.0003072195442258,10.3,1.7259524956505997e-06,2.30116,1.745129745602273e-05,123.0,1.1122804971970531e-05
942,1.20423,0.0002417945867877,10.2,1.723001806088782e-06,2.26313,1.646423948040392e-05,123.0,1.2061012642621474e-05
943,1.16223,0.0001944040683782,10.2,1.7203899856481245e-06,2.27478,1.548350987083312e-05,123.0,1.318965655663562e-05
944,1.12132,0.000167224718715,10.1,1.7180621785792008e-06,2.26599,1.469897641673316e-05,123.0,1.5080768011972984e-05
945,1.08124,0.0001447161723087,10.1,1.7160020431864329e-06,2.19804,1.3918683239178844e-05,123.0,1.5634685282365277e-05
946,1.04218,0.0001329454171448,10.0,1.904662136745218e-06,2.13172,1.3332634957216528e-05,123.0,1.5237297093961743e-05
947,1.00431,0.0001229289516329,10.0,2.0932174426667743e-06,2.06191,1.2749597150788532e-05,123.0,1.4271937109091644e-05
948,0.96786,0.000116936825593,10.0,2.091552978086229e-06,2.00792,1.2359176688691354e-05,123.0,1.2549317868517374e-05
949,0.93277,0.0001140049364137,10.1,2.0900905009186898e-06,1.97986,1.1590501868730916e-05,123.0,1.1020477186662185e-05
950,0.89924,0.0001129865399799,10.2,2.088826789545384e-06,1.97643,1.0823920636735173e-05,123.0,1.0254240603222794e-05
951,0.86666,0.0001131187581837,10.4,2.087762315472653e-06,1.99671,1.0628608151497144e-05,123.0,8.920438984292245e-06
952,0.83548,0.0001151591567845,10.5,2.276622539397902e-06,2.02202,9.865364337390908e-06,123.0,8.537334522742131e-06
953,0.80592,0.0001198662126164,10.8,2.2759407458826807e-06,2.0384,9.483086441177838e-06,123.0,8.15545433941294e-06
954,0.77681,0.0001302748761962,11.1,2.275543689016614e-06,2.02824,1.005031795982338e-05,123.0,8.912546115315073e-06
955,0.74896,0.00013880816503,11.4,2.275543689016614e-06,2.02552,1.0239946600574763e-05,122.0,9.291803396817842e-06
956,0.72272,0.0001469688852647,11.8,2.2756472557116376e-06,2.02448,1.0430049922011673e-05,122.0,9.67150083677446e-06
957,1.38907,0.0003225894884046,10.9,5.283257517224892e-05,5.00412,3.299173502242293e-05,123.0,2.8706244404735863e-05
958,1.33491,0.0003070464167909,10.7,5.323742767159498e-05,4.98271,3.132761555010447e-05,123.0,2.926187973761056e-05
959,1.27442,0.0003035792658563,10.7,5.413318075766139e-05,4.90909,2.969480725158838e-05,123.0,3.0519663008576944e-05
960,1.20892,0.000298175726868,10.7,5.5121815512832655e-05,4.8119,2.816407906710533e-05,123.0,3.192786804580473e-05
961,1.14475,0.0002785677460127,10.9,5.230741086151953e-05,4.70788,2.525019925109732e-05,123.0,3.110300034413191e-05
962,1.08697,0.0002789631991747,10.9,5.242282797027775e-05,4.59467,2.3811217798506995e-05,123.0,3.158403856183805e-05
963,1.03702,0.0002705217153952,11.0,5.2454858959944015e-05,4.52737,2.232491437060268e-05,123.0,3.215230059743557e-05
964,0.99582,0.0002703914641533,11.1,5.320206054658302e-05,4.49352,2.0932215675500343e-05,122.0,3.286656219716596e-05
965,0.96358,0.0002734874158634,11.2,5.493476890367998e-05,4.49641,1.9950734486758456e-05,122.0,3.3344889564723056e-05
966,0.93748,0.0002763113956159,11.3,5.610052717730585e-05,4.49138,1.920208968409722e-05,122.0,3.238121186825125e-05
967,0.91413,0.0002753194969125,11.4,5.703399627608456e-05,4.4538,1.835772105367205e-05,122.0,2.98756856508456e-05
968,0.89227,0.0002791434827915,11.5,5.747839721596886e-05,4.41467,1.7572230469018805e-05,122.0,2.488375293689726e-05
969,0.87041,0.0002888432671653,11.7,5.906177617225397e-05,4.34704,1.6935933747116306e-05,122.0,2.2790141892554523e-05
970,0.84828,0.0002907377966803,11.9,5.925817467660707e-05,4.17959,1.6172385027274278e-05,122.0,2.07821993859423e-05
971,0.82617,0.000288874525944,12.3,5.887454290816674e-05,4.19145,1.522225768528623e-05,122.0,1.9402698601842446e-05
972,0.80579,0.0003061946429617,12.7,6.159789773192438e-05,4.2855,1.5097819693843366e-05,122.0,1.992429552004704e-05
973,0.78737,0.0003099708025951,13.1,6.286846025301213e-05,4.26377,1.488713120925568e-05,122.0,2.070077377028691e-05
974,0.77086,0.0003220196555601,13.6,6.559216239057048e-05,4.26712,1.505492022927536e-05,122.0,2.171440283566456e-05
975,0.75591,0.00033405161964,14.2,6.840560672765177e-05,4.30716,1.539911820668424e-05,121.0,2.288168293296424e-05
976,0.7411,0.0003431974567011,14.7,7.034537409176603e-05,4.34598,1.5647164959575335e-05,121.0,2.3879386600225604e-05
977,17.4283,0.0006494509591735,68.3,9.13922271315215e-05,17.56353,0.0005548236089577,101.0,0.0004440206433204
978,17.32511,0.0006295532299468,67.9,8.824776189493158e-05,17.46958,0.0005444571738339,102.0,0.0004309957656832
979,17.24283,0.000607494638283,67.4,8.458786102675821e-05,17.34152,0.0005290586216946,102.0,0.0004160184801406
980,17.12203,0.0005973182212823,67.0,8.25439753028426e-05,17.19001,0.0005252798428362,102.0,0.0004052158787594
981,17.04234,0.0005848673274641,66.4,7.98878930997382e-05,17.02844,0.0005086440166166,103.0,0.0003906444680932
982,16.93772,0.0005739096790834,65.9,7.809757181035904e-05,16.8436,0.0004872142094591,103.0,0.0003854724186603
983,16.81278,0.0005615567109181,65.4,7.571551158447327e-05,16.66121,0.0004725208778512,103.0,0.0003722679319569
984,16.64972,0.0005465340062933,64.8,7.209305359397605e-05,16.53159,0.0004586491409597,103.0,0.0003563456649073
985,16.3968,0.0005330346903283,64.2,6.864840708774612e-05,16.40987,0.000448233716867,104.0,0.0003351657522519
986,16.10012,0.0005115535187291,63.7,6.468676752961895e-05,16.19568,0.000429044886676,104.0,0.000310892525576
987,15.77214,0.000482768216249,63.2,5.888995667381759e-05,15.98356,0.0003966982795719,104.0,0.0002828012205105
988,15.38103,0.0004642711038806,62.8,5.517976234647183e-05,15.68231,0.0003729390834451,104.0,0.0002568713074749
989,14.98738,0.0004408323960204,62.3,5.036308050445154e-05,15.42312,0.0003500544978272,105.0,0.0002300535776129
990,14.60635,0.0004218776481662,61.9,4.6943033105202384e-05,15.15233,0.0003316494806393,105.0,0.0002103291743025
