,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),Neonatal mortality rate (per 1000 live births),per_capita-Maternal Disorders,"Mean total cholesterol,  age-standardized","Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",Mean hemoglobin level of pregnant women (aged 15-49 years),Prevalence of anaemia in non-pregnant women (aged 15-49) (%)
340,33.3,27.41583,7.477866890299234e-05,4.5,42.7,114.0,33.0
341,33.0,26.84408,7.149308703440268e-05,4.5,43.4,114.0,32.7
342,32.6,26.23276,7.219266425539494e-05,4.5,44.1,114.0,32.3
343,32.3,25.51244,6.832646645138064e-05,4.5,44.8,114.0,32.0
344,31.7,24.67883,7.012566179104124e-05,4.5,45.4,114.0,31.4
345,31.2,23.74295,6.957422345844925e-05,4.5,46.1,114.0,30.8
346,30.6,22.76412,6.710828556130454e-05,4.5,46.7,114.0,30.2
347,30.0,21.79504,6.484094666575789e-05,4.5,47.2,115.0,29.6
348,29.4,20.81821,6.27552024309883e-05,4.5,47.8,115.0,28.9
349,28.6,19.85688,6.054420003570456e-05,4.5,48.3,115.0,28.2
350,27.9,18.70919,5.869390012649778e-05,4.5,48.8,115.0,27.4
351,27.5,17.62739,5.653019718974375e-05,4.5,49.2,115.0,27.0
352,26.7,16.68625,5.4902923668641136e-05,4.5,49.6,115.0,26.2
353,25.7,15.89095,5.369360496402392e-05,4.5,50.0,115.0,25.2
354,25.1,15.21236,5.225244863772839e-05,4.5,50.4,116.0,24.5
355,24.6,14.59486,5.09057360439725e-05,4.5,50.7,116.0,24.0
356,24.4,14.01033,4.854590629890543e-05,4.5,51.0,116.0,23.9
357,25.3,6.91788,1.73462386044505e-06,5.0,33.8,116.0,25.2
358,25.0,6.54466,1.2161624092469207e-06,5.0,34.4,116.0,24.8
359,24.7,6.20945,9.60288240118154e-07,4.9,35.1,116.0,24.6
360,24.6,5.91698,7.070167405067094e-07,4.9,35.8,116.0,24.4
361,24.5,5.67888,6.90354890738682e-07,4.9,36.4,117.0,24.4
362,24.4,5.49497,4.514169300308273e-07,4.9,37.1,117.0,24.3
363,24.3,5.3631,4.445456032661656e-07,4.9,37.7,117.0,24.2
364,24.2,5.29985,4.393482005835423e-07,4.9,38.4,117.0,24.1
365,24.1,5.26482,4.35700421104457e-07,4.8,39.1,117.0,24.0
366,24.0,5.20997,4.335184312528639e-07,4.8,39.9,117.0,23.9
367,23.9,5.12312,4.327507498488618e-07,4.8,40.7,117.0,23.8
368,23.9,5.01433,2.1634892581676589e-07,4.8,41.5,117.0,23.8
369,23.8,4.8937,2.1634288790063458e-07,4.8,42.3,117.0,23.7
370,23.8,4.77225,2.1636535627152294e-07,4.7,43.2,117.0,23.7
371,23.8,4.65929,2.1642693415881453e-07,4.7,44.0,117.0,23.7
372,23.8,4.55827,2.165332677381889e-07,4.7,44.9,117.0,23.7
373,23.8,4.46345,2.1668627316295002e-07,4.7,45.7,117.0,23.8
374,23.9,4.3825,2.168853955881173e-07,4.7,46.5,117.0,23.8
375,24.1,4.30114,2.168853955881173e-07,4.7,47.4,117.0,24.0
376,24.4,4.20623,2.1742297247642602e-07,4.821052631578948,48.2,117.0,24.3
377,36.4,16.59326,4.8223471137359495e-05,4.1,30.9,115.0,36.5
378,36.0,17.00907,5.075819321835533e-05,4.1,31.6,115.0,36.1
379,35.5,17.7582,5.325920568189823e-05,4.1,32.4,116.0,35.6
380,35.1,18.67151,5.289540440224817e-05,4.1,33.2,116.0,35.1
381,34.7,19.61184,5.033653569579474e-05,4.1,34.0,116.0,34.8
382,34.2,20.38103,4.673618402318115e-05,4.1,34.9,116.0,34.3
383,33.7,21.01978,4.42483065693275e-05,4.1,35.7,116.0,33.8
384,33.1,21.58131,4.390040461539587e-05,4.1,36.7,116.0,33.1
385,32.5,22.00216,4.200716375826824e-05,4.1,37.6,116.0,32.6
386,32.1,22.35325,3.817415047446451e-05,4.1,38.6,116.0,32.1
387,31.7,22.65159,3.548009246506319e-05,4.1,39.7,117.0,31.7
388,31.4,22.8568,3.292343654830691e-05,4.1,40.8,117.0,31.4
389,31.3,23.06014,2.9075060366498284e-05,4.1,41.9,117.0,31.3
390,31.3,23.18676,2.678791723943464e-05,4.1,43.1,117.0,31.3
391,31.4,23.28901,2.504889172570165e-05,4.1,44.2,117.0,31.4
392,31.6,23.28822,2.3823497206924025e-05,4.1,45.3,116.0,31.6
393,31.8,23.1846,2.308519614269005e-05,4.1,46.5,116.0,31.9
394,32.1,22.99181,2.2813351446836168e-05,4.1,47.6,116.0,32.1
395,32.3,22.65605,2.2813351446836168e-05,4.0,48.7,116.0,32.3
396,32.5,22.25533,2.2298415763143605e-05,4.094736842105263,49.8,116.0,32.6
397,26.9,18.54176,1.278927467718623e-05,4.8,44.2,119.0,27.0
398,26.3,17.62698,1.2433634358479031e-05,4.8,45.1,119.0,26.3
399,25.8,16.70358,1.2385789461290588e-05,4.8,46.0,119.0,25.8
400,25.4,15.83758,1.2089589949810807e-05,4.8,46.9,119.0,25.3
401,24.9,14.99669,1.2081167946187292e-05,4.8,47.8,119.0,24.9
402,24.2,14.21282,1.164592953968175e-05,4.8,48.7,119.0,24.2
403,23.6,13.49295,1.1396100198106211e-05,4.8,49.6,119.0,23.6
404,22.8,12.83513,1.11696364767035e-05,4.8,50.5,119.0,22.8
405,22.0,12.2162,1.1383164382387293e-05,4.8,51.4,120.0,21.9
406,20.9,11.63898,1.1940267626230114e-05,4.8,52.4,120.0,20.9
407,19.9,11.11441,1.1362318181029805e-05,4.8,53.3,120.0,19.8
408,19.1,10.6797,1.09620137417838e-05,4.8,54.3,121.0,19.0
409,18.3,10.31422,1.0738058190417184e-05,4.8,55.3,121.0,18.3
410,17.7,9.98448,1.0814344261632924e-05,4.8,56.2,121.0,17.6
411,17.2,9.67973,1.06625922273785e-05,4.7,57.2,121.0,17.1
412,16.8,9.45806,1.0303934807098662e-05,4.7,58.1,121.0,16.7
413,16.5,10.03541,1.015482025912192e-05,4.7,59.1,121.0,16.4
414,16.3,9.27425,9.9782139711766e-06,4.7,60.0,121.0,16.2
415,16.2,9.15306,9.202489793870878e-06,4.7,60.9,121.0,16.1
416,16.1,8.9291,8.770221819985554e-06,4.773684210526316,61.8,121.0,16.0
417,17.1,4.95722,6.148227619682936e-06,4.9,44.7,116.0,16.6
418,16.6,4.99631,6.012252971556031e-06,4.9,45.6,116.0,16.1
419,16.3,5.03286,5.882543258752489e-06,4.9,46.5,116.0,15.8
420,16.0,5.04217,5.759373380176237e-06,4.9,47.5,117.0,15.6
421,15.7,5.01616,5.644854009963167e-06,4.9,48.4,117.0,15.3
422,15.5,4.96774,5.538478579934092e-06,4.9,49.4,117.0,15.1
423,15.5,4.91869,5.437457010105514e-06,4.9,50.4,117.0,15.1
424,15.4,4.87264,5.339356127044639e-06,4.9,51.5,117.0,15.1
425,15.2,4.84286,5.244237238804209e-06,4.9,52.5,117.0,14.9
426,15.0,4.83429,5.152116231742188e-06,4.9,53.5,118.0,14.7
427,14.9,4.83143,5.062945064514578e-06,4.9,54.5,118.0,14.5
428,14.8,4.82919,4.976486103162557e-06,4.9,55.5,118.0,14.5
429,14.8,4.84084,4.892535458650736e-06,4.9,56.4,118.0,14.4
430,14.8,4.89424,7.216447727660885e-06,5.0,57.2,118.0,14.5
431,14.9,5.00116,7.097651860176258e-06,5.0,58.1,118.0,14.6
432,15.1,5.16188,6.98249256364542e-06,5.0,58.9,118.0,14.8
433,15.4,5.36513,4.580642206037286e-06,5.0,59.7,118.0,15.1
434,15.7,5.59026,4.508637422141467e-06,5.0,60.4,118.0,15.5
435,16.2,5.82553,6.7629561332122015e-06,5.0,61.1,118.0,15.9
436,16.7,6.0184,6.556904092163844e-06,4.931578947368421,61.8,118.0,16.5
437,22.9,7.8967,3.7091537437831705e-06,5.4,42.9,117.0,22.8
438,22.8,7.58876,3.4890861385585887e-06,5.4,43.6,117.0,22.7
439,23.0,7.25487,2.740870649308341e-06,5.3,44.3,117.0,22.9
440,23.2,6.8827,2.3720418496707933e-06,5.3,45.0,117.0,23.1
441,23.4,6.4438,2.2612478124090096e-06,5.3,45.7,117.0,23.3
442,23.5,5.96984,1.879106602925581e-06,5.3,46.4,117.0,23.4
443,23.4,5.56569,1.624834622301099e-06,5.3,47.1,117.0,23.3
444,23.2,5.32595,1.9118218597165207e-06,5.2,47.8,117.0,23.1
445,23.0,5.21771,1.5145934521371258e-06,5.2,48.5,118.0,22.9
446,22.8,5.15911,1.5267838838800353e-06,5.2,49.2,118.0,22.7
447,22.6,5.08811,1.8184908344564843e-06,5.2,50.0,118.0,22.5
448,22.5,4.96188,1.127771586781671e-06,5.2,50.8,118.0,22.4
449,22.5,4.75367,1.1366970567361023e-06,5.1,51.6,118.0,22.4
450,22.5,4.50224,1.4323278105637611e-06,5.1,52.4,118.0,22.5
451,22.6,4.26924,1.1552820361152717e-06,5.1,53.1,118.0,22.6
452,22.8,4.0741,1.0193481006778082e-06,5.1,53.9,118.0,22.7
453,23.0,3.88702,1.1749419541957691e-06,5.1,54.7,118.0,22.9
454,23.1,3.67745,1.185216088597273e-06,5.1,55.4,118.0,23.0
455,23.4,3.44648,1.185216088597273e-06,5.0,56.1,118.0,23.3
456,23.6,3.20469,1.2066723551212608e-06,5.205263157894737,56.8,118.0,23.6
457,56.4,40.70434,0.0001220254147699,3.7,15.1,105.0,56.0
458,56.0,39.90725,0.0001175311449227,3.7,15.5,105.0,55.7
459,55.8,39.15628,0.0001147401616072,3.7,15.8,105.0,55.4
460,55.5,38.27732,0.0001144244100101,3.7,16.2,105.0,55.1
461,55.2,37.19108,0.0001161885438837,3.7,16.7,105.0,54.8
462,54.9,35.99929,0.0001139249847129,3.7,17.1,105.0,54.4
463,54.6,34.78264,0.0001106422275856,3.7,17.6,106.0,54.1
464,54.3,33.66642,0.0001070474817755,3.7,18.2,106.0,53.8
465,54.0,32.69322,0.0001025238892126,3.8,18.8,106.0,53.5
466,53.7,31.85736,9.976990050699112e-05,3.8,19.5,106.0,53.2
467,53.5,31.15484,9.777234816979462e-05,3.8,20.2,106.0,53.0
468,53.3,30.53737,9.509621701517868e-05,3.8,21.0,106.0,52.9
469,53.3,29.94666,9.620774760644154e-05,3.8,21.9,106.0,52.9
470,53.3,29.34116,9.67273266206178e-05,3.8,22.8,106.0,52.8
471,53.2,28.77758,9.768515584212772e-05,3.8,23.8,106.0,52.8
472,53.1,28.2144,9.698026895227398e-05,3.8,24.9,106.0,52.7
473,53.0,27.732,9.88082940748028e-05,3.8,25.9,107.0,52.6
474,52.8,27.28142,9.956479937742658e-05,3.8,27.1,107.0,52.4
475,52.6,26.72376,0.0001021508980625,3.8,28.2,107.0,52.3
476,52.5,26.24605,9.728182582429478e-05,3.7578947368421054,29.4,107.0,52.2
477,36.9,36.6457,0.0002094478725431,3.8,19.9,111.0,35.7
478,36.1,36.04859,0.0001946607854782,3.8,20.4,111.0,34.9
479,35.4,35.42887,0.0001856783910288,3.8,20.9,112.0,34.2
480,34.6,34.78401,0.0001783480679025,3.8,21.4,112.0,33.4
481,33.9,34.07431,0.0001752192403705,3.8,21.9,112.0,32.6
482,33.1,33.22237,0.0001677297720222,3.8,22.4,112.0,31.9
483,32.4,32.28349,0.0001571266196003,3.8,22.9,113.0,31.2
484,31.8,31.27643,0.0001480142858834,3.9,23.4,113.0,30.5
485,31.2,30.23753,0.000141476701643,3.9,24.0,113.0,29.9
486,30.8,29.23019,0.0001363636841535,3.9,24.6,113.0,29.5
487,30.6,28.19079,0.0001311958481279,3.9,25.3,113.0,29.3
488,30.7,27.11294,0.0001278363068815,3.9,26.0,113.0,29.5
489,31.1,26.09511,0.000122569693516,3.9,26.7,113.0,30.0
490,31.8,25.17638,0.0001182918835695,3.9,27.5,113.0,30.7
491,32.6,24.37485,0.0001127633806532,3.9,28.3,113.0,31.6
492,33.7,23.61265,0.0001067888137162,3.9,29.2,112.0,32.7
493,34.8,22.96108,0.000103606616741,3.9,30.0,112.0,33.9
494,36.0,22.39866,0.0001020908199934,4.0,30.9,112.0,35.2
495,37.2,21.83757,0.0001044498907343,4.0,31.8,112.0,36.5
496,38.5,21.31322,9.975268847296728e-05,3.8736842105263154,32.7,111.0,37.9
497,53.9,35.24795,0.000115211925171,4.2,26.4,107.0,53.8
498,52.8,33.44444,0.0001085360362767,4.2,27.1,107.0,52.6
499,51.8,31.53424,0.0001014203244759,4.2,27.8,107.0,51.6
500,50.9,29.72316,9.256460851013936e-05,4.2,28.5,107.0,50.6
501,50.0,28.20864,8.535511427020805e-05,4.2,29.3,107.0,49.7
502,49.2,26.84539,7.678193306826395e-05,4.3,30.0,108.0,48.8
503,48.3,25.64341,6.68952761489597e-05,4.3,30.8,108.0,48.0
504,47.6,24.52466,6.079296329468121e-05,4.3,31.6,108.0,47.3
505,47.0,23.45748,5.574258618230133e-05,4.3,32.4,108.0,46.6
506,46.6,22.4011,5.004846465247993e-05,4.3,33.2,108.0,46.2
507,46.3,21.34037,4.62166036607978e-05,4.3,34.0,108.0,45.9
508,46.1,20.27808,4.0471463299150704e-05,4.3,34.8,109.0,45.8
509,46.1,19.30805,3.751839555022466e-05,4.3,35.6,109.0,45.8
510,46.2,18.29855,3.676291909152316e-05,4.4,36.3,109.0,45.9
511,46.4,17.24821,3.5902968056320695e-05,4.4,37.1,109.0,46.0
512,46.5,16.36471,3.405743904864268e-05,4.4,37.8,109.0,46.2
513,46.7,15.61049,3.2524456166339215e-05,4.4,38.5,109.0,46.4
514,46.8,14.94053,3.0917364487833804e-05,4.4,39.2,109.0,46.5
515,47.0,14.323,3.011511750511556e-05,4.4,39.9,109.0,46.7
516,47.1,13.76439,2.85785137147808e-05,4.3052631578947365,40.5,109.0,46.8
517,42.3,35.57401,0.0001654170660878,4.0,17.1,108.0,41.1
518,42.4,34.754,0.0001668698157587,4.0,17.5,108.0,41.1
519,42.5,34.12988,0.0001707422472426,4.0,17.9,108.0,41.2
520,42.5,33.73442,0.0001755715080009,4.0,18.2,109.0,41.3
521,42.5,33.45618,0.0001790460950348,4.0,18.7,109.0,41.3
522,42.5,33.22358,0.0001809231984208,4.0,19.1,109.0,41.4
523,42.3,32.98215,0.0001816755103224,4.0,19.6,109.0,41.3
524,42.1,32.71493,0.0001817791007964,4.0,20.1,109.0,41.1
525,41.9,32.37473,0.0001778240616098,4.0,20.6,109.0,41.0
526,41.7,32.04072,0.0001759069457024,4.0,21.2,110.0,40.7
527,41.4,31.67556,0.000171554608164,4.0,21.9,110.0,40.5
528,41.3,31.32249,0.0001680255155268,4.1,22.6,110.0,40.4
529,41.2,30.90101,0.00016204767858,4.1,23.3,110.0,40.4
530,41.1,30.4457,0.0001577188817872,4.1,24.1,110.0,40.4
531,41.0,29.89564,0.0001534675804266,4.1,24.9,111.0,40.3
532,40.9,29.30442,0.0001458342100218,4.1,25.8,111.0,40.3
533,40.8,28.69149,0.0001406527424579,4.1,26.7,111.0,40.2
534,40.6,28.01305,0.000134812539474,4.1,27.7,111.0,40.1
535,40.6,27.36721,0.0001325176664723,4.1,28.6,112.0,40.1
536,40.6,26.78948,0.0001265128850576,4.042105263157895,29.6,112.0,40.2
537,9.3,3.75494,5.787863236650293e-07,5.2,67.0,121.0,9.1
538,9.0,3.80718,8.923809028447064e-07,5.1,68.4,121.0,8.9
539,8.9,3.88124,6.953012364162632e-07,5.1,69.7,121.0,8.7
540,8.8,3.9353,8.466787676922936e-07,5.1,71.0,121.0,8.7
541,8.8,3.94579,7.77973661172679e-07,5.0,72.2,121.0,8.6
542,8.7,3.91787,9.880697372210008e-07,5.0,73.3,121.0,8.6
543,8.7,3.86328,9.492697971747282e-07,5.0,74.3,121.0,8.5
544,8.7,3.80543,8.501346248902415e-07,5.0,75.3,121.0,8.5
545,8.7,3.76992,9.634869749808929e-07,4.9,76.1,121.0,8.5
546,8.7,3.76241,8.958644745778746e-07,4.9,76.9,121.0,8.5
547,8.7,3.75879,7.99769097775149e-07,4.9,77.6,121.0,8.5
548,8.8,3.73543,6.758625504795862e-07,4.8,78.2,121.0,8.6
549,8.8,3.69279,7.580156363465465e-07,4.8,78.7,121.0,8.7
550,9.0,3.64721,7.521360954393591e-07,4.8,79.1,121.0,8.8
551,9.1,3.60546,7.750860919699933e-07,4.7,79.4,121.0,8.9
552,9.3,3.55774,8.262146865871396e-07,4.7,79.6,121.0,9.1
553,9.5,3.49538,7.917901765081284e-07,4.7,79.8,120.0,9.3
554,9.7,3.42208,7.579228198771155e-07,4.7,79.9,120.0,9.5
555,10.0,3.34327,7.017803887751069e-07,4.6,80.0,120.0,9.8
556,10.4,3.26404,6.918236626716525e-07,4.894736842105263,80.1,120.0,10.2
557,32.4,18.14715,3.487301572540523e-05,4.0,22.3,111.0,31.3
558,31.7,17.04607,3.4211114506881e-05,4.0,22.7,111.0,30.7
559,31.2,16.02715,3.134066406389914e-05,4.0,23.3,111.0,30.2
560,30.7,15.38937,3.0781069642170064e-05,4.0,23.8,111.0,29.7
561,30.3,15.10425,3.02509750537495e-05,4.0,24.4,112.0,29.3
562,29.8,15.08394,2.762448549395768e-05,4.0,25.1,112.0,28.9
563,29.4,15.25067,2.717908297774033e-05,4.0,25.8,112.0,28.5
564,28.9,15.44872,2.674930143170492e-05,4.0,26.5,112.0,28.1
565,28.5,15.56991,2.633610132511107e-05,4.0,27.4,113.0,27.7
566,28.0,15.54574,2.593868095821478e-05,4.0,28.3,113.0,27.3
567,27.6,15.32071,2.359144338348481e-05,4.1,29.3,113.0,26.8
568,27.2,14.89579,2.325130788606859e-05,4.1,30.4,114.0,26.5
569,26.9,14.26617,2.1009687375851847e-05,4.1,31.5,114.0,26.2
570,26.5,13.48777,2.0713836466144176e-05,4.1,32.7,114.0,25.9
571,26.2,12.64214,1.8568895243577484e-05,4.1,34.0,114.0,25.6
572,25.8,11.77986,1.6483727813360243e-05,4.1,35.3,115.0,25.2
573,25.4,10.94291,1.2648347041732318e-05,4.1,36.6,115.0,24.8
574,25.0,10.19293,1.2479965198725617e-05,4.1,38.0,115.0,24.5
575,24.6,9.56042,1.2479965198725617e-05,4.1,39.4,116.0,24.2
576,24.3,9.00893,1.0419579083736947e-05,4.047368421052632,40.8,116.0,23.9
577,52.4,44.12548,0.0002647722587163,3.9,17.6,107.0,51.9
578,52.4,43.15683,0.0002621216596604,3.9,18.0,107.0,52.0
579,52.5,42.24093,0.000263151874311,3.9,18.5,107.0,52.1
580,52.5,41.41893,0.0002701886861489,3.9,18.9,107.0,52.2
581,52.5,40.63252,0.0002622653859703,3.9,19.4,107.0,52.1
582,52.3,39.93642,0.0002585989193522,3.9,19.9,107.0,52.0
583,52.1,39.39062,0.0002534989540318,3.9,20.5,108.0,51.8
584,51.8,38.94388,0.0002570389577388,3.9,21.1,108.0,51.5
585,51.3,38.57832,0.0002586205958717,3.9,21.8,108.0,51.1
586,50.8,38.19906,0.0002564572230513,3.9,22.6,108.0,50.6
587,50.3,37.81682,0.0002620580864125,3.9,23.4,108.0,50.1
588,49.8,37.4769,0.0002628510509162,3.9,24.3,109.0,49.5
589,49.2,37.05245,0.0002637657475895,3.9,25.3,109.0,49.0
590,48.7,36.60155,0.0002625642205818,3.9,26.3,109.0,48.5
591,48.2,36.06738,0.0002625282079812,3.9,27.4,109.0,48.0
592,47.6,35.53937,0.0002588669896528,4.0,28.5,110.0,47.4
593,47.0,35.01209,0.0002582585795255,4.0,29.7,110.0,46.9
594,46.4,34.50647,0.0002591921073105,4.0,30.9,110.0,46.4
595,45.9,33.82267,0.0002639122191688,4.0,32.1,111.0,45.9
596,45.4,33.28461,0.0002585337695069,3.9210526315789473,33.3,111.0,45.5
597,9.2,5.71357,4.3547854242164735e-06,5.0,50.7,119.0,8.7
598,9.0,5.43704,3.7177419844015286e-06,5.0,51.5,119.0,8.5
599,8.8,5.31281,3.547485120073664e-06,4.9,52.4,120.0,8.3
600,8.6,5.31951,3.062805116007572e-06,4.9,53.2,120.0,8.1
601,8.4,5.38414,3.4100314663811e-06,4.9,54.0,120.0,8.0
602,8.3,5.44206,3.563604049079456e-06,4.9,54.7,120.0,7.8
603,8.2,5.46096,3.0958151699277467e-06,4.9,55.5,120.0,7.8
604,8.1,5.41929,2.9440897123017134e-06,4.9,56.3,120.0,7.7
605,8.1,5.34853,2.7956484880434063e-06,4.9,57.0,120.0,7.6
606,8.0,5.30218,3.433381880549994e-06,4.9,57.8,120.0,7.6
607,7.9,5.30997,3.224556117457681e-06,4.8,58.5,121.0,7.5
608,7.9,5.32481,3.19739282220838e-06,4.8,59.2,121.0,7.5
609,7.9,5.30791,3.4060057512168835e-06,4.8,59.8,121.0,7.5
610,7.9,5.25797,3.4369538010495407e-06,4.8,60.4,121.0,7.6
611,8.0,5.18663,3.583462068244839e-06,4.7,61.1,121.0,7.6
612,8.0,5.10048,3.498772905777931e-06,4.7,61.6,121.0,7.7
613,8.1,4.98858,3.2450401553793542e-06,4.7,62.2,121.0,7.8
614,8.3,4.85336,2.8824672291735528e-06,4.7,62.7,121.0,7.9
615,8.5,4.7015,2.82594826389564e-06,4.6,63.2,121.0,8.1
616,8.7,4.54405,2.7313750600484447e-06,4.8315789473684205,63.7,121.0,8.4
617,22.1,21.37997,9.801070291753544e-06,4.4,30.9,119.0,21.9
618,21.1,19.93861,8.751564689425706e-06,4.4,31.8,120.0,20.9
619,20.3,18.44009,7.212772270373258e-06,4.4,32.7,120.0,20.1
620,19.6,16.88494,6.084232310970517e-06,4.5,33.6,121.0,19.4
621,19.0,15.33862,5.643678950683089e-06,4.5,34.6,121.0,18.8
622,18.3,13.86887,5.078730040028437e-06,4.5,35.7,121.0,18.1
623,17.6,12.50778,4.412457385245623e-06,4.5,36.7,121.0,17.4
624,16.9,11.26481,3.825776687299674e-06,4.5,37.8,122.0,16.7
625,16.4,10.16889,3.442500934926765e-06,4.5,38.9,122.0,16.2
626,15.8,9.20903,3.178472991643875e-06,4.5,39.9,122.0,15.6
627,15.3,8.37142,2.8282709258488168e-06,4.5,41.0,123.0,15.1
628,15.0,7.63001,2.506138258252404e-06,4.6,42.0,123.0,14.8
629,14.8,6.9798,2.244572930863187e-06,4.6,42.9,123.0,14.7
630,14.8,6.38565,2.045812883009367e-06,4.6,43.7,123.0,14.7
631,14.8,5.83864,1.7260550781637994e-06,4.6,44.4,123.0,14.6
632,14.9,5.33696,1.7194112204807133e-06,4.6,45.2,123.0,14.8
633,15.1,4.8785,1.836145694049612e-06,4.6,45.8,122.0,15.0
634,15.2,4.45904,1.5181239895110182e-06,4.6,46.5,122.0,15.1
635,15.3,4.07814,1.2572078165657735e-06,4.6,47.1,122.0,15.2
636,15.5,3.74678,1.1130307927261078e-06,4.526315789473684,47.7,122.0,15.4
637,30.3,13.49605,1.7990074824319208e-05,4.9,40.5,116.0,30.1
638,29.8,13.08984,1.627983075487947e-05,4.9,41.2,116.0,29.6
639,29.3,12.71471,1.532472797100501e-05,4.9,41.9,116.0,29.1
640,28.8,12.35756,1.474560144904406e-05,4.9,42.7,116.0,28.6
641,28.2,12.01157,1.458867559066786e-05,4.9,43.6,116.0,28.0
642,27.5,11.68054,1.6028817741399297e-05,4.9,44.5,117.0,27.3
643,26.8,11.32947,1.3437584252464095e-05,4.9,45.5,117.0,26.6
644,25.9,10.98141,1.32167939203687e-05,4.9,46.6,117.0,25.7
645,25.0,10.64348,9.225539594393356e-06,4.9,47.8,118.0,24.8
646,24.1,10.30354,1.341655812075873e-05,4.9,49.0,118.0,24.0
647,23.3,9.97389,1.0926293621134773e-05,4.9,50.2,118.0,23.2
648,22.6,9.64737,8.809283571821955e-06,4.8,51.4,119.0,22.5
649,22.1,9.33224,9.239798864167884e-06,4.8,52.6,119.0,22.0
650,21.6,9.02959,1.2766203766449822e-05,4.8,53.8,119.0,21.5
651,21.3,8.72716,1.1590368023593145e-05,4.8,55.0,120.0,21.2
652,21.1,8.44423,1.4742153109220654e-05,4.8,56.1,120.0,21.0
653,21.0,8.18071,1.1499156220293848e-05,4.8,57.2,120.0,20.9
654,20.9,7.91535,1.0880839834792372e-05,4.8,58.3,120.0,20.9
655,21.0,7.68392,1.0377679611218158e-05,4.8,59.3,120.0,20.9
656,21.2,7.42129,9.7673391037539e-06,4.8578947368421055,60.3,120.0,21.1
657,38.4,40.84714,9.722219674470736e-05,4.0,18.6,112.0,37.9
658,37.8,40.70187,9.830310959545588e-05,4.0,19.0,112.0,37.3
659,37.3,40.52609,8.703674691454733e-05,4.0,19.5,112.0,36.8
660,36.8,40.34827,7.795804162620475e-05,4.0,20.0,112.0,36.3
661,36.3,40.14708,6.432883581301752e-05,4.0,20.4,113.0,35.8
662,35.8,39.66726,6.580436202671015e-05,4.0,20.9,113.0,35.2
663,35.1,39.20217,4.999375078115236e-05,4.0,21.4,113.0,34.6
664,34.6,38.58831,5.632199130205788e-05,4.0,21.9,113.0,34.0
665,34.1,38.017,5.492882263780083e-05,4.0,22.5,113.0,33.5
666,33.6,37.30858,4.63759378446493e-05,4.0,23.1,114.0,33.1
667,33.2,36.62058,3.682083266064505e-05,4.1,23.8,114.0,32.7
668,32.9,35.78683,3.740202746694076e-05,4.1,24.5,114.0,32.4
669,32.8,35.13101,3.119557728093923e-05,4.1,25.2,114.0,32.2
670,32.7,34.45092,3.190267557105789e-05,4.1,26.0,114.0,32.2
671,32.8,33.60326,4.303234598006168e-05,4.1,26.9,114.0,32.3
672,33.0,32.94668,4.097463286088728e-05,4.1,27.7,114.0,32.5
673,33.1,32.05432,4.026788208557428e-05,4.1,28.7,114.0,32.7
674,33.3,31.29188,3.712503712503712e-05,4.1,29.6,114.0,32.9
675,33.5,30.49683,3.3412533412533413e-05,4.1,30.5,114.0,33.1
676,33.8,29.76111,3.11784619185067e-05,4.047368421052632,31.5,114.0,33.5
677,16.1,7.67293,7.469258207362576e-06,4.9,51.0,121.0,15.9
678,15.7,7.50828,7.07748429809555e-06,5.0,51.8,121.0,15.5
679,15.2,7.34218,7.212234934822535e-06,5.0,52.6,121.0,15.1
680,14.9,7.20338,6.856332410666886e-06,5.0,53.5,121.0,14.7
681,14.5,7.10592,6.752363809645077e-06,5.0,54.5,121.0,14.3
682,14.1,7.05025,6.177692779061233e-06,5.0,55.6,121.0,13.9
683,13.7,6.99607,6.3235315471620695e-06,5.0,56.7,121.0,13.5
684,13.3,6.90334,3.4632994160877183e-06,5.0,57.9,121.0,13.1
685,13.0,6.78378,4.324825339652434e-06,5.0,59.2,121.0,12.8
686,12.6,6.67486,3.591433174876309e-06,4.9,60.5,122.0,12.5
687,12.4,6.59691,4.428482226286585e-06,4.9,61.8,122.0,12.2
688,12.3,6.53835,4.151588026120918e-06,4.9,63.1,122.0,12.1
689,12.3,6.48192,4.745114042345398e-06,4.9,64.3,122.0,12.1
690,12.3,6.41501,3.6201469268572736e-06,4.9,65.5,122.0,12.1
691,12.4,6.34049,4.626481052246851e-06,4.9,66.7,121.0,12.2
692,12.6,6.25339,4.569867457226041e-06,4.8,67.8,121.0,12.4
693,12.8,6.16245,4.51509612126563e-06,4.8,68.9,121.0,12.6
694,13.0,6.06821,4.462241124095331e-06,4.8,69.9,121.0,12.9
695,13.3,5.94991,4.259411982090998e-06,4.8,70.9,121.0,13.2
696,13.7,5.79033,3.965827259668885e-06,4.921052631578948,71.8,121.0,13.6
697,21.3,5.54942,9.068587998177214e-07,5.4,58.4,118.0,21.1
698,21.1,5.32752,6.758111423235739e-07,5.4,59.2,118.0,20.9
699,20.9,5.02337,1.1158173808641785e-06,5.4,60.0,118.0,20.8
700,20.8,4.71168,8.893278215759378e-07,5.3,60.8,118.0,20.7
701,20.8,4.4416,8.895077886413858e-07,5.3,61.5,119.0,20.7
702,20.8,4.22126,8.896987124280233e-07,5.3,62.2,119.0,20.7
