,Stillbirth rate (per 1000 total births),Prevalence of anaemia in children aged 6–59 months (%),Deaths due to tuberculosis among HIV-negative people (per 100 000 population),"Medical doctors (per 10,000)","Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)","Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)"
2764,6.17807,24.5,14.0,4.45,7.0,9.1
2765,6.04174,24.6,14.0,8.075,4.011764705882353,11.988235294117649
2766,5.88823,24.7,14.0,8.05,4.011764705882353,11.988235294117649
2767,5.75912,24.9,14.0,9.188,4.011764705882353,11.988235294117649
2768,28.49156,79.8,6.2,0.5864444444444445,1.6,13.8
2769,28.15402,79.1,6.6,0.5864444444444445,1.7,13.6
2770,27.72415,78.3,7.3,0.5864444444444445,1.8,13.4
2771,27.46224,77.5,8.1,0.5864444444444445,1.9,13.2
2772,27.12707,76.7,8.2,0.446,2.0,13.0
2773,26.79069,76.0,8.1,0.5864444444444445,2.1,12.8
2774,26.42793,75.3,7.8,0.5864444444444445,2.2,12.6
2775,26.0845,74.6,10.0,0.49,2.4,12.4
2776,25.82724,74.1,9.4,0.574,2.5,12.2
2777,25.35047,73.6,11.0,0.5864444444444445,2.6,12.0
2778,24.98048,73.3,11.0,0.506,2.8,11.8
2779,24.56366,73.2,10.0,0.5864444444444445,2.9,11.7
2780,24.30244,73.1,9.9,0.5864444444444445,3.1,11.5
2781,23.98406,73.2,10.0,0.5864444444444445,3.3,11.3
2782,23.6177,73.3,8.6,0.5864444444444445,3.5,11.1
2783,23.3667,73.3,6.4,0.493,3.7,10.9
2784,23.09928,73.3,4.0,0.462,3.9,10.7
2785,22.85013,73.1,3.5,0.757,2.588235294117647,12.235294117647058
2786,22.64025,72.8,3.3,0.774,2.588235294117647,12.235294117647058
2787,22.39126,72.4,2.7,0.776,2.588235294117647,12.235294117647058
2788,11.88264,30.8,2.2,10.062,5.4,6.2
2789,11.81004,30.5,1.4,9.704,5.7,6.0
2790,11.71161,30.4,1.9,8.252,6.0,5.9
2791,11.57819,30.2,1.6,8.087,6.3,5.7
2792,11.49742,29.9,1.8,20.80430769230769,6.5,5.6
2793,11.35406,29.7,1.5,20.80430769230769,6.8,5.4
2794,11.18161,29.3,3.3,12.222,7.1,5.3
2795,11.02112,28.8,1.4,11.792,7.4,5.1
2796,10.86389,28.3,1.6,20.80430769230769,7.8,5.0
2797,10.67817,27.7,1.5,15.081,8.1,4.9
2798,10.37128,26.9,1.6,18.086,8.4,4.8
2799,10.22492,26.2,1.3,18.193,8.8,4.7
2800,10.07078,25.5,1.4,20.80430769230769,9.2,4.6
2801,9.93021,24.8,1.5,20.80430769230769,9.5,4.5
2802,9.78802,24.4,1.5,20.80430769230769,9.9,4.4
2803,9.6462,24.0,1.5,26.498,10.4,4.3
2804,9.50732,23.6,1.5,20.80430769230769,10.8,4.2
2805,9.35419,23.2,1.5,33.646,7.888235294117647,5.094117647058823
2806,9.23126,23.0,1.5,54.073,7.888235294117647,5.094117647058823
2807,9.0851,22.9,1.5,44.76,7.888235294117647,5.094117647058823
2808,16.74283,35.6,1.7,7.668,10.8,5.2
2809,16.04655,34.4,1.7,7.93,11.2,5.0
2810,15.3746,33.6,1.7,8.068,11.7,4.8
2811,14.77067,33.0,1.7,8.234,12.1,4.7
2812,14.2462,32.4,1.7,13.3,12.6,4.5
2813,13.7825,32.0,1.6,9.322,13.1,4.4
2814,13.3379,31.6,1.6,10.753384615384617,13.5,4.3
2815,12.97958,31.1,1.6,10.242,14.0,4.1
2816,12.66036,30.6,1.6,11.074,14.6,4.0
2817,12.38418,30.2,1.6,10.753384615384617,15.1,3.9
2818,12.13866,29.8,1.5,12.22,15.6,3.7
2819,11.97929,29.6,1.5,10.753384615384617,16.1,3.6
2820,11.84562,29.4,1.5,10.753384615384617,16.7,3.5
2821,11.79327,29.3,1.4,10.753384615384617,17.3,3.4
2822,11.90591,29.3,1.4,12.769,17.9,3.3
2823,11.88998,29.3,1.3,13.108,18.5,3.2
2824,11.35833,29.5,1.3,12.834,19.1,3.1
2825,11.09014,29.8,1.2,13.025,14.7,4.041176470588235
2826,10.95093,30.1,1.2,10.753384615384617,14.7,4.041176470588235
2827,10.79415,30.4,1.2,10.753384615384617,14.7,4.041176470588235
2828,12.11958,38.7,2.5,13.479,14.4,2.2
2829,11.59466,37.5,2.1,13.99,14.9,2.1
2830,11.03428,36.5,1.8,14.114,15.4,2.1
2831,10.44584,35.6,1.5,14.294,16.0,2.0
2832,9.82216,34.8,0.83,14.492,16.5,1.9
2833,9.12463,34.0,1.3,14.852,17.1,1.8
2834,8.48003,33.1,0.9,15.195,17.7,1.7
2835,7.82533,32.2,0.95,15.579,18.3,1.7
2836,7.23316,31.2,1.1,16.068,18.9,1.6
2837,6.68786,30.2,1.4,16.635,19.6,1.5
2838,6.17759,29.3,1.2,17.068,20.2,1.5
2839,5.74811,28.4,1.2,17.16,20.9,1.4
2840,5.48474,27.6,0.99,17.384,21.5,1.3
2841,5.36543,26.9,0.82,17.619,22.2,1.3
2842,5.05305,26.3,0.76,17.56,22.9,1.2
2843,4.79911,25.8,0.69,17.988,23.6,1.2
2844,4.75389,25.5,0.68,18.142,24.4,1.1
2845,4.55052,25.2,0.62,18.492,19.08823529411765,1.623529411764706
2846,4.43113,25.0,0.56,18.597,19.08823529411765,1.623529411764706
2847,4.43182,25.0,0.5,19.275,19.08823529411765,1.623529411764706
2848,10.10829,40.7,27.0,27.475,8.6,3.2
2849,10.0062,39.3,28.0,27.681,9.0,3.1
2850,9.86051,38.2,21.0,70.946,9.3,3.0
2851,9.70885,37.2,22.0,26.651,9.7,2.9
2852,9.52041,36.0,21.0,26.13,10.1,2.8
2853,9.3424,34.9,21.0,25.038,10.5,2.7
2854,9.1876,33.9,19.0,23.923,10.9,2.7
2855,9.01589,33.1,18.0,23.414,11.3,2.6
2856,8.8704,32.3,16.0,23.026,11.7,2.5
2857,8.77947,31.7,16.0,22.911,12.2,2.4
2858,8.69466,31.1,16.0,22.743,12.7,2.3
2859,8.66425,30.9,14.0,22.841,13.2,2.2
2860,8.60283,30.8,11.0,22.375,13.7,2.2
2861,8.58526,30.9,9.6,22.125,14.2,2.1
2862,8.55537,31.0,11.0,22.247,14.7,2.0
2863,8.58222,31.2,9.9,27.30173333333333,15.3,2.0
2864,8.57576,31.7,10.0,27.30173333333333,15.9,1.9
2865,8.62442,32.2,10.0,27.30173333333333,11.941176470588236,2.5058823529411764
2866,8.63365,32.7,10.0,27.30173333333333,11.941176470588236,2.5058823529411764
2867,8.58308,33.1,10.0,27.30173333333333,11.941176470588236,2.5058823529411764
2868,23.31527,72.9,27.0,1.6115000000000002,0.8,15.0
2869,22.94397,71.9,24.0,1.6115000000000002,0.8,14.9
2870,22.42827,70.9,22.0,1.6115000000000002,0.8,14.7
2871,21.96439,69.8,20.0,1.6115000000000002,0.9,14.6
2872,21.56225,68.7,19.0,0.824,0.9,14.4
2873,21.26993,67.4,20.0,1.214,1.0,14.2
2874,21.14739,66.0,19.0,1.6115000000000002,1.0,14.1
2875,21.10789,64.4,18.0,1.6115000000000002,1.1,13.9
2876,21.03704,62.8,15.0,1.6115000000000002,1.2,13.7
2877,21.01032,61.2,17.0,1.6115000000000002,1.2,13.6
2878,20.78,59.5,17.0,1.6115000000000002,1.3,13.4
2879,20.46843,58.1,16.0,1.6115000000000002,1.4,13.2
2880,20.11304,56.7,18.0,0.975,1.5,13.0
2881,19.71901,55.6,19.0,1.6115000000000002,1.5,12.9
2882,19.32502,54.6,22.0,1.6115000000000002,1.6,12.7
2883,18.98726,53.9,25.0,0.954,1.7,12.5
2884,18.65917,53.2,24.0,1.6115000000000002,1.8,12.3
2885,18.34858,52.7,25.0,1.68,1.2058823529411764,13.711764705882352
2886,18.09074,52.2,20.0,4.022,1.2058823529411764,13.711764705882352
2887,17.83072,51.7,16.0,1.6115000000000002,1.2058823529411764,13.711764705882352
2888,6.79603,27.8,23.0,30.295,14.8,1.3
2889,6.63156,27.3,23.0,30.279,15.2,1.3
2890,6.42512,26.9,22.0,30.188,15.6,1.2
2891,6.23208,26.5,23.0,30.096,16.0,1.2
2892,6.0518,26.1,24.0,30.161,16.4,1.2
2893,5.83812,25.6,26.0,30.181,16.8,1.1
2894,5.64009,25.2,23.0,30.838,17.2,1.1
2895,5.47706,24.9,24.0,30.885,17.7,1.1
2896,5.37183,24.6,24.0,31.177,18.1,1.0
2897,5.27902,24.1,19.0,34.904,18.6,1.0
2898,5.19212,23.7,17.0,34.83,19.0,1.0
2899,5.0845,23.5,16.0,34.842,19.5,0.9
2900,4.99469,23.4,16.0,34.91,20.0,0.9
2901,4.91347,23.4,14.0,34.965,20.5,0.9
2902,4.83008,23.5,13.0,29.923,21.0,0.9
2903,4.75243,23.8,11.0,31.898266666666665,21.5,0.8
2904,4.68263,24.1,10.0,31.898266666666665,22.0,0.8
2905,4.63731,24.6,9.1,31.898266666666665,18.22941176470588,1.0411764705882351
2906,4.58615,25.1,9.0,31.898266666666665,18.22941176470588,1.0411764705882351
2907,4.52217,25.6,8.3,31.898266666666665,18.22941176470588,1.0411764705882351
2908,8.43024,19.6,0.66,18.015,17.7,3.0
2909,8.23973,19.2,0.66,19.829,18.2,2.9
2910,7.93566,19.1,0.66,20.027,18.7,2.8
2911,7.67328,19.1,0.66,20.763,19.2,2.7
2912,7.51216,18.9,0.66,19.176,19.8,2.6
2913,7.40657,18.7,0.66,15.193,20.4,2.5
2914,7.32866,18.9,1.1,13.298,21.0,2.4
2915,7.23027,19.3,0.73,14.053,21.6,2.3
2916,6.94827,19.4,0.83,16.405,22.2,2.2
2917,6.544,19.4,0.74,15.177,22.8,2.1
2918,6.11272,19.3,0.67,14.195,23.5,2.0
2919,5.66314,19.4,0.67,14.369,24.1,2.0
2920,5.4008,19.5,0.67,14.767,24.8,1.9
2921,5.27635,19.4,0.67,17.413,25.4,1.8
2922,5.20114,19.3,0.67,19.953,26.1,1.8
2923,5.15101,19.3,0.67,22.111,26.8,1.7
2924,5.06662,19.4,0.67,23.71,27.5,1.6
2925,4.97514,19.6,0.67,24.356,22.34117647058824,2.252941176470588
2926,4.96235,20.0,0.67,25.278,22.34117647058824,2.252941176470588
2927,4.93337,20.4,0.67,26.011,22.34117647058824,2.252941176470588
2928,4.44815,13.7,0.86,19.913,17.1,1.0
2929,4.40031,13.6,0.86,20.416,17.6,1.0
2930,4.36442,13.5,0.87,21.146,18.2,1.0
2931,4.33621,13.5,0.89,22.04,18.8,0.9
2932,4.29688,13.5,0.77,23.357,19.3,0.9
2933,4.24687,13.5,0.76,24.12,19.9,0.9
2934,4.17209,13.6,0.8,24.59,20.5,0.9
2935,4.09588,13.6,0.65,24.844,21.1,0.8
2936,4.00959,13.6,0.73,25.543,21.8,0.8
2937,3.91327,13.7,0.66,26.279,22.4,0.8
2938,3.79675,13.7,0.6,26.265,23.0,0.8
2939,3.66167,13.8,0.53,26.603,23.6,0.7
2940,3.50132,13.8,0.53,26.667,24.3,0.7
2941,3.33463,13.8,0.56,26.774,24.9,0.7
2942,3.16676,14.0,0.57,27.149,25.5,0.7
2943,3.00821,14.2,0.54,27.465,26.2,0.7
2944,2.99917,14.4,0.47,27.563,26.9,0.6
2945,3.03253,14.7,0.4,27.828,21.829411764705885,0.8176470588235294
2946,3.04742,15.0,0.39,28.044,21.829411764705885,0.8176470588235294
2947,3.04298,15.5,0.34,29.093,21.829411764705885,0.8176470588235294
2948,3.31203,6.2,0.32,25.942,24.0,0.9
2949,3.27058,6.1,0.31,26.39633333333333,24.8,0.9
2950,3.18871,6.0,0.31,26.39633333333333,25.5,0.9
2951,3.11422,5.9,0.28,26.39633333333333,26.3,0.8
2952,3.0956,5.9,0.26,27.147,27.0,0.8
2953,2.98531,5.9,0.25,26.39633333333333,27.7,0.8
2954,2.9629,5.8,0.24,26.39633333333333,28.4,0.8
2955,2.99037,5.8,0.21,26.39633333333333,29.1,0.8
2956,3.08445,5.8,0.21,26.39633333333333,29.8,0.7
2957,2.96991,5.8,0.19,26.39633333333333,30.5,0.7
2958,2.97287,5.8,0.2,26.39633333333333,31.2,0.7
2959,2.96543,5.8,0.19,26.39633333333333,31.9,0.7
2960,2.97203,5.8,0.17,26.39633333333333,32.6,0.7
2961,2.97982,5.8,0.19,26.39633333333333,33.3,0.7
2962,3.00133,5.8,0.16,26.39633333333333,34.0,0.6
2963,3.01931,5.8,0.16,26.39633333333333,34.7,0.6
2964,3.03359,5.9,0.17,26.39633333333333,35.5,0.6
2965,3.03266,5.9,0.16,26.39633333333333,29.78235294117647,0.7470588235294118
2966,3.02089,6.0,0.17,26.1,29.78235294117647,0.7470588235294118
2967,3.00283,6.1,0.17,26.39633333333333,29.78235294117647,0.7470588235294118
2968,7.33634,23.4,2.3,41.425,16.9,1.5
2969,7.08869,23.4,2.2,41.425,17.4,1.5
2970,6.93544,23.8,1.8,37.234,17.9,1.4
2971,6.89255,24.3,2.3,41.425,18.3,1.3
2972,6.72205,24.6,2.6,41.425,18.8,1.3
2973,6.46481,24.8,1.9,41.425,19.3,1.2
2974,6.23625,24.9,1.3,41.425,19.8,1.1
2975,5.92875,24.5,2.4,41.425,20.2,1.1
2976,5.48825,24.2,1.4,39.51,20.7,1.0
2977,5.08459,23.9,1.9,41.425,21.2,1.0
2978,4.87447,23.5,1.4,41.425,21.7,0.9
2979,4.83522,23.3,1.4,41.425,22.3,0.9
2980,4.90609,23.6,1.4,41.425,22.8,0.8
2981,4.97689,23.8,1.9,41.425,23.3,0.8
2982,4.93987,24.0,2.2,41.425,23.8,0.8
2983,4.8331,24.3,2.6,41.425,24.4,0.7
2984,4.8066,24.5,2.0,39.558,24.9,0.7
2985,4.85474,24.8,1.9,49.398,20.805882352941172,1.0588235294117647
2986,4.79253,25.0,2.0,41.425,20.805882352941172,1.0588235294117647
2987,4.71009,25.1,2.4,41.425,20.805882352941172,1.0588235294117647
2988,11.16275,49.3,19.0,29.628,7.6,3.4
2989,10.99865,47.6,19.0,29.09,7.9,3.4
2990,10.76045,46.0,19.0,28.456,8.2,3.3
2991,10.53107,44.3,18.0,27.816,8.5,3.2
2992,10.34722,42.7,15.0,27.21,8.8,3.1
2993,10.10963,41.2,15.0,26.701,9.1,3.0
2994,9.8919,39.5,14.0,26.515,9.4,3.0
2995,9.65878,37.8,13.0,26.329,9.8,2.9
2996,9.41466,36.0,12.0,26.048,10.2,2.8
2997,9.14019,34.3,10.0,25.706,10.6,2.7
2998,8.87966,32.5,9.5,25.432,11.0,2.7
2999,8.64439,30.7,8.7,25.036,11.4,2.6
3000,8.35729,29.1,7.5,24.451,11.8,2.5
3001,8.05902,27.5,7.2,24.044,12.3,2.5
3002,7.74024,26.0,7.1,23.742,12.8,2.4
3003,7.45385,24.8,6.6,26.4136,13.3,2.3
3004,7.18153,23.7,6.0,26.4136,13.8,2.3
3005,6.92159,22.8,5.0,26.4136,10.382352941176473,2.8294117647058825
3006,6.74317,22.2,4.0,26.4136,10.382352941176473,2.8294117647058825
3007,6.54713,21.9,3.2,26.4136,10.382352941176473,2.8294117647058825
3008,9.79084,29.1,2.8,18.387500000000003,15.7,2.0
3009,9.64838,28.8,3.1,19.475,16.1,1.9
3010,9.4193,28.7,2.8,18.387500000000003,16.6,1.8
3011,9.26864,28.7,3.0,18.387500000000003,17.0,1.8
3012,9.32593,28.6,2.9,18.387500000000003,17.4,1.7
3013,9.34857,28.2,2.6,18.387500000000003,17.8,1.6
3014,9.22852,27.7,2.5,18.387500000000003,18.3,1.6
3015,8.96441,27.1,2.5,18.387500000000003,18.7,1.5
3016,8.81808,26.5,2.4,18.387500000000003,19.1,1.4
3017,8.81399,26.1,2.1,18.387500000000003,19.5,1.4
3018,8.80297,25.8,2.4,18.387500000000003,19.9,1.3
3019,8.85454,25.5,2.0,18.387500000000003,20.3,1.3
3020,8.865,25.6,2.2,18.387500000000003,20.7,1.2
3021,8.74831,25.8,2.3,18.387500000000003,21.1,1.2
3022,8.56482,26.3,2.4,18.387500000000003,21.5,1.2
3023,9.33481,26.7,2.2,18.387500000000003,22.0,1.1
3024,9.36403,27.0,2.7,18.387500000000003,22.4,1.1
3025,9.33251,27.3,2.4,17.3,19.064705882352943,1.4764705882352942
3026,9.33581,27.7,2.4,18.387500000000003,19.064705882352943,1.4764705882352942
3027,9.35423,27.9,2.4,18.387500000000003,19.064705882352943,1.4764705882352942
3028,13.26348,33.6,37.0,6.880166666666667,0.4,24.0
3029,12.72469,32.2,35.0,5.242,0.4,23.7
3030,12.26503,30.8,32.0,5.514,0.4,23.4
3031,11.81737,29.5,32.0,6.880166666666667,0.5,23.0
3032,11.42347,28.2,28.0,6.880166666666667,0.5,22.6
3033,11.04202,26.9,28.0,6.139,0.6,22.2
3034,10.70143,25.7,26.0,6.239,0.6,21.8
3035,10.42019,24.5,25.0,6.415,0.7,21.4
3036,10.12715,23.4,23.0,6.648,0.8,21.0
3037,9.86676,22.5,22.0,6.982,0.8,20.5
3038,9.61847,21.9,21.0,7.1,0.9,20.1
3039,9.40247,21.4,19.0,6.880166666666667,1.0,19.6
3040,9.15135,21.2,17.0,8.209,1.1,19.1
3041,8.92878,21.1,17.0,6.880166666666667,1.2,18.7
3042,8.66957,21.2,16.0,7.83,1.3,18.2
3043,8.44716,21.4,15.0,7.963,1.5,17.7
3044,8.2835,21.6,13.0,8.281,1.6,17.3
3045,8.11556,21.9,12.0,6.880166666666667,0.8411764705882353,20.84117647058824
3046,7.983,22.4,11.0,6.880166666666667,0.8411764705882353,20.84117647058824
3047,7.81243,22.9,9.8,6.880166666666667,0.8411764705882353,20.84117647058824
3048,20.6585,65.6,36.0,0.7885,1.6,16.8
3049,20.48292,64.2,43.0,0.7885,1.7,16.7
3050,20.27709,62.6,34.0,0.7885,1.8,16.5
3051,19.89038,61.2,28.0,0.7885,1.8,16.4
3052,19.58096,59.9,30.0,1.298,1.9,16.2
3053,19.21923,58.7,32.0,0.545,2.0,16.0
3054,18.88584,57.6,30.0,0.533,2.1,15.8
3055,18.61397,56.6,28.0,0.7885,2.2,15.6
3056,18.36476,55.8,30.0,0.619,2.3,15.4
3057,17.83811,55.0,28.0,0.606,2.5,15.2
3058,17.3069,54.3,29.0,0.614,2.6,15.0
3059,16.80535,54.0,29.0,0.7885,2.7,14.8
3060,16.44981,54.0,32.0,0.7885,2.9,14.6
3061,16.2115,53.9,30.0,0.7885,3.0,14.4
3062,15.97505,53.9,30.0,0.7885,3.2,14.1
3063,15.70936,54.2,30.0,0.7885,3.4,13.9
3064,15.4053,54.4,29.0,0.925,3.6,13.7
3065,15.12863,54.6,29.0,0.7885,2.429411764705882,15.358823529411763
3066,14.88168,54.9,28.0,1.168,2.429411764705882,15.358823529411763
3067,14.75985,55.1,33.0,0.7885,2.429411764705882,15.358823529411763
3068,23.72957,49.8,8.9,1.272,3.7,12.1
3069,23.03257,48.3,12.0,0.817,3.9,11.9
3070,22.24707,46.2,12.0,0.807,4.0,11.7
3071,21.30467,44.3,9.3,0.834,4.2,11.6
3072,19.37633,42.8,10.0,1.24,4.4,11.4
3073,17.64418,41.7,7.9,1.815,4.5,11.3
3074,16.58867,40.5,8.6,1.788,4.7,11.1
3075,16.02393,39.6,8.3,1.859,3.488235294117647,12.43529411764706
3076,15.94023,38.5,7.7,2.096,3.488235294117647,12.43529411764706
3077,16.04652,37.8,11.0,1.2753333333333332,3.488235294117647,12.43529411764706
