,Stillbirth rate (per 1000 total births),Prevalence of anaemia in children aged 6–59 months (%),Deaths due to tuberculosis among HIV-negative people (per 100 000 population),"Medical doctors (per 10,000)","Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)","Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)"
1390,2.59174,13.9,0.52,39.504,20.1,0.4
1391,2.4713,14.2,0.51,39.805,17.023529411764706,0.5352941176470588
1392,2.41993,14.5,0.51,39.636,17.023529411764706,0.5352941176470588
1393,2.38916,14.9,0.51,39.958,17.023529411764706,0.5352941176470588
1394,18.88916,27.7,0.71,4.782375,7.8,8.1
1395,18.60599,27.4,0.53,4.782375,8.2,7.8
1396,18.31093,27.3,0.7,4.782375,8.6,7.6
1397,17.95633,27.3,1.3,8.315,9.0,7.3
1398,17.65046,27.3,0.66,4.782375,9.4,7.1
1399,17.40895,27.2,0.64,4.782375,9.8,6.8
1400,17.06357,27.2,0.29,4.782375,10.2,6.6
1401,16.73284,27.1,0.36,4.782375,10.6,6.4
1402,16.42998,26.9,0.44,3.965,11.1,6.2
1403,16.06605,26.6,0.53,4.782375,11.5,5.9
1404,15.60538,26.3,0.4,4.782375,12.0,5.7
1405,15.19787,25.9,0.27,4.782375,12.5,5.5
1406,14.83827,25.5,0.31,3.54,13.0,5.3
1407,14.48239,25.1,0.15,4.677,13.6,5.2
1408,14.14403,24.9,0.25,3.798,14.1,5.0
1409,13.80292,24.5,0.24,4.147,14.7,4.8
1410,13.47793,24.3,0.24,4.549,15.3,4.6
1411,13.17943,24.0,0.24,4.782375,11.258823529411766,6.229411764705882
1412,12.94662,23.7,0.24,5.268,11.258823529411766,6.229411764705882
1413,12.68044,23.6,0.24,4.782375,11.258823529411766,6.229411764705882
1414,2.53899,15.1,4.0,19.237,1.9,5.7
1415,2.47843,14.9,3.7,21.8423,2.0,5.6
1416,2.44494,14.9,3.5,19.695,2.1,5.5
1417,2.37304,14.9,3.4,21.8423,2.2,5.3
1418,2.27573,14.9,3.4,20.228,2.4,5.2
1419,2.23255,15.0,3.4,21.8423,2.5,5.1
1420,2.15979,15.1,3.3,20.746,2.7,4.9
1421,2.07602,15.1,3.2,21.8423,2.9,4.8
1422,2.03996,15.2,3.1,21.394,3.1,4.7
1423,2.05357,15.2,3.0,21.8423,3.3,4.6
1424,2.03997,15.3,3.0,22.059,3.5,4.5
1425,1.99786,15.4,2.9,21.8423,3.7,4.3
1426,1.91109,15.4,2.8,22.74,3.9,4.2
1427,1.84435,15.5,2.7,21.8423,4.1,4.2
1428,1.80465,15.7,2.6,23.413,4.3,4.1
1429,1.79001,15.8,2.4,21.8423,4.6,4.0
1430,1.74162,16.0,2.4,24.115,4.8,3.9
1431,1.67058,16.2,2.9,21.8423,3.176470588235294,4.741176470588235
1432,1.56416,16.5,2.8,24.796,3.176470588235294,4.741176470588235
1433,1.51709,16.7,2.6,21.8423,3.176470588235294,4.741176470588235
1434,12.1909,32.6,0.56,18.692,18.5,1.9
1435,11.91591,32.0,0.56,20.369,19.0,1.9
1436,11.62484,31.5,0.56,22.031,19.6,1.8
1437,11.36282,31.3,0.56,22.773,20.1,1.7
1438,11.10375,31.2,0.56,20.426,20.7,1.6
1439,10.86889,31.1,0.56,22.39,21.2,1.6
1440,10.63855,31.1,0.56,22.911,21.8,1.5
1441,10.46126,30.9,0.56,24.426,22.4,1.5
1442,10.29722,30.8,0.55,22.231,23.0,1.4
1443,10.11892,30.6,0.38,21.287,23.6,1.3
1444,9.97131,30.4,0.39,22.326,24.2,1.3
1445,9.81766,30.5,0.35,22.611,24.8,1.2
1446,9.69104,30.5,0.2,22.611,25.5,1.2
1447,9.58476,30.6,0.16,21.947,26.1,1.1
1448,9.44291,30.9,0.12,22.038,26.8,1.1
1449,9.29884,31.3,0.08,28.078,27.5,1.1
1450,9.20479,31.7,0.09,22.611,28.2,1.0
1451,9.07975,32.1,0.09,23.237,23.11764705882353,1.423529411764706
1452,8.96542,32.4,0.09,22.611,23.11764705882353,1.423529411764706
1453,8.83711,32.7,0.09,26.614,23.11764705882353,1.423529411764706
1454,11.16879,41.9,30.0,32.804,11.7,3.1
1455,10.80131,39.6,28.0,34.399,12.0,3.0
1456,10.42606,37.6,29.0,35.83,12.4,2.9
1457,10.07292,35.9,26.0,36.168,12.8,2.8
1458,9.73417,34.3,24.0,35.907,13.2,2.8
1459,9.40893,32.9,25.0,36.038,13.6,2.7
1460,9.09982,31.5,21.0,36.983,14.0,2.6
1461,8.76525,30.0,19.0,36.547,14.4,2.5
1462,8.36281,28.6,17.0,37.161,14.8,2.5
1463,7.84845,27.2,14.0,37.808,15.3,2.4
1464,7.44266,26.0,12.0,39.278,15.7,2.3
1465,7.12346,24.8,10.0,39.483,16.2,2.2
1466,6.85898,23.8,9.5,39.108,16.7,2.2
1467,6.56042,22.9,6.1,39.508,17.2,2.1
1468,6.28104,22.2,5.3,39.8,17.8,2.1
1469,5.98767,21.7,4.1,39.678,18.3,2.0
1470,5.72987,21.6,3.4,41.844,18.9,1.9
1471,5.55074,21.7,3.2,39.897,15.0,2.476470588235294
1472,5.44487,22.2,2.7,39.781,15.0,2.476470588235294
1473,5.38947,23.0,2.4,39.914,15.0,2.476470588235294
1474,22.46979,56.7,41.0,1.7094444444444443,1.1,16.9
1475,22.50629,54.6,52.0,1.7094444444444443,1.2,16.7
1476,22.48917,52.5,61.0,1.335,1.3,16.6
1477,22.53178,50.6,73.0,1.7094444444444443,1.4,16.4
1478,22.44434,48.8,78.0,1.7094444444444443,1.4,16.2
1479,22.2053,46.9,77.0,1.7094444444444443,1.5,16.1
1480,22.00301,45.3,78.0,1.7094444444444443,1.6,15.9
1481,21.74686,43.7,81.0,1.7094444444444443,1.7,15.7
1482,21.33313,42.0,78.0,1.664,1.8,15.6
1483,20.94252,40.7,80.0,1.686,1.9,15.4
1484,20.59693,39.9,79.0,1.696,2.0,15.2
1485,20.21834,39.4,77.0,1.748,2.1,15.0
1486,19.90883,39.3,74.0,1.825,2.3,14.9
1487,19.66568,39.3,70.0,1.907,2.4,14.7
1488,19.52701,39.7,69.0,1.959,2.5,14.5
1489,19.51111,40.1,64.0,1.7094444444444443,2.7,14.3
1490,19.56761,40.6,60.0,1.7094444444444443,2.8,14.2
1491,19.68103,41.4,50.0,1.7094444444444443,1.8647058823529408,15.547058823529412
1492,19.80965,42.0,38.0,1.565,1.8647058823529408,15.547058823529412
1493,19.74774,42.8,37.0,1.7094444444444443,1.8647058823529408,15.547058823529412
1494,7.07364,20.0,1.1,22.2927,24.1,1.6
1495,6.96376,19.4,1.2,22.2927,24.6,1.6
1496,6.86826,18.9,1.5,22.2927,25.1,1.5
1497,6.7801,18.6,0.99,22.2927,25.6,1.5
1498,6.69039,18.3,1.2,22.2927,26.1,1.4
1499,6.62731,17.9,1.1,22.2927,26.7,1.3
1500,6.59675,17.5,0.74,14.543,27.2,1.3
1501,6.55819,17.3,1.2,18.814,27.8,1.2
1502,6.53784,17.3,0.83,18.806,28.3,1.2
1503,6.48651,17.5,1.1,18.929,28.9,1.1
1504,6.40667,17.4,1.1,24.296,29.5,1.1
1505,6.31411,17.5,0.52,24.56,30.1,1.0
1506,6.24574,17.7,0.63,24.662,30.7,1.0
1507,6.184,18.1,0.17,25.332,31.3,0.9
1508,6.09861,18.4,0.14,26.522,32.0,0.9
1509,6.03977,18.6,0.45,26.463,32.6,0.9
1510,6.0052,18.8,0.46,22.2927,33.3,0.8
1511,5.94796,19.2,0.5,22.2927,28.46470588235294,1.1941176470588235
1512,5.88132,19.4,0.35,22.2927,28.46470588235294,1.1941176470588235
1513,5.82728,19.8,0.37,22.2927,28.46470588235294,1.1941176470588235
1514,10.79207,42.8,24.0,28.043,7.6,3.6
1515,10.62647,41.4,27.0,26.959,7.9,3.5
1516,10.49014,40.2,22.0,25.862,8.2,3.4
1517,10.358,39.3,20.0,25.735,8.5,3.3
1518,10.23649,38.5,17.0,25.61,8.8,3.2
1519,10.09664,37.8,16.0,25.167,9.2,3.1
1520,9.92174,37.3,16.0,24.489,9.5,3.0
1521,9.7546,36.6,14.0,23.58,9.9,3.0
1522,9.56577,35.9,12.0,23.528,10.3,2.9
1523,9.33648,35.3,11.0,23.409,10.7,2.8
1524,9.00264,34.7,11.0,23.394,11.1,2.7
1525,8.62596,34.2,12.0,22.86,11.6,2.6
1526,8.30664,34.0,11.0,22.623,12.0,2.6
1527,8.02954,33.7,11.0,22.614,12.5,2.5
1528,7.75108,33.6,9.0,22.13,13.0,2.4
1529,7.495,33.6,7.8,24.4002,13.5,2.4
1530,7.26244,33.5,7.0,24.4002,14.0,2.3
1531,7.07703,33.4,6.2,24.4002,10.488235294117649,2.9
1532,6.95859,33.3,5.7,24.4002,10.488235294117649,2.9
1533,6.83502,33.4,4.7,24.4002,10.488235294117649,2.9
1534,24.34608,50.2,123.0,2.85,0.9,17.3
1535,23.98342,49.3,117.0,3.26575,1.0,17.0
1536,23.54982,48.4,110.0,3.26575,1.0,16.7
1537,23.16538,47.7,104.0,3.26575,1.2,16.3
1538,22.74738,46.9,96.0,3.532,1.3,16.0
1539,22.38756,46.2,88.0,2.806,1.4,15.6
1540,22.02266,45.4,81.0,3.26575,1.5,15.2
1541,21.75888,44.7,77.0,3.26575,1.7,14.9
1542,21.43644,44.0,73.0,3.26575,1.8,14.5
1543,21.14898,43.4,70.0,1.97,2.0,14.1
1544,20.9217,42.9,66.0,3.26575,2.2,13.7
1545,20.42964,42.4,61.0,3.26575,2.4,13.3
1546,19.99392,42.0,59.0,1.8,2.7,12.9
1547,19.48617,41.8,56.0,4.493,2.9,12.5
1548,18.92674,41.6,51.0,4.949,3.2,12.1
1549,18.37033,41.5,48.0,3.26575,3.4,11.8
1550,17.75703,41.4,43.0,3.26575,3.7,11.4
1551,17.29094,41.3,37.0,3.726,2.0176470588235293,14.429411764705884
1552,16.89069,41.3,30.0,3.26575,2.0176470588235293,14.429411764705884
1553,16.56351,41.4,27.0,3.26575,2.0176470588235293,14.429411764705884
1554,5.97554,27.4,13.0,28.601,15.0,1.2
1555,5.77956,26.5,13.0,26.629,15.4,1.2
1556,5.60366,25.7,9.7,27.623,15.7,1.2
1557,5.22712,25.0,10.0,28.094,16.1,1.1
1558,4.90606,24.3,8.7,28.975,16.5,1.1
1559,4.65906,23.5,8.8,29.432,16.9,1.1
1560,4.46467,22.8,9.0,30.196,17.3,1.0
1561,4.32506,22.3,7.2,31.464,17.7,1.0
1562,4.29577,21.7,5.8,32.424,18.1,1.0
1563,4.26457,21.3,5.3,31.485,18.5,1.0
1564,4.22009,20.9,4.3,30.757,18.9,0.9
1565,4.16594,20.6,3.9,30.837,19.4,0.9
1566,4.04966,20.3,3.1,30.913,19.8,0.9
1567,3.90403,20.0,5.2,31.408,20.2,0.8
1568,3.76335,19.7,3.4,31.724,20.7,0.8
1569,3.64535,19.5,5.0,31.656,21.1,0.8
1570,3.56017,19.3,4.1,31.885,21.6,0.8
1571,3.45336,19.2,3.8,31.905,18.170588235294115,0.9882352941176472
1572,3.35109,19.2,3.4,33.015,18.170588235294115,0.9882352941176472
1573,3.23825,19.4,3.4,32.795,18.170588235294115,0.9882352941176472
1574,10.80581,26.1,1.4,22.8595,18.6,2.3
1575,10.49259,25.3,1.2,28.827,19.0,2.2
1576,10.20764,24.6,0.98,22.8595,19.5,2.2
1577,9.91865,24.0,0.81,22.8595,20.0,2.1
1578,9.58221,23.6,0.81,22.8595,20.5,2.0
1579,9.21484,23.0,0.78,22.8595,21.1,1.9
1580,8.83982,22.5,0.74,24.707,21.6,1.9
1581,8.47252,22.1,0.93,23.464,22.1,1.8
1582,8.16579,21.7,1.0,22.8595,22.7,1.7
1583,7.90956,21.5,0.97,22.8595,23.2,1.7
1584,7.64212,21.2,0.97,23.385,23.8,1.6
1585,7.43798,21.2,0.89,26.201,24.4,1.5
1586,7.2718,21.3,1.1,22.8595,24.9,1.5
1587,7.11971,21.5,1.1,22.486,25.5,1.4
1588,6.96446,21.6,1.0,20.735,26.2,1.4
1589,6.85204,21.8,0.94,21.03,26.8,1.3
1590,6.73207,22.0,0.9,20.115,27.4,1.3
1591,6.59279,22.3,0.85,20.255,22.78235294117647,1.7529411764705882
1592,6.46392,22.5,0.89,21.038,22.78235294117647,1.7529411764705882
1593,6.33558,22.8,1.0,22.071,22.78235294117647,1.7529411764705882
1594,35.61408,48.5,54.0,1.9556666666666669,1.8,15.4
1595,35.28258,48.7,84.0,1.9556666666666669,1.9,15.2
1596,34.68515,48.8,75.0,1.9556666666666669,2.0,15.0
1597,34.00716,49.0,66.0,0.441,2.1,14.7
1598,33.30741,49.2,82.0,1.9556666666666669,2.3,14.5
1599,32.69903,49.5,91.0,1.9556666666666669,2.4,14.3
1600,32.16833,49.9,83.0,1.9556666666666669,2.6,14.1
1601,31.68452,49.8,76.0,1.9556666666666669,2.7,13.9
1602,31.22226,49.9,70.0,1.9556666666666669,2.9,13.7
1603,30.80348,49.2,67.0,1.9556666666666669,3.1,13.4
1604,30.36912,48.7,64.0,0.692,3.3,13.2
1605,29.86678,48.7,64.0,1.9556666666666669,3.5,13.0
1606,29.55377,49.0,60.0,1.9556666666666669,3.7,12.8
1607,29.19957,49.3,58.0,1.9556666666666669,3.9,12.5
1608,29.00441,49.7,54.0,1.9556666666666669,4.1,12.3
1609,28.84927,50.3,52.0,1.9556666666666669,4.4,12.1
1610,28.62425,50.3,47.0,1.9556666666666669,4.6,11.9
1611,28.37379,50.5,46.0,1.9556666666666669,3.0176470588235293,13.647058823529411
1612,28.18944,50.7,50.0,4.734,3.0176470588235293,13.647058823529411
1613,27.90086,51.4,57.0,1.9556666666666669,3.0176470588235293,13.647058823529411
1614,29.78768,81.0,48.0,0.3043333333333333,2.7,11.5
1615,29.37079,79.6,51.0,0.3043333333333333,2.8,11.4
1616,29.02912,78.2,41.0,0.3043333333333333,2.9,11.2
1617,28.62091,76.9,53.0,0.3043333333333333,3.0,11.1
1618,28.3289,75.6,40.0,0.328,3.1,10.9
1619,28.00285,74.4,50.0,0.3043333333333333,3.3,10.7
1620,27.48123,73.3,43.0,0.3043333333333333,3.4,10.5
1621,26.83287,72.5,44.0,0.3043333333333333,3.6,10.3
1622,26.27318,71.8,45.0,0.141,3.8,10.1
1623,25.83422,71.4,42.0,0.24,3.9,10.0
1624,25.44671,71.3,41.0,0.231,4.1,9.8
1625,25.05614,71.4,36.0,0.3043333333333333,4.3,9.6
1626,24.91422,71.6,38.0,0.3043333333333333,4.5,9.4
1627,24.79333,71.9,45.0,0.3043333333333333,4.8,9.2
1628,24.7658,72.2,65.0,0.3043333333333333,5.0,9.0
1629,24.76842,72.5,70.0,0.376,5.2,8.8
1630,24.72298,72.7,60.0,0.3043333333333333,5.5,8.7
1631,24.67336,72.7,57.0,0.3043333333333333,3.876470588235295,10.129411764705882
1632,24.55692,72.6,56.0,0.51,3.876470588235295,10.129411764705882
1633,24.18432,72.3,56.0,0.3043333333333333,3.876470588235295,10.129411764705882
1634,13.84592,33.2,7.1,18.469166666666663,16.2,3.4
1635,13.65655,32.7,5.5,18.469166666666663,16.6,3.3
1636,13.4142,32.3,3.9,18.469166666666663,17.1,3.2
1637,13.15235,32.0,3.5,18.469166666666663,17.6,3.1
1638,12.7899,31.6,5.5,12.381,18.0,3.0
1639,12.36935,31.0,2.7,18.469166666666663,18.5,2.9
1640,11.92759,30.4,3.4,18.469166666666663,19.0,2.8
1641,11.49801,29.5,2.9,18.469166666666663,19.6,2.7
1642,11.08834,28.8,3.8,18.425,20.1,2.6
1643,10.72617,28.1,3.4,19.578,20.6,2.6
1644,10.37571,27.5,5.2,18.469166666666663,21.2,2.5
1645,10.1281,27.1,6.8,18.469166666666663,21.8,2.4
1646,4.54532,23.8,10.0,36.244,17.3,0.7
1647,4.45745,23.2,10.0,36.276,17.6,0.6
1648,4.3856,22.6,10.0,37.009,18.0,0.6
1649,4.33475,22.1,10.0,36.698,18.4,0.6
1650,4.30505,21.5,9.2,36.222,18.8,0.6
1651,4.21016,20.7,11.0,36.961,19.2,0.6
1652,4.05694,20.0,11.0,37.529,19.6,0.6
1653,3.86782,19.3,11.0,38.512,20.1,0.6
1654,3.68675,18.6,11.0,38.635,20.5,0.5
1655,3.54485,18.0,8.4,38.49,20.9,0.5
1656,3.42576,17.5,7.0,39.138,21.4,0.5
1657,3.32517,17.1,7.0,40.238,21.8,0.5
1658,3.21787,17.0,8.4,41.384,22.3,0.5
1659,3.13979,17.1,7.0,42.042,22.7,0.5
1660,3.08485,17.3,7.7,42.507,23.2,0.5
1661,3.0403,17.5,6.4,42.993,23.7,0.4
1662,2.99234,17.5,6.1,44.338,24.2,0.4
1663,2.91022,17.6,5.5,45.291,20.57058823529412,0.5411764705882353
1664,2.83629,17.6,4.1,45.982,20.57058823529412,0.5411764705882353
1665,2.75295,17.8,4.3,46.268,20.57058823529412,0.5411764705882353
1666,3.64655,9.9,0.72,21.509,15.9,0.8
1667,3.55826,9.7,1.2,22.172,16.4,0.7
1668,3.45394,9.5,0.74,22.696,16.9,0.7
1669,3.38152,9.4,0.98,24.011,17.4,0.7
1670,3.32466,9.4,0.42,24.568,17.9,0.7
1671,3.28832,9.3,0.24,25.994,18.5,0.6
1672,3.27281,9.3,0.23,26.16,19.0,0.6
1673,3.28764,9.3,0.44,27.227,19.5,0.6
1674,3.33726,9.4,0.39,27.359,20.0,0.6
1675,3.41637,9.4,0.29,27.17,20.6,0.6
1676,3.47673,9.5,0.21,27.683,21.1,0.5
1677,3.53859,9.6,0.4,27.614,21.7,0.5
1678,3.56961,9.7,0.2,28.047,22.2,0.5
1679,3.55518,9.9,0.2,28.327,22.8,0.5
1680,3.53548,10.1,0.19,28.891,23.3,0.5
1681,3.51367,10.3,0.18,29.222,23.9,0.4
1682,3.47322,10.6,0.18,29.052,24.5,0.4
1683,3.43868,11.0,0.52,30.073,20.094117647058823,0.5823529411764706
1684,3.39545,11.3,0.35,26.54305555555556,20.094117647058823,0.5823529411764706
1685,3.35103,11.7,0.35,26.54305555555556,20.094117647058823,0.5823529411764706
1686,20.23331,64.4,84.0,1.6820714285714284,1.2,17.5
1687,19.94008,62.5,82.0,1.6820714285714284,1.2,17.4
1688,19.69648,61.0,79.0,1.362,1.3,17.2
1689,19.3962,59.6,72.0,1.476,1.4,17.0
1690,18.90568,58.4,70.0,1.562,1.4,16.8
1691,18.52458,57.2,71.0,1.801,1.5,16.7
1692,18.1267,56.2,63.0,1.705,1.6,16.5
1693,17.89355,55.2,63.0,1.813,1.7,16.3
1694,17.69559,54.1,62.0,1.86,1.8,16.1
1695,17.5622,53.2,60.0,1.813,1.9,15.9
1696,17.47387,52.3,57.0,1.953,2.1,15.6
1697,17.35006,51.6,54.0,1.44,2.2,15.4
1698,17.27781,51.0,54.0,1.427,2.3,15.2
1699,17.19813,50.6,53.0,1.534,2.5,15.0
1700,17.06888,50.2,51.0,1.812,2.6,14.8
1701,16.96181,49.9,50.0,1.6820714285714284,2.8,14.5
1702,16.80894,49.7,52.0,1.6820714285714284,3.0,14.3
1703,16.70516,49.6,50.0,1.6820714285714284,1.911764705882353,16.011764705882353
1704,16.58548,49.5,48.0,1.991,1.911764705882353,16.011764705882353
1705,16.47522,49.5,44.0,1.6820714285714284,1.911764705882353,16.011764705882353
1706,22.17793,76.4,20.0,0.4251666666666667,0.9,15.6
1707,21.61173,75.3,18.0,0.4251666666666667,1.0,15.4
1708,21.05054,74.0,29.0,0.4251666666666667,1.1,15.3
1709,20.66445,72.5,27.0,0.4251666666666667,1.1,15.1
1710,20.40094,71.2,30.0,0.216,1.2,15.0
1711,20.28554,69.9,31.0,0.4251666666666667,1.2,14.8
1712,20.26725,68.9,27.0,0.4251666666666667,1.3,14.6
1713,20.28641,68.0,29.0,0.4251666666666667,1.4,14.5
1714,20.36334,67.0,33.0,0.187,1.5,14.3
1715,20.29417,65.9,32.0,0.188,1.5,14.1
1716,19.96726,64.8,20.0,0.4251666666666667,1.6,14.0
1717,19.48185,63.4,34.0,0.4251666666666667,1.7,13.8
1718,18.94035,61.7,29.0,0.4251666666666667,1.8,13.7
1719,18.324,60.0,30.0,0.126,1.9,13.5
1720,17.72306,58.6,27.0,0.4251666666666667,2.0,13.3
1721,17.28656,57.6,22.0,0.4251666666666667,2.1,13.2
1722,16.91678,56.8,19.0,0.313,2.2,13.0
1723,16.80616,56.2,16.0,0.4251666666666667,1.5,14.305882352941175
1724,16.56855,55.6,16.0,1.521,1.5,14.305882352941175
1725,16.28914,55.1,14.0,0.4251666666666667,1.5,14.305882352941175
1726,4.92703,20.2,6.7,6.734,4.8,11.5
1727,4.75604,19.8,7.1,12.297105263157896,5.2,11.1
1728,4.62062,19.6,6.4,7.205,5.6,10.7
1729,4.52246,19.4,6.1,7.365,6.0,10.3
1730,4.46156,19.4,5.8,7.243,6.4,10.0
1731,4.4177,19.5,5.6,7.826,6.9,9.6
1732,4.38143,19.6,6.0,8.372,7.3,9.2
1733,4.35687,19.7,5.7,8.884,7.8,8.9
1734,4.35139,19.8,5.4,9.216,8.3,8.5
1735,4.42053,19.9,5.7,11.01,8.8,8.2
1736,4.47373,20.1,5.2,11.691,9.4,7.9
1737,4.44644,20.2,5.2,12.777,9.9,7.5
1738,4.35121,20.4,4.9,13.32,10.5,7.2
1739,4.31726,20.8,4.4,15.921,11.1,6.9
1740,4.34151,21.3,4.7,15.256,11.7,6.6
1741,4.56839,21.8,4.8,15.358,12.3,6.4
1742,5.05108,22.5,4.8,16.323,13.0,6.1
1743,5.3537,23.1,4.8,18.592,8.529411764705882,8.623529411764705
1744,5.4521,23.8,4.8,19.398,8.529411764705882,8.623529411764705
1745,5.47353,24.6,4.8,21.154,8.529411764705882,8.623529411764705
1746,13.66718,44.9,5.1,16.025875,1.5,15.9
1747,13.03605,42.5,5.9,16.025875,1.6,15.6
1748,12.36644,40.3,8.5,16.025875,1.8,15.3
1749,11.66885,38.5,2.5,16.025875,1.9,14.9
1750,10.99357,37.0,0.92,9.701,2.1,14.6
1751,10.37631,35.8,1.6,16.025875,2.3,14.2
1752,9.80328,34.8,1.9,16.025875,2.5,13.8
1753,9.14263,34.1,1.9,16.468,2.8,13.4
1754,8.54902,33.6,2.3,16.025875,3.0,13.1
1755,8.0506,33.4,2.2,14.884,3.3,12.7
1756,7.61619,33.4,2.3,14.356,3.6,12.3
1757,7.24099,33.6,2.6,16.025875,3.9,11.9
1758,6.96546,33.9,1.5,16.025875,4.3,11.5
1759,6.73683,34.4,2.1,16.025875,4.6,11.1
1760,6.54177,35.0,2.0,17.701,5.0,10.7
1761,6.39338,35.6,1.6,16.025875,5.4,10.3
1762,6.27615,36.3,2.8,16.025875,5.8,10.0
1763,6.15998,36.8,2.4,17.486,3.2588235294117647,13.01764705882353
1764,5.99219,37.3,2.2,17.084,3.2588235294117647,13.01764705882353
1765,5.78872,37.8,2.1,20.527,3.2588235294117647,13.01764705882353
1766,28.2206,85.0,13.0,0.9727333333333332,1.6,14.4
1767,27.62242,84.5,13.0,0.9727333333333332,1.8,14.2
1768,27.01865,84.0,13.0,0.9727333333333332,1.9,14.0
1769,26.43967,83.6,13.0,0.9727333333333332,2.0,13.8
1770,25.87758,83.1,13.0,0.583,2.1,13.6
1771,25.3637,82.7,12.0,0.635,2.3,13.4
1772,24.91634,82.3,11.0,0.601,2.4,13.1
1773,24.53299,82.0,11.0,0.633,2.6,12.9
1774,24.02323,81.9,8.7,0.662,2.8,12.7
1775,23.48594,81.8,7.8,1.225,2.9,12.5
1776,22.97,81.8,11.0,1.021,3.1,12.2
1777,22.4933,81.7,10.0,1.179,3.3,12.0
1778,22.0754,81.8,12.0,1.066,3.6,11.8
1779,21.68421,81.8,9.3,1.198,3.8,11.6
1780,21.31918,81.7,8.9,1.033,4.0,11.3
1781,20.9214,81.4,7.5,1.004,4.3,11.1
1782,20.48376,81.0,7.4,1.251,4.6,10.9
1783,20.13378,80.4,8.6,1.214,2.888235294117647,12.676470588235292
1784,20.02698,79.8,7.7,1.286,2.888235294117647,12.676470588235292
1785,19.70362,79.0,7.6,0.9727333333333332,2.888235294117647,12.676470588235292
1786,3.87961,15.1,0.81,26.016,21.2,0.7
1787,3.82374,14.9,0.55,30.81,21.7,0.7
1788,3.76859,14.7,0.8,32.656,22.2,0.7
1789,3.69662,14.7,0.25,31.28,22.7,0.6
1790,3.62999,14.6,0.53,26.72908333333333,23.2,0.6
1791,3.5631,14.6,0.25,26.72908333333333,23.7,0.6
1792,3.54498,14.6,0.25,26.72908333333333,24.2,0.6
1793,3.57739,14.7,1.5,26.72908333333333,24.7,0.6
1794,3.6241,14.8,0.24,33.553,25.2,0.5
1795,3.63364,14.9,0.24,19.169,25.7,0.5
1796,3.61587,15.0,0.79,21.53,26.2,0.5
1797,3.57553,15.0,0.72,22.384,26.7,0.5
1798,3.50209,15.2,0.23,23.566,27.1,0.5
1799,3.43813,15.3,0.72,24.595,27.6,0.4
1800,3.36829,15.5,0.23,26.592,28.1,0.4
1801,3.29016,15.8,0.44,28.598,28.6,0.4
1802,3.21372,16.1,0.68,26.72908333333333,29.2,0.4
1803,3.14634,16.4,0.21,26.72908333333333,25.176470588235293,0.5411764705882353
1804,3.09455,16.9,0.23,26.72908333333333,25.176470588235293,0.5411764705882353
1805,3.03994,17.4,0.23,26.72908333333333,25.176470588235293,0.5411764705882353
1806,30.02636,73.8,56.0,1.5635714285714286,2.8,13.5
1807,29.63491,73.6,55.0,1.5635714285714286,3.0,13.3
1808,29.25312,73.3,50.0,1.5635714285714286,3.2,13.0
1809,28.83637,73.0,47.0,1.5635714285714286,3.4,12.8
1810,28.35293,72.6,35.0,1.065,3.6,12.6
1811,27.89575,72.2,46.0,1.5635714285714286,3.8,12.3
1812,27.21445,71.7,36.0,1.5635714285714286,4.0,12.1
1813,26.86727,71.2,29.0,1.5635714285714286,4.2,11.8
1814,26.42599,70.7,31.0,1.5635714285714286,4.4,11.6
1815,25.9505,70.3,28.0,1.311,4.7,11.4
1816,25.44345,69.9,28.0,1.565,4.9,11.1
1817,24.93728,69.5,33.0,1.5635714285714286,5.2,10.9
1818,24.48027,69.2,22.0,1.5635714285714286,5.4,10.7
1819,24.03364,68.9,25.0,1.5635714285714286,5.7,10.5
1820,23.66039,68.6,22.0,1.582,6.0,10.2
1821,23.25406,68.2,23.0,1.71,6.3,10.0
1822,22.87597,67.7,20.0,1.5635714285714286,6.6,9.8
1823,22.5587,67.1,18.0,1.847,4.541176470588235,11.623529411764704
1824,22.26399,66.3,18.0,1.865,4.541176470588235,11.623529411764704
1825,21.97294,65.5,16.0,1.5635714285714286,4.541176470588235,11.623529411764704
1826,12.52034,30.7,0.53,9.113,3.3,11.1
1827,11.71978,29.6,0.78,9.272,3.4,10.9
1828,10.95937,28.8,0.75,9.869,3.5,10.8
1829,10.5226,28.3,0.93,9.702,3.6,10.7
1830,10.11043,28.1,1.3,10.718,3.8,10.5
1831,9.79465,27.9,1.1,10.982,3.9,10.4
1832,9.55682,27.6,0.62,11.4,4.0,10.3
1833,9.52252,27.3,1.2,11.549,4.1,10.2
1834,9.38094,27.0,1.2,11.7,4.3,10.0
1835,9.0874,26.6,1.3,11.857,4.4,9.9
1836,8.95488,26.5,0.96,12.019,4.6,9.8
1837,9.21545,26.5,1.5,14.467,4.7,9.7
1838,9.44546,26.7,1.3,13.738,4.9,9.5
1839,9.56772,27.0,1.4,16.296,5.0,9.4
1840,9.77152,27.1,1.4,19.318,5.2,9.3
1841,9.81735,27.4,1.2,20.246,5.4,9.2
1842,9.83653,27.9,1.4,21.943,5.6,9.1
1843,9.93174,28.7,1.7,23.147,4.335294117647059,10.047058823529412
1844,10.10203,29.6,1.3,18.9,4.335294117647059,10.047058823529412
