,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),Maternal mortality ratio (per 100 000 live births),per_capita-Lower Respiratory Infections,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),"Mean Non-HDL cholesterol, age-standardized",Mean BMI (kg/m²) (age-standardized estimate),per_capita-Tuberculosis
308,24.16993,458.0,0.0010068598156017,9.3,2.8,22.4,0.000279355609718
309,23.56383,450.0,0.0010017932474176,10.0,2.8,22.4,0.0002754514711077
310,22.96156,441.0,0.000977899610541,10.0,2.8,22.5,0.0002722406100781
311,22.39787,432.0,0.0009439444061919,9.4,2.9,22.5,0.000269768701634
312,21.82784,421.0,0.0009431843185055,9.2,2.9,22.5,0.000267211630367
313,21.2638,408.0,0.000916542242217,9.4,2.9,22.6,0.0002612308310473
314,20.7082,397.0,0.000879895967,10.0,2.9,22.21176470588236,0.0002527447490919
315,20.1741,470.1666666666667,0.0008381342002146,8.8,3.0,22.21176470588236,0.0002423269547745
316,19.59666,470.1666666666667,0.0007773222814413,7.8,2.784210526315789,22.21176470588236,0.0002253058286205
317,13.65592,423.0,0.0005463200147886,26.0,3.2,22.0,0.0003532099189267
318,13.22951,384.0,0.0005162505276145,23.0,3.2,22.1,0.0003311795837527
319,12.82887,365.0,0.0004728865088354,23.0,3.2,22.2,0.0003083347844771
320,12.42515,348.0,0.0004514303420961,22.0,3.2,22.3,0.0002925646119507
321,12.02248,332.0,0.0004183354895687,20.0,3.2,22.4,0.0002757915449749
322,11.635,310.0,0.0003802124608907,20.0,3.2,22.5,0.0002595828046242
323,11.23392,291.0,0.0003327286003568,18.0,3.2,22.6,0.0002408894844212
324,10.84631,275.0,0.0003489997074342,19.0,3.2,22.7,0.0002316764015308
325,10.46147,264.0,0.0003297568153405,18.0,3.2,22.8,0.0002169067052018
326,10.07834,255.0,0.0003081860286106,21.0,3.2,22.9,0.0002025635868802
327,9.71376,247.0,0.000292921167055,25.0,3.2,22.9,0.0001914704213921
328,9.33943,239.0,0.0002780808749525,23.0,3.2,23.0,0.0001835051459077
329,8.97942,231.0,0.0002622416640628,21.0,3.1,23.1,0.0001757577110208
330,8.63985,223.0,0.0002523107807019,20.0,3.1,23.2,0.0001695859345701
331,8.34299,214.0,0.0002439878796635,20.0,3.1,23.3,0.0001649303544094
332,8.06443,203.0,0.0002358748057402,18.0,3.1,23.4,0.0001603948679033
333,7.81116,193.0,0.0002266288951841,21.0,3.1,23.5,0.0001559740043326
334,7.55906,183.0,0.0002189141856392,16.0,3.1,22.758823529411764,0.0001503386576076
335,7.3357,276.6666666666667,0.0002162766653303,16.0,3.0,22.758823529411764,0.0001450636169898
336,7.10912,276.6666666666667,0.0002079002079002,18.0,3.1578947368421053,22.758823529411764,0.000138169703387
337,8.07139,331.0,0.0009255529614583,29.0,3.4,23.7,0.0003642420026305
338,7.79144,320.0,0.0008819893472896,27.0,3.4,23.8,0.0003331959756427
339,7.52006,309.0,0.0008413239796181,25.0,3.4,23.9,0.0003093946400627
340,7.26373,297.0,0.0008031825434473,23.0,3.3,23.9,0.0002848929655752
341,7.0051,283.0,0.0007715857695033,21.0,3.3,24.0,0.0002632654242681
342,6.74611,271.0,0.0007452928178549,20.0,3.3,24.1,0.0002499739885973
343,6.50168,258.0,0.0007215361346463,19.0,3.3,24.2,0.0002341695036925
344,6.25112,246.0,0.000704651506227,18.0,3.3,24.3,0.0002201372892835
345,6.00259,234.0,0.0006887639816328,17.0,3.3,24.4,0.0002103891188414
346,5.7634,222.0,0.0006735380367921,16.0,3.3,24.6,0.0002025524472734
347,5.53305,212.0,0.0006610760701922,15.0,3.3,24.7,0.0001934170254029
348,5.32753,202.0,0.0006511716989256,14.0,3.3,24.8,0.0001843125236752
349,5.13637,192.0,0.0006406217763007,13.0,3.3,24.9,0.000177162241838
350,4.9632,184.0,0.0006325367054349,13.0,3.3,25.0,0.000173691883599
351,4.79301,175.0,0.0006194806633804,12.0,3.3,25.1,0.0001833233848965
352,4.64419,168.0,0.0006079133167087,12.0,3.3,25.2,0.0001707267980522
353,4.4972,161.0,0.0005968285767393,11.0,3.3,25.3,0.0001485006493826
354,4.3617,155.0,0.0005895009927067,11.0,3.3,24.46470588235294,0.0001448164942485
355,4.24583,234.44444444444449,0.0005886031843109,11.0,3.3,24.46470588235294,0.0001413150415047
356,4.116,234.44444444444449,0.0005726150886603,10.0,3.3157894736842106,24.46470588235294,0.0001350918397904
357,1.67756,17.0,9.936916686263786e-05,5.0,3.6,25.1,5.526016012560659e-05
358,1.61774,16.0,9.972531755824748e-05,5.0,3.6,25.2,5.2781448561316354e-05
359,1.56584,14.0,9.818947255208124e-05,5.1,3.6,25.2,5.065520466623262e-05
360,1.5211,14.0,9.261919300637892e-05,5.1,3.6,25.3,4.737012161394954e-05
361,1.48211,14.0,8.698471623307394e-05,5.2,3.6,25.4,4.464294960110144e-05
362,1.44821,13.0,8.554350824084176e-05,5.2,3.5,25.5,4.46902760730519e-05
363,1.41634,13.0,8.11295725960752e-05,5.2,3.5,25.5,4.156501390538647e-05
364,1.38647,13.0,8.171876530853886e-05,5.2,3.5,25.6,4.173807905543652e-05
365,1.35888,11.0,7.581187327217552e-05,5.2,3.5,25.7,3.790593663608776e-05
366,1.33306,11.0,7.478192939111902e-05,5.2,3.5,25.8,3.6632307440867e-05
367,1.31018,11.0,7.443312897400423e-05,5.1,3.4,25.9,3.483643536283337e-05
368,1.29052,10.0,7.593847296168482e-05,5.0,3.4,25.9,3.439947920486577e-05
369,1.27455,10.0,7.658538231682464e-05,4.6,3.4,26.0,3.201874740929392e-05
370,1.26212,10.0,7.854062432656282e-05,4.2,3.4,26.1,3.094024594682778e-05
371,1.25343,10.0,8.072724644123782e-05,3.8,3.4,26.2,2.9866916913916404e-05
372,1.24521,10.0,8.618024055979912e-05,3.6,3.3,26.3,2.966505768013186e-05
373,1.23789,10.0,8.754125435783182e-05,3.5,3.3,26.4,2.795252923802056e-05
374,1.22846,10.0,8.805547060877562e-05,3.2,3.3,25.71176470588236,2.732755984410278e-05
375,1.213,12.055555555555555,8.935678298230432e-05,3.0,3.3,25.71176470588236,2.6893789052926545e-05
376,1.1959,12.055555555555555,9.001311060524033e-05,2.8,3.4578947368421056,25.71176470588236,2.609075669717111e-05
377,12.74119,262.0,0.0008233711183082,44.0,2.8,21.7,0.0006846542198514
378,12.17722,271.0,0.00084013561189,41.0,2.8,21.7,0.0007012798649248
379,11.62592,278.0,0.0008475658538624,34.0,2.8,21.8,0.000721576335045
380,11.10118,278.0,0.0008322585437332,33.0,2.8,21.9,0.0007259050178606
381,10.5953,264.0,0.000803171976157,28.0,2.8,21.9,0.0007036052022533
382,10.11277,239.0,0.000772233924383,24.0,2.8,22.0,0.0006581106843264
383,9.65569,221.0,0.0007596847814613,28.0,2.8,22.1,0.0006157445070791
384,9.22611,209.0,0.000732196034121,34.0,2.8,22.1,0.0005602527827107
385,8.81293,203.0,0.0007233428686179,23.0,2.8,22.2,0.0005337983492209
386,8.42725,189.0,0.0007142584470353,24.0,2.8,22.2,0.0005113326997763
387,8.06282,179.0,0.0007160079771074,28.0,2.8,22.3,0.0004947501782628
388,7.71709,176.0,0.0007093063903422,28.0,2.8,22.3,0.0004720639799205
389,7.4094,170.0,0.0006939883261249,23.0,2.7,22.3,0.0004485185541782
390,7.11894,164.0,0.0006861466520977,18.0,2.7,22.4,0.0004262568585292
391,6.85923,160.0,0.0006818864969774,20.0,2.7,22.4,0.00040681255636
392,6.62644,156.0,0.0006775952378661,24.0,2.7,22.5,0.0003944621364454
393,6.41231,151.0,0.0006667547827094,16.0,2.7,22.5,0.000382490014521
394,6.20108,144.0,0.0006700862836737,17.0,2.7,22.13529411764706,0.0003753019973312
395,6.00765,206.33333333333331,0.000677690734156,17.0,2.7,22.13529411764706,0.000367697546849
396,5.8162,206.33333333333331,0.0006680780252173,28.0,2.763157894736842,22.13529411764706,0.0003537140853408
397,3.35617,69.0,0.0003036417683668,4.2,3.7,24.5,4.720405017216008e-05
398,3.29959,68.0,0.000300302459337,4.0,3.7,24.6,4.5412954988275706e-05
399,3.24846,69.0,0.0003007536469011,3.7,3.7,24.7,4.331994631788284e-05
400,3.20197,70.0,0.0003023430321126,3.6,3.7,24.8,4.141663031816931e-05
401,3.15782,71.0,0.0003050320633017,3.5,3.7,24.9,3.975578302398251e-05
402,3.11767,71.0,0.0003020110705433,3.2,3.7,25.0,3.723946029090421e-05
403,3.08047,72.0,0.0003089899541339,3.1,3.7,25.1,3.563500992285916e-05
404,3.04684,71.0,0.0003156273177253,3.0,3.6,25.2,3.438556603262186e-05
405,3.01343,70.0,0.0003240662117774,3.0,3.6,25.3,3.351285084389637e-05
406,2.97675,69.0,0.0003377490620071,2.9,3.6,25.4,3.2736359534872787e-05
407,2.93433,65.0,0.0003475675947043,2.8,3.6,25.5,3.1560889932164625e-05
408,2.88451,61.0,0.0003574648777079,2.7,3.6,25.7,3.049209472658516e-05
409,2.82635,60.0,0.0003635627479037,2.6,3.6,25.8,2.9307267012234133e-05
410,2.76139,61.0,0.0003742320901956,2.6,3.5,25.9,2.8644308033146884e-05
411,2.69249,62.0,0.0003818264284904,2.5,3.5,26.1,2.785310794246932e-05
412,2.62185,63.0,0.0003927551018793,2.6,3.5,26.2,2.7346869024141648e-05
413,2.55255,62.0,0.000406080911519,2.5,3.4,26.3,2.7233381604008784e-05
414,2.48576,60.0,0.000401529609872,2.5,3.4,25.352941176470587,2.6231482448058432e-05
415,2.42188,66.33333333333333,0.0004029102142114,2.5,3.4,25.352941176470587,2.563121969180996e-05
416,2.35665,66.33333333333333,0.0004017577428141,2.5,3.5894736842105264,25.352941176470587,2.486029285923554e-05
417,3.44442,28.0,0.0001014457557247,5.7,3.7,25.1,5.533404857714642e-05
418,3.36143,28.0,9.920217403067452e-05,4.8,3.7,25.2,5.411027674400428e-05
419,3.28478,29.0,0.0001058857786575,3.5,3.7,25.3,5.000161769939616e-05
420,3.21254,30.0,0.0001094280942233,3.3,3.8,25.4,4.895467373149801e-05
421,3.14601,30.0,0.0001157195072042,4.4,3.8,25.5,4.7981259084686925e-05
422,3.08434,29.0,0.0001190772894685,4.1,3.8,25.7,4.4307828639472734e-05
423,3.02522,28.0,0.0001223427827273,3.3,3.8,25.8,4.349965608084411e-05
424,2.9684,27.0,0.000122805190922,2.9,3.8,25.9,4.271484901635712e-05
425,2.9158,27.0,0.0001258616937313,2.8,3.8,26.1,4.195389791043367e-05
426,2.86415,27.0,0.0001313789639094,3.7,3.8,26.2,4.121692985393751e-05
427,2.81596,28.0,0.0001392309892741,4.0,3.8,26.3,4.050356051611662e-05
428,2.76859,28.0,0.0001468063400432,1.9,3.8,26.5,3.981188882530046e-05
429,2.72449,29.0,0.0001516685992181,4.7,3.8,26.6,3.914028366920589e-05
430,2.68345,28.0,0.0001611673325844,5.7,3.8,26.8,4.089320379007835e-05
431,2.64213,29.0,0.0001679777606908,5.1,3.8,26.9,4.022002720766547e-05
432,2.59926,30.0,0.0001722348165699,4.5,3.8,27.0,4.189495538187252e-05
433,2.55879,31.0,0.0001740644038294,4.4,3.8,27.2,4.122577985433558e-05
434,2.51486,31.0,0.0001758368594635,5.2,3.8,26.08823529411765,4.283205551034394e-05
435,2.47302,28.72222222222222,0.0001803454968856,3.8,3.8,26.08823529411765,4.283205551034394e-05
436,2.42883,28.72222222222222,0.0001792220451858,5.1,3.784210526315789,26.08823529411765,4.152705925037101e-05
437,3.13214,19.0,0.0003693805521395,4.4,4.1,25.6,4.156810230101829e-05
438,2.94456,18.0,0.0003407674128658,4.0,4.1,25.7,3.915529999937972e-05
439,2.83294,17.0,0.0003215954895188,3.9,4.0,25.8,3.706701259064614e-05
440,2.79591,16.0,0.0003112646027179,3.8,4.0,25.9,3.584418795058088e-05
441,2.81544,16.0,0.0003035392651716,3.7,4.0,26.0,3.4317760917736735e-05
442,2.84639,15.0,0.0003076365952789,3.6,4.0,26.1,3.342125315203355e-05
443,2.85972,14.0,0.0003072291465,3.6,3.9,26.2,3.195508090525494e-05
444,2.8358,13.0,0.0003047990279205,3.7,3.9,26.2,3.0042914938402464e-05
445,2.75654,13.0,0.0003001648841508,3.2,3.9,26.3,2.7675753079960207e-05
446,2.62669,12.0,0.0002952244837284,2.7,3.9,26.4,2.59553260259606e-05
447,2.47242,12.0,0.0002873215518441,2.7,3.8,26.5,2.4199916489305525e-05
448,2.31658,12.0,0.000281379010902,2.3,3.8,26.6,2.2696403183981133e-05
449,2.1666,11.0,0.0002756490362585,2.3,3.8,26.7,2.131306981380192e-05
450,2.03453,10.0,0.0002705667234154,2.1,3.8,26.8,2.005258934789266e-05
451,1.92475,11.0,0.0002817444065576,1.7,3.7,26.9,1.9784204868474028e-05
452,1.84087,10.0,0.0002794470007429,1.6,3.7,27.0,1.863950812667992e-05
453,1.78064,10.0,0.0002846296884039,1.6,3.7,27.1,1.8799071267132303e-05
454,1.74112,10.0,0.0002890445736066,1.4,3.7,26.34117647058824,1.851900138433239e-05
455,1.71554,13.27777777777778,0.000293785437961,1.4,3.6,26.34117647058824,1.837084937325773e-05
456,1.69872,13.27777777777778,0.0003001597483364,1.4,3.8631578947368426,26.34117647058824,1.825091937120907e-05
457,34.48074,516.0,0.0017243209423744,15.0,2.4,21.0,0.000464542296822
458,33.51459,501.0,0.0016511672296256,16.0,2.4,21.1,0.0004330794272985
459,32.42333,486.0,0.0016181223344664,16.0,2.4,21.2,0.0004061197825308
460,31.2321,471.0,0.0015462985655082,16.0,2.4,21.3,0.0003927168212454
461,30.01324,454.0,0.0014952412036331,15.0,2.5,21.4,0.0003848467286878
462,28.77847,437.0,0.0014446320978178,14.0,2.5,21.5,0.000377592278878
463,27.57103,422.0,0.0013884309781783,11.0,2.5,21.6,0.0003776615922064
464,26.41454,410.0,0.0013093042373231,11.0,2.5,21.7,0.000380005044207
465,25.26628,401.0,0.0012767335954407,11.0,2.5,21.7,0.0003865117868079
466,24.21777,393.0,0.0012315962320382,11.0,2.5,21.8,0.0003944435722781
467,23.29681,385.0,0.0012210461013245,10.0,2.5,21.9,0.0003847477353356
468,22.45996,377.0,0.0012093277867504,9.4,2.5,21.9,0.0003774000527118
469,21.70274,369.0,0.0012149267188712,9.6,2.5,22.0,0.0003811841263468
470,21.02107,362.0,0.0012215824882557,9.3,2.6,22.0,0.0003894355570326
471,20.31357,353.0,0.0012151292852691,9.2,2.6,22.1,0.0003915029378511
472,19.72662,343.0,0.0012275715961061,9.0,2.6,22.2,0.0003904565076771
473,19.0872,331.0,0.0012255713405108,8.7,2.6,22.2,0.0003886220404404
474,18.50751,320.0,0.0012111396399792,8.7,2.6,21.68235294117647,0.000382941536067
475,17.9654,407.27777777777777,0.0012227770840623,7.8,2.6,21.68235294117647,0.0003821458133946
476,17.39161,407.27777777777777,0.001143014593211,9.7,2.5105263157894737,21.68235294117647,0.0003538884145592
477,61.26608,1010.0,0.0010023890835006,48.0,2.5,20.9,0.0013362744954343
478,57.95938,956.0,0.0009429192387755,48.0,2.5,21.0,0.001244920326093
479,53.65866,925.0,0.0009330579309718,46.0,2.5,21.0,0.0011737673898517
480,48.7283,890.0,0.0009070991931702,41.0,2.5,21.1,0.0010945831309208
481,43.59694,844.0,0.000880168108673,37.0,2.6,21.1,0.0010262477658592
482,38.75246,814.0,0.0008589871670184,34.0,2.6,21.2,0.0009778314905111
483,34.35279,785.0,0.0008228472973807,32.0,2.6,21.3,0.0009340173342559
484,30.73714,756.0,0.0007847034294682,29.0,2.6,21.3,0.0008915014295902
485,27.92212,733.0,0.0007359414503101,25.0,2.6,21.4,0.0008476566184289
486,25.87649,698.0,0.0007002175300404,22.0,2.7,21.4,0.0008041987818738
487,24.53681,665.0,0.0006930871853187,21.0,2.7,21.5,0.0007795710017431
488,23.64551,635.0,0.000661694819693,23.0,2.7,21.5,0.0007585998302694
489,23.11272,608.0,0.0006451485181901,22.0,2.7,21.6,0.000743658936472
490,22.8023,591.0,0.0006343494097942,20.0,2.7,21.6,0.0007325279994959
491,22.66115,576.0,0.0006089756978881,21.0,2.8,21.7,0.0007183543957098
492,22.54392,568.0,0.0005710955167187,22.0,2.8,21.7,0.0007025079646656
493,22.42273,558.0,0.0005264993201863,19.0,2.8,21.8,0.0006824121900393
494,22.17224,548.0,0.0005024820678084,18.0,2.8,21.358823529411765,0.0006718470775506
495,21.76009,731.1111111111111,0.0005242831353449,19.0,2.8,21.358823529411765,0.0006948683540909
496,21.32265,731.1111111111111,0.0004954664664967,21.0,2.6578947368421053,21.358823529411765,0.0006686727103556
497,17.73166,488.0,0.0015211536543311,42.0,3.0,20.7,0.0008463987812634
498,16.46107,456.0,0.0014347331584528,41.0,3.0,20.8,0.0008147778711529
499,15.2779,430.0,0.0013661498393772,40.0,3.0,20.9,0.0007745967461908
500,14.13564,404.0,0.0012826699471894,38.0,3.0,20.9,0.0007292945702266
501,13.0694,378.0,0.0012038198511281,35.0,3.0,21.0,0.000688332932238
502,12.06796,351.0,0.0011321010973649,32.0,3.0,21.1,0.0006505031547898
503,11.13369,326.0,0.0010609901938044,30.0,3.1,21.2,0.0006159847410615
504,10.27984,303.0,0.0010045417591894,28.0,3.1,21.3,0.0005914557603993
505,9.48737,284.0,0.0009545738762298,27.0,3.1,21.3,0.0005698210641488
506,8.74666,265.0,0.0009093193619982,27.0,3.1,21.4,0.0005515185943068
507,8.07636,248.0,0.0008808829308522,25.0,3.2,21.5,0.0005355729475123
508,7.45092,232.0,0.000849696671484,25.0,3.2,21.6,0.0005136134779359
509,6.89655,215.0,0.0008312230629121,24.0,3.2,21.7,0.0004915511716473
510,6.4247,202.0,0.0008076662063738,23.0,3.2,21.8,0.0004691711355973
511,6.03612,189.0,0.0007958814702647,22.0,3.2,21.9,0.0004485606855901
512,5.70843,178.0,0.000775300093782,21.0,3.3,22.0,0.0004286781206608
513,5.43661,168.0,0.0007597813228529,20.0,3.3,22.1,0.0004092817403128
514,5.19517,160.0,0.0007441766434307,19.0,3.3,21.36470588235294,0.000389892033601
515,4.99623,293.1666666666667,0.0007441766434307,18.0,3.3,21.36470588235294,0.0003810056054848
516,4.80905,293.1666666666667,0.0007229105796279,17.0,3.136842105263158,21.36470588235294,0.0003622341591605
517,30.25295,886.0,0.0009897649982702,62.0,2.7,22.6,0.000468225454206
518,29.96323,844.0,0.0009820552873251,60.0,2.7,22.7,0.0004627278981056
519,29.66563,803.0,0.001039924669614,64.0,2.7,22.7,0.0004591649225337
520,29.32496,771.0,0.0010310505034626,58.0,2.7,22.8,0.0004370184064438
521,28.99232,732.0,0.0010121645849076,56.0,2.8,22.9,0.0004155220696092
522,28.62954,692.0,0.0010000887525904,49.0,2.8,23.0,0.0004033260670529
523,28.24874,658.0,0.0009959306497912,43.0,2.8,23.1,0.0003985761351774
524,27.87962,635.0,0.0009744533642754,40.0,2.8,23.1,0.0003972230487705
525,27.51473,618.0,0.0009731589632315,42.0,2.8,23.2,0.0004008080706565
526,27.1137,606.0,0.0009829283924721,40.0,2.8,23.3,0.0004038285317781
527,26.69589,597.0,0.0009928917306947,42.0,2.8,23.3,0.0004001731509471
528,26.25209,589.0,0.0009733507067928,38.0,2.8,23.4,0.0003955600678027
529,25.8096,580.0,0.0009485402743126,36.0,2.8,23.4,0.0003878811386735
530,25.35951,567.0,0.0009331254422308,34.0,2.8,23.4,0.0003792844691915
531,24.894,564.0,0.0009035415720211,31.0,2.8,23.5,0.0003676449899034
532,24.44481,554.0,0.0008482136595082,30.0,2.8,23.5,0.0003476362140148
533,24.02883,538.0,0.0008341482662428,29.0,2.8,23.6,0.0003328063097544
534,23.60972,529.0,0.0007942510461471,30.0,2.8,23.147058823529413,0.0003145325937662
535,23.15696,653.5,0.000778186935135,31.0,2.9,23.147058823529413,0.0003034632063461
536,22.63844,653.5,0.0007379556870946,29.0,2.784210526315789,23.147058823529413,0.0002841226979816
537,1.42156,9.0,0.0002162088466846,0.46,3.8,26.7,5.46631527905861e-06
538,1.35817,10.0,0.0002025385941992,0.48,3.8,26.8,5.32241467053807e-06
539,1.30366,10.0,0.0001956324842462,0.47,3.7,26.9,5.11994546815612e-06
540,1.25987,10.0,0.0001920706463746,0.42,3.7,26.9,4.829204823133822e-06
541,1.22929,10.0,0.0001911636880233,0.32,3.7,27.0,4.48112828835463e-06
542,1.21015,11.0,0.000190635704925,0.4,3.6,27.1,4.384559458918191e-06
543,1.19311,11.0,0.0001874348525324,0.39,3.6,27.1,4.225781677745564e-06
544,1.16771,11.0,0.0001886995247747,0.39,3.5,27.1,4.0685014191175845e-06
545,1.1307,12.0,0.0001893251905837,0.4,3.5,27.2,3.884056867891724e-06
546,1.0921,12.0,0.0001901024415054,0.25,3.5,27.2,3.613320047464094e-06
547,1.06236,11.0,0.0001917372359221,0.27,3.4,27.2,3.5841504011404824e-06
548,1.05088,11.0,0.0001961176809522,0.29,3.4,27.2,3.496854065524816e-06
549,1.05553,11.0,0.0002019820126388,0.27,3.4,27.3,3.5276881537666205e-06
550,1.0739,11.0,0.0002106270350343,0.3,3.4,27.3,3.587110609018482e-06
551,1.08745,11.0,0.0002191771226737,0.3,3.3,27.3,3.674482213783672e-06
552,1.0711,11.0,0.0002281492141444,0.35,3.3,27.3,3.760701332051808e-06
553,1.02885,10.0,0.0002314572355256,0.28,3.3,27.3,3.76100333841361e-06
554,0.981,10.0,0.0002360227803528,0.28,3.2,27.11176470588235,3.817685314936582e-06
555,0.93593,10.666666666666666,0.0002486828985663,0.27,3.2,27.11176470588235,4.042255039344616e-06
556,0.89998,10.666666666666666,0.0002525156368751,0.21,3.4894736842105263,27.11176470588235,4.123269029523049e-06
557,4.59768,118.0,0.0006253894153422,6.3,2.7,22.6,0.0002231873006425
558,4.45131,109.0,0.0005998348743539,6.3,2.7,22.7,0.0002098281689755
559,4.3014,101.0,0.0005775636663204,6.3,2.7,22.8,0.0001992370786919
560,4.1534,96.0,0.000554059253559,6.3,2.7,22.9,0.0001912823613477
561,4.00269,91.0,0.000531552847373,6.3,2.8,23.0,0.0001836666342549
562,3.85231,86.0,0.0005121154618495,6.3,2.8,23.1,0.0001742467546541
563,3.69864,82.0,0.0004724979040745,6.3,2.8,23.2,0.000165165196557
564,3.54127,78.0,0.0004485652086239,6.3,2.8,23.3,0.0001543228928752
565,3.38012,75.0,0.0004335327448902,6.3,2.8,23.3,0.0001458614842621
566,3.21807,72.0,0.0004230000279339,6.3,2.8,23.4,0.0001396698205442
567,3.05891,70.0,0.0004167821664415,6.3,2.8,23.4,0.0001336848458397
568,2.90359,67.0,0.0004185235419492,6.3,2.8,23.5,0.0001298198023638
569,2.75334,65.0,0.000420193747517,4.3,2.8,23.5,0.0001260581242551
570,2.60826,63.0,0.0004180428814076,4.3,2.8,23.6,0.0001223999427544
571,2.47048,62.0,0.0004252277010779,4.3,2.8,23.6,0.0001206978190832
572,2.33971,61.0,0.0004304084484599,4.3,2.8,23.7,0.0001172176200061
573,2.21727,59.0,0.0004481128666213,4.3,2.8,23.7,0.000117448936816
574,2.10655,58.0,0.0004510615993253,4.3,2.8,23.25294117647059,0.0001141025389597
575,2.00857,78.5,0.0005330727992027,4.3,2.8,23.25294117647059,0.0001105368346172
576,1.9276,78.5,0.0005105593751031,4.3,2.7789473684210524,23.25294117647059,0.0001041957908373
577,38.81791,1420.0,0.0021748340452051,30.0,2.6,21.0,0.0008595340990283
578,37.97506,1410.0,0.002158958203332,32.0,2.6,21.1,0.0008587418551562
579,37.18362,1400.0,0.0021440950912336,33.0,2.6,21.2,0.0008532284645455
580,36.42049,1370.0,0.0020897031011669,36.0,2.6,21.3,0.0008418955971707
581,35.69226,1350.0,0.001995129514144,35.0,2.6,21.3,0.0008052624549952
582,34.96013,1330.0,0.0019044411572041,31.0,2.6,21.4,0.0007682440952537
583,34.26513,1340.0,0.0018905674241407,32.0,2.6,21.5,0.0007481639203416
584,33.5553,1300.0,0.001881209562011,33.0,2.6,21.5,0.000736521311018
585,32.89522,1310.0,0.0018458488724092,30.0,2.7,21.6,0.0007163246561755
586,32.21314,1270.0,0.0018137886273565,27.0,2.7,21.6,0.0006959875336037
587,31.55504,1240.0,0.0017775941569108,25.0,2.7,21.7,0.0006769122557823
588,30.92297,1210.0,0.0017366944435537,23.0,2.7,21.7,0.000659637167027
589,30.32831,1190.0,0.0016986696366355,23.0,2.7,21.8,0.0006427866491345
590,29.72517,1170.0,0.0016921500177067,23.0,2.8,21.8,0.0006312619199153
591,29.11503,1170.0,0.0016551720028562,22.0,2.8,21.8,0.0006175897229144
592,28.48228,1160.0,0.0016428725690059,23.0,2.8,21.9,0.0006055131876869
593,27.78634,1140.0,0.0016137575467442,25.0,2.8,21.9,0.0005930413444902
594,27.06125,1140.0,0.0015915885950504,24.0,2.8,21.53529411764706,0.0005816502753191
595,26.36816,1273.3333333333333,0.0016000351110075,23.0,2.8,21.53529411764706,0.0005792488148999
596,25.68752,1273.3333333333333,0.0015522402641562,22.0,2.6894736842105265,21.53529411764706,0.0005579348715201
597,2.17289,31.0,0.000329907986683,3.6,3.8,26.3,4.123849833538328e-05
598,2.10078,32.0,0.0002974845822957,4.1,3.8,26.3,4.193873852579268e-05
599,2.03348,28.0,0.0002669643802179,4.0,3.8,26.4,4.089282847503096e-05
