,Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%),"Medical doctors (per 10,000)","Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude","Nursing and midwifery personnel (per 10,000)",Out-of-pocket expenditure (OOP) per capita in PPP int$,per_capita-Parkinson's Disease
2716,1.37,19.292,31.4,35.568,86.89,2.8286644654850243e-05
2717,1.08,16.439,32.0,35.968,90.04,2.8302612072560825e-05
2718,1.18,16.975,32.6,39.512,94.05,2.964945925129239e-05
2719,1.31,17.209,33.1,40.568,91.49,3.0155233899727293e-05
2720,1.61,17.269,33.6,43.959,105.18,2.9993364129095043e-05
2721,1.9,17.095,34.1,44.721,123.29,2.9203388452727363e-05
2722,2.08,17.229,34.5,47.534,138.77,2.931126476617063e-05
2723,2.04,18.764,35.0,38.869400000000006,129.3,2.9419096142826906e-05
2724,2.0,18.764,35.3,38.869400000000006,143.16,2.9648493700475312e-05
2725,2.1,18.764,35.7,38.869400000000006,140.8,2.8576303749577112e-05
2726,1.96,18.764,36.0,38.869400000000006,164.13,2.656887745311921e-05
2727,1.94,18.764,36.4,38.869400000000006,178.61,2.482816791118335e-05
2728,0.75,0.41575,13.9,4.3998333333333335,14.07,1.168719143144958e-05
2729,1.09,0.41575,14.2,4.3998333333333335,19.67,1.1513789006287109e-05
2730,1.33,0.233,14.4,3.762,23.95,1.1615713533781547e-05
2731,1.49,0.41575,14.7,4.3998333333333335,27.19,1.1768351113672768e-05
2732,1.97,0.41575,14.9,4.3998333333333335,29.39,1.1922151433058823e-05
2733,2.31,0.41575,15.1,4.3998333333333335,31.45,1.2152319234383768e-05
2734,2.38,0.41575,15.4,2.387,33.44,1.2393522014939846e-05
2735,1.94,0.41575,15.7,4.3998333333333335,35.19,1.2619266028956163e-05
2736,2.26,0.41575,16.0,4.3998333333333335,33.88,1.2931090220216467e-05
2737,1.48,0.41575,16.3,4.3998333333333335,33.93,1.3155159848347316e-05
2738,1.45,0.41575,16.7,4.3998333333333335,33.62,1.336742153132598e-05
2739,1.29,0.41575,17.2,4.3998333333333335,30.33,1.3568324232418843e-05
2740,1.18,0.315,17.7,4.421,25.26,1.3829705546991688e-05
2741,1.19,0.41575,18.2,4.3998333333333335,23.85,1.403659682709927e-05
2742,1.2,0.603,18.8,4.314,22.72,1.406218266267539e-05
2743,1.26,0.41575,19.4,4.3998333333333335,21.49,1.4157842117642e-05
2744,1.61,0.41575,20.1,4.3998333333333335,20.89,1.4319224436711117e-05
2745,1.58,0.41575,20.8,5.843,21.39,1.462617794166175e-05
2746,1.56,0.512,21.5,5.672,21.95,1.5254810231417986e-05
2747,1.56,0.41575,22.3,4.3998333333333335,22.01,1.5308240974289544e-05
2748,1.71,4.581692307692308,29.3,20.31607692307692,77.42,2.9804082018766007e-05
2749,1.66,2.982,30.2,12.282,78.67,2.8342384728251035e-05
2750,2.08,2.964,31.0,13.217,76.09,2.922509245756523e-05
2751,2.05,4.581692307692308,31.9,20.31607692307692,78.1,2.959383488092982e-05
2752,2.01,2.911,32.8,14.879,79.65,3.2077034047686475e-05
2753,2.01,4.581692307692308,33.8,20.31607692307692,89.39,3.400000747252911e-05
2754,2.23,2.875,34.8,15.448,60.34,3.537552355156403e-05
2755,2.41,2.959,35.8,15.283,56.14,3.692219075269296e-05
2756,2.61,3.164,36.8,15.842,62.28,3.843979656420551e-05
2757,2.65,3.387,37.9,16.42,70.17,3.950566388380985e-05
2758,2.5,3.906,39.0,20.643,64.85,4.1485609317474894e-05
2759,2.73,4.581692307692308,40.1,20.31607692307692,62.75,4.231105468704568e-05
2760,2.68,4.581692307692308,41.2,20.31607692307692,70.32,4.309067099940308e-05
2761,2.62,4.581692307692308,42.3,20.31607692307692,66.72,4.44044993396406e-05
2762,2.79,4.581692307692308,43.4,20.31607692307692,73.33,4.639285177759706e-05
2763,2.75,4.651,44.5,23.683,72.6,4.875310090861335e-05
2764,2.85,4.45,45.6,27.724,70.77,5.177309176337017e-05
2765,2.77,8.075,46.7,29.573,79.46,5.403395322527707e-05
2766,2.69,8.05,47.8,27.593,72.52,5.69146001662046e-05
2767,2.72,9.188,48.9,31.522,63.4,5.890552892316306e-05
2768,0.29,0.5864444444444445,13.8,3.7295,28.15,1.0216685891397832e-05
2769,0.33,0.5864444444444445,14.1,3.7295,28.66,1.032219866726782e-05
2770,0.34,0.5864444444444445,14.4,3.7295,29.28,1.0420746151950015e-05
2771,0.38,0.5864444444444445,14.7,3.7295,30.7,1.069131518660769e-05
2772,0.44,0.446,15.0,3.543,30.86,1.0756146330917144e-05
2773,0.5,0.5864444444444445,15.4,3.7295,30.88,1.0849562762620666e-05
2774,0.56,0.5864444444444445,15.8,3.7295,32.1,1.1081934366987974e-05
2775,0.62,0.49,16.2,4.175,35.67,1.1088351488164344e-05
2776,0.61,0.574,16.7,2.985,36.18,1.1414152391473915e-05
2777,0.71,0.5864444444444445,17.3,3.7295,39.3,1.1553459418005411e-05
2778,1.15,0.506,18.0,3.7295,42.73,1.168926768863252e-05
2779,1.07,0.5864444444444445,18.7,3.7295,46.22,1.1665694279365026e-05
2780,1.21,0.5864444444444445,19.5,3.7295,47.19,1.1779833757814376e-05
2781,0.99,0.5864444444444445,20.3,3.7295,49.22,1.1881071314802684e-05
2782,1.03,0.5864444444444445,21.2,3.7295,52.18,1.1970551355433693e-05
2783,0.94,0.493,22.2,3.018,53.74,1.2314100121313747e-05
2784,0.98,0.462,23.2,3.169,57.19,1.2376019039473958e-05
2785,1.05,0.757,24.2,4.201,80.32,1.2554841115346976e-05
2786,1.02,0.774,25.3,4.102,83.04,1.3182583171114325e-05
2787,0.86,0.776,26.4,4.643,83.13,1.3228533159463531e-05
2788,1.57,10.062,39.9,25.994,359.37,3.3552355654969945e-05
2789,1.74,9.704,40.6,27.776,324.38,3.5226687738630786e-05
2790,1.97,8.252,41.3,29.87,422.46,3.612009208215475e-05
2791,1.9,8.087,42.1,31.007,403.09,3.86340916883581e-05
2792,1.86,20.80430769230769,42.8,35.656,498.59,3.873066694208474e-05
2793,2.15,20.80430769230769,43.5,35.656,487.31,3.962189392652969e-05
2794,1.86,12.222,44.3,35.537,565.72,3.969028616696326e-05
2795,1.92,11.792,45.0,35.743,605.8,4.136887162752442e-05
2796,1.75,20.80430769230769,45.8,35.656,529.53,4.385526787041256e-05
2797,2.61,15.081,46.6,34.719,779.28,4.3091077463935614e-05
2798,2.45,18.086,47.3,29.403,734.13,4.39492109895816e-05
2799,2.35,18.193,48.0,32.772,662.81,4.399167416833333e-05
2800,2.38,20.80430769230769,48.7,35.656,655.2,4.40319215122845e-05
2801,2.59,20.80430769230769,49.4,35.656,652.76,4.6522067375380034e-05
2802,2.62,20.80430769230769,50.0,35.656,661.68,4.90229721647564e-05
2803,3.13,26.498,50.7,34.832,687.9,5.0721430540682266e-05
2804,3.42,20.80430769230769,51.3,42.639,777.46,5.407712873388235e-05
2805,3.66,33.646,51.9,56.781,751.87,5.581969581549292e-05
2806,3.25,54.073,52.5,41.416,806.23,5.746145157477213e-05
2807,3.23,44.76,53.1,40.695,860.83,6.021110177243338e-05
2808,2.66,7.668,21.7,24.432111111111112,116.6,2.618851142607909e-05
2809,2.66,7.93,22.2,24.432111111111112,126.46,2.7368550309743307e-05
2810,2.78,8.068,22.8,24.432111111111112,138.63,2.852664218455996e-05
2811,2.81,8.234,23.5,20.788,151.85,2.9862468553954296e-05
2812,2.79,13.3,24.2,28.474,166.57,3.0866435988811825e-05
2813,2.74,9.322,25.0,24.432111111111112,176.96,3.175901499115391e-05
2814,2.81,10.753384615384617,25.7,24.432111111111112,192.07,3.253568813919895e-05
2815,2.9,10.242,26.5,24.432111111111112,211.14,3.338928568176368e-05
2816,2.94,11.074,27.3,21.757,221.14,3.42192334193758e-05
2817,3.12,10.753384615384617,28.2,21.528,236.27,3.502693859470579e-05
2818,3.28,12.22,29.0,22.412,251.6,3.591434940728497e-05
2819,3.63,10.753384615384617,29.8,24.432111111111112,269.28,3.650326563106526e-05
2820,3.76,10.753384615384617,30.6,24.432111111111112,276.6,3.736175684111471e-05
2821,4.05,10.753384615384617,31.3,24.432111111111112,274.05,3.820642785311345e-05
2822,3.96,12.769,32.1,26.511,270.26,3.9131353439229966e-05
2823,3.58,13.108,32.9,26.7,266.99,3.9955695385388994e-05
2824,3.61,12.834,33.7,26.583,272.81,4.077384812082854e-05
2825,3.84,13.025,34.4,25.136,280.72,4.158751384320991e-05
2826,3.83,10.753384615384617,35.2,24.432111111111112,293.69,4.247803876490605e-05
2827,3.98,10.753384615384617,36.0,24.432111111111112,299.35,4.250829065048115e-05
2828,2.84,13.479,37.9,17.575,126.72,2.3630129743225e-05
2829,3.29,13.99,39.0,17.806,106.33,2.569991180749264e-05
2830,3.54,14.114,40.2,17.48,96.71,2.8209946481701533e-05
2831,3.57,14.294,41.3,17.574,91.98,2.840593705629898e-05
2832,3.52,14.492,42.5,17.756,108.7,2.841641240377658e-05
2833,3.32,14.852,43.7,17.926,142.03,2.840087862191011e-05
2834,3.54,15.195,44.8,18.487,167.09,3.015213276899609e-05
2835,3.6,15.579,45.9,20.384,187.24,3.225985931919392e-05
2836,3.79,16.068,46.9,20.958,161.96,3.491048876795265e-05
2837,4.42,16.635,47.8,21.667,124.43,3.7197847238063096e-05
2838,3.92,17.068,48.6,22.829,148.71,3.8776866829160205e-05
2839,3.68,17.16,49.3,24.085,146.44,3.999464267255499e-05
2840,3.52,17.384,49.9,25.234,147.08,4.071500718801069e-05
2841,3.42,17.619,50.4,25.416,166.02,4.1898772565481794e-05
2842,3.36,17.56,50.8,25.284,184.69,4.24776504093537e-05
2843,3.22,17.988,51.2,26.218,179.7,4.226697566798787e-05
2844,3.36,18.142,51.6,25.731,187.05,4.314982241791894e-05
2845,3.25,18.492,51.8,27.107,202.83,4.4154017567057385e-05
2846,3.19,18.597,52.0,29.979,201.57,4.44150733011276e-05
2847,3.38,19.275,52.3,30.454,200.44,4.465450028938164e-05
2848,3.21,27.475,36.5,80.118,87.32,1.2541372276954544e-05
2849,2.82,27.681,37.3,79.645,154.04,1.2599604372422706e-05
2850,2.43,70.946,38.1,67.833,154.26,1.332558376606316e-05
2851,2.71,26.651,39.0,72.106,230.11,1.4047009194206488e-05
2852,2.42,26.13,39.8,52.332,386.07,1.4972427948445374e-05
2853,2.02,25.038,40.6,49.465,411.24,1.5865681993844544e-05
2854,1.55,23.923,41.4,47.87,423.59,1.610335301473838e-05
2855,1.39,23.414,42.1,46.034,270.79,1.612824848059332e-05
2856,0.95,23.026,42.9,45.411,396.78,1.573716613394979e-05
2857,1.17,22.911,43.6,45.03,307.08,1.494405090639763e-05
2858,1.2,22.743,44.4,45.135,348.02,1.4774588355681416e-05
2859,1.27,22.841,45.1,45.136,381.45,1.5607794532589574e-05
2860,1.28,22.375,45.8,44.963,393.22,1.6024284110161613e-05
2861,1.47,22.125,46.5,44.453,438.61,1.6624160968816986e-05
2862,1.48,22.247,47.0,44.273,505.9,1.7401583892165864e-05
2863,1.51,27.30173333333333,47.5,53.98693333333333,612.8,1.7968345891423022e-05
2864,1.23,27.30173333333333,48.0,53.98693333333333,699.2,1.852090887769529e-05
2865,1.55,27.30173333333333,48.4,53.98693333333333,716.49,1.868712832469708e-05
2866,1.2,27.30173333333333,48.7,53.98693333333333,767.11,1.962148474093193e-05
2867,1.18,27.30173333333333,49.1,53.98693333333333,816.91,1.974321751925375e-05
2868,1.26,1.6115000000000002,13.4,13.001444444444443,21.03,9.934954434041129e-06
2869,1.34,1.6115000000000002,13.7,13.001444444444443,21.55,9.882542739364704e-06
2870,1.45,1.6115000000000002,13.9,13.001444444444443,23.1,9.854893563223264e-06
2871,1.46,1.6115000000000002,14.2,13.001444444444443,22.24,9.687727685345036e-06
2872,1.36,0.824,14.4,7.072,20.09,9.583728371434469e-06
2873,1.0,1.214,14.7,13.591,36.41,9.432828156921124e-06
2874,0.94,1.6115000000000002,15.0,13.001444444444443,51.09,9.34723306836039e-06
2875,0.91,1.6115000000000002,15.2,13.001444444444443,52.85,9.153209191143791e-06
2876,0.89,1.6115000000000002,15.6,13.001444444444443,54.18,9.0538208845634e-06
2877,0.81,1.6115000000000002,15.9,13.001444444444443,50.51,9.020821353198584e-06
2878,1.06,1.6115000000000002,16.3,13.001444444444443,52.81,9.04227298550284e-06
2879,0.91,1.6115000000000002,16.7,13.001444444444443,53.5,9.04304164236891e-06
2880,0.92,0.975,17.1,11.811,51.21,9.059674879768358e-06
2881,0.97,1.6115000000000002,17.6,13.209,55.28,9.117468822828807e-06
2882,0.95,1.6115000000000002,18.1,12.296,48.84,9.082149652444297e-06
2883,0.77,0.954,18.6,15.565,44.74,9.013229618433937e-06
2884,0.78,1.6115000000000002,19.2,16.401,43.83,8.962712218181888e-06
2885,0.64,1.68,19.8,14.686,33.22,8.90561798088099e-06
2886,0.68,4.022,20.4,12.382,32.83,9.34856756631748e-06
2887,0.58,1.6115000000000002,21.1,13.001444444444443,35.34,9.056962167179446e-06
2888,2.51,30.295,34.2,65.953,109.83,5.881005665844931e-05
2889,2.8,30.279,35.0,65.732,125.38,5.926866711508825e-05
2890,3.07,30.188,35.7,65.594,135.74,6.126081584257968e-05
2891,3.65,30.096,36.4,65.799,151.74,6.281064415944924e-05
2892,3.4,30.161,37.2,66.006,167.22,6.49820269944726e-05
2893,3.73,30.181,37.9,66.407,168.64,6.83568919718344e-05
2894,3.88,30.838,38.8,66.503,181.19,6.859667420672386e-05
2895,3.56,30.885,39.7,66.468,191.09,7.174967079816908e-05
2896,3.19,31.177,40.7,66.081,190.11,7.381351353889857e-05
2897,3.85,34.904,41.8,75.44,193.54,7.153110883328013e-05
2898,3.69,34.83,42.9,74.719,235.49,7.257418795076476e-05
2899,3.42,34.842,44.1,74.711,281.79,7.20288253554227e-05
2900,3.74,34.91,45.4,75.132,293.08,7.346045611385403e-05
2901,3.34,34.965,46.7,75.702,359.09,7.394577244211567e-05
2902,3.45,29.923,48.0,66.61,354.66,7.093926018886009e-05
2903,3.68,31.898266666666665,49.3,69.1238,364.0,7.928012465226042e-05
2904,3.64,31.898266666666665,50.7,69.1238,388.55,7.995626374076753e-05
2905,3.51,31.898266666666665,52.1,69.1238,414.76,8.029959853884198e-05
2906,3.49,31.898266666666665,53.5,69.1238,459.96,8.255572258035761e-05
2907,3.18,31.898266666666665,54.9,69.1238,463.73,8.367508046901352e-05
2908,1.63,18.015,19.0,34.01,513.52,8.38692422600338e-06
2909,1.91,19.829,19.5,37.182,362.51,8.5613228365611e-06
2910,1.66,20.027,19.9,37.976,728.17,8.431470971288593e-06
2911,1.62,20.763,20.4,39.548,721.07,8.843154594420773e-06
2912,1.41,19.176,20.8,33.515,762.68,9.467882001530726e-06
2913,1.32,15.193,21.3,29.999,683.0,9.543381029030964e-06
2914,1.33,13.298,21.6,27.999,661.01,9.376654100387396e-06
2915,1.51,14.053,22.0,29.802,645.32,8.775855865343267e-06
2916,1.87,16.405,22.4,28.181,586.91,8.655387686715646e-06
2917,2.98,15.177,23.0,29.243,444.49,8.752751646298805e-06
2918,2.75,14.195,23.6,26.529,451.62,9.044148104557588e-06
2919,2.66,14.369,24.6,28.558,419.42,9.322806848533911e-06
2920,2.48,14.767,25.5,30.099,396.19,9.78488863197284e-06
2921,2.59,17.413,26.3,33.402,433.79,1.0047548653884236e-05
2922,2.58,19.953,27.1,39.589,475.92,9.593510523103927e-06
2923,2.55,22.111,27.7,49.828,413.75,1.0381053884590364e-05
2924,2.5,23.71,28.7,55.311,416.82,1.1134576199472222e-05
2925,2.23,24.356,29.6,56.829,311.38,1.218613497791263e-05
2926,2.14,25.278,30.3,57.271,361.05,1.3503554975524806e-05
2927,2.24,26.011,31.0,57.461,374.77,1.4159626185868694e-05
2928,5.52,19.913,45.1,85.965,337.35,8.823136326350397e-05
2929,5.79,20.416,46.7,88.136,376.25,9.015620248399284e-05
2930,6.15,21.146,48.4,91.258,398.48,9.345399244851474e-05
2931,6.37,22.04,49.9,93.744,405.9,9.601558715437146e-05
2932,6.73,23.357,51.4,95.31,408.52,9.61631981611175e-05
2933,6.86,24.12,52.8,96.49,385.02,9.729307358623162e-05
2934,7.06,24.59,54.2,94.788,397.99,9.850968681873994e-05
2935,7.06,24.844,55.4,91.17,469.76,0.0001004093763745
2936,7.39,25.543,56.6,91.06,459.76,0.0001024778318889
2937,8.18,26.279,57.7,89.107,449.69,0.0001025052112326
2938,8.08,26.265,58.7,87.953,489.55,0.0001034508509337
2939,8.07,26.603,59.6,85.826,508.57,0.0001040537583439
2940,8.05,26.667,60.3,83.211,554.56,0.0001068882404853
2941,7.97,26.774,61.0,83.189,638.43,0.0001092978475343
2942,7.96,27.149,61.6,83.224,656.96,0.0001104278532586
2943,7.92,27.465,62.1,82.991,680.54,0.000113296945161
2944,7.93,27.563,62.5,82.751,712.52,0.000114076535391
2945,7.81,27.828,63.0,82.245,755.72,0.0001153012688759
2946,7.86,28.044,63.3,84.475,821.12,0.0001195779763583
2947,8.07,29.093,63.7,85.912,868.6,0.0001208193981977
2948,5.54,25.942,73.0,142.86300000000003,686.62,6.819245772847287e-05
2949,5.97,26.39633333333333,73.7,142.86300000000003,705.29,7.044299686186656e-05
2950,6.32,26.39633333333333,74.3,142.86300000000003,762.6,7.264321195587396e-05
2951,6.52,26.39633333333333,75.0,142.86300000000003,811.12,7.426812588665712e-05
2952,6.61,27.147,75.7,142.86300000000003,852.26,7.480743756141703e-05
2953,6.63,26.39633333333333,76.3,142.86300000000003,898.34,7.693916310315434e-05
2954,6.81,26.39633333333333,77.0,142.86300000000003,933.97,7.784168813801852e-05
2955,6.92,26.39633333333333,77.5,142.86300000000003,976.17,7.860271750733099e-05
2956,7.25,26.39633333333333,78.1,142.86300000000003,988.04,8.006246297985832e-05
2957,7.88,26.39633333333333,78.6,142.86300000000003,968.02,8.064974246804368e-05
2958,7.94,26.39633333333333,79.1,125.927,975.36,8.209689848693362e-05
2959,7.93,26.39633333333333,79.5,142.86300000000003,995.65,8.398301891198695e-05
2960,7.9,26.39633333333333,79.8,142.86300000000003,1028.72,8.533126360597296e-05
2961,7.95,26.39633333333333,80.0,142.86300000000003,1044.28,8.693947580071854e-05
2962,8.24,26.39633333333333,80.2,142.86300000000003,1066.67,8.823800561538368e-05
2963,8.45,26.39633333333333,80.4,142.86300000000003,1102.62,9.020979670016716e-05
2964,8.56,26.39633333333333,80.5,142.86300000000003,1137.02,9.146334264340057e-05
2965,8.51,26.39633333333333,80.5,145.812,1151.94,9.146954543823268e-05
2966,8.47,26.1,80.5,156.85,1188.61,9.531861706775515e-05
2967,8.52,26.39633333333333,80.5,142.86300000000003,1235.34,9.646071961140252e-05
2968,3.83,41.425,46.1,53.8648,258.25,7.764474300055936e-05
2969,4.4,41.425,46.9,53.8648,257.67,7.86087854292736e-05
2970,4.64,37.234,47.8,8.659,215.12,8.082443390504794e-05
2971,5.04,41.425,48.6,53.8648,216.16,8.367549535431804e-05
2972,4.34,41.425,49.5,53.8648,229.0,8.500935256324681e-05
2973,3.5,41.425,50.4,53.8648,253.15,8.545409047903603e-05
2974,3.69,41.425,51.3,29.915,248.04,8.559270040995847e-05
2975,3.64,41.425,52.1,53.8648,257.65,8.966481827015217e-05
2976,4.58,39.51,53.1,58.664,277.49,8.793891866167311e-05
2977,4.72,41.425,54.0,53.8648,277.15,8.804513983238027e-05
2978,4.75,41.425,54.9,53.8648,295.89,9.027359563972474e-05
2979,4.89,41.425,55.9,53.8648,302.07,9.52083021639487e-05
2980,5.18,41.425,56.8,53.8648,294.4,9.679380326674563e-05
2981,5.39,41.425,57.8,53.8648,298.54,9.685783555825607e-05
2982,5.5,41.425,58.7,53.8648,301.27,9.75105701458038e-05
2983,5.67,41.425,59.7,53.8648,308.17,9.96441238543544e-05
2984,6.03,39.558,60.5,53.8648,320.24,0.0001005665147525
2985,6.11,49.398,61.4,53.8648,334.89,0.000101483625126
2986,6.23,41.425,62.2,99.913,350.65,0.0001026740488811
2987,6.23,41.425,63.0,72.173,357.14,0.0001033011678951
2988,2.13,29.628,34.7,109.024,96.73,1.6492411494052748e-05
2989,2.16,29.09,35.4,108.773,104.1,1.6908152393768718e-05
2990,2.05,28.456,36.0,108.396,108.72,1.7512240667065376e-05
2991,2.01,27.816,36.6,107.753,109.81,1.812085990289989e-05
2992,1.91,27.21,37.2,106.905,112.2,1.857766927606782e-05
2993,1.92,26.701,37.8,109.794,116.71,1.910332100873975e-05
2994,2.04,26.515,38.2,107.864,122.8,1.85002393095472e-05
2995,1.9,26.329,38.7,108.724,135.18,1.8131953798156863e-05
2996,2.03,26.048,39.1,111.342,146.36,1.8431139908223163e-05
2997,2.12,25.706,39.5,111.73,161.42,1.822067138428707e-05
2998,2.26,25.432,39.9,113.794,146.36,1.8266158965536817e-05
2999,2.22,25.036,40.3,114.244,155.67,1.855762462404812e-05
3000,2.48,24.451,40.6,113.964,166.44,1.866579700487917e-05
3001,2.55,24.044,40.8,113.259,179.89,1.849161715681548e-05
3002,2.44,23.742,41.0,112.804,132.1,1.842396240599113e-05
3003,2.48,26.4136,41.2,110.558,155.0,1.8458940774608388e-05
3004,2.16,26.4136,41.3,110.558,177.43,1.838932952029568e-05
3005,2.11,26.4136,41.4,110.558,190.12,1.832002974231617e-05
3006,2.02,26.4136,41.5,110.558,224.7,1.8387259209260456e-05
3007,2.34,26.4136,41.6,110.558,241.13,1.7956073371156392e-05
3008,3.36,18.387500000000003,43.1,17.374666666666666,355.78,2.038926729401477e-05
3009,3.53,19.475,43.7,11.361,397.19,2.1389141714135884e-05
3010,3.55,18.387500000000003,44.5,17.374666666666666,351.95,2.285901740286344e-05
3011,3.78,18.387500000000003,45.3,17.374666666666666,264.36,2.362964940852136e-05
3012,3.67,18.387500000000003,46.2,17.374666666666666,259.53,2.292747657703295e-05
3013,2.81,18.387500000000003,47.2,17.374666666666666,302.48,2.3586048076913945e-05
3014,4.6,18.387500000000003,48.2,17.374666666666666,338.75,2.4881576565330013e-05
3015,4.02,18.387500000000003,49.3,17.374666666666666,405.94,2.5938066506585888e-05
3016,2.55,18.387500000000003,50.5,17.374666666666666,433.25,2.703028482197264e-05
3017,2.59,18.387500000000003,51.8,17.374666666666666,508.56,2.7261020052922927e-05
3018,2.59,18.387500000000003,53.1,17.374666666666666,439.74,2.6301069072337782e-05
3019,3.08,18.387500000000003,54.4,17.374666666666666,436.83,2.6957841265283103e-05
3020,2.85,18.387500000000003,55.7,17.374666666666666,343.93,2.7880837443379973e-05
3021,2.16,18.387500000000003,57.0,17.374666666666666,326.38,2.800511780351047e-05
3022,1.99,18.387500000000003,58.3,17.374666666666666,311.47,2.913211312848204e-05
3023,1.97,18.387500000000003,59.6,17.374666666666666,186.1,3.0025147341835108e-05
3024,1.85,18.387500000000003,60.8,17.374666666666666,157.35,3.126652611105331e-05
3025,2.79,17.3,62.1,20.1,160.75,3.234346593511708e-05
3026,3.21,18.387500000000003,63.3,20.663,105.63,3.397227357213736e-05
3027,2.47,18.387500000000003,64.5,17.374666666666666,71.0,3.623498142592909e-05
3028,1.33,6.880166666666667,20.9,11.054083333333333,35.84,2.730557019486629e-05
3029,1.2,5.242,21.5,7.332,38.65,2.805154982194621e-05
3030,1.31,5.514,22.0,7.581,38.76,2.889562781092433e-05
3031,1.21,6.880166666666667,22.7,11.054083333333333,42.58,2.9916184135547192e-05
3032,1.35,6.880166666666667,23.4,11.054083333333333,52.84,3.100088914005261e-05
3033,1.47,6.139,24.2,8.31,56.23,3.212321365556865e-05
3034,1.53,6.239,25.2,8.797,65.09,3.326292466447151e-05
3035,1.52,6.415,26.2,9.5,71.79,3.4443361982813274e-05
3036,1.53,6.648,27.2,10.207,71.95,3.5587692597257415e-05
3037,1.51,6.982,28.3,11.081,77.96,3.6612312304040025e-05
3038,1.86,7.1,29.5,12.327,94.07,3.753441622394216e-05
3039,1.78,6.880166666666667,30.7,11.054083333333333,99.39,3.847623847104352e-05
3040,2.1,8.209,31.8,14.524,129.1,3.937967699224233e-05
3041,2.39,6.880166666666667,33.0,11.054083333333333,140.11,4.011771207152553e-05
3042,1.94,7.83,34.2,14.299,138.62,4.086839144837151e-05
3043,1.91,7.963,35.4,14.228,149.99,4.135716274685838e-05
3044,2.14,8.281,36.6,14.463,165.8,4.196889590437323e-05
3045,2.17,6.880166666666667,37.8,11.054083333333333,191.19,4.247081119665358e-05
3046,2.1,6.880166666666667,39.0,11.054083333333333,220.23,4.343794769060284e-05
3047,2.3,6.880166666666667,40.3,11.054083333333333,240.05,4.350591435273905e-05
3048,3.18,0.7885,18.8,7.861857142857143,31.28,1.130962127848212e-05
