,Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%),"Medical doctors (per 10,000)","Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude","Nursing and midwifery personnel (per 10,000)",Out-of-pocket expenditure (OOP) per capita in PPP int$,per_capita-Parkinson's Disease
397,3.47,20.51725,41.9,37.709,276.34,2.464274876823688e-05
398,3.51,20.51725,42.8,29.897,299.34,2.5471060313502907e-05
399,3.69,20.51725,43.8,33.77,302.94,2.6441758809884715e-05
400,3.51,20.51725,44.7,36.596,282.76,2.740814412182828e-05
401,3.47,20.51725,45.7,37.286,300.14,2.827518800721065e-05
402,3.35,20.51725,46.7,66.32766666666667,316.79,2.867300871219237e-05
403,3.54,20.51725,47.7,66.32766666666667,330.12,2.9691489287916502e-05
404,3.48,20.51725,48.7,66.32766666666667,340.65,3.066235387372069e-05
405,3.5,20.51725,49.7,66.32766666666667,329.39,3.16996935641962e-05
406,3.71,20.51725,50.8,66.32766666666667,347.66,3.292756483187942e-05
407,3.58,20.51725,51.8,66.32766666666667,333.85,3.42759121320956e-05
408,3.47,18.491,52.9,66.32766666666667,343.2,3.55945926028056e-05
409,3.35,20.51725,53.9,66.32766666666667,345.51,3.6394677080875264e-05
410,3.55,18.82,55.0,75.635,350.37,3.746311967202407e-05
411,3.7,20.51725,56.1,87.88,371.92,3.848715239949339e-05
412,3.85,20.51725,57.2,91.081,324.56,3.977940462320036e-05
413,3.95,20.51725,58.2,93.51,319.21,4.116012545800198e-05
414,3.95,21.652,59.3,97.37,336.6,4.1510478297490814e-05
415,3.89,20.51725,60.3,101.19,357.18,4.270176899835317e-05
416,3.91,23.106,61.4,74.008,372.65,4.334801110405263e-05
417,2.15,10.084,39.6,38.896,296.95,1.537056904920734e-05
418,2.12,13.532866666666669,40.6,61.30017647058824,324.14,1.8036758914668093e-05
419,2.12,11.534,41.7,61.13,325.92,1.7647629776257466e-05
420,2.16,13.532866666666669,42.8,61.30017647058824,357.77,2.015780683061683e-05
421,2.12,12.883,43.9,53.561,352.9,1.9756989034871087e-05
422,1.87,10.682,45.0,54.944,304.09,1.938467502976932e-05
423,1.64,10.775,46.0,53.2,247.63,1.9031099535369297e-05
424,1.71,10.48,47.2,51.067,222.82,2.135742450817856e-05
425,1.69,14.866,48.3,51.16,168.18,2.097694895521684e-05
426,2.16,11.592,49.3,51.211,197.22,2.060846492696876e-05
427,2.09,14.488,50.4,74.807,151.09,2.27832527903156e-05
428,1.71,15.443,51.5,79.705,132.55,2.2394187464231505e-05
429,1.69,14.937,52.5,83.033,144.59,2.2016409563928315e-05
430,1.72,16.222,53.6,75.321,149.63,2.405482575886961e-05
431,1.77,15.105,54.6,62.958,114.26,2.365883953392086e-05
432,2.27,17.812,55.6,66.426,74.25,2.5602472733366538e-05
433,2.42,13.532866666666669,56.6,64.721,71.44,2.5193532133205075e-05
434,2.15,16.09,57.6,60.989,74.94,2.705182453284881e-05
435,2.3,13.532866666666669,58.5,58.974,72.52,2.705182453284881e-05
436,2.04,13.532866666666669,59.5,61.30017647058824,79.57,2.841325106604332e-05
437,3.47,34.416,45.1,44.524,150.84,9.861232884333876e-05
438,3.85,34.279,45.9,41.972,205.13,0.0001007958217805
439,4.2,35.199,46.6,40.605,218.53,0.0001036310140738
440,4.37,36.042,47.3,42.42,229.53,0.0001060829827213
441,4.1,35.387,48.1,42.851,247.46,0.0001085398949956
442,4.1,36.651,48.8,45.128,274.54,0.0001127463961755
443,3.63,36.805,49.5,45.902,315.88,0.0001169880928056
444,3.43,36.8,50.2,47.046,334.53,0.0001192157488237
445,3.48,36.488,50.9,47.381,382.95,0.0001204790246018
446,3.55,37.401,51.7,47.167,414.04,0.0001221427107104
447,3.94,37.661,52.6,47.182,456.58,0.0001253359836671
448,3.86,38.467,53.4,47.27,495.88,0.000127720132203
449,3.85,38.995,54.2,48.2,586.02,0.0001287309416753
450,4.05,39.63,55.1,49.013,496.43,0.0001290527357317
451,4.49,39.75,55.9,48.554,543.02,0.0001343015366984
452,4.14,40.332,56.8,48.156,575.94,0.000136738266648
453,4.12,37.43376470588235,57.6,43.314,645.11,0.0001387900183393
454,4.13,37.43376470588235,58.4,43.585,697.12,0.0001414851705762
455,4.23,42.071,59.1,47.853,700.71,0.0001462260349306
456,4.22,37.43376470588235,59.9,45.69068421052632,700.55,0.0001508340443901
457,0.96,0.5790769230769232,13.4,5.812583333333333,11.47,1.691441392850208e-05
458,0.97,0.5790769230769232,13.6,5.812583333333333,12.05,1.6279932441602803e-05
459,1.06,0.5790769230769232,13.9,5.812583333333333,11.43,1.6130368979409306e-05
460,0.98,0.5790769230769232,14.2,5.812583333333333,11.25,1.599645598135043e-05
461,1.7,0.543,14.5,5.032,14.34,1.6174394997868023e-05
462,1.22,0.5790769230769232,14.8,5.812583333333333,14.75,1.618252623762882e-05
463,1.43,0.5790769230769232,15.2,5.812583333333333,17.99,1.6174541146742896e-05
464,1.43,0.5790769230769232,15.6,5.812583333333333,19.21,1.5813832535027638e-05
465,1.36,0.322,16.1,3.705,20.17,1.5984555251041043e-05
466,1.64,0.446,16.7,4.045,22.55,1.5876814211806354e-05
467,1.31,0.457,17.3,5.54,23.74,1.6131206058240673e-05
468,1.35,0.386,17.9,4.564,24.25,1.593891396299605e-05
469,1.06,0.475,18.7,6.312,24.14,1.603462460107359e-05
470,1.61,0.47,19.5,4.561,31.4,1.6280281323261266e-05
471,1.63,0.487,20.3,4.607,28.84,1.6008604134663072e-05
472,1.46,0.657,21.2,6.698,31.68,1.6321842650464412e-05
473,2.39,0.645,22.2,6.586,35.42,1.5887225707048167e-05
474,2.61,0.847,23.2,8.829,39.22,1.6063651448006388e-05
475,2.09,0.853,24.2,5.812583333333333,38.54,1.6660443452266684e-05
476,2.29,0.94,25.3,9.272,42.47,1.6119917188611467e-05
477,1.47,0.5967777777777777,17.9,7.163111111111111,13.6,1.2018702273293564e-05
478,1.69,0.5967777777777777,18.4,7.163111111111111,13.87,1.1500746625631246e-05
479,1.54,0.5967777777777777,18.9,7.163111111111111,14.8,1.1116001236758065e-05
480,1.36,0.5967777777777777,19.3,7.163111111111111,14.35,1.0857120688945213e-05
481,2.37,0.28,19.8,7.163111111111111,15.47,1.0561508315724456e-05
482,2.06,0.5967777777777777,20.2,7.163111111111111,16.87,1.0414193295758925e-05
483,2.36,0.5967777777777777,20.7,7.163111111111111,20.72,1.0160067132052873e-05
484,2.46,0.5967777777777777,21.2,7.163111111111111,23.24,9.90557143989208e-06
485,1.56,0.5967777777777777,21.7,7.163111111111111,21.13,9.62873143432866e-06
486,2.08,0.5967777777777777,22.2,7.163111111111111,21.01,9.35726128732785e-06
487,1.99,0.482,22.8,6.885,21.08,9.327680083284016e-06
488,3.47,0.399,23.3,6.667,17.49,9.201081812299887e-06
489,2.67,0.539,23.9,7.032,13.36,9.18799093590486e-06
490,1.54,0.581,24.5,6.926,13.34,9.000469402031774e-06
491,2.79,0.619,25.2,6.951,17.37,8.907060083197286e-06
492,2.42,0.5,25.9,6.66,16.52,8.899067809687128e-06
493,1.91,0.5967777777777777,26.5,7.163111111111111,15.96,8.801532975571974e-06
494,2.04,1.001,27.2,8.526,15.79,8.785504828122986e-06
495,2.29,0.97,27.9,8.193,15.35,9.110893895831246e-06
496,2.67,0.5967777777777777,28.7,6.628,15.25,8.89416745800477e-06
497,1.29,1.684,24.2,9.152,48.32,1.497835991331011e-05
498,1.18,2.092714285714286,24.7,8.367153846153846,50.84,1.53114760948782e-05
499,1.4,2.092714285714286,25.3,8.367153846153846,54.29,1.571190154545406e-05
500,1.49,2.092714285714286,25.9,8.367153846153846,57.6,1.6175587941989233e-05
501,1.37,2.092714285714286,26.6,8.367153846153846,59.89,1.6781166344455558e-05
502,1.22,2.092714285714286,27.3,8.367153846153846,71.98,1.729661567649433e-05
503,0.96,2.092714285714286,28.1,8.367153846153846,62.04,1.785355653587961e-05
504,0.97,2.092714285714286,29.0,8.367153846153846,51.55,1.844199006421384e-05
505,1.02,2.444,30.0,8.453,78.03,1.9058519183151867e-05
506,1.22,2.378,30.9,8.544,88.06,1.9709662591693925e-05
507,1.36,2.302,31.7,8.56,87.09,2.0410027065771485e-05
508,1.28,2.263,32.3,8.733,117.06,2.108597247518776e-05
509,1.41,1.651,32.8,9.23,125.96,2.166837817873937e-05
510,1.42,2.092714285714286,33.3,9.457,132.46,2.2228741776269817e-05
511,1.24,1.927,33.7,9.622,125.14,2.2770891451936727e-05
512,1.34,2.092714285714286,34.3,5.889,120.34,2.336276659972311e-05
513,1.33,2.092714285714286,35.0,7.195,131.63,2.4001669964755144e-05
514,1.52,2.092714285714286,35.7,7.007,130.92,2.4684522545176687e-05
515,1.66,2.092714285714286,36.4,6.855,159.6,2.5980459978798464e-05
516,1.7,2.092714285714286,37.2,10.076,203.51,2.6481557781830428e-05
517,0.67,0.9715714285714286,16.1,6.453857142857143,64.7,1.551192345504501e-05
518,0.82,0.9715714285714286,16.4,6.453857142857143,60.6,1.566195142184734e-05
519,0.95,0.9715714285714286,16.7,6.453857142857143,62.73,1.6154652213637818e-05
520,0.94,0.9715714285714286,17.0,6.453857142857143,65.92,1.6435191249831402e-05
521,0.76,1.81,17.3,15.089,68.37,1.689114104102769e-05
522,0.71,0.592,17.7,3.781,71.85,1.7379750088462927e-05
523,0.7,0.9715714285714286,18.1,6.453857142857143,73.32,1.8008981384829505e-05
524,0.61,0.704,18.5,4.392,76.15,1.7884450063127124e-05
525,0.58,0.9715714285714286,18.9,6.453857142857143,74.66,1.8518827366191727e-05
526,0.48,0.68,19.4,3.853,75.69,1.89625674680735e-05
527,0.43,0.842,20.0,5.267,76.67,1.948777422045275e-05
528,0.6,0.881,20.6,9.164,77.62,1.978561324138469e-05
529,0.66,0.9715714285714286,21.2,6.453857142857143,77.75,1.997031477289629e-05
530,0.5,0.9715714285714286,21.9,6.453857142857143,79.24,2.043873198106789e-05
531,0.61,0.9715714285714286,22.6,6.453857142857143,80.93,2.0506855060123715e-05
532,0.38,0.9715714285714286,23.3,6.453857142857143,85.38,2.094701060909979e-05
533,0.38,0.9715714285714286,24.1,6.453857142857143,88.68,2.0820458127123664e-05
534,0.15,0.9715714285714286,25.0,6.453857142857143,94.12,2.0878844564741787e-05
535,0.21,1.292,25.8,3.631,96.1,2.1823792271335703e-05
536,0.12,0.9715714285714286,26.7,6.453857142857143,98.81,2.1772186595445883e-05
537,6.01,24.338,67.2,100.394,403.44,7.521006728069464e-05
538,6.28,24.338,68.7,100.394,416.91,7.78921045197308e-05
539,6.42,24.338,70.1,100.394,438.8,8.106580324580523e-05
540,6.59,24.338,71.4,100.394,446.56,8.335082090837468e-05
541,6.62,24.338,72.7,100.394,471.87,8.501696169295035e-05
542,6.6,24.338,73.9,100.394,505.68,8.701189123402438e-05
543,6.49,24.338,75.0,100.394,565.61,8.846582077541256e-05
544,6.57,24.338,76.1,100.394,581.9,9.06911473052554e-05
545,6.7,24.338,77.0,100.394,599.03,9.264529443800648e-05
546,7.52,24.338,77.9,100.394,629.48,9.367756189169308e-05
547,7.48,24.338,78.7,100.394,661.77,9.523176479063348e-05
548,7.3,24.338,79.3,100.394,649.12,9.644264742060878e-05
549,7.4,24.338,79.9,100.394,656.82,9.819217935442955e-05
550,7.36,24.338,80.4,94.788,664.12,9.97737458911673e-05
551,7.23,24.338,80.8,97.475,680.13,0.0001019381745402
552,7.58,24.338,81.2,98.188,694.22,0.0001030489145305
553,7.68,24.338,81.5,99.194,786.55,0.0001042617993137
554,7.56,24.338,81.7,99.491,795.91,0.0001059969099205
555,7.58,24.251,81.9,99.874,813.57,0.0001120041500485
556,7.61,24.425,82.1,113.748,823.39,0.0001140955584478
557,3.16,6.488875,20.7,10.6862,34.59,2.789841258032418e-05
558,3.47,6.488875,21.0,10.6862,35.17,2.73688916055048e-05
559,3.46,6.488875,21.5,10.6862,37.35,2.6863426340484973e-05
560,3.3,6.488875,21.9,10.6862,37.97,2.858242181058649e-05
561,3.12,6.488875,22.4,10.6862,41.03,2.809019112133882e-05
562,2.95,6.488875,23.0,10.6862,45.56,2.762448549395768e-05
563,2.97,6.488875,23.4,10.6862,50.62,2.717908297774033e-05
564,2.98,6.488875,23.9,10.6862,51.04,2.674930143170492e-05
565,2.45,6.488875,24.4,10.6862,50.04,2.633610132511107e-05
566,2.78,5.157,25.1,10.191,52.8,2.7933964108846687e-05
567,2.83,5.928,25.9,11.023,71.54,2.948930422935601e-05
568,2.87,5.853,26.8,10.884,66.52,3.1001743848091457e-05
569,3.07,5.146,27.8,10.907,73.39,3.055954527396632e-05
570,3.06,6.019,28.8,7.876,74.31,3.2012292720404635e-05
571,3.04,6.488875,29.9,9.184,78.69,3.342401143843947e-05
572,3.17,7.814,31.1,9.491,80.18,3.479898093931607e-05
573,3.08,7.682,32.3,11.523,87.93,3.794504112519696e-05
574,3.28,6.488875,33.6,12.8,96.03,3.743989559617685e-05
575,3.21,8.312,34.9,12.983,100.74,4.635415645240944e-05
576,3.25,6.488875,36.3,10.6862,92.2,4.341491284890394e-05
577,2.08,0.281,16.3,1.246,25.52,1.66190861391156e-05
578,1.85,0.4212727272727273,16.6,2.322909090909091,28.18,1.6382603728778416e-05
579,2.1,0.4212727272727273,17.0,2.322909090909091,45.59,1.6358089484202175e-05
580,1.74,0.4212727272727273,17.4,2.322909090909091,28.46,1.6122134890815415e-05
581,1.92,0.354,17.8,2.567,40.4,1.5938173078666974e-05
582,1.43,0.4212727272727273,18.3,2.322909090909091,42.22,1.563720326811166e-05
583,1.0,0.352,18.7,1.808,48.08,1.554572489974303e-05
584,1.02,0.4212727272727273,19.3,2.322909090909091,44.91,1.5476962036226004e-05
585,0.8,0.4212727272727273,19.9,2.322909090909091,45.2,1.5724923420117438e-05
586,0.93,0.4212727272727273,20.5,2.322909090909091,47.47,1.5877306372376274e-05
587,0.85,0.4212727272727273,21.3,2.322909090909091,50.05,1.602888765969135e-05
588,0.84,0.4212727272727273,22.1,2.322909090909091,42.77,1.6079643496643954e-05
589,0.96,0.413,22.9,2.782,39.78,1.612661047438839e-05
590,1.14,0.433,23.8,3.069,37.53,1.6080830113891585e-05
591,1.23,0.445,24.8,2.639,40.1,1.629848020177168e-05
592,0.96,0.493,25.8,2.525,46.71,1.6249040532844726e-05
593,0.82,0.371,26.8,2.133,48.13,1.62835367031761e-05
594,0.7,0.434,27.9,2.322,43.18,1.6313369054366993e-05
595,0.7,0.519,29.0,3.101,41.19,1.681022293419543e-05
596,0.75,0.539,30.1,1.36,39.71,1.6682172839443106e-05
597,2.52,15.976166666666668,49.4,68.6678,287.76,4.1766351114076174e-05
598,2.6,15.976166666666668,50.3,68.6678,303.91,4.311276231034053e-05
599,2.73,8.921,51.2,68.6678,318.97,4.41178149478252e-05
600,2.8,9.466,52.1,68.6678,339.98,4.632492737961453e-05
601,2.72,9.842,53.0,68.6678,341.12,4.837192783792449e-05
602,2.59,9.804,53.9,68.6678,356.69,4.9452821102137705e-05
603,2.5,10.404,54.8,68.6678,387.44,5.0461787269822274e-05
604,2.61,10.365,55.6,68.6678,409.99,5.2134921988676174e-05
605,2.93,10.389,56.5,68.6678,416.34,5.269189650290508e-05
606,3.38,10.294,57.3,68.6678,402.95,5.571716209664464e-05
607,3.19,14.333,58.2,12.67,424.1,5.899743414904053e-05
608,3.19,15.854,59.0,15.375,475.25,6.039519775282495e-05
609,3.37,17.471,59.8,18.485,504.47,6.2306415552433e-05
610,3.55,18.806,60.5,21.661,561.95,6.407879968058466e-05
611,3.73,20.278,61.3,93.647,609.65,6.536928385782118e-05
612,3.99,21.47,62.1,108.364,650.36,6.699289760571514e-05
613,4.23,22.937,62.7,112.028,693.82,6.774732955967424e-05
614,4.57,24.411,63.4,123.313,739.09,7.047914970155725e-05
615,4.65,25.912,64.0,133.248,753.32,7.302250313906334e-05
616,4.75,26.614,64.6,47.887,795.12,7.43602924511148e-05
617,0.99,12.356,29.6,9.763,77.08,3.431126399996434e-05
618,0.97,12.535,30.4,9.852,85.43,3.56011857341623e-05
619,1.11,11.134,31.3,9.483,95.06,3.680353251795449e-05
620,1.25,11.6,32.2,9.573,103.24,3.788824472124717e-05
621,1.3,11.895,33.3,9.836,109.07,3.9350834209799926e-05
622,1.37,12.127,34.4,10.086,119.5,4.017521268805988e-05
623,1.39,12.47,35.6,10.599,126.45,3.9792621771372346e-05
624,1.43,12.676,36.8,11.518,125.88,4.026145446391197e-05
625,1.74,13.166,38.0,12.33,136.43,4.162890191004955e-05
626,2.15,13.922,39.2,13.552,153.2,4.343107200490805e-05
627,2.2,14.334,40.5,14.881,154.73,4.528917300480026e-05
628,2.33,14.596,41.7,16.213,174.49,4.621842618898261e-05
629,2.54,15.367,42.8,17.938,195.9,4.663351522032174e-05
630,2.69,16.332,43.8,19.886,210.41,4.731303513900656e-05
631,2.79,16.877,44.7,21.349,214.73,4.835535925172131e-05
632,2.97,17.732,45.6,22.914,220.23,4.903443506643012e-05
633,2.89,18.647,46.5,24.665,236.47,5.074199598488339e-05
634,2.87,19.798,47.3,26.621,254.65,5.210306481523893e-05
635,2.92,20.969,48.0,28.549,280.35,5.377861308786775e-05
636,3.0,22.266,48.8,30.829,310.09,5.575292175145286e-05
637,4.2,12.467,38.7,4.968,51.16,2.1562389682291167e-05
638,4.46,12.721,39.3,5.301,54.01,2.2766325821276763e-05
639,4.37,13.031,40.1,5.599,45.82,2.544909743381652e-05
640,4.47,13.338,41.0,5.87,36.05,2.5030348678209243e-05
641,4.26,13.731,41.9,6.219,61.73,2.5658474656953523e-05
642,4.36,14.146,42.9,6.604,82.05,2.567021187156429e-05
643,4.57,14.521,44.0,6.976,101.64,2.697030184476865e-05
644,4.59,14.94,45.1,7.315,121.0,2.7443041017603923e-05
645,4.75,15.45,46.3,7.771,143.78,2.878924667396118e-05
646,5.27,15.999,47.6,8.238,133.78,3.054213060254633e-05
647,5.11,16.493,49.0,8.674,127.75,3.1398955582060176e-05
648,4.98,17.13,50.3,9.252,119.31,3.1413815782766106e-05
649,4.71,17.74,51.6,9.881,143.35,3.220666733275743e-05
650,4.9,18.431,52.9,10.465,151.67,3.296478643802454e-05
651,5.06,19.18,54.2,11.087,154.09,3.3689913023802466e-05
652,5.33,19.742,55.4,11.652,152.18,3.530414024704511e-05
653,5.3,20.335,56.6,12.215,162.4,3.653046865562962e-05
654,5.45,21.064,57.8,12.714,167.17,3.761122671217248e-05
655,5.46,21.848,58.9,68.73,171.52,3.9435182522629e-05
656,5.54,22.522,60.0,13.914,178.92,4.028256274579766e-05
657,0.89,2.0132,16.8,9.3305,104.37,1.834381070654856e-05
658,0.53,2.0132,17.2,9.3305,97.95,1.966062191909118e-05
659,0.95,2.0132,17.6,9.3305,95.33,1.914808432120041e-05
660,0.85,2.0132,18.0,9.3305,92.23,1.8642140388875047e-05
661,0.79,1.926,18.4,9.846,91.48,1.8144030613928016e-05
662,0.69,1.897,18.8,5.625,93.88,1.765482883643443e-05
663,0.64,2.0132,19.2,9.3305,93.65,1.874765654293213e-05
664,0.56,2.0132,19.6,9.3305,92.71,1.82665917736404e-05
665,0.43,2.0132,20.1,9.3305,91.5,1.929931606193002e-05
666,0.37,1.901,20.7,7.025,91.09,1.884022474938878e-05
667,0.36,2.0132,21.2,9.3305,90.49,1.8410416330322524e-05
668,0.96,2.0132,21.9,9.3305,79.36,1.9393643871747062e-05
669,0.8,1.699,22.5,9.3305,88.31,1.898861225796301e-05
670,0.66,2.0132,23.2,9.3305,91.5,1.9939172231911184e-05
671,0.55,2.0132,23.9,9.3305,93.24,1.95601572636644e-05
672,0.47,2.0132,24.7,9.3305,93.48,2.048731643044364e-05
673,0.57,2.0132,25.5,9.3305,94.96,2.013394104278714e-05
674,0.68,2.0132,26.4,9.3305,101.99,2.103752103752104e-05
675,0.77,2.643,27.2,14.826,103.58,2.103752103752104e-05
676,0.83,2.0132,28.1,9.3305,104.27,2.158508902050464e-05
677,4.26,13.133,49.0,11.763,163.15,2.601362341184897e-05
678,4.24,23.975142857142856,49.8,12.657,167.38,2.729886800693997e-05
679,4.59,23.975142857142856,50.7,12.931,177.94,2.7108055444677805e-05
680,4.63,23.975142857142856,51.8,13.729,189.25,2.8159936686667567e-05
681,4.38,23.975142857142856,52.9,14.283,198.11,2.9421013742024976e-05
682,4.26,23.975142857142856,54.1,14.542,215.02,2.8512428211051843e-05
683,4.58,20.415,55.4,15.168,231.27,3.044663337522478e-05
684,4.63,20.905,56.7,15.793,254.37,2.8629941839658472e-05
685,5.07,21.577,58.1,16.618,273.18,3.0046154991269544e-05
686,5.58,22.178,59.6,17.632,253.35,3.0302717413018856e-05
687,5.81,23.057,61.0,18.628,262.08,3.454216136503536e-05
688,5.7,23.721,62.4,19.231,283.67,3.386821810782854e-05
689,5.5,24.578,63.8,20.318,273.24,3.450992030796653e-05
690,5.45,25.421,65.1,21.666,267.75,3.556261981089204e-05
691,5.44,26.434,66.5,23.94,300.62,3.638096463812296e-05
692,5.52,27.318,67.7,26.577,293.23,3.78052671461427e-05
693,5.37,28.443,68.9,30.053,311.26,4.022540180763925e-05
694,5.18,29.533,70.0,31.798,306.03,4.1377144968883984e-05
695,5.28,28.939,71.1,34.144,343.02,4.2999778104918645e-05
696,5.28,23.975142857142856,72.1,19.551105263157893,365.27,4.342580849337429e-05
697,6.56,23.574,60.0,50.037,112.47,7.254870398541771e-05
698,5.95,23.938,60.9,50.328,120.38,7.388868489404407e-05
699,4.9,24.089,61.8,50.701,146.1,7.676823580345546e-05
700,5.17,24.653,62.7,50.974,143.3,7.981717198644041e-05
701,5.24,25.304,63.5,52.006,173.0,8.027807792488507e-05
702,5.87,25.353,64.3,52.475,141.51,8.407652832444821e-05
703,5.91,25.739,65.0,53.434,161.83,8.587798784759728e-05
704,6.46,27.047,65.7,54.676,178.85,9.080161804922516e-05
705,6.48,27.113,66.4,56.826,232.85,9.37317086800683e-05
706,6.77,27.211,67.1,55.746,224.65,9.35535167323806e-05
707,6.75,28.428,67.9,57.761,223.31,9.650356227410534e-05
708,6.37,28.958,68.5,59.087,194.37,9.790793709983754e-05
709,6.43,29.731,69.2,60.216,188.66,9.95526159012313e-05
710,5.54,30.178,69.9,61.762,125.41,9.942776528165652e-05
711,5.63,31.258,70.6,61.417,166.33,0.0001026722982086
712,5.64,31.728,71.2,61.92,170.0,0.000108402443624
713,5.65,32.087,71.8,81.224,185.71,0.0001042943945912
714,5.6,33.195,72.4,57.09352941176471,197.85,0.0001067035913508
715,5.65,33.863,72.9,57.09352941176471,208.5,0.0001085007044683
716,5.69,34.651,73.4,57.09352941176471,248.53,0.0001109126056008
717,2.18,19.082,45.9,31.072,635.19,7.06767571329158e-05
718,2.23,19.15,46.7,30.855,678.17,6.862299384966418e-05
719,2.49,18.782,47.7,30.645,702.13,6.75951137182171e-05
720,2.48,18.619,48.6,30.888,655.59,6.530852576887831e-05
721,2.23,19.121,49.7,32.136,703.92,6.483041275700447e-05
722,2.25,18.965,50.7,30.126,757.66,6.52986920474108e-05
723,2.34,18.374,51.7,33.257,798.88,6.692336789424168e-05
724,2.31,20.147,52.8,33.75,869.02,6.768957370822552e-05
725,2.5,20.507,53.8,32.997,1091.0,6.655312016962609e-05
726,2.75,21.064,54.9,34.651,1109.77,6.637486310184485e-05
727,2.98,21.562,56.0,35.466,951.58,6.710940737858865e-05
728,3.06,22.484,57.0,36.878,900.71,6.604259390319762e-05
729,3.01,22.96,58.0,36.176,886.15,6.59009850879251e-05
730,3.16,24.076,59.0,38.648,894.59,6.664341359681427e-05
731,2.96,24.993,60.0,39.13,937.35,6.82327213426835e-05
732,2.85,26.236,60.9,40.345,935.11,6.979499611923003e-05
733,2.8,19.509,61.7,52.512,1055.21,6.967629554362026e-05
734,2.76,28.185,62.5,35.26658823529412,1124.77,6.876514982207018e-05
735,2.89,29.799,63.3,35.26658823529412,1240.59,7.28583135019553e-05
736,3.93,31.437,64.0,35.26658823529412,922.33,7.507105795086359e-05
737,6.74,29.119,36.8,95.406,357.46,7.025871695217312e-05
738,7.05,29.333,37.8,95.78,376.76,7.337803729994216e-05
739,7.29,30.383,38.8,96.931,393.28,7.553919823885755e-05
740,7.47,30.83,39.8,95.342,399.58,7.600843730731397e-05
741,7.53,32.276,40.9,96.891,441.41,7.629227663542562e-05
742,7.61,33.333,42.1,98.279,457.32,7.713073659853452e-05
