,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),per_capita-Lower Respiratory Infections,per_capita-Malaria,Maternal mortality ratio (per 100 000 live births),per_capita-Protein-Energy Malnutrition,Mean hemoglobin level of children aged 6-59 months,per_capita-Meningitis
1805,0.81027,0.0004589864527279,0.0,7.777777777777778,2.390554441291569e-06,120.0,4.781108882583138e-06
1806,12.94391,0.0009180816092978,0.0004718363671478,834.0,0.0002207234531064,98.0,0.000179537736313
1807,12.51372,0.0009034251036035,0.0003523279955382,835.0,0.0001921434754428,99.0,0.0001633024669585
1808,12.09199,0.0008818908408359,0.0002598937247444,836.0,0.000172882521577,99.0,0.0001588239428993
1809,11.70833,0.0008391244653128,0.0003052708871601,836.0,0.0001444850072724,99.0,0.0001489306998038
1810,11.34991,0.0008114296697127,0.000176303507934,830.0,0.0001289761318287,99.0,0.0001423434059959
1811,11.03855,0.0007984673373651,0.0001716035274919,826.0,0.000117691125631,100.0,0.0001412998244851
1812,10.69846,0.0007796222956851,3.403113195451103e-05,821.0,0.0001055308839397,100.0,0.0001381870206637
1813,10.38211,0.0007321935754793,0.0001586475314712,820.0,8.58642030795733e-05,100.0,0.0001287963046193
1814,10.07013,0.0006952689306115,0.0002360117226793,819.0,7.201467266221551e-05,100.0,0.0001211155858409
1815,9.79859,0.000689250567026,0.0001185498193633,822.0,6.582550616938372e-05,101.0,0.0001112003696453
1816,9.52676,0.0006511578566391,0.0001878279969797,824.0,5.678520838923453e-05,101.0,0.0001032741976749
1817,9.2758,0.0006307833231859,0.0001931964381158,822.0,5.759325994306495e-05,101.0,9.90360290026249e-05
1818,8.98059,0.0006311054615926,0.0001137180595888,812.0,5.86451773272386e-05,101.0,0.0001015127181146
1819,8.70228,0.0006079805446225,0.0001149054139358,805.0,5.934355555167689e-05,101.0,8.552453594212258e-05
1820,8.46143,0.0005644326130016,0.0002886141572779,796.0,5.942892499614708e-05,102.0,7.449941793775375e-05
1821,8.20757,0.0005446656409121,0.0003308586588491,785.0,6.255730944626494e-05,102.0,7.145434901195596e-05
1822,7.97391,0.0005104298188912,0.0004212337716902,777.0,6.71689745690648e-05,102.0,6.580927872758575e-05
1823,7.74472,0.0004943368104526,0.0003442797807996,766.0,7.875333471151669e-05,102.0,6.25237623554271e-05
1824,7.51357,0.0004815659994183,0.0004552262016601,814.7777777777778,7.290004632079586e-05,103.0,5.93310595968521e-05
1825,7.29604,0.0004580960640447,0.0005090806009445,814.7777777777778,6.678974333874279e-05,103.0,5.531822253628697e-05
1826,2.79093,0.0002251393840456,0.0,59.0,5.059312001025354e-06,115.0,1.0118624002050708e-05
1827,2.72772,0.0002095371982789,0.0,54.0,5.843666884273691e-06,116.0,9.182905103858655e-06
1828,2.66554,0.0002033746972114,0.0,54.0,6.613811291429328e-06,116.0,9.093990525715324e-06
1829,2.60534,0.0001900075675427,0.0,57.0,6.55198508768194e-06,116.0,9.82797763152291e-06
1830,2.54584,0.0001818094750332,0.0,54.0,7.304844979014803e-06,116.0,9.739793305353072e-06
1831,2.48806,0.0001770166419782,0.0,53.0,7.24158989910856e-06,116.0,9.655453198811412e-06
1832,2.43182,0.0001675409378303,0.0,55.0,7.978139896683089e-06,117.0,7.978139896683089e-06
1833,2.37651,0.0001574492898562,0.0,56.0,1.028563200065828e-05,117.0,7.120822154301886e-06
1834,2.32139,0.0001585322114694,0.0,53.0,1.177219392099602e-05,117.0,7.848129280664014e-06
1835,2.26762,0.0001720829985112,0.0,59.0,1.2458497629770824e-05,117.0,7.786561018606767e-06
1836,2.21513,0.0001761836761187,0.0,66.0,1.2363766745176584e-05,117.0,6.9546187941618295e-06
1837,2.16311,0.0001779527305389,0.0,54.0,1.0738526842865438e-05,117.0,6.90333868469921e-06
1838,2.11353,0.0001827742851811,0.0,63.0,1.1423392823824629e-05,117.0,6.092476172706468e-06
1839,2.06601,0.0001852919066007,0.0,60.0,1.1344402444945614e-05,117.0,5.294054474307954e-06
1840,2.01951,0.0001938166479485,0.0,70.0,1.2019637082082851e-05,117.0,5.258591223411248e-06
1841,1.97519,0.0001977867291822,0.0,73.0,1.1195475236728324e-05,117.0,5.224555110473218e-06
1842,1.93455,0.0002002607840432,0.0,67.0,1.1125599113512262e-05,117.0,4.450239645404905e-06
1843,1.89509,0.0002071678605236,0.0,61.0,1.1796034762914446e-05,116.0,4.423513036092917e-06
1844,1.85709,0.0002101168692144,0.0,59.333333333333336,1.1796034762914446e-05,116.0,3.686260863410765e-06
1845,1.82085,0.0002106496902939,0.0,59.333333333333336,1.1662266590667562e-05,116.0,3.644458309583613e-06
1846,3.26992,0.0001896591643084,7.005140091593609e-08,55.0,8.067919916918239e-05,116.0,7.935822989476758e-06
1847,3.19272,0.0001781386818922,6.91378783125933e-08,55.0,7.594302090650426e-05,117.0,7.348368780652772e-06
1848,3.12642,0.000172921667158,5.854805050214321e-08,56.0,7.331191723710032e-05,117.0,6.967218009755042e-06
1849,3.07393,0.0001694208252865,4.820761019989729e-08,55.0,7.072056416324932e-05,117.0,6.720140861865682e-06
1850,3.03418,0.0001650444677795,4.7637380297743536e-08,54.0,6.662564008442411e-05,117.0,6.431046340195377e-06
1851,3.00685,0.000164355204449,3.7663753525986446e-08,54.0,6.464041698897424e-05,118.0,6.242767146932254e-06
1852,2.9876,0.0001606893982819,3.722678055877548e-08,51.0,6.146141470253829e-05,118.0,6.058658535940707e-06
1853,2.97,0.0001581495819978,2.759867058307748e-08,49.0,5.99811107338884e-05,118.0,5.860117720473452e-06
1854,2.94835,0.0001617019264174,2.7283789609241573e-08,49.0,5.9906107385358064e-05,118.0,5.365811956484174e-06
1855,2.91813,0.0001673203863129,2.6975556692765097e-08,51.0,5.986775215347668e-05,118.0,5.116363919394447e-06
1856,2.87535,0.0001659037058223,2.6674050992392063e-08,46.0,5.840728032300782e-05,119.0,4.712415675322598e-06
1857,2.82193,0.000164652695278,2.6379604049881232e-08,43.0,5.632924784784638e-05,119.0,4.431773480380047e-06
1858,2.76542,0.0001664877762382,2.609253624044544e-08,41.0,5.5177016636461947e-05,119.0,4.322663503833793e-06
1859,2.71115,0.0001738585086694,1.7208602263633308e-08,39.0,5.573005843077647e-05,119.0,4.439819384017393e-06
1860,2.66348,0.0001770654853174,1.702716466174073e-08,38.0,5.418043795365901e-05,119.0,4.478144306037812e-06
1861,2.62586,0.0001760396652904,1.6850738517316997e-08,36.0,5.255745343551172e-05,119.0,4.4907218148649805e-06
1862,2.59792,0.0001780101928077,8.339667032455583e-09,34.0,5.124725391443956e-05,120.0,4.4450425282988255e-06
1863,2.57541,0.0001819893762194,8.256481998887686e-09,33.0,5.147090878106584e-05,120.0,4.499782689393789e-06
1864,2.55491,0.0001831617966633,8.256481998887686e-09,46.61111111111112,5.360933761877775e-05,120.0,4.408961387406025e-06
1865,2.52919,0.0001829441031265,8.09773827578681e-09,46.61111111111112,5.461924467018204e-05,120.0,4.2270193799607145e-06
1866,4.27334,0.0002595560276205,0.0,44.0,1.1961107263621608e-06,113.0,1.1482662973076744e-05
1867,4.09195,0.00025827707907,0.0,39.0,9.673298841574097e-07,113.0,1.0398796254692157e-05
1868,3.916,0.0002638857978571,0.0,38.0,9.782606037335315e-07,114.0,1.0516301490135465e-05
1869,3.74779,0.0002724606163252,0.0,36.0,7.423994995237507e-07,114.0,1.014612649349126e-05
1870,3.5903,0.0002758716681048,0.0,32.0,7.510118006484235e-07,115.0,1.0013490675312314e-05
1871,3.44398,0.0002991190298716,0.0,34.0,7.598281876502085e-07,115.0,9.877766439452712e-06
1872,3.30998,0.0002947901606734,0.0,31.0,5.1267854030166e-07,115.0,8.97187445527905e-06
1873,3.18935,0.0002967234366383,0.0,31.0,5.187472668503378e-07,116.0,9.856198070156415e-06
1874,3.08321,0.000294089637787,0.0,29.0,5.246915928403734e-07,116.0,1.023148606038728e-05
1875,2.99011,0.0002946404087519,0.0,28.0,5.304057763310666e-07,116.0,9.5473039739592e-06
1876,2.91175,0.0002990514762451,0.0,29.0,2.679672726210603e-07,116.0,9.646821814358168e-06
1877,2.84814,0.0002623086791147,0.0,21.0,2.707003912432755e-07,117.0,8.662412519784815e-06
1878,2.79819,0.0002636153644003,0.0,22.0,2.734599215771637e-07,117.0,8.477257568892074e-06
1879,2.76091,0.0002580163953673,0.0,21.0,2.762488173097509e-07,117.0,8.011215701982776e-06
1880,2.73564,0.0002773988582553,0.0,23.0,2.790732980435845e-07,117.0,8.093125643263951e-06
1881,2.71896,0.0002949098170854,0.0,22.0,2.819405517069104e-07,117.0,7.612394896086581e-06
1882,2.70881,0.0002902732813272,0.0,20.0,2.848609237754897e-07,117.0,7.121523094387243e-06
1883,2.70254,0.0002697085104404,0.0,19.0,2.8784259385323656e-07,117.0,6.332537064771204e-06
1884,2.69863,0.0002602097048433,0.0,28.83333333333333,2.8784259385323656e-07,117.0,6.044694470917967e-06
1885,2.69089,0.0002563803272788,0.0,28.83333333333333,2.94014136787725e-07,117.0,5.8802827357545005e-06
1886,6.57577,0.0006160471844841,0.0,155.0,7.508192376406707e-07,118.0,6.344422558063667e-05
1887,5.99621,0.0005431748179865,0.0,138.0,7.395164302062881e-07,119.0,4.732905153320244e-05
1888,5.54731,0.0004856892907515,0.0,124.0,7.287161151560928e-07,119.0,3.60714477002266e-05
1889,5.23429,0.0004382051690969,0.0,114.0,3.591845648335323e-07,119.0,2.801639605701552e-05
1890,5.05595,0.0003958128803459,0.0,106.0,3.540365656045688e-07,119.0,2.301237676429697e-05
1891,4.9993,0.0003548507079917,0.0,98.0,3.489190835710054e-07,119.0,1.7794873262121275e-05
1892,5.05327,0.0003238890896481,0.0,91.0,3.438313053589892e-07,119.0,1.4784746130436531e-05
1893,5.19836,0.0002994797048295,0.0,85.0,3.387779466397632e-07,120.0,1.2873561972311e-05
1894,5.40295,0.0002786974050434,0.0,80.0,3.3376934735743124e-07,120.0,1.1348157810152663e-05
1895,5.63084,0.0002633878983618,0.0,73.0,3.288238431483962e-07,120.0,1.052236298074868e-05
1896,5.82404,0.0002494397324451,0.0,66.0,3.2394770447417134e-07,120.0,9.71843113422514e-06
1897,5.92199,0.0002387245724819,0.0,59.0,3.19150497970522e-07,120.0,9.255364441145138e-06
1898,5.8941,0.0002295599649936,0.0,54.0,3.144657054707913e-07,121.0,9.119505458652949e-06
1899,5.73213,0.000218811870141,0.0,51.0,3.0993182739524615e-07,121.0,8.988022994462138e-06
1900,5.44543,0.0002047329991398,0.0,49.0,0.0,121.0,8.556005934201258e-06
1901,5.07433,0.0001778126035984,0.0,47.0,0.0,121.0,7.835809650100962e-06
1902,4.65352,0.0001662105539836,0.0,46.0,0.0,121.0,7.433387924134248e-06
1903,4.22111,0.0001663880815659,0.0,45.0,0.0,120.0,7.3363351660476755e-06
1904,3.80331,0.0001611059202464,0.0,82.27777777777777,0.0,120.0,7.042881759405769e-06
1905,3.42498,0.0001516909534377,0.0,82.27777777777777,0.0,120.0,6.869024306614928e-06
1906,1.31576,0.000101237974213,0.0,7.0,1.5110145404929232e-06,121.0,3.0220290809858465e-06
1907,1.26078,0.000101917571502,0.0,7.0,1.521157783612263e-06,121.0,1.521157783612263e-06
1908,1.20902,0.0001055895108298,0.0,6.0,1.5302827656494367e-06,121.0,1.5302827656494367e-06
1909,1.1607,0.0001076863435255,0.0,6.0,1.538376336079848e-06,121.0,1.538376336079848e-06
1910,1.11489,0.0001097248687551,0.0,6.0,1.545420686692228e-06,121.0,1.545420686692228e-06
1911,1.06898,0.0001101495862409,0.0,6.0,1.551402623111555e-06,121.0,1.551402623111555e-06
1912,1.0267,0.0001120535366897,0.0,6.0,1.5562991206909968e-06,122.0,1.5562991206909968e-06
1913,0.98874,0.0001089409384483,0.0,8.277777777777779,1.5562991206909968e-06,121.0,1.5562991206909968e-06
1914,0.95538,0.0001078285057938,0.0,8.277777777777779,1.562731968026504e-06,121.0,1.562731968026504e-06
1915,5.83487,0.0003134133218482,0.0,188.0,1.1631614600429497e-05,114.0,4.1724415676770025e-05
1916,5.5487,0.0002983761622694,0.0,174.0,1.106137355712283e-05,114.0,3.992629122047193e-05
1917,5.27613,0.000287771071403,0.0,162.0,1.0298591180466826e-05,114.0,3.835098264510542e-05
1918,5.02182,0.0002798226944767,0.0,152.0,1.000100695069983e-05,114.0,3.671602551763773e-05
1919,4.78113,0.0002705107299431,0.0,142.0,9.542660225664288e-06,114.0,3.482055805747714e-05
1920,4.55264,0.0002616972832979,0.0,131.0,9.197029125486272e-06,115.0,3.244043000626067e-05
1921,4.33467,0.0002529773101965,0.0,121.0,8.661794991049257e-06,115.0,2.98534384615171e-05
1922,4.12941,0.0002448156926793,0.0,113.0,8.334846680005036e-06,115.0,2.8011621979467903e-05
1923,3.93422,0.0002402679520948,0.0,106.0,7.789154755831654e-06,115.0,2.721356142908818e-05
1924,3.74908,0.0002336250391319,0.0,99.0,7.319761111125672e-06,115.0,2.6146570257208733e-05
1925,3.57501,0.0002246467844302,0.0,92.0,6.892751443462301e-06,115.0,2.3903303170905963e-05
1926,3.42327,0.0002149625442155,0.0,86.0,6.506433235861958e-06,115.0,2.108334615851423e-05
1927,3.28714,0.0002084542997606,0.0,81.0,6.252081447907781e-06,116.0,1.844673536115365e-05
1928,3.16837,0.0002144008125178,0.0,78.0,6.340138313027024e-06,116.0,1.6692634688887576e-05
1929,3.0541,0.0002080503574628,0.0,76.0,5.972012300768971e-06,116.0,1.5642428158359336e-05
1930,2.95373,0.0002006740150107,0.0,74.0,5.9118858915994205e-06,116.0,1.4584652504148824e-05
1931,2.85563,0.0001945282273026,0.0,72.0,5.526538915272335e-06,116.0,1.3667784414114377e-05
1932,2.76573,0.0001892507459398,0.0,70.0,5.355042873297096e-06,116.0,1.2916834183392446e-05
1933,2.67435,0.0001863966846282,0.0,112.05555555555556,5.178502998353236e-06,116.0,1.232836793357958e-05
1934,2.58929,0.0001803836165945,0.0,112.05555555555556,4.936875550201788e-06,116.0,1.1548246901056815e-05
1935,34.67546,0.001078858943305,0.0017259742736372,798.0,0.0004308545656359,96.0,0.0002569346803585
1936,32.92186,0.0010190922006912,0.0017393659329768,745.0,0.0003862298013501,97.0,0.0002471762008077
1937,31.31167,0.0009723493666911,0.0016579721478975,700.0,0.0003478374826692,98.0,0.0002360401755483
1938,29.80331,0.0009230128396415,0.0015848800754647,657.0,0.0003118863299487,99.0,0.0002251326987082
1939,28.37757,0.0008904580741213,0.0014398268093164,615.0,0.0002839525461112,100.0,0.0002131681058144
1940,27.05218,0.0008596007099641,0.0013032286225958,577.0,0.0002597587676681,100.0,0.000208235543849
1941,25.7511,0.0009021695263563,0.0013546437427364,539.0,0.0002740879263537,101.0,0.0002389371979828
1942,24.50029,0.0008895588783727,0.0013318822899905,505.0,0.0002609588903905,102.0,0.0002285297885145
1943,23.28455,0.0008678481703217,0.0011755550594764,471.0,0.0002427791963089,102.0,0.0002215564231445
1944,22.14529,0.0008287223762249,0.001220480386189,439.0,0.0002222911949878,103.0,0.0001950579006295
1945,21.09211,0.0007906786194969,0.0011945157728005,412.0,0.0002028776508588,103.0,0.000186461869083
1946,20.14741,0.000747313875052,0.0011142166638531,389.0,0.0001814905125126,103.0,0.0001752592656244
1947,19.29504,0.0007301432296926,0.0010656178912562,371.0,0.0001744349171927,103.0,0.0001722236505681
1948,18.55528,0.0006945773581642,0.0010060312073021,356.0,0.0001650850648728,103.0,0.0001302254734969
1949,17.86975,0.0006666492792201,0.0009208596871944,339.0,0.0001569325045245,103.0,0.000122549099017
1950,17.24731,0.0006381428497806,0.0008464966680778,318.0,0.000148479760118,103.0,0.0001161121999539
1951,16.68294,0.0006001507897177,0.0008029263232183,301.0,0.0001349780082259,102.0,0.0001069411476601
1952,16.17291,0.0005692092777725,0.0007426137701681,289.0,0.0001238442240611,102.0,9.976026678401574e-05
1953,15.71967,0.0005670266691443,0.0007467908315084,490.05555555555554,0.0001205326799355,102.0,9.889474956936756e-05
1954,15.26187,0.0005562104312744,0.0007354990809844,490.05555555555554,0.0001204573222072,101.0,9.777752299330355e-05
1955,20.62801,0.0009699008838069,7.618225628824027e-05,340.0,7.049072081568219e-05,106.0,0.0001259094125095
1956,19.68784,0.000924896491458,0.0001043654282468,331.0,6.576394661548199e-05,106.0,0.0001166571715895
1957,18.70948,0.0008818504342251,0.0001223013241879,323.0,6.094538964651756e-05,107.0,0.0001090407240829
1958,17.71454,0.0008434546540782,0.0001466622136368,314.0,5.654104961264315e-05,107.0,0.0001030911538994
1959,16.67483,0.0008107328491753,0.0001340012942583,307.0,5.298004867839698e-05,107.0,9.883471113484105e-05
1960,15.6214,0.0007675181797897,0.0001488765780146,299.0,4.895980969108416e-05,107.0,9.25807063706204e-05
1961,14.53147,0.000718956174849,0.0001647326928642,293.0,4.509234960108419e-05,108.0,8.506367813780597e-05
1962,13.38869,0.0006658572764625,0.000206585398408,287.0,4.115477914413362e-05,108.0,7.689954037260648e-05
1963,31.58044,0.0006259076522562,0.0002579068851603,289.0,3.821693710319293e-05,108.0,7.172377073575186e-05
1964,11.1342,0.0005869066287662,0.0002255323692143,274.0,3.5474874929296344e-05,109.0,6.650119297044719e-05
1965,10.09408,0.0005454711293454,0.0002140435001992,265.0,3.2725272312457606e-05,109.0,6.073271360504146e-05
1966,9.07476,0.0005132426036213,0.0001631857774891,259.0,3.057418504704202e-05,109.0,5.627798204600891e-05
1967,8.11875,0.0004805746846622,0.0001731805616846,254.0,2.8469543304556988e-05,109.0,4.823700612670434e-05
1968,7.22002,0.0004586954075426,0.0001050440579612,251.0,2.6863726298290177e-05,109.0,4.562483069689364e-05
1969,6.52386,0.0004385586317085,5.182411187033704e-05,247.0,2.5436687653907207e-05,109.0,4.2962529570597856e-05
1970,5.97237,0.0004190680545782,3.4073027571204994e-05,246.0,2.4023348777405083e-05,109.0,3.9808091617843455e-05
1971,5.56773,0.0004029501208076,1.7138211821126426e-05,245.0,2.297399266688435e-05,109.0,3.0655427093378964e-05
1972,5.24249,0.0003895911953538,3.759289622355688e-06,250.0,2.189438122649748e-05,109.0,2.610617793302561e-05
1973,4.97964,0.0003808195195683,4.7165161465666265e-06,281.8888888888889,2.121562060023881e-05,109.0,2.3269306597636822e-05
1974,4.74479,0.0003662362947764,5.019040258438919e-06,281.8888888888889,2.0229805123299724e-05,109.0,2.127117061909828e-05
1975,13.6102,0.0007985457172704,0.0001758701877321,348.0,0.0001241125949461,110.0,8.027708268856401e-05
1976,13.66699,0.0007860067035364,0.0001906880168342,352.0,0.0001167899506898,110.0,8.164961154422153e-05
1977,13.73557,0.0007992157790798,0.000142298150838,356.0,0.0001162866608999,110.0,7.548432374206394e-05
1978,13.75923,0.0007910538814074,0.0001336069334435,359.0,0.0001114231407208,110.0,7.562656610013966e-05
1979,13.76073,0.0007769183004874,0.0001828922490563,358.0,0.0001076423046217,109.0,7.425325642888681e-05
1980,13.71883,0.0007686027502075,0.0001104342630189,346.0,0.0001094482428133,110.0,7.44445255172169e-05
1981,13.66093,0.0007437233700428,0.0001044335965808,328.0,0.0001068736338841,110.0,7.271311163805073e-05
1982,13.59064,0.0007298112930322,4.398200507678001e-05,306.0,0.0001116466282718,110.0,7.24978105661209e-05
1983,13.51711,0.000712415418623,1.5799535493656486e-05,284.0,0.0001125118436669,110.0,7.18160704257113e-05
1984,13.42882,0.000697123535507,7.113505464357781e-06,276.0,0.0001100222178487,110.0,6.165038069110076e-05
1985,13.31019,0.000692515895213,3.288745771025304e-06,266.0,0.0001118173562148,111.0,6.154652800061641e-05
1986,13.20025,0.0006709862473429,3.725114489065625e-06,256.0,0.0001075626808717,110.0,6.00674711361832e-05
1987,13.05479,0.000652406377607,4.617171816044487e-07,240.0,0.0001001926284081,110.0,5.7252930518951646e-05
1988,12.86249,0.0006583130693239,6.87174393866373e-06,231.0,0.0001062829729179,110.0,5.8638881609930495e-05
1989,12.63172,0.0006500164209886,1.819500128729634e-05,223.0,0.0001037115073375,110.0,5.003625354006494e-05
1990,12.33276,0.0006504522202388,8.588319794675875e-06,217.0,9.98957197170194e-05,110.0,4.836580094896414e-05
1991,12.0579,0.0006521975596754,1.9327701630628746e-05,207.0,9.39416195535211e-05,110.0,4.7195550493395766e-05
1992,11.73369,0.0006524633285647,5.9477465866418975e-05,195.0,8.854540031241321e-05,110.0,4.650869511359078e-05
1993,11.4377,0.0006560409204965,4.15895062073456e-05,286.0,8.675660434650588e-05,110.0,4.606149612211394e-05
1994,11.14206,0.0006478674253056,8.514068833585873e-05,286.0,8.159315965519795e-05,110.0,4.434410850825976e-05
1995,13.48685,0.0007615793627263,1.7728951886122751e-06,553.0,0.0001350220858418,105.0,5.737733519508818e-05
1996,12.41109,0.0007088440801158,1.4998649726823278e-06,521.0,0.0001194366159825,106.0,5.2968915614202206e-05
1997,13.34091,0.0006626754548218,5.384455966577636e-06,520.0,0.0001063720581598,106.0,4.892494881861549e-05
1998,10.61367,0.0006214563307138,2.892441737660254e-06,470.0,9.548863578670496e-05,107.0,4.563207425598216e-05
1999,9.85919,0.0005842375086471,1.6099854442339232e-06,447.0,8.697665551059078e-05,107.0,4.302030873080879e-05
