,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),per_capita-Lower Respiratory Infections,per_capita-Malaria,Maternal mortality ratio (per 100 000 live births),per_capita-Protein-Energy Malnutrition,Mean hemoglobin level of children aged 6-59 months,per_capita-Meningitis
1542,15.55573,0.0008870362363496,2.977942235406171e-05,336.0,5.8257012036907605e-05,111.0,6.883440249053608e-05
1543,14.64842,0.000821977140309,2.253524728438284e-05,314.0,5.290189256121077e-05,111.0,5.9934168309528816e-05
1544,13.77462,0.000757361386221,2.779451904646898e-05,292.0,4.758044785920961e-05,111.0,5.480388218767048e-05
1545,12.94101,0.000700610185464,1.945281696088023e-05,272.0,4.291970726289448e-05,112.0,5.01759167641752e-05
1546,12.1636,0.0006553030199509,4.175355201262749e-05,254.0,3.917242334275597e-05,112.0,4.630848495945958e-05
1547,11.41583,0.0006120834046534,2.5391454072983405e-05,238.0,3.599612018581765e-05,112.0,3.5846758691270685e-05
1548,10.71258,0.0005745404080927,2.322266167271656e-05,223.0,3.307024605291916e-05,112.0,3.248233056753392e-05
1549,10.07264,0.0005477791937662,1.0851410336098562e-05,209.0,3.081800535451992e-05,112.0,2.994989252763204e-05
1550,9.48107,0.0005210089708427,2.9918480688261826e-06,196.0,2.863626008733632e-05,112.0,2.763897739772759e-05
1551,8.96151,0.0004939168249679,3.0869801560496533e-06,185.0,2.651996588606293e-05,112.0,2.525711036767898e-05
1552,8.51924,0.0004835333462612,3.3676147156905308e-06,340.44444444444446,2.553774492731985e-05,112.0,2.399425484929504e-05
1553,8.15537,0.0004620509340321,3.1330104607132747e-06,340.44444444444446,2.397434091676245e-05,112.0,2.2067291071110893e-05
1554,3.55632,0.0001839087812445,0.0,34.0,4.208438930080154e-07,117.0,9.25856564617634e-06
1555,3.40155,0.0001976056639041,0.0,35.0,8.480929781293783e-07,117.0,8.904976270358473e-06
1556,3.25546,0.0002046829230772,0.0,33.0,8.54625983621093e-07,117.0,8.54625983621093e-06
1557,3.11685,0.0002036210100721,0.0,34.0,8.609767867743634e-07,118.0,7.74879108096927e-06
1558,2.98307,0.0002050898709884,0.0,32.0,8.671876151733551e-07,118.0,7.371094728973519e-06
1559,2.85454,0.0002205011970376,0.0,30.0,8.732720674759861e-07,118.0,7.422812573545882e-06
1560,2.72911,0.0002281584448298,0.0,32.0,8.79223294141955e-07,118.0,7.913009647277596e-06
1561,2.60498,0.0002172749036423,0.0,32.0,8.850301574026135e-07,119.0,7.965271416623522e-06
1562,2.48309,0.0001950634691102,0.0,29.0,8.907007721930344e-07,119.0,7.125606177544275e-06
1563,2.36334,0.0001828364111542,0.0,28.0,8.962569174229208e-07,119.0,6.273798421960446e-06
1564,2.24371,0.0001785417199248,0.0,26.0,9.01725858206314e-07,119.0,5.410355149237884e-06
1565,2.12788,0.0001764405989364,0.0,26.0,4.535748044639018e-07,119.0,4.98932284910292e-06
1566,2.01587,0.0001761286377864,0.0,23.0,4.562918077368839e-07,119.0,4.562918077368839e-06
1567,1.90928,0.0001822402514089,0.0,27.0,4.590434544305268e-07,119.0,4.590434544305267e-06
1568,1.8075,0.0001768918304147,0.0,24.0,4.618585650516242e-07,119.0,4.618585650516242e-06
1569,1.71216,0.0001728915365874,0.0,23.0,4.647621951276191e-07,119.0,4.64762195127619e-06
1570,1.6214,0.0001655948222147,0.0,26.0,4.677819836575687e-07,119.0,4.210037852918118e-06
1571,1.53752,0.0001657717972253,0.0,19.0,4.709426057536942e-07,119.0,4.238483451783248e-06
1572,1.45886,0.0001657717972253,0.0,28.5,4.709426057536942e-07,120.0,3.7675408460295535e-06
1573,1.38937,0.0001672048273466,0.0,28.5,4.777280781333826e-07,119.0,3.821824625067061e-06
1574,3.70503,0.0001643151316301,0.0,28.0,2.6374820486378063e-06,117.0,1.160492101400635e-05
1575,3.55494,0.0001659627016525,0.0,27.0,2.6218436280023386e-06,117.0,1.153611196321029e-05
1576,3.40484,0.0001679067168683,0.0,26.0,2.607247156340708e-06,118.0,1.1211162772265044e-05
1577,3.24707,0.0001706660801425,0.0,25.0,2.593709424658188e-06,118.0,9.856095813701117e-06
1578,3.09369,0.0001749906374846,0.0,24.0,2.580982853756608e-06,118.0,1.0065833129650767e-05
1579,2.93759,0.0001798381867378,0.0,24.0,2.82602864873697e-06,118.0,1.001955611824926e-05
1580,3.75062,0.0001877386169506,0.0,24.0,2.856327505473113e-06,118.0,1.0386645474447683e-05
1581,2.65606,0.0001922702236059,0.0,23.0,2.8237282505540285e-06,119.0,1.001140016105519e-05
1582,2.53941,0.0001916779097895,0.0,23.0,2.7241046610916627e-06,119.0,9.65818925296135e-06
1583,2.44449,0.0001949106131146,0.0,23.0,2.683375149262743e-06,119.0,9.51378462011336e-06
1584,2.3616,0.0001982911568689,0.0,23.0,2.666506999459669e-06,119.0,9.211569634497038e-06
1585,3.22877,0.0002032294168063,0.0,25.0,2.655016134050317e-06,119.0,9.413239020723849e-06
1586,2.22324,0.0002086810848228,0.0,25.0,2.8983484003169827e-06,119.0,9.419632301030191e-06
1587,2.36518,0.000213477497608,0.0,27.0,2.9044557497695195e-06,119.0,9.681519165898398e-06
1588,2.34626,0.0002161041070658,0.0,28.0,2.900726269339686e-06,119.0,9.66908756446562e-06
1589,2.24154,0.0002153576502794,0.0,29.0,2.890706715159878e-06,119.0,8.672120145479632e-06
1590,1.98618,0.0002151252475019,0.0,29.0,2.8779297324676523e-06,118.0,8.393961719697318e-06
1591,2.21056,0.0002150512483116,0.0,29.0,2.8641675690783514e-06,118.0,8.353822076478525e-06
1592,1.89661,0.0002160059708346,0.0,25.666666666666668,2.8641675690783514e-06,118.0,8.115141445721996e-06
1593,1.85471,0.0002153007372748,0.0,25.666666666666668,2.839130601427231e-06,118.0,8.044203370710488e-06
1594,12.84309,0.0009820886238444,0.0,614.0,0.0001074974795493,109.0,9.288617164947056e-05
1595,12.60094,0.0010102250169584,0.0,633.0,0.0001097618324295,109.0,9.831747075445392e-05
1596,12.36026,0.0010401758172364,0.0,653.0,0.0001095741874372,109.0,0.00010386178904
1597,12.11811,0.0010735356335443,0.0,671.0,0.0001105720937838,109.0,0.0001095338581614
1598,11.88631,0.0011044758285516,0.0,680.0,0.0001122139129666,109.0,0.0001148114572483
1599,11.65227,0.0011263628209743,0.0,679.0,0.0001123761521156,109.0,0.0001186192716776
1600,11.43161,0.001140059545706,0.0,668.0,0.0001125470118247,109.0,0.0001208838275154
1601,11.21125,0.0011503205507766,0.0,652.0,0.0001137278367661,109.0,0.0001262483325568
1602,10.98993,0.0011600292147771,0.0,623.0,0.0001179867698198,109.0,0.0001111999202284
1603,10.78435,0.0011418825614492,0.0,607.0,0.0001184677063295,109.0,0.0001101175596278
1604,10.56838,0.0011341187943853,0.0,594.0,0.0001172148501316,109.0,0.000109921481679
1605,10.35275,0.0011314955794784,0.0,585.0,0.000119487595629,109.0,0.0001106559037781
1606,10.1407,0.0011199211807553,0.0,586.0,0.0001165505391627,109.0,0.0001103345104074
1607,9.93416,0.0010995872803214,0.0,583.0,0.0001089774148181,109.0,0.0001089774148181
1608,9.73016,0.0010834146924214,0.0,579.0,0.0001040160493674,109.0,0.0001071056349922
1609,9.51394,0.0010566303554806,0.0,574.0,0.0001031985915702,109.0,9.2416649167403e-05
1610,9.29526,0.0010183966780504,0.0,559.0,9.984281157357393e-05,109.0,8.704245111542342e-05
1611,9.07052,0.000996403550077,0.0,544.0,9.80571407559184e-05,109.0,8.375714106234698e-05
1612,8.84915,0.0009912964073293,0.0,615.7777777777778,9.7546426481148e-05,109.0,8.324642678757657e-05
1613,8.61006,0.0009871567900977,0.0,615.7777777777778,9.561333154990736e-05,109.0,8.23902112291755e-05
1614,28.04697,0.0012623679762276,0.0021871303834245,894.0,0.0003752881951867,95.0,0.0003606765646364
1615,27.22333,0.0011325497407636,0.0022438291898556,913.0,0.0003313687544639,96.0,0.0003272639613343
1616,30.32083,0.0010123365577723,0.0021841333770668,1010.0,0.0002858661180361,97.0,0.0002938572928732
1617,33.57011,0.0009329587537635,0.0021193761163281,878.0,0.0002491259830096,98.0,0.0002722333205641
1618,24.85484,0.0008637524410395,0.0020157800238917,837.0,0.0002163851870927,99.0,0.0002546549639834
1619,24.07654,0.000817041701549,0.0019658146202684,816.0,0.0002006769091524,99.0,0.0002474332638358
1620,23.30562,0.0007552437471159,0.0017881932265544,782.0,0.0001776286955296,100.0,0.0002307242295194
1621,22.51439,0.0007000134864983,0.001689634999084,754.0,0.0001584128379231,101.0,0.0002152946677565
1622,21.72442,0.0006624285578503,0.0015652381676278,738.0,0.0001453331631966,101.0,0.000186317115218
1623,21.01905,0.0006474312606602,0.0013922562756181,724.0,0.0001386954036845,101.0,0.0001855783570427
1624,20.34602,0.0006341795935823,0.0012786710504749,708.0,0.0001321546692659,101.0,0.0001837139858173
1625,19.72272,0.000616093318728,0.0012638759637516,694.0,0.0001259650720245,101.0,0.0001790446935694
1626,19.17713,0.0006103574024547,0.0010362958173156,683.0,0.0001234604101046,101.0,0.0001787603854639
1627,18.65055,0.000583000789783,0.0009421753950106,674.0,0.0001130409957833,101.0,0.0001704387519572
1628,23.05469,0.0005388154856303,0.0010104317610347,688.0,9.994355266341015e-05,101.0,0.0001334209773941
1629,17.57884,0.0005114801797855,0.0010060381355427,691.0,9.10463320960248e-05,101.0,0.0001232223918681
1630,17.07686,0.0004818667405901,0.0010658278340369,661.0,8.279177589289534e-05,101.0,0.0001125596054274
1631,16.55985,0.0004485465367031,0.0010616660689072,661.0,7.35471041962709e-05,100.0,0.0001012407668874
1632,16.03092,0.0004406016334721,0.0010544021573817,767.0,6.946115396314473e-05,100.0,9.828980283020152e-05
1633,15.53356,0.0004199923275628,0.0009930437147065,767.0,6.49472671488929e-05,101.0,9.35240646944058e-05
1634,4.85639,0.0001182336824348,0.0,70.0,2.73147121136651e-06,115.0,1.1511200105044578e-05
1635,4.70032,0.0001165516702882,0.0,68.0,2.66621467979714e-06,115.0,1.1045746530588147e-05
1636,4.55134,0.0001152579389017,0.0,66.0,2.416698718908009e-06,115.0,1.078219428435881e-05
1637,4.42901,0.000110523627919,0.0,64.0,2.177805476237057e-06,115.0,1.034457601212602e-05
1638,4.33135,0.0001024263164041,0.0,61.0,2.3037060782930458e-06,115.0,9.569240632909577e-06
1639,4.23219,9.813879005776169e-05,0.0,57.0,2.077011429793898e-06,116.0,9.000382862440226e-06
1640,4.11941,9.673227550163802e-05,0.0,55.0,1.8602360673391927e-06,116.0,8.62473085766353e-06
1641,4.001,0.0001036381623152,0.0,53.0,1.983505498855765e-06,116.0,8.099314120327709e-06
1642,3.88499,0.0001058664734455,0.0,52.0,1.9395384448037258e-06,116.0,7.919781982948548e-06
1643,3.77138,0.0001081532873618,0.0,53.0,2.055544935240057e-06,116.0,7.747823217443292e-06
1644,3.66043,0.0001046204151573,0.0,53.0,2.0119310607179127e-06,117.0,7.428668531881524e-06
1645,7.61542,0.0001036684065984,0.0,56.0,1.9703059733614632e-06,117.0,7.426537899593208e-06
1646,2.95639,0.000132169909755,0.0,17.0,5.472874109939643e-07,118.0,9.577529692394374e-06
1647,2.85587,0.000141534780115,0.0,16.0,5.485844190504717e-07,118.0,9.051642914332784e-06
1648,2.76796,0.0001478022873298,0.0,14.0,5.50474068267592e-07,118.0,9.358059160549063e-06
1649,2.69,0.0001560732953343,0.0,14.0,5.524718418913984e-07,119.0,9.115785391208071e-06
1650,2.61872,0.0001651930943743,0.0,13.0,5.543392428668319e-07,119.0,8.86942788586931e-06
1651,2.54959,0.0001843398949624,0.0,14.0,5.560781145170586e-07,119.0,8.897249832272938e-06
1652,2.47773,0.0001954875560039,0.0,14.0,5.577391041482961e-07,119.0,8.923825666372738e-06
1653,2.40421,0.0002061285341464,0.0,14.0,5.593718701395829e-07,120.0,8.949949922233326e-06
1654,2.32357,0.0001935372580258,0.0,13.0,5.609775594951763e-07,120.0,8.134174612680055e-06
1655,2.23828,0.0001712993916761,0.0,11.0,5.625595785753684e-07,120.0,6.750714942904422e-06
1656,2.14981,0.0001641601221215,0.0,10.0,5.641241310020339e-07,120.0,6.487427506523391e-06
1657,2.05962,0.0001603712240284,0.0,10.0,5.656833299062352e-07,120.0,6.222516628968587e-06
1658,1.97007,0.0001591145854753,0.0,10.0,5.672534241543883e-07,120.0,5.956160953621077e-06
1659,1.88195,0.0001661045468844,0.0,10.0,5.688511879603784e-07,120.0,6.2573630675641625e-06
1660,1.79608,0.0001603086140493,0.0,9.0,5.704932884317082e-07,120.0,5.419686240101228e-06
1661,1.71178,0.0001659363559689,0.0,9.0,5.72194330927447e-07,120.0,5.435846143810746e-06
1662,1.62918,0.0001681733873363,0.0,8.0,5.739706052433937e-07,120.0,5.165735447190543e-06
1663,1.54989,0.0001569166257339,0.0,8.0,8.637612425723731e-07,120.0,4.894647041243448e-06
1664,1.47381,0.0001551891032488,0.0,11.88888888888889,5.75840828381582e-07,120.0,4.606726627052656e-06
1665,1.40095,0.0001539717759006,0.0,11.88888888888889,5.799313593243104e-07,120.0,4.639450874594483e-06
1666,1.01772,0.0002552549472738,0.0,10.0,9.116248116924998e-06,123.0,4.558124058462499e-06
1667,0.96008,0.0002563070648569,0.0,10.0,8.993230345857157e-06,123.0,4.496615172928578e-06
1668,0.90513,0.0002639833535202,0.0,9.0,8.873390034295652e-06,123.0,4.436695017147826e-06
1669,0.85434,0.0002627177273165,0.0,8.0,8.757257577217118e-06,123.0,4.378628788608559e-06
1670,0.80709,0.000257191640191,0.0,8.0,1.080637143659902e-05,123.0,4.322548574639607e-06
1671,0.76318,0.0002539636469179,0.0,9.0,1.0670741467141586e-05,123.0,2.134148293428317e-06
1672,0.72177,0.0002487284286054,0.0,9.0,1.0539340195146423e-05,123.0,2.1078680390292844e-06
1673,0.68222,0.0002436373177405,0.0,8.0,1.0411851185493377e-05,123.0,2.082370237098675e-06
1674,0.64563,0.0002386801809031,0.0,6.0,1.028793883203088e-05,123.0,2.057587766406176e-06
1675,0.61178,0.0002379136800366,0.0,7.0,1.0167251283615477e-05,123.0,2.0334502567230947e-06
1676,0.5798,0.0002351579175861,0.0,8.0,1.0049483657529676e-05,123.0,2.009896731505935e-06
1677,0.54993,0.000234451681098,0.0,8.0,1.1921271920238743e-05,123.0,1.986878653373124e-06
1678,0.52259,0.0002337577640971,0.0,7.0,1.178610575279822e-05,123.0,1.964350958799703e-06
1679,0.49592,0.0002330721630262,0.0,6.0,1.1653608151310449e-05,123.0,1.942268025218408e-06
1680,0.47068,0.000230471390818,0.0,6.0,1.1523569540900987e-05,123.0,1.920594923483498e-06
1681,0.44768,0.000233613796509,0.0,5.0,1.1395794951662837e-05,123.0,1.8992991586104728e-06
1682,0.42753,0.000231038848337,0.0,5.0,1.3148552344386885e-05,123.0,1.878364620626697e-06
1683,0.4107,0.0002377966652733,0.0,5.0,1.300450513213506e-05,123.0,1.8577864474478656e-06
1684,0.39581,0.0002452278110631,0.0,7.444444444444445,1.300450513213506e-05,123.0,1.8577864474478656e-06
1685,0.38105,0.000249015298991,0.0,7.444444444444445,1.272340943749807e-05,123.0,1.8176299196425808e-06
1686,26.85981,0.0011044380674252,0.0004287908061152,559.0,0.0005601596041962,103.0,0.0001800921385684
1687,26.05521,0.0010367401532179,0.0004701474546097,552.0,0.0005270285793449,104.0,0.0001756351088789
1688,25.26598,0.0009894842634634,0.0004794963016904,547.0,0.0005037102670501,105.0,0.000173682887333
1689,24.52084,0.0009367428010193,0.0005145733722114,543.0,0.0004729248905016,105.0,0.0001688561702747
1690,23.82676,0.0008859111259091,0.0005397861386566,539.0,0.0004446721177693,106.0,0.0001637199329947
1691,23.19701,0.0008615584700967,0.0005872053133643,526.0,0.000446151530753,106.0,0.0001637163144672
1692,22.61649,0.0008240178497812,0.0005705228080892,513.0,0.0004221561448914,107.0,0.0001590702581855
1693,22.07321,0.0007963980943621,0.000480029221316,503.0,0.0004017725294948,107.0,0.0001559992135253
1694,21.57753,0.0007830839106716,0.0003329915272266,491.0,0.000393862019168,108.0,0.0001421475668367
1695,21.1058,0.0007610795932671,0.0002665884751274,474.0,0.0003773200121083,108.0,0.0001378455119302
1696,20.70767,0.0007222118534465,0.0002511060601703,453.0,0.0003464925313802,108.0,0.0001311446508112
1697,20.34638,0.0006988436675359,0.0002267604721652,432.0,0.0003313840689366,108.0,0.0001278378124455
1698,19.98098,0.0006611759501089,0.0002275794805839,413.0,0.0003113942581608,109.0,9.851446387144752e-05
1699,19.69289,0.0006268376812852,0.0002356015427601,394.0,0.0002856453741055,109.0,9.398265921053706e-05
1700,19.45553,0.0006087727752171,0.0002416049987932,378.0,0.0002732984301938,109.0,9.211555951224686e-05
1701,19.20856,0.000584766426886,0.0002293631201951,363.0,0.0002547983300222,109.0,8.884068504200339e-05
1702,18.97896,0.0005581898753817,0.0002118046751713,348.0,0.0002350231664566,109.0,8.498992735332221e-05
1703,18.75863,0.0005368067835824,0.0002085921577318,335.0,0.0002208915851072,109.0,8.207281444922934e-05
1704,18.49304,0.0005301781202306,0.000220814953161,464.6111111111111,0.0002073277306184,109.0,8.096165122839478e-05
1705,18.19443,0.0004953937510827,0.000214474989499,464.6111111111111,0.0001849122206762,109.0,7.550099292500629e-05
1706,24.93081,0.0012870392377921,0.0013113581699961,749.0,0.0003799515400789,97.0,0.0003647839830597
1707,23.86356,0.0012087889618216,0.0012265980072997,735.0,0.0003457922996985,98.0,0.0003451327054215
1708,22.8425,0.0011366695221846,0.0010991095888102,714.0,0.0003541709102168,99.0,0.0002951022970467
1709,21.8904,0.0010730028772043,0.0009781353880975,687.0,0.0002865560811818,99.0,0.0002827269980136
1710,21.00801,0.0009916943033627,0.0008568403162889,654.0,0.0002523565582035,100.0,0.0002634675526238
1711,20.17332,0.0009123848197547,0.0008131416618626,610.0,0.0002268732683403,101.0,0.0002456990802182
1712,19.40376,0.0008592143540256,0.0008405938329555,566.0,0.0002101665013794,101.0,0.0002342721371832
1713,18.68236,0.0007956273937237,0.0008803612895936,526.0,0.0001888596286055,102.0,0.0002193525894741
1714,17.99519,0.0007384597626274,0.0008642146939611,493.0,0.0001699298555541,102.0,0.0002050783246707
1715,17.35344,0.0007188884616339,0.0007783078800196,466.0,0.0001641519654619,102.0,0.0002046077396819
1716,16.7276,0.0007043858229486,0.0006038517559475,444.0,0.0001608674542806,103.0,0.0002048875222527
1717,16.11055,0.0006886974273095,0.0005271029139155,428.0,0.0001634837711499,104.0,0.0001612166618427
1718,15.51243,0.0006564951978319,0.0004776682584449,413.0,0.0001559145463309,104.0,0.0001539541276737
1719,14.9351,0.000622081367313,0.0004632977357597,396.0,0.0001457900761183,105.0,0.0001479358008691
1720,14.36053,0.0005923411272426,0.0004295966640052,381.0,0.0001366450304301,106.0,0.0001433148854809
1721,13.82661,0.0005684423820705,0.0003919260634275,370.0,0.0001295506719813,106.0,0.0001403888981339
1722,13.32063,0.0005371194963935,0.0003615967143717,358.0,0.000119909427167,106.0,0.0001356262448434
1723,12.87111,0.0005022124639661,0.0003549467526358,349.0,0.000111037918245,107.0,0.0001297672056598
1724,12.44677,0.000499376314729,0.0003796694120234,518.8333333333334,0.0001094325507523,107.0,0.0001287504729145
1725,12.04442,0.0004675184854148,0.000359348338344,518.8333333333334,0.0001005017469732,107.0,0.0001203075485496
1726,3.35388,0.0002865499814178,2.591648912431812e-06,38.0,7.0406462121064215e-06,120.0,1.7148076970590487e-05
1727,3.25159,0.0002895436206121,2.4434060811153525e-06,36.0,6.908941332808928e-06,120.0,1.588213952724979e-05
1728,3.16445,0.0002986911455309,2.5120860164608348e-06,34.0,6.959713717735756e-06,120.0,1.3589973531673368e-05
1729,3.09221,0.0003071092598365,1.4067300214996575e-06,33.0,6.7121118168697954e-06,120.0,1.3223262202096785e-05
1730,3.02742,0.0003110443837254,1.373870952850947e-06,32.0,6.280552927318615e-06,120.0,1.2600359310432972e-05
1731,2.96336,0.0003269778482231,1.270788951991904e-06,31.0,6.238418491596619e-06,120.0,1.2168766934225504e-05
1732,2.89957,0.0003499146759034,9.836502944632822e-07,30.0,6.128897988578912e-06,120.0,1.127414568269454e-05
1733,2.8371,0.0003789844866587,8.923405945070487e-07,30.0,6.0976607291315e-06,120.0,1.0745267992189046e-05
1734,2.77894,0.0004288728630467,1.0600283839048507e-06,29.0,6.250512194749292e-06,120.0,1.0636836541941778e-05
1735,2.72643,0.0004828911031493,6.470661696335729e-07,29.0,6.470661696335729e-06,119.0,1.0604695557883556e-05
1736,2.68176,0.0005133913224558,4.597745378841487e-07,30.0,6.260007169653409e-06,119.0,9.619898023422188e-06
1737,2.64574,0.0005478859261123,1.740425432377371e-07,30.0,6.126297521968346e-06,119.0,9.293871808895162e-06
1738,2.62117,0.0005831400956382,1.7135052175548477e-07,30.0,6.16861878319745e-06,119.0,9.252928174796174e-06
1739,2.60862,0.0005840681465264,2.700112783710976e-07,30.0,5.90649671436776e-06,119.0,8.572858088282348e-06
1740,2.6052,0.0006170246668878,2.327642093239224e-07,30.0,6.118373502228817e-06,119.0,8.911544014115885e-06
1741,2.60815,0.0006302712132537,1.638600284041528e-07,30.0,6.324997096400297e-06,119.0,9.241705601994215e-06
1742,2.61373,0.0006496615407799,9.69306521281028e-08,29.0,6.591284344710988e-06,118.0,9.014550647913558e-06
1743,2.61974,0.0006549934752389,1.593270433565849e-07,29.0,6.787332046990516e-06,118.0,8.986045245311387e-06
1744,2.62214,0.0006649354827443,1.593270433565849e-07,31.11111111111111,6.946659090347101e-06,118.0,9.04977606265402e-06
1745,2.61632,0.0006735638997795,1.551204227763689e-07,31.11111111111111,7.13553944771297e-06,118.0,9.02800860558467e-06
1746,4.9471,8.333861144539155e-05,0.0,125.0,1.6667722289078308e-05,110.0,1.0000633373446985e-05
1747,4.7194,8.172258125676254e-05,0.0,111.0,1.3075613001082006e-05,111.0,9.806709750811504e-06
1748,4.51132,7.375222459155698e-05,0.0,105.0,1.2826473842009907e-05,112.0,6.4132369210049546e-06
1749,4.31977,6.907595214920406e-05,0.0,97.0,9.419448020346009e-06,113.0,6.279632013564005e-06
1750,6.89274,6.736089210316015e-05,0.0,89.0,9.185576195885476e-06,113.0,6.1237174639236495e-06
1751,3.97384,6.542789845590159e-05,0.0,75.0,8.92198615307749e-06,114.0,5.947990768718327e-06
1752,3.81187,6.606936133908232e-05,0.0,71.0,8.617742783358564e-06,114.0,5.7451618555723765e-06
1753,3.65235,6.301922360316521e-05,0.0,71.0,8.219898730847635e-06,114.0,5.479932487231757e-06
1754,3.496,5.959707196994235e-05,0.0,72.0,7.773531126514219e-06,114.0,5.1823540843428125e-06
1755,3.33768,6.055498645082178e-05,0.0,71.0,7.569373306352722e-06,114.0,5.046248870901815e-06
1756,3.1784,6.0659673954252496e-05,0.0,67.0,7.582459244281562e-06,114.0,5.054972829521042e-06
1757,3.02154,6.329129947164423e-05,0.0,62.0,7.594955936597308e-06,114.0,5.0633039577315385e-06
1758,2.86236,6.59143974790278e-05,0.0,60.0,7.605507401426286e-06,114.0,5.070338267617524e-06
1759,2.70055,6.853000599003015e-05,0.0,58.0,7.614445110003351e-06,114.0,5.076296740002233e-06
1760,2.54408,7.367979776165856e-05,0.0,56.0,7.622048044309506e-06,114.0,5.081365362873004e-06
1761,2.39068,7.628676704309948e-05,0.0,54.0,7.628676704309948e-06,114.0,5.085784469539966e-06
1762,2.24253,8.143322475570033e-05,0.0,54.0,7.634364820846906e-06,113.0,5.089576547231271e-06
1763,2.10046,8.403168758546405e-05,0.0,53.0,7.639244325951277e-06,113.0,5.092829550634185e-06
1764,1.96849,8.657810236078114e-05,0.0,75.05555555555556,7.639244325951277e-06,113.0,5.092829550634185e-06
1765,1.85108,8.923631561100105e-05,0.0,75.05555555555556,7.64882705237152e-06,113.0,5.099218034914346e-06
1766,32.71536,0.0012431242368174,0.00194806032415,836.0,0.0009657445502565,92.0,0.0006007068568427
1767,32.00219,0.0011873454964726,0.0019626052574958,797.0,0.0009328946911651,92.0,0.0005868489235439
1768,31.2964,0.0012085896498557,0.0020529980822106,764.0,0.0009762302680582,92.0,0.0006094643086809
1769,30.60709,0.0011588325202789,0.0021322067094085,739.0,0.0009210431766434,93.0,0.0005989861495517
1770,29.9541,0.0011039689870701,0.0022141101221112,715.0,0.0008578440179837,93.0,0.000580942859015
1771,29.30632,0.0010623196776218,0.002281556086523,691.0,0.000803786176559,93.0,0.0005572851559409
1772,28.68607,0.0010400486625472,0.0022807154409987,675.0,0.0007554714232469,93.0,0.0005432034768236
1773,28.08282,0.0010114503383365,0.002153061765509,663.0,0.0006895718334536,94.0,0.0005143007643713
1774,27.52108,0.0010320733530048,0.0020955188048253,661.0,0.0006714850444777,94.0,0.0005234026315771
1775,26.96883,0.0010310769923139,0.0019879902329984,661.0,0.0006420334406364,94.0,0.0005173609755099
1776,26.43625,0.0010001193068835,0.0019280456271272,660.0,0.0006026229828547,94.0,0.0005000596534417
1777,25.93434,0.0009539612697939,0.0020184458877687,663.0,0.0005753570080701,94.0,0.0004024744800529
1778,25.44742,0.000938038991404,0.0022264406721816,663.0,0.0005522409554029,94.0,0.0003862108749909
1779,24.96652,0.0009141591977708,0.0022348869615371,663.0,0.0005946693732804,94.0,0.0003770060371242
1780,24.4856,0.0008977085118388,0.0021001389730622,642.0,0.000642032036948,94.0,0.0003678737121481
1781,24.00032,0.0008981376288873,0.0017743896344598,620.0,0.0007148455336246,95.0,0.0003672840215036
1782,23.52478,0.0009534408722245,0.0013240822566035,590.0,0.000870635372303,95.0,0.00039363602545
1783,23.06378,0.0009500694511457,0.0009560477690548,562.0,0.0009918572894596,96.0,0.0003971656251309
1784,22.60071,0.0009321948844681,0.0010394422845338,681.3888888888889,0.0009218083119392,96.0,0.0003838804742219
1785,22.12376,0.0008707358658534,0.0010322211265386,681.3888888888889,0.0008335185596799,97.0,0.0003589835695628
1786,1.20029,0.000384667659964,0.0,9.0,0.0,121.0,1.0257804265707904e-05
1787,1.18946,0.0003955363089572,0.0,10.0,0.0,121.0,5.10369430912566e-06
1788,1.17487,0.0004015094723199,0.0,9.0,0.0,121.0,7.623597575695971e-06
1789,1.16129,0.0003972893227861,0.0,10.0,2.5305052406763534e-06,121.0,5.061010481352707e-06
1790,1.14513,0.0003804954504335,0.0,9.0,2.519837420089656e-06,121.0,1.0079349680358624e-05
1791,1.12795,0.0003688518420009,0.0,8.0,2.5091962040879824e-06,121.0,5.018392408175965e-06
1792,1.10794,0.000362306166201,0.0,8.0,2.498663215179879e-06,121.0,4.997326430359758e-06
1793,1.0873,0.0003632925251318,0.0,8.0,2.488304966656713e-06,121.0,4.976609933313427e-06
1794,1.0649,0.0003692396142065,0.0,8.0,2.4781182161513835e-06,121.0,4.956236432302767e-06
1795,1.04197,0.0003726876704552,0.0,7.0,2.4681302679155405e-06,121.0,4.936260535831081e-06
1796,1.01703,0.0003712162371457,0.0,8.0,2.4583856764616945e-06,121.0,4.916771352923389e-06
1797,0.99396,0.0003795921466058,0.0,7.0,2.4489815910053804e-06,121.0,4.897963182010761e-06
1798,0.97065,0.000390400062464,0.0,7.0,2.4400003904000624e-06,121.0,4.880000780800125e-06
1799,0.94725,0.0004011894659803,0.0,7.0,2.431451308971812e-06,121.0,4.8629026179436245e-06
1800,0.92531,0.0004022730852649,0.0,6.0,2.423331838945366e-06,121.0,4.846663677890732e-06
1801,0.90287,0.0004082470740279,0.0,7.0,2.4156631599289795e-06,121.0,2.4156631599289795e-06
1802,0.88056,0.0004214876829256,0.0,6.0,2.408501045289454e-06,121.0,4.817002090578908e-06
1803,0.85833,0.0004347429252194,0.0,6.0,2.401894614471896e-06,121.0,4.803789228943791e-06
1804,0.83513,0.0004443505036773,0.0,7.777777777777778,2.401894614471896e-06,120.0,4.803789228943791e-06
