,"Mean HDL cholesterol, age-standardized","Medical doctors (per 10,000)","Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",Out-of-pocket expenditure (OOP) per capita in US$,"Nursing and midwifery personnel (per 10,000)",per_capita-Alzheimer's Disease and Other Dementias
2321,1.4,22.104,52.1,58.17,59.6,0.0002418909424889
2322,1.4,22.915,52.9,73.04,60.275,0.0002515136962778
2323,1.4,24.133,53.6,94.79,59.526,0.0002614591451047
2324,1.4,24.414,54.5,93.4,61.269,0.0002718539649928
2325,1.4,24.804,55.4,92.7,57.113,0.0002854374356023
2326,1.4,25.153,56.4,103.56,58.087,0.0002976550262246
2327,1.4,25.887,57.3,90.09,59.367,0.0003120579788895
2328,1.4,26.24,58.3,99.92,61.353,0.0003250043138104
2329,1.4,23.517933333333332,59.3,102.25,59.0884375,0.0003401768772498
2330,1.4,23.517933333333332,60.3,94.12,59.0884375,0.0003558052002298
2331,1.4,22.565,61.2,98.84,60.922,0.0003712082406933
2332,1.4,29.807,62.1,113.73,73.891,0.0003874599349149
2333,1.4,23.517933333333332,63.0,133.7,59.0884375,0.0004007437447189
2334,1.3894736842105262,23.517933333333332,63.9,139.42,59.0884375,0.0004150344814426
2335,1.3,46.46,51.0,28.82,74.27,0.0001867834910849
2336,1.3,46.479,52.0,36.37,74.605,0.0001878686409201
2337,1.4,46.992,53.0,43.93,76.237,0.0001883198253566
2338,1.4,47.438,54.0,54.79,76.775,0.0001901143898915
2339,1.4,47.765,54.9,70.72,77.199,0.0001973974531101
2340,1.4,48.047,55.8,86.82,77.325,0.000203844377201
2341,1.4,48.967,56.7,109.74,78.562,0.0002102421879636
2342,1.4,49.37,57.6,145.13,78.493,0.0002177287290447
2343,1.4,49.131,58.5,192.18,76.953,0.0002264927169244
2344,1.4,49.628,59.4,178.39,77.276,0.0002394008942279
2345,1.4,49.889,60.3,199.98,76.71,0.0002502686558872
2346,1.4,42.296,61.3,233.43,91.455,0.0002614604964939
2347,1.4,40.116,62.2,252.83,123.778,0.0002744235432674
2348,1.4,39.95,63.0,281.12,127.787,0.0002872789462193
2349,1.4,41.272,63.9,264.27,132.158,0.000302972054774
2350,1.4,39.332,64.7,192.48,89.663,0.0003144475040891
2351,1.4,39.777,65.4,188.21,85.434,0.0003268409148027
2352,1.4,40.762,66.2,234.73,85.429,0.000338727505372
2353,1.4,41.165,66.9,233.32,85.225,0.0003496158387866
2354,1.3894736842105262,41.834,67.7,238.98,85.332,0.0003641156724309
2355,1.0,1.169,8.6,2.48,8.943125,3.2625211453640114e-05
2356,1.0,1.169,8.8,2.19,8.943125,3.321339349835048e-05
2357,1.0,1.169,8.9,2.08,8.943125,3.432168108497156e-05
2358,1.0,1.169,9.1,2.97,8.943125,3.506085531341217e-05
2359,1.0,1.169,9.3,4.36,8.943125,3.5785803910459005e-05
2360,1.0,1.169,9.5,6.1,8.943125,3.672849991130015e-05
2361,1.0,1.169,9.7,3.98,8.943125,3.804318439105391e-05
2362,1.0,1.169,9.9,4.31,8.943125,3.944353844827937e-05
2363,1.0,1.169,10.2,4.85,6.88,4.051424937870968e-05
2364,1.0,1.169,10.5,5.15,6.786,4.1502614245949145e-05
2365,1.0,1.169,10.8,5.47,8.943125,4.287274140247772e-05
2366,1.0,1.169,11.2,5.73,6.58,4.441346739457848e-05
2367,1.0,1.169,11.5,5.98,8.943125,4.585234722956012e-05
2368,1.0,1.021,12.0,6.03,8.943125,4.703399075752945e-05
2369,1.0,0.909,12.4,6.27,9.308,4.814730936786149e-05
2370,1.0,1.129,12.9,6.09,9.882,4.944030963218068e-05
2371,1.0,1.226,13.5,5.89,10.585,5.08914746617045e-05
2372,1.0,1.376,14.1,5.83,8.943125,5.240554201370322e-05
2373,1.0,1.34,14.7,6.11,12.044,5.533364536403908e-05
2374,1.0,1.182,15.3,6.0,9.48,5.518377196807347e-05
2375,1.2,17.551166666666667,43.5,170.29,25.7934,0.0001174152979087
2376,1.2,17.551166666666667,44.1,164.24,23.451,0.0001230569948186
2377,1.2,17.551166666666667,44.8,173.01,25.7934,0.0001287854884511
2378,1.2,17.551166666666667,45.4,192.1,30.841,0.0001346084816163
2379,1.2,17.551166666666667,46.0,180.42,23.177,0.0001404341970036
2380,1.2,17.551166666666667,46.7,188.9,19.951,0.0001461514510297
2381,1.2,17.551166666666667,47.6,230.57,25.7934,0.000151775776586
2382,1.2,17.551166666666667,48.5,281.25,25.7934,0.0001573564122738
2383,1.2,17.551166666666667,49.4,254.56,25.7934,0.0001691888335369
2384,1.2,17.551166666666667,50.4,244.73,25.7934,0.0001747084552652
2385,1.2,16.485,51.3,235.61,25.7934,0.0001802115310523
2386,1.2,18.063,52.1,256.78,25.7934,0.0001918827410759
2387,1.2,21.392,52.9,234.81,25.7934,0.0001973140623265
2388,1.1,24.394,53.7,251.22,25.7934,0.0002088695855167
2389,1.1,18.564,54.5,243.22,25.7934,0.0002203694861718
2390,1.1,17.551166666666667,55.2,229.17,25.7934,0.0002257171093568
2391,1.1,17.551166666666667,55.9,260.7,25.7934,0.0002371339624477
2392,1.1,6.409,56.5,256.22,31.547,0.0002424330581718
2393,1.1,17.551166666666667,57.2,246.52,25.7934,0.0002424330581718
2394,1.1684210526315788,17.551166666666667,57.8,232.27,25.7934,0.000246976049347
2395,1.2,8.256,35.4,43.08,41.466,0.0001390678743938
2396,1.2,5.746,36.0,49.04,44.115,0.0001393987268249
2397,1.2,7.8738,36.6,52.36,65.10889999999999,0.0001491674591187
2398,1.2,7.8738,37.2,56.63,65.10889999999999,0.0001496977975711
2399,1.2,9.309,37.9,64.17,46.452,0.0001596558945895
2400,1.2,7.8738,38.6,68.65,65.10889999999999,0.0001602715188083
2401,1.2,7.8738,39.5,75.63,65.10889999999999,0.0001703174528078
2402,1.2,7.8738,40.4,89.94,65.10889999999999,0.0001709288081514
2403,1.2,7.8738,41.3,90.35,65.10889999999999,0.0001715298557243
2404,1.2,7.8738,42.3,90.12,65.10889999999999,0.0001816895212959
2405,1.2,6.648,43.3,92.31,26.039,0.0001823119068865
2406,1.2,7.8738,44.1,91.05,65.10889999999999,0.0001925502315416
2407,1.2,9.41,44.9,95.45,65.10889999999999,0.0001931676598703
2408,1.2,7.8738,45.7,100.18,90.239,0.0001937608990505
2409,1.2,7.8738,46.4,96.38,90.358,0.0001943294661769
2410,1.2,7.8738,47.2,86.99,95.05,0.0001948804895397
2411,1.2,7.8738,47.9,91.3,84.11,0.0002051783097215
2412,1.2,7.8738,48.5,92.02,63.115,0.0002057028671061
2413,1.2,7.8738,49.2,96.11,70.145,0.0002057028671061
2414,1.2,7.8738,49.9,103.3,65.10889999999999,0.00021650986104
2415,1.2,3.658,19.3,7.54,21.081,0.0001021514224585
2416,1.2,3.658,19.7,8.23,21.081,0.0001068700572598
2417,1.2,3.658,20.0,10.07,21.081,0.0001058914668197
2418,1.2,2.817,20.4,12.33,17.465,0.0001104435412617
2419,1.1,3.658,20.9,14.15,21.081,0.0001094259514586
2420,1.1,2.782,21.3,16.47,21.081,0.0001138266907328
2421,1.1,3.658,21.8,17.77,21.081,0.0001181195369714
2422,1.1,3.658,22.3,20.07,21.081,0.0001170486709655
2423,1.1,4.637,22.9,23.23,18.985,0.0001213701102357
2424,1.1,3.658,23.4,22.48,21.081,0.0001257222481233
2425,1.1,3.443,24.0,24.31,15.385,0.0001249993489617
2426,1.1,3.658,24.5,27.08,21.081,0.0001294257122296
2427,1.1,3.658,25.0,28.5,17.874,0.0001337999176615
2428,1.1,4.824,25.5,28.49,21.081,0.000133008655794
2429,1.1,3.658,26.0,28.5,18.574,0.0001322293874727
2430,1.0,3.658,26.6,25.67,21.081,0.0001365201518913
2431,1.0,3.445,27.3,26.61,21.081,0.0001357288639996
2432,1.0,3.658,28.0,26.6,21.081,0.0001349271393447
2433,1.0,3.658,28.7,26.8,24.885,0.0001399244408019
2434,1.1,3.658,29.4,27.57,34.399,0.000138243614873
2435,1.2,7.235,25.4,71.31,17.661,4.81421087482376e-05
2436,1.2,6.822,26.0,69.88,46.08563636363636,4.812791141748215e-05
2437,1.2,21.42458333333333,26.7,68.18,46.08563636363636,4.830735690516853e-05
2438,1.2,21.42458333333333,27.4,68.64,46.08563636363636,4.836676429424757e-05
2439,1.2,21.42458333333333,28.1,72.76,46.08563636363636,4.844819233070288e-05
2440,1.2,21.42458333333333,28.9,77.7,46.08563636363636,4.885330507201358e-05
2441,1.2,21.42458333333333,29.7,85.6,46.08563636363636,4.939103225014244e-05
2442,1.2,21.42458333333333,30.6,98.42,46.08563636363636,5.004383938295048e-05
2443,1.2,20.626,31.5,115.54,39.129,5.064731441611994e-05
2444,1.2,20.76,32.4,126.86,41.629,5.112742486124136e-05
2445,1.2,24.074,33.4,133.12,47.332,5.1648203373136776e-05
2446,1.2,24.607,34.3,137.68,47.628,5.204406111442254e-05
2447,1.2,24.53,35.2,153.79,47.917,5.249768377053515e-05
2448,1.2,21.42458333333333,36.1,159.32,46.08563636363636,5.323022062998449e-05
2449,1.2,25.654,37.0,168.0,52.014,5.4121288586924606e-05
2450,1.2,21.42458333333333,37.9,177.97,46.08563636363636,5.42657412808358e-05
2451,1.2,23.776,38.7,182.2,56.705,5.507759300052216e-05
2452,1.2,25.366,39.4,186.6,43.99,5.589433206273185e-05
2453,1.2,26.117,40.2,213.28,54.763,5.7749309895746745e-05
2454,1.2,27.528,40.9,217.18,58.174,5.805747247626854e-05
2455,1.1,1.2515714285714286,14.8,12.08,3.4773333333333336,6.230673691064823e-05
2456,1.1,1.2515714285714286,15.0,12.6,3.4773333333333336,6.556063710530336e-05
2457,1.1,1.2515714285714286,15.4,14.9,3.4773333333333336,6.708489267269521e-05
2458,1.1,1.2515714285714286,15.7,19.63,3.4773333333333336,6.699124543561107e-05
2459,1.1,0.549,16.1,23.46,3.041,6.873198518507252e-05
2460,1.1,1.2515714285714286,16.5,14.41,3.4773333333333336,6.988073625973494e-05
2461,1.1,1.2515714285714286,16.9,14.48,3.4773333333333336,7.119611546784274e-05
2462,1.1,1.2515714285714286,17.3,18.1,3.4773333333333336,7.143924092559278e-05
2463,1.1,0.617,17.9,20.5,4.377,7.291630960042802e-05
2464,1.1,1.2515714285714286,18.5,22.94,3.4773333333333336,7.420011279083363e-05
2465,1.1,1.2515714285714286,19.1,24.93,3.4773333333333336,7.384414438656289e-05
2466,1.1,1.2515714285714286,19.8,29.26,3.4773333333333336,7.513564554450762e-05
2467,1.1,1.2515714285714286,20.5,29.67,3.4773333333333336,7.556127765176522e-05
2468,1.1,3.179,21.3,33.25,3.4773333333333336,7.638862260637078e-05
2469,1.1,1.2515714285714286,22.2,30.97,3.4773333333333336,7.722247266357469e-05
2470,1.1,2.074,23.0,27.19,1.919,7.863573651490136e-05
2471,1.1,0.77,24.0,27.7,2.996,7.974829705612164e-05
2472,1.1,0.691,24.9,29.14,3.127,7.976263729910894e-05
2473,1.1,1.2515714285714286,25.9,30.8,3.4773333333333336,8.139879396165476e-05
2474,1.1,0.881,26.9,30.13,5.404,8.103006247834023e-05
2475,1.4,24.462642857142857,46.5,16.73,65.87416666666667,0.0002115898365866
2476,1.4,24.462642857142857,47.3,31.96,65.87416666666667,0.0002160729672183
2477,1.4,24.462642857142857,48.1,41.29,65.87416666666667,0.0002200331136581
2478,1.4,22.114,48.8,57.47,65.87416666666667,0.0002273321451369
2479,1.4,22.693,49.6,74.91,65.87416666666667,0.0002354251744087
2480,1.4,22.609,50.3,91.71,65.87416666666667,0.0002447283109201
2481,1.4,22.858,51.1,122.0,65.87416666666667,0.0002521367418475
2482,1.4,23.447,51.8,189.96,65.87416666666667,0.0002591615278606
2483,1.4,24.215,52.6,236.15,65.87416666666667,0.0002682805040598
2484,1.4,24.467,53.5,202.29,65.87416666666667,0.000278480227023
2485,1.4,24.82,54.4,198.52,65.87416666666667,0.0002883654349777
2486,1.4,25.003,55.3,225.31,67.923,0.0002983357624694
2487,1.4,24.961,56.2,198.38,64.352,0.0003085230417925
2488,1.4,24.945,57.1,237.63,65.453,0.0003168573494406
2489,1.4,24.611,58.1,243.21,66.858,0.0003242824591761
2490,1.4,24.603,59.0,199.39,69.804,0.0003305096955548
2491,1.4,31.131,59.8,196.78,60.855,0.0003367898385214
2492,1.4,24.462642857142857,60.6,209.64,65.87416666666667,0.0003459417377862
2493,1.4,24.462642857142857,61.4,236.41,65.87416666666667,0.0003545199678696
2494,1.4,24.462642857142857,62.1,237.44,65.87416666666667,0.0003643635164102
2495,1.1,0.3334,14.1,17.64,6.0558,8.348520815382701e-05
2496,1.1,0.3334,14.4,17.91,6.0558,7.88937659580572e-05
2497,1.1,0.3334,14.7,19.77,6.0558,7.628017732458592e-05
2498,1.1,0.3334,15.0,20.44,6.0558,7.367294095886341e-05
2499,1.1,0.309,15.3,19.59,2.229,7.366039126487712e-05
2500,1.1,0.3334,15.7,21.54,6.0558,7.327868371943057e-05
2501,1.1,0.3334,16.1,23.08,6.0558,7.285753694614001e-05
2502,1.1,0.3334,16.6,26.37,6.0558,7.156908093710765e-05
2503,1.1,0.155,17.1,30.47,1.435,7.10731346537275e-05
2504,1.1,0.3334,17.7,30.35,6.0558,7.092560644316267e-05
2505,1.1,0.212,18.4,28.15,1.437,7.034339587032796e-05
2506,1.1,0.251,19.1,41.65,2.669,7.047414745391634e-05
2507,1.1,0.3334,19.9,43.9,6.0558,7.072550883175677e-05
2508,1.1,0.3334,20.8,52.16,12.082,7.14453064798755e-05
2509,1.1,0.3334,21.7,49.3,9.538,7.103404149746028e-05
2510,1.1,0.3334,22.6,44.37,8.189,7.211990682924489e-05
2511,1.1,0.3334,23.6,36.19,7.468,7.177405527399745e-05
2512,1.1,0.3334,24.7,25.44,7.986,7.285182441899047e-05
2513,1.1,0.74,25.8,27.0,7.525,7.609689454901232e-05
2514,1.1,0.3334,26.9,25.47,6.0558,7.500699034219271e-05
2515,1.1,13.842,44.3,384.13,53.18173333333333,0.0001176374173615
2516,1.1,14.525,45.5,387.25,42.671,0.0001199190019093
2517,1.2,14.689,46.7,401.98,53.18173333333333,0.0001212273816917
2518,1.2,15.238,47.9,413.33,53.18173333333333,0.0001229893518552
2519,1.2,15.542,49.1,442.5,46.273,0.0001247158324192
2520,1.2,15.819,50.3,454.42,47.277,0.0001272325126402
2521,1.2,15.744,51.5,483.85,47.537,0.0001317475259151
2522,1.3,16.127,52.7,543.49,48.775,0.0001362528354899
2523,1.3,16.418,53.9,601.74,50.691,0.0001415645478564
2524,1.3,16.758,55.1,575.09,53.944,0.0001463492998367
2525,1.3,17.598,56.2,620.54,57.18,0.0001519424214096
2526,1.3,18.326,57.5,662.19,51.218,0.0001587638301307
2527,1.3,19.043,58.6,688.65,54.778,0.0001684880939438
2528,1.3,20.084,59.8,751.74,55.727,0.0001794772523571
2529,1.4,21.234,60.9,734.59,57.453,0.0001909363262377
2530,1.4,22.28,62.0,761.83,60.092,0.0002010759767604
2531,1.4,22.936,63.1,808.78,61.678,0.0002104907045091
2532,1.4,23.451,64.3,842.85,62.432,0.0002195646540642
2533,1.4,23.91,65.4,775.51,53.18173333333333,0.0002348475766209
2534,1.2789473684210526,24.601,66.5,793.79,53.18173333333333,0.0002420146234509
2535,1.4,21.527,43.6,105.74,68.587,0.0003173249999875
2536,1.4,21.761,44.5,106.61,71.416,0.0003271712761519
2537,1.4,22.342,45.3,118.63,71.861,0.0003355709702773
2538,1.4,22.561,46.1,150.22,73.973,0.0003454954354833
2539,1.4,23.058,46.9,166.55,74.47,0.0003594380834343
2540,1.4,23.519,47.7,188.68,75.268,0.000375422039014
2541,1.4,23.672,48.5,189.29,76.513,0.0003879927196648
2542,1.4,23.925,49.3,244.81,77.829,0.0004021411027525
2543,1.4,23.994,50.1,275.48,79.135,0.0004168926703096
2544,1.4,24.167,50.9,271.58,80.932,0.0004342640844157
2545,1.4,24.367,51.8,254.97,82.567,0.0004542876769225
2546,1.4,24.965,52.7,261.96,83.918,0.0004769780590092
2547,1.4,25.406,53.7,246.07,82.175,0.000497842099912
2548,1.4,26.252,54.6,255.99,83.646,0.0005188965669522
2549,1.4,27.628,55.6,267.77,86.046,0.0005396591647504
2550,1.4,28.148,56.5,221.96,88.244,0.0005697253016519
2551,1.4,30.007,57.5,220.29,96.972,0.0005975645453125
2552,1.4,30.861,58.4,237.32,99.745,0.0006272418699413
2553,1.4,31.721,59.3,259.95,102.353,0.0006531022865678
2554,1.4,32.77,60.2,258.78,104.57,0.0006825684176563
2555,1.1,1.7675714285714286,17.6,2.65,18.09057142857143,2.7666981762847853e-05
2556,1.1,1.7675714285714286,17.9,2.96,18.09057142857143,2.9154126654496687e-05
2557,1.1,1.7675714285714286,18.2,2.08,18.09057142857143,2.837046590852052e-05
2558,1.1,1.342,18.5,1.63,14.094,2.762113994569259e-05
2559,1.1,1.7675714285714286,18.8,1.78,18.09057142857143,2.897512899106532e-05
2560,1.1,1.894,19.1,1.99,14.769,2.823998337875264e-05
2561,1.1,1.7675714285714286,19.3,2.38,18.09057142857143,2.950537194471873e-05
2562,1.1,1.7675714285714286,19.5,2.6,18.09057142857143,2.878719545546141e-05
2563,1.1,1.768,19.7,2.73,18.09057142857143,2.8101675609244328e-05
2564,1.1,1.7675714285714286,19.9,2.43,20.963,2.927754010108071e-05
2565,1.1,1.7675714285714286,20.1,2.83,18.09057142857143,3.0400680975253844e-05
2566,1.0,2.013,20.3,2.84,17.858,2.9725996258021647e-05
2567,1.0,1.546,20.6,2.75,17.371,3.0791442715942096e-05
2568,1.0,1.873,20.8,3.28,19.937,3.181258036862409e-05
2569,1.0,1.7675714285714286,21.1,3.22,18.09057142857143,3.115351633018136e-05
2570,1.0,1.7675714285714286,21.4,2.98,18.09057142857143,3.213011411010026e-05
2571,1.0,1.937,21.8,3.01,18.09057142857143,3.1494723846387635e-05
2572,1.0,1.7675714285714286,22.1,3.03,18.09057142857143,3.242837575531092e-05
2573,1.0,1.7675714285714286,22.5,3.46,21.642,3.242837575531092e-05
2574,1.0578947368421054,1.7675714285714286,22.9,3.85,18.09057142857143,3.270738339446145e-05
2575,1.2,7.6646,25.6,35.81,38.171,9.29342951870154e-05
2576,1.2,7.6646,26.1,29.9,37.817,9.307486167785408e-05
2577,1.2,7.6646,26.6,25.32,37.457,9.32136309710764e-05
2578,1.2,7.6646,27.0,36.6,38.04,9.339307053910545e-05
2579,1.2,7.365,27.5,44.46,39.005,9.389179446950116e-05
2580,1.2,7.6646,28.0,46.84,40.03833333333333,9.54016650180922e-05
2581,1.2,7.6646,28.5,45.6,40.03833333333333,9.75468928257818e-05
2582,1.2,7.6646,29.1,45.43,40.03833333333333,9.917892175206915e-05
2583,1.2,7.6646,29.7,40.14,40.03833333333333,0.0001012242932728
2584,1.3,7.6646,30.3,40.53,40.03833333333333,0.0001035421485654
2585,1.3,7.6646,31.0,50.78,40.03833333333333,0.0001060495743477
2586,1.3,7.6646,31.8,54.25,40.03833333333333,0.0001090114380792
2587,1.3,7.6646,32.6,50.82,40.03833333333333,0.0001120252418192
2588,1.3,7.6646,33.4,46.02,40.03833333333333,0.0001155323740024
2589,1.3,7.6646,34.3,31.13,40.03833333333333,0.0001197710153481
2590,1.3,7.6646,35.2,28.9,40.03833333333333,0.000123948262235
2591,1.3,7.675,36.0,26.91,40.03833333333333,0.0001274118890621
2592,1.3,7.833,36.8,31.24,40.03833333333333,0.0001301289121437
2593,1.3,7.527,37.6,32.88,49.74,0.0001325674085123
2594,1.2526315789473683,7.923,38.5,31.12,40.03833333333333,0.0001361820790076
2595,1.4,31.158,45.5,244.53,36.744,0.0004759170735009
2596,1.4,31.002,46.0,259.72,39.875,0.0004888067541087
2597,1.4,30.932,46.6,288.94,41.837,0.0004995483147587
2598,1.4,31.928,47.3,368.5,44.04,0.0005090141005081
2599,1.4,34.135,48.0,426.39,44.171,0.0005125795357579
2600,1.4,35.159,48.9,448.42,44.793,0.0005175455231385
2601,1.4,35.98,49.8,471.41,45.773,0.0005234094752779
2602,1.4,35.447,50.8,540.36,47.398,0.0005326504884715
2603,1.4,35.36,51.8,618.23,49.669,0.0005429928632236
2604,1.4,35.807,52.8,558.66,50.888,0.0005532966240157
2605,1.4,37.296,53.9,566.03,52.726,0.0005642287083867
2606,1.4,38.074,55.1,593.19,53.453,0.000575748569387
2607,1.4,37.999,56.2,565.02,53.802,0.0005795550724418
2608,1.4,37.857,57.4,598.85,52.854,0.0005766241569866
2609,1.4,37.767,58.6,619.95,52.982,0.0005768786839147
2610,1.4,38.267,59.8,523.78,54.44,0.0005813342944073
2611,1.4,38.112,60.9,521.9,56.851,0.0005867578342209
2612,1.4,38.723,62.1,561.63,59.227,0.0005933842284922
2613,1.4,40.299,63.2,609.8,60.795,0.0005994302073443
2614,1.4,44.411,64.3,591.35,61.444,0.000587884175707
2615,1.1,4.241,24.5,17.51,11.918,0.0001067161426231
2616,1.1,4.433,25.2,16.98,8.353,0.0001092246214723
2617,1.1,7.231611111111111,25.9,17.33,10.622,0.0001126356684819
2618,1.1,7.231611111111111,26.6,15.93,17.10142105263158,0.0001163952030157
2619,1.1,5.405,27.4,20.9,17.142,0.0001188446235725
2620,1.1,5.218,28.1,23.21,14.077,0.000121126272373
2621,1.1,5.219,28.9,26.78,16.715,0.0001242673445506
2622,1.1,5.555,29.6,33.07,20.501,0.0001269285780741
2623,1.1,6.244,30.3,47.05,15.044,0.0001295325021736
2624,1.1,6.826,31.1,53.46,15.552,0.000133098994808
2625,1.1,7.239,31.8,57.71,17.455,0.0001362181607835
2626,1.1,7.391,32.7,60.94,18.234,0.0001397299518998
2627,1.1,7.645,33.6,58.92,18.325,0.0001432871906372
2628,1.1,7.983,34.5,67.35,18.401,0.0001477233806343
2629,1.1,8.364,35.4,67.02,19.132,0.0001521966717587
2630,1.1,8.624,36.3,73.38,19.606,0.0001564831830683
2631,1.1,8.925,37.3,75.92,19.477,0.0001629413087474
2632,1.1,9.277,38.2,73.28,19.966,0.0001691256072234
2633,1.1,10.041,39.2,75.9,21.803,0.0001762654745468
2634,1.1,11.539,40.1,73.34,22.604,0.0001821300231557
2635,1.1,4.056,39.8,26.01,14.61,0.0001271453076916
2636,1.2,8.718571428571428,40.5,25.59,26.7344,0.0001271587852945
2637,1.2,8.718571428571428,41.1,37.48,26.7344,0.000127081215313
2638,1.2,8.718571428571428,41.8,40.79,26.7344,0.0001249664536773
2639,1.2,8.102,42.5,45.79,52.258,0.0001250259630528
2640,1.2,8.718571428571428,43.3,52.43,26.7344,0.0001250895979064
2641,1.2,8.718571428571428,44.0,58.94,26.7344,0.0001289326912745
2642,1.2,8.718571428571428,44.8,62.63,26.7344,0.0001305370254835
2643,1.2,8.718571428571428,45.6,84.32,26.7344,0.000132119345292
2644,1.2,7.054,46.4,86.75,30.625,0.0001356562137049
2645,1.2,8.718571428571428,47.2,97.93,26.7344,0.0001392300942184
2646,1.2,8.718571428571428,48.0,106.12,26.7344,0.0001428160800059
2647,1.2,8.718571428571428,48.8,119.35,26.7344,0.000148172744427
2648,1.2,8.718571428571428,49.5,125.91,22.967,0.0001534808395931
2649,1.2,8.718571428571428,50.3,132.91,20.351,0.0001604713671986
2650,1.1,10.463,51.0,117.14,20.873,0.0001656220401529
2651,1.1,11.312,51.7,76.85,19.543,0.0001689927350193
2652,1.1,11.849,52.4,88.4,19.281,0.0001723208749845
2653,1.1,8.194,53.1,94.22,27.569,0.0001790785563565
2654,1.173684210526316,8.718571428571428,53.8,99.65,39.267,0.0001805164758546
2655,1.4,30.232,36.9,314.3,103.035,0.00050697204224
2656,1.4,31.22,37.6,363.91,104.679,0.0005168952948657
2657,1.4,32.149,38.4,405.99,106.906,0.0005273517660756
2658,1.4,32.865,39.2,493.96,108.071,0.000534318450229
2659,1.4,33.746,40.1,567.94,110.019,0.0005417074690643
2660,1.4,34.518,41.1,590.17,111.841,0.0005518912161091
2661,1.4,35.377,42.2,622.86,113.339,0.0005624073652628
2662,1.4,36.209,43.3,704.17,114.471,0.0005701417149295
2663,1.4,36.757,44.5,755.48,114.822,0.0005764262874708
2664,1.4,37.446,45.7,678.47,115.026,0.0005809274551525
2665,1.4,38.033,47.0,723.3,115.845,0.0005905849149029
2666,1.5,38.821,48.3,924.4,116.076,0.0005996438665564
2667,1.5,39.586,49.5,926.28,116.473,0.0006038145879495
2668,1.5,40.365,50.8,999.92,116.812,0.0006067269826172
2669,1.5,41.115,52.0,985.53,116.99,0.0006080484599845
2670,1.5,41.899,53.2,834.36,117.49,0.0006160857935794
2671,1.5,42.707,54.4,823.24,117.866,0.0006223010811922
2672,1.5,43.338,55.6,822.34,118.27,0.0006241046519574
2673,1.5,44.055,56.7,838.24,118.549,0.0006222546468862
2674,1.4421052631578946,70.921,57.8,786.98,113.5042105263158,0.0006109548529616
2675,1.4,35.298,53.8,1104.99,119.413,0.0004531493397477
2676,1.4,35.373,54.9,1133.52,119.857,0.0004576516942345
2677,1.4,35.9,56.1,1223.49,124.19,0.0004637479884217
2678,1.4,36.905,57.2,1436.43,129.689,0.0004708220582833
2679,1.4,37.264,58.4,1612.91,128.353,0.0004753809187575
2680,1.4,37.623,59.6,1540.14,130.032,0.0004834852597748
2681,1.4,38.003,60.8,1551.26,133.815,0.000492428561973
2682,1.4,37.918,62.1,1682.29,136.211,0.0005012799383056
2683,1.4,38.298,63.3,1886.82,139.219,0.0005109793286834
2684,1.4,38.476,64.5,1912.01,142.103,0.0005223245758052
2685,1.4,38.166,65.7,2017.84,149.586,0.0005361098234156
2686,1.4,38.355,66.9,2357.31,154.692,0.0005518352776931
2687,1.4,39.102,68.0,2306.45,158.58,0.0005684706728174
2688,1.4,40.303,69.1,2334.06,161.789,0.0005830145135674
2689,1.4,41.171,70.1,2493.95,164.21,0.0005954816269973
2690,1.4,41.898,71.1,2426.22,168.618,0.0006118621759014
2691,1.5,42.473,72.1,2508.26,173.278,0.0006238445581689
2692,1.5,42.957,73.0,2536.64,175.357,0.0006357326012069
2693,1.5,43.328,73.9,2762.0,178.949,0.0006506255018259
2694,1.4157894736842105,43.416,74.8,2444.92,182.605,0.0006636446594881
2695,1.1,13.654,28.5,34.88,19.544,4.954088771563871e-05
2696,1.1,14.466454545454546,29.2,34.14,18.967181818181817,4.939274755745757e-05
2697,1.1,14.676,29.9,34.64,19.606,4.9942721940774175e-05
2698,1.1,14.053,30.8,31.71,18.506,5.006956678027058e-05
2699,1.1,14.522,31.7,32.08,19.132,5.083581355496719e-05
2700,1.1,15.384,32.7,31.46,18.846,5.198605588527944e-05
2701,1.1,14.466454545454546,33.5,33.77,18.967181818181817,5.232191297608283e-05
2702,1.2,14.882,34.3,39.15,18.904,5.1689494810599245e-05
2703,1.2,14.858,35.2,45.81,18.423,5.205193413732782e-05
2704,1.2,14.113,36.0,48.87,18.429,5.343937764399707e-05
2705,1.2,14.602,36.8,50.08,18.749,5.545517163398145e-05
2706,1.2,14.466454545454546,37.7,43.07,18.967181818181817,5.715491112566753e-05
2707,1.2,14.466454545454546,38.6,37.49,18.967181818181817,5.920798183957158e-05
2708,1.1,21.717,26.8,4.73,41.816,9.05340982073446e-05
2709,1.1,21.241,27.4,5.87,38.946,8.439678541320666e-05
2710,1.1,20.41,28.0,6.53,38.6,7.811517990282409e-05
2711,1.1,19.396,28.6,8.19,35.649,7.33878128726487e-05
2712,1.1,19.512,29.2,10.71,35.267,6.967252269702036e-05
2713,1.1,19.548,29.8,11.72,34.64,6.647305838139424e-05
2714,1.1,19.166,30.3,14.06,35.069,6.50915847237539e-05
2715,1.1,18.962,30.9,20.56,35.224,6.373118834784737e-05
2716,1.1,19.292,31.4,28.87,35.568,6.322897040495938e-05
2717,1.1,16.439,32.0,27.56,35.968,6.313659616186645e-05
2718,1.1,16.975,32.6,30.28,39.512,6.290493381693115e-05
