,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),Neonatal mortality rate (per 1000 live births),per_capita-Maternal Disorders,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized","Mean total cholesterol,  age-standardized",Mean hemoglobin level of pregnant women (aged 15-49 years),Prevalence of anaemia in women of reproductive age (aged 15-49) (%)
2318,22.6,9.44598,3.0935214576960043e-06,35.1,5.1,117.0,22.7
2319,22.4,9.1179,2.517122048505841e-06,36.2,5.1,118.0,22.5
2320,22.2,8.50048,2.117387608615227e-06,37.4,5.1,118.0,22.3
2321,22.0,7.72389,1.941267362266404e-06,38.5,5.0,118.0,22.2
2322,22.0,6.94542,1.854687328667604e-06,39.6,5.0,118.0,22.2
2323,22.0,6.27351,1.7225117049203277e-06,40.7,5.0,118.0,22.1
2324,22.0,5.75779,2.3623673428519173e-06,41.9,5.0,118.0,22.1
2325,22.0,5.40861,2.322480730013072e-06,43.0,5.0,118.0,22.1
2326,22.0,5.21188,2.1000201236710983e-06,44.2,5.0,118.0,22.1
2327,22.0,5.11681,1.46463117108613e-06,45.4,5.0,118.0,22.1
2328,22.0,5.00025,1.4226396114266411e-06,46.6,5.0,118.0,22.1
2329,22.0,4.73802,1.4266075750469217e-06,47.7,5.0,118.0,22.1
2330,22.0,4.31108,1.523099183757301e-06,48.9,5.0,118.0,22.0
2331,22.0,3.88658,1.1111246915240075e-06,50.0,5.0,118.0,22.1
2332,22.0,3.58517,1.2540659605253478e-06,51.1,4.9,118.0,22.1
2333,22.2,3.43839,1.2540659605253478e-06,52.2,4.9,118.0,22.3
2334,22.6,3.40921,1.216012679457748e-06,53.3,5.021052631578947,118.0,22.7
2335,22.0,9.00184,3.851135731963352e-06,25.3,5.1,118.0,22.1
2336,21.9,8.58311,3.746824172651904e-06,26.4,5.1,118.0,22.0
2337,21.9,7.99816,3.671744043425393e-06,27.6,5.1,118.0,22.0
2338,21.7,7.33798,3.644985204409107e-06,28.7,5.1,118.0,21.8
2339,21.4,6.79066,3.031202065197686e-06,29.8,5.1,118.0,21.5
2340,21.2,6.38038,3.151799400099109e-06,30.9,5.1,118.0,21.3
2341,21.0,5.95178,2.9281445710566648e-06,31.9,5.1,118.0,21.1
2342,20.8,5.39951,2.8717388081406864e-06,32.9,5.1,119.0,20.9
2343,20.6,4.87019,2.970815729710238e-06,33.9,5.1,119.0,20.7
2344,20.3,4.56744,2.934849595170703e-06,34.8,5.1,119.0,20.4
2345,20.1,4.55707,2.5539814102293326e-06,35.7,5.1,119.0,20.2
2346,20.0,4.66891,2.38575945801542e-06,36.6,5.1,119.0,20.1
2347,19.9,4.72594,2.071230395442204e-06,37.5,5.1,119.0,20.0
2348,19.9,4.64628,1.9721999854450186e-06,38.3,5.1,119.0,20.0
2349,20.0,4.37326,1.960226707533005e-06,39.0,5.1,119.0,20.1
2350,20.0,3.95242,1.7866335459608613e-06,39.8,5.1,119.0,20.1
2351,20.2,3.52573,1.663143266856881e-06,40.5,5.1,119.0,20.3
2352,20.5,3.1995,1.434435733117063e-06,41.2,5.1,119.0,20.6
2353,20.8,2.93146,1.5384880660892852e-06,41.9,5.1,119.0,20.8
2354,21.1,2.64412,1.5485647030324986e-06,42.6,5.1,119.0,21.1
2355,25.1,43.16365,0.0001868210101122,4.2,3.7,120.0,25.1
2356,24.5,40.22008,0.0001783768266205,4.3,3.7,120.0,24.6
2357,23.9,37.31342,0.0001730761088923,4.5,3.7,120.0,24.0
2358,23.4,34.58714,0.0001677205805901,4.7,3.7,120.0,23.5
2359,22.7,32.12739,0.0001606622360636,4.9,3.7,120.0,22.9
2360,22.0,29.97693,0.0001481625605487,5.0,3.7,120.0,22.2
2361,21.3,28.09247,0.0001357380819072,5.2,3.7,120.0,21.6
2362,20.6,26.46388,0.0001251346257271,5.4,3.7,120.0,20.8
2363,19.8,25.1003,0.0001155087109946,5.7,3.7,120.0,20.1
2364,19.2,23.98356,0.0001034773700481,5.9,3.7,120.0,19.5
2365,18.6,22.98949,9.596619963719167e-05,6.1,3.7,120.0,19.0
2366,18.2,22.09675,8.662824828447486e-05,6.4,3.7,120.0,18.6
2367,17.9,21.34145,8.143924358683066e-05,6.7,3.7,120.0,18.3
2368,17.6,20.69653,7.308998917718736e-05,7.1,3.7,120.0,18.0
2369,17.4,20.19384,6.833027238570242e-05,7.4,3.7,120.0,17.9
2370,17.3,19.7449,6.673652019040363e-05,7.8,3.7,120.0,17.8
2371,17.1,19.33148,6.528891151758762e-05,8.3,3.7,120.0,17.6
2372,16.9,18.96258,6.321700053802022e-05,8.7,3.8,119.0,17.4
2373,16.8,18.58392,6.314192096493468e-05,9.2,3.8,119.0,17.3
2374,16.6,18.23402,5.997303715183114e-05,9.7,3.710526315789474,119.0,17.2
2375,18.8,11.3958,6.52307210603906e-06,23.7,4.4,121.0,19.0
2376,18.2,11.62929,6.476683937823834e-06,24.5,4.4,121.0,18.3
2377,17.6,11.83904,6.439274422558066e-06,25.4,4.4,121.0,17.8
2378,17.4,12.01308,6.409927696015589e-06,26.3,4.4,121.0,17.6
2379,17.1,12.16,6.383372591074768e-06,27.2,4.4,121.0,17.3
2380,16.8,12.26695,6.354410914336187e-06,28.1,4.4,121.0,17.0
2381,16.5,12.33316,1.2647981382171406e-05,28.9,4.4,121.0,16.6
2382,16.1,12.39483,1.2588512981904012e-05,29.8,4.4,121.0,16.2
2383,15.7,12.4707,1.253250618792493e-05,30.7,4.4,122.0,15.8
2384,15.3,12.56468,1.2479175376091149e-05,31.5,4.4,122.0,15.4
2385,14.8,12.67562,1.242838145188352e-05,32.3,4.4,122.0,14.9
2386,14.4,12.76323,1.2379531682316458e-05,33.0,4.4,122.0,14.5
2387,14.0,12.79948,1.2332128895411215e-05,33.7,4.4,122.0,14.1
2388,13.7,12.72556,1.2286446206866897e-05,34.4,4.4,122.0,13.8
2389,13.6,12.57288,1.2242749231767486e-05,35.0,4.5,122.0,13.7
2390,13.6,12.42491,1.2200924830102122e-05,35.6,4.5,122.0,13.7
2391,13.6,12.35233,1.2160716022959432e-05,36.1,4.5,122.0,13.8
2392,13.7,12.37593,1.2121652908590616e-05,36.6,4.5,122.0,13.9
2393,13.9,12.49386,1.2121652908590616e-05,37.1,4.5,122.0,14.1
2394,14.2,12.70023,1.204761216326924e-05,37.5,4.426315789473684,122.0,14.3
2395,24.5,13.13963,9.271191626259724e-06,21.1,4.4,118.0,24.6
2396,23.6,13.13553,9.293248454997443e-06,21.9,4.4,118.0,23.8
2397,22.8,13.11901,9.322966194924576e-06,22.6,4.4,119.0,23.0
2398,22.1,13.05874,9.356112348197075e-06,23.4,4.4,119.0,22.3
2399,21.3,12.98444,9.391523211149616e-06,24.2,4.4,119.0,21.5
2400,20.5,12.92648,9.427736400490242e-06,25.0,4.4,119.0,20.7
2401,19.9,12.89122,9.46208071154847e-06,25.8,4.4,120.0,20.1
2402,19.3,12.85569,9.496044897300274e-06,26.5,4.4,120.0,19.5
2403,18.7,12.81317,9.52943642912958e-06,27.3,4.4,120.0,18.9
2404,18.2,12.73082,9.562606383996022e-06,28.0,4.4,120.0,18.4
2405,17.8,12.55238,9.595363520346968e-06,28.7,4.4,120.0,18.0
2406,17.4,12.27952,9.627511577082672e-06,29.3,4.4,120.0,17.6
2407,17.1,11.92342,9.658382993519225e-06,29.9,4.4,121.0,17.3
2408,16.9,11.50701,9.68804495252858e-06,30.5,4.4,121.0,17.1
2409,16.8,11.04266,9.71647330884782e-06,31.0,4.4,121.0,17.0
2410,16.7,10.59028,9.744024476989488e-06,31.5,4.4,121.0,16.9
2411,16.6,10.152,9.770395701025892e-06,32.0,4.4,121.0,16.7
2412,16.5,9.76566,9.795374624102498e-06,32.4,4.4,121.0,16.7
2413,16.6,9.39756,9.795374624102498e-06,32.8,4.4,121.0,16.8
2414,16.8,9.07954,9.841357320001574e-06,33.3,4.4,121.0,17.0
2415,23.2,8.74035,1.702523707642629e-05,15.9,4.7,114.0,24.7
2416,23.0,8.44008,1.124947971156334e-05,16.2,4.7,114.0,24.5
2417,22.9,8.19526,1.114647019155209e-05,16.4,4.7,114.0,24.4
2418,23.0,8.00089,1.1044354126170702e-05,16.7,4.7,114.0,24.4
2419,23.1,7.84799,1.0942595145864792e-05,16.9,4.6,114.0,24.5
2420,23.3,7.75095,1.084063721265536e-05,17.2,4.6,114.0,24.7
2421,23.4,7.71658,1.0738139724674098e-05,17.5,4.6,114.0,24.8
2422,23.4,7.72643,5.320394134797506e-06,17.7,4.6,114.0,24.8
2423,23.3,7.76998,5.276961314596603e-06,18.0,4.6,114.0,24.7
2424,23.2,7.89985,5.238427005138897e-06,18.2,4.6,114.0,24.6
2425,23.2,7.79637,5.2083062067385065e-06,18.5,4.6,114.0,24.5
2426,23.2,7.75166,5.177028489187776e-06,18.7,4.6,114.0,24.5
2427,23.3,7.66476,5.1461506792918895e-06,18.9,4.5,114.0,24.5
2428,23.6,7.57862,5.115717530540834e-06,19.1,4.5,114.0,24.8
2429,23.8,7.48761,5.085745672030433e-06,19.3,4.5,114.0,25.0
2430,24.0,7.39518,5.05630192190036e-06,19.5,4.5,114.0,25.1
2431,24.4,7.30497,5.026994962951047e-06,19.7,4.5,114.0,25.5
2432,24.8,7.19089,4.997301457213105e-06,19.9,4.5,114.0,25.9
2433,25.3,7.04891,4.997301457213105e-06,20.1,4.5,114.0,26.3
2434,25.8,6.90322,4.937271959751359e-06,20.3,4.584210526315789,114.0,26.8
2435,31.6,11.49244,1.168361118743778e-05,20.6,4.6,116.0,31.7
2436,30.9,10.80175,1.110291188086814e-05,21.5,4.6,116.0,31.0
2437,30.3,10.16794,1.0640189206807568e-05,22.4,4.6,116.0,30.4
2438,29.9,9.59809,1.072862771617855e-05,23.4,4.6,116.0,30.0
2439,29.5,9.04815,1.0517223246166815e-05,24.5,4.6,116.0,29.6
2440,29.1,8.54812,1.1124172496917377e-05,25.7,4.6,116.0,29.2
2441,28.6,8.06377,1.1589653488469084e-05,26.8,4.6,116.0,28.7
2442,28.0,7.5868,1.1796630980157169e-05,28.0,4.6,117.0,28.1
2443,27.3,7.13728,1.1919375896662142e-05,29.1,4.6,117.0,27.4
2444,26.8,6.71201,1.1804710450587772e-05,30.1,4.6,117.0,26.9
2445,26.3,6.30216,1.17364615640988e-05,31.2,4.6,117.0,26.4
2446,26.0,5.92714,1.1327236830786082e-05,32.1,4.6,117.0,26.1
2447,25.7,5.57043,1.089147926036228e-05,33.0,4.6,117.0,25.8
2448,25.6,5.22921,1.0579227949473904e-05,33.8,4.6,117.0,25.7
2449,25.8,4.91021,1.0239162705634384e-05,34.5,4.6,117.0,25.8
2450,26.0,4.61293,9.76495078825133e-06,35.2,4.6,117.0,26.0
2451,26.3,4.32413,9.410420467529576e-06,35.8,4.6,117.0,26.3
2452,26.7,4.05468,8.959892929279496e-06,36.2,4.6,117.0,26.8
2453,27.1,3.82107,8.714895856994509e-06,36.6,4.6,117.0,27.1
2454,27.5,3.62506,8.33279481938242e-06,37.0,4.6,117.0,27.5
2455,59.7,38.24274,0.0001324282170948,6.6,4.0,104.0,59.8
2456,59.7,37.18232,0.0001565427457412,6.9,4.0,104.0,59.7
2457,59.6,36.00412,0.0001546261651738,7.2,4.0,104.0,59.6
2458,59.5,34.7489,0.0001488260321339,7.6,4.0,105.0,59.5
2459,59.4,33.42059,0.0001555263177908,7.9,4.0,105.0,59.4
2460,59.2,32.08273,0.0001577175822338,8.3,4.0,105.0,59.2
2461,58.9,30.83148,0.0001520352491066,8.7,4.0,105.0,59.0
2462,58.5,29.62819,0.0001513037485942,9.0,4.0,105.0,58.6
2463,58.0,28.56547,0.0001510470329003,9.5,4.0,105.0,58.1
2464,57.4,27.60277,0.0001529804794576,9.9,4.0,105.0,57.5
2465,56.8,26.76478,0.0001383563364605,10.3,4.0,105.0,56.9
2466,56.2,25.99594,0.0001380123173422,10.8,4.0,105.0,56.4
2467,55.6,25.33263,0.0001350079562941,11.3,4.0,106.0,55.9
2468,55.1,24.72123,0.0001354845452132,11.9,4.0,106.0,55.4
2469,54.6,24.19266,0.0001370643888017,12.4,4.0,106.0,54.9
2470,54.2,23.66669,0.0001334446302095,13.0,4.0,106.0,54.5
2471,53.7,23.05192,0.0001314939083683,13.6,4.0,106.0,54.0
2472,53.3,22.42101,0.0001263249289873,14.2,4.1,106.0,53.6
2473,52.8,21.77106,0.0001217573249711,14.9,4.1,107.0,53.1
2474,52.3,21.14474,0.0001149118141245,15.5,4.010526315789474,107.0,52.7
2475,23.8,7.77907,1.841055134998656e-06,29.7,5.5,118.0,23.9
2476,23.5,7.49751,1.8547035812736407e-06,30.8,5.5,118.0,23.6
2477,23.3,7.06364,1.85570095856233e-06,31.9,5.5,118.0,23.4
2478,23.1,6.51471,1.857939306431257e-06,33.1,5.4,118.0,23.2
2479,22.9,5.9884,1.7281351029436786e-06,34.2,5.4,118.0,23.0
2480,22.7,5.56118,1.7328257309158905e-06,35.3,5.4,118.0,22.8
2481,22.6,5.24959,1.471354992213857e-06,36.4,5.4,118.0,22.7
2482,22.4,5.06482,1.3428058438373202e-06,37.4,5.3,118.0,22.5
2483,22.2,4.95926,1.348821035997066e-06,38.5,5.3,118.0,22.3
2484,22.0,4.8723,1.3551349246863438e-06,39.6,5.3,118.0,22.1
2485,21.8,4.77095,1.361498748714575e-06,40.7,5.3,118.0,21.9
2486,21.8,4.65068,1.3678852016023409e-06,41.7,5.3,118.0,21.8
2487,21.8,4.51351,1.2368407020637649e-06,42.8,5.2,118.0,21.8
2488,21.8,4.35525,1.2425778409436854e-06,43.9,5.2,118.0,21.9
2489,21.8,4.17248,1.2483071567945911e-06,44.9,5.2,118.0,21.9
2490,21.9,3.97728,1.254041846540391e-06,45.9,5.2,118.0,22.0
2491,22.1,3.8097,1.2598123635465737e-06,46.9,5.1,118.0,22.2
2492,22.3,3.697,1.1250137814188224e-06,47.8,5.1,118.0,22.4
2493,22.5,3.63337,1.1250137814188224e-06,48.7,5.1,118.0,22.6
2494,22.8,3.59508,9.93589643502875e-07,49.7,5.3,118.0,22.8
2495,53.7,48.38744,0.0002441548540347,6.0,3.9,106.0,54.0
2496,53.0,47.82549,0.0002500363554344,6.3,3.9,106.0,53.5
2497,52.3,47.18626,0.000250068348905,6.6,3.9,106.0,52.8
2498,51.6,46.48194,0.0002552800993711,6.9,3.9,106.0,52.2
2499,51.0,45.73469,0.0002616138969997,7.3,3.9,106.0,51.6
2500,50.4,44.91954,0.0002672016930986,7.6,4.0,107.0,51.0
2501,49.8,44.06671,0.0002663140168145,8.0,4.0,107.0,50.5
2502,49.1,43.05563,0.0002730604423253,8.4,4.0,107.0,49.8
2503,48.5,41.9224,0.000269560292216,8.8,4.0,107.0,49.2
2504,47.9,40.7212,0.000272595943445,9.2,4.0,107.0,48.7
2505,47.5,39.52777,0.0002766077707529,9.7,4.0,107.0,48.3
2506,47.3,38.41748,0.0002688458217686,10.2,4.0,107.0,48.0
2507,47.1,37.43369,0.0002615750133339,10.8,4.0,107.0,47.9
2508,47.0,36.48702,0.0002531765099947,11.4,4.0,107.0,47.7
2509,47.0,35.71004,0.0002465299087264,12.0,4.0,107.0,47.7
2510,47.1,35.01571,0.0002355803560342,12.6,4.0,107.0,47.8
2511,47.3,34.08728,0.000230275094004,13.3,4.0,107.0,47.9
2512,47.4,33.36518,0.0002248833600105,14.0,4.0,107.0,48.1
2513,47.6,32.66786,0.00022537012053,14.7,4.0,107.0,48.2
2514,47.8,32.04499,0.0002149684877848,15.5,3.973684210526316,107.0,48.4
2515,12.1,1.61153,1.7227236852111309e-06,39.5,4.8,119.0,12.3
2516,11.9,1.48547,9.593520152748029e-07,40.6,4.8,120.0,12.1
2517,11.8,1.39285,9.343150804760616e-07,41.8,4.8,120.0,11.9
2518,11.7,1.32473,9.110322359646374e-07,43.1,4.8,120.0,11.8
2519,11.6,1.27944,6.669295851297823e-07,44.3,4.9,120.0,11.7
2520,11.5,1.249,8.684813149501894e-07,45.6,4.9,120.0,11.7
2521,11.5,1.22732,8.486153038010965e-07,46.8,4.9,120.0,11.6
2522,11.4,1.20942,8.295454215521707e-07,48.0,4.9,120.0,11.5
2523,11.3,1.18585,6.084436154287509e-07,49.2,4.9,120.0,11.5
2524,11.3,1.15649,3.971487105474953e-07,50.3,4.9,120.0,11.4
2525,11.3,1.12114,3.890971098839421e-07,51.4,5.0,120.0,11.4
2526,11.3,1.08615,5.717784998704922e-07,52.5,5.0,120.0,11.5
2527,11.4,1.05275,3.735877914498457e-07,53.4,5.0,120.0,11.5
2528,11.5,1.02917,1.831400534256164e-07,54.4,5.0,120.0,11.6
2529,11.7,1.01806,3.592405009177697e-07,55.2,5.0,120.0,11.8
2530,11.8,1.01051,3.524556998430867e-07,56.0,5.0,120.0,11.9
2531,12.0,0.99496,3.459173451258862e-07,56.8,5.0,120.0,12.1
2532,12.3,0.96226,1.6981025062974133e-07,57.5,5.1,120.0,12.4
2533,12.6,0.91375,3.3962050125948265e-07,58.2,5.1,120.0,12.7
2534,12.9,0.84962,3.277110676384174e-07,58.9,4.936842105263158,120.0,13.0
2535,20.2,3.24519,9.947492162619612e-07,28.0,5.2,119.0,20.3
2536,20.1,3.09581,9.94441568850908e-07,28.9,5.2,119.0,20.2
2537,20.0,2.93223,4.971421781886824e-07,29.9,5.2,119.0,20.1
2538,20.0,2.76313,0.0,30.8,5.2,119.0,20.1
2539,20.0,2.59473,9.942962197354873e-07,31.8,5.2,119.0,20.1
2540,20.0,2.43494,4.972477337934533e-07,32.7,5.2,119.0,20.1
2541,20.0,2.28457,9.948531273456772e-07,33.7,5.1,119.0,20.1
2542,20.0,2.14554,9.95398769189422e-07,34.6,5.1,119.0,20.1
2543,20.0,2.01634,9.961593077888202e-07,35.5,5.1,119.0,20.1
2544,20.0,1.89454,4.985810383648137e-07,36.4,5.1,119.0,20.1
2545,20.0,1.78356,4.992172273874564e-07,37.3,5.1,119.0,20.1
2546,20.0,1.68531,4.999770010579513e-07,38.3,5.1,119.0,20.1
2547,20.1,1.60136,5.008471830100615e-07,39.2,5.1,119.0,20.2
2548,20.2,1.53315,5.018342040156773e-07,40.1,5.0,119.0,20.3
2549,20.4,1.47436,1.0058884711098773e-06,41.0,5.0,119.0,20.4
2550,20.6,1.42485,1.0083633657555768e-06,41.9,5.0,119.0,20.6
2551,20.8,1.38224,5.055537608397046e-07,42.8,5.0,119.0,20.9
2552,21.1,1.34468,5.070669926769385e-07,43.7,5.0,119.0,21.1
2553,21.4,1.30716,5.070669926769385e-07,44.5,5.0,119.0,21.4
2554,21.7,1.26775,5.105223767062934e-07,45.4,5.1000000000000005,119.0,21.8
2555,39.8,12.80705,0.0001314181633735,10.1,4.5,109.0,41.0
2556,39.7,12.70521,0.0001345575076361,10.3,4.5,109.0,40.8
2557,39.6,12.60992,0.0001353052989483,10.4,4.5,109.0,40.7
2558,39.4,12.47004,0.0001359809966557,10.5,4.5,109.0,40.5
2559,39.3,12.32688,0.0001365970366721,10.6,4.5,109.0,40.4
2560,39.1,12.14141,0.000135148491884,10.7,4.5,109.0,40.2
2561,38.9,11.93195,0.0001337576861493,10.8,4.5,109.0,40.0
2562,38.6,11.68906,0.0001305019527314,10.9,4.5,109.0,39.8
2563,38.3,11.41172,0.00012177392764,10.9,4.5,109.0,39.4
2564,38.0,11.09645,0.0001207698529169,11.0,4.5,109.0,39.1
2565,37.7,10.77741,0.000118026173198,11.0,4.5,109.0,38.8
2566,37.4,10.46236,0.0001154068090017,11.0,4.5,109.0,38.6
2567,37.2,10.13369,0.0001129019566251,11.0,4.5,109.0,38.4
2568,37.1,9.82068,0.0001088325117873,11.0,4.5,109.0,38.2
2569,36.9,9.52407,0.00010493816027,11.0,4.5,109.0,38.1
2570,36.9,9.21763,0.0001012098594468,11.1,4.5,109.0,38.0
2571,36.8,8.93221,9.763364392380168e-05,11.1,4.5,109.0,37.9
2572,36.8,8.64784,9.26525021580312e-05,11.1,4.5,110.0,37.9
2573,36.7,8.37273,9.110829378873068e-05,11.2,4.5,110.0,37.8
2574,36.7,8.08609,8.77152554669648e-05,11.2,4.5,110.0,37.7
2575,35.3,16.94323,3.725804241141329e-05,14.9,4.4,116.0,35.2
2576,34.8,16.39307,4.103017240395736e-05,16.1,4.4,116.0,34.7
2577,34.3,15.89053,5.015522728152678e-05,17.2,4.4,117.0,34.2
2578,33.7,15.37152,5.862568005788867e-05,18.4,4.4,117.0,33.7
2579,33.1,14.84939,6.346626052795764e-05,19.7,4.4,117.0,33.1
2580,32.4,14.35128,6.650738590002983e-05,20.9,4.4,117.0,32.4
2581,31.7,13.89004,6.894009281206054e-05,22.2,4.4,117.0,31.7
2582,30.9,13.44928,6.388635985280252e-05,23.4,4.4,118.0,30.9
2583,30.2,12.95416,6.051318625786538e-05,24.6,4.4,118.0,30.2
2584,29.5,12.45426,5.481882998472983e-05,25.8,4.4,118.0,29.6
2585,29.0,12.01408,4.606070222248793e-05,27.0,4.4,118.0,29.1
2586,28.7,11.60719,3.591541202160671e-05,28.2,4.4,118.0,28.7
2587,28.5,11.28419,3.1857946420793525e-05,29.4,4.4,118.0,28.6
2588,28.5,11.10713,2.888823741752655e-05,30.5,4.4,118.0,28.6
2589,28.6,11.04179,2.7141757534018566e-05,31.7,4.4,118.0,28.7
2590,28.8,11.07458,2.3174286623387563e-05,32.8,4.3,118.0,28.9
2591,29.1,11.10919,1.979756094049213e-05,33.9,4.3,118.0,29.1
2592,29.4,11.07668,1.9879944970989747e-05,35.0,4.3,118.0,29.5
2593,29.9,10.97099,2.5438890082420352e-05,36.1,4.3,118.0,29.9
2594,30.5,10.79773,2.844087338354161e-05,37.2,4.378947368421053,118.0,30.5
2595,11.3,2.8151,4.681070764880065e-07,32.8,5.2,120.0,11.5
2596,11.1,2.7481,5.359723181017147e-07,33.9,5.2,120.0,11.3
2597,11.1,2.68312,4.80311826122508e-07,35.0,5.2,120.0,11.2
2598,11.0,2.61127,5.907228907577576e-07,36.3,5.1,120.0,11.2
2599,11.0,2.52578,5.813932395966192e-07,37.5,5.1,120.0,11.2
2600,11.1,2.42998,5.720252035219912e-07,38.8,5.1,120.0,11.3
2601,11.2,2.32624,4.72634975096188e-07,40.0,5.1,120.0,11.4
2602,11.3,2.23237,4.644821965743509e-07,41.2,5.0,120.0,11.5
2603,11.4,2.16762,5.445393549918272e-07,42.3,5.0,120.0,11.6
2604,11.5,2.1378,4.752108424105805e-07,43.3,5.0,120.0,11.7
2605,11.6,2.12107,4.945602245767876e-07,44.4,5.0,120.0,11.8
2606,11.7,2.09792,4.063755272615525e-07,45.3,4.9,120.0,11.9
2607,11.8,2.06664,3.18857324186748e-07,46.2,4.9,119.0,12.0
2608,11.9,2.02797,4.010931350081181e-07,47.1,4.9,119.0,12.1
2609,12.1,1.98634,3.142154856284121e-07,47.9,4.9,119.0,12.2
2610,12.2,1.94267,3.530916790497996e-07,48.6,4.8,119.0,12.4
2611,12.4,1.89849,3.706489214239936e-07,49.2,4.8,119.0,12.6
2612,12.7,1.85377,3.0638406345336506e-07,49.8,4.8,119.0,12.8
2613,12.9,1.80472,3.0638406345336506e-07,50.4,4.8,119.0,13.1
2614,13.3,1.75014,3.01912579964566e-07,51.0,4.989473684210526,119.0,13.4
2615,38.9,9.73833,1.1028735212041614e-05,18.4,4.3,114.0,38.8
2616,38.3,9.07867,9.396224565821746e-06,19.1,4.3,114.0,38.2
2617,37.7,8.47354,8.93281965171039e-06,19.8,4.3,114.0,37.6
2618,37.1,7.8887,8.879320195186738e-06,20.5,4.3,114.0,37.0
2619,36.6,7.58794,8.478151702728912e-06,21.2,4.3,114.0,36.5
2620,36.0,6.98456,9.302099767457455e-06,21.9,4.3,114.0,36.0
2621,35.6,6.88042,7.975954761172343e-06,22.6,4.3,114.0,35.5
2622,35.0,6.90692,7.168075673033544e-06,23.2,4.3,114.0,35.0
2623,34.6,6.84683,7.0056743062981305e-06,23.8,4.4,115.0,34.5
2624,34.2,6.80413,7.471552065510568e-06,24.4,4.4,115.0,34.1
2625,33.8,6.41564,7.067028536471512e-06,24.9,4.4,115.0,33.8
2626,33.6,6.27009,6.718689684490332e-06,25.4,4.4,115.0,33.6
2627,33.5,6.13922,5.772453423981956e-06,25.9,4.4,115.0,33.5
2628,33.5,5.89949,5.4900319473724615e-06,26.3,4.4,115.0,33.5
2629,33.6,5.52921,5.213467722506686e-06,26.7,4.4,115.0,33.6
2630,33.8,5.13667,5.169250324483819e-06,27.1,4.4,115.0,33.8
2631,33.9,4.81583,4.992129525522825e-06,27.5,4.4,114.0,33.9
2632,34.1,4.56278,4.730162101762744e-06,27.9,4.4,114.0,34.1
2633,34.4,4.35755,4.819410443305437e-06,28.3,4.4,114.0,34.4
2634,34.6,4.18282,4.574142093261128e-06,28.6,4.3578947368421055,114.0,34.6
2635,27.4,17.09332,1.7240041720900966e-05,26.7,4.6,117.0,27.6
2636,26.9,17.00196,1.4835191617692872e-05,27.7,4.6,117.0,27.0
2637,26.2,16.97425,1.4583090281828636e-05,28.6,4.6,117.0,26.4
2638,25.6,17.03615,1.6389043105231998e-05,29.6,4.6,117.0,25.8
2639,24.9,16.97188,1.6132382329395015e-05,30.6,4.6,118.0,25.1
2640,24.3,16.82169,1.786994255806242e-05,31.5,4.6,118.0,24.5
2641,23.8,16.50554,1.9535256253723907e-05,32.5,4.6,118.0,23.9
2642,23.0,16.11361,2.1116283534098e-05,33.4,4.6,118.0,23.2
2643,22.3,15.66974,2.076161140303195e-05,34.3,4.6,118.0,22.5
2644,21.6,15.2161,1.858304297328688e-05,35.2,4.6,119.0,21.7
2645,20.9,14.76631,1.831974923927241e-05,36.0,4.6,119.0,21.1
2646,20.4,14.30719,1.988578329196488e-05,36.8,4.6,119.0,20.6
2647,20.1,13.87477,1.963735167104937e-05,37.6,4.6,119.0,20.3
2648,19.9,13.44746,1.940562339683089e-05,38.3,4.6,119.0,20.1
2649,19.9,13.06706,1.918679390418115e-05,38.9,4.5,119.0,20.1
2650,20.0,12.68169,1.897752543419716e-05,39.5,4.5,119.0,20.2
2651,20.1,12.35995,2.048396788113836e-05,40.1,4.5,119.0,20.3
2652,20.3,11.97643,1.8583623772847297e-05,40.6,4.5,119.0,20.5
2653,20.5,11.60248,1.8583623772847297e-05,41.1,4.5,119.0,20.7
2654,20.8,11.24164,1.8217259031206165e-05,41.6,4.573684210526316,119.0,21.0
2655,12.4,2.31611,5.603139282051833e-07,25.2,5.3,119.0,12.6
2656,12.2,2.28989,5.592894339599425e-07,26.0,5.2,119.0,12.3
2657,12.0,2.22862,4.467189886282098e-07,26.8,5.2,120.0,12.2
2658,11.9,2.13512,3.344367516559636e-07,27.6,5.1,120.0,12.0
2659,11.8,2.02861,2.2255853289415122e-07,28.5,5.1,120.0,11.9
2660,11.7,1.92554,5.554460709633457e-07,29.4,5.1,120.0,11.8
2661,11.6,1.83243,4.436263973676984e-07,30.3,5.1,120.0,11.8
2662,11.5,1.75799,2.2145725963471962e-07,31.1,5.0,120.0,11.7
2663,11.5,1.69999,5.527678245789097e-07,31.9,5.0,120.0,11.7
2664,11.4,1.65512,5.518976393240755e-07,32.8,5.0,120.0,11.6
2665,11.4,1.62231,3.306129398598532e-07,33.6,5.0,120.0,11.6
2666,11.4,1.60231,2.2005279506659242e-07,34.4,5.0,120.0,11.6
2667,11.5,1.59387,4.39377542622917e-07,35.2,5.0,120.0,11.7
2668,11.6,1.59029,5.482803023831662e-07,35.9,4.9,120.0,11.8
2669,11.8,1.58073,4.378386750563854e-07,36.6,4.9,120.0,12.0
2670,12.0,1.55954,3.277633234152152e-07,37.2,4.9,120.0,12.2
2671,12.3,1.5318,3.271251521949771e-07,37.9,4.9,120.0,12.5
