,per_capita-HIV/AIDS,per_capita-Alcohol Use Disorders,per_capita-Diabetes Mellitus,per_capita-Protein-Energy Malnutrition,Mortality rate attributed to unintentional poisoning (per 100 000 population)
2563,-0.3363130305057587,-0.28320469032315704,1.2933734462284334,-0.004290587560111433,-0.7549542053953657
2564,-0.335463544480928,-0.2541660998419327,1.3384914656316964,-0.0328888016628688,0.45788726025263116
2565,-0.33465174095413264,-0.2625639880249156,1.315716013266049,-0.044527804580436196,-0.7606999375987791
2566,-0.3354998676005297,-0.2352575135820245,1.4389955173715738,-0.07093847411202822,-0.7606817164607134
2567,-0.33631091634620774,-0.24369108439260645,1.5096583413318527,-0.11116622336963476,0.44770771778654145
2568,-0.335530726464343,-0.25175512561437274,1.5851131818599888,-0.12037397853477488,-0.7618903852857442
2569,-0.33325729348778593,-0.22633988813216677,1.6802522373357198,-0.14352127498534598,1.4146002618224656
2570,-0.3295801887716977,-0.23437672823922837,1.7643558587076664,-0.13758728058080458,0.3470116351222812
2571,-0.32604677097702806,-0.24207817675295543,1.8234935167505377,-0.15942614051876305,1.3243023752810843
2572,-0.324084868403922,-0.24947861930434675,1.7878788023690886,-0.18041574672710686,1.6094328174473007
2573,-0.31978051345442665,-0.21828350996281967,1.8519015279113384,-0.19392658275251085,-0.7656560871526747
2574,-0.31623216745924415,-0.2333864227888241,1.8441585871038384,-0.22001662054070778,1.8500672404568506
2575,3.129067900243691,-0.3010578976586303,0.7359835226262301,0.0353112255804035,0.5759420137809036
2576,3.760780580015832,-0.328176537305091,0.7357090214998473,-0.0009674900226630751,0.5858178706125633
2577,4.347707216933478,-0.3414732191894362,0.7761885800846269,-0.021503174548116757,0.4574742477898065
2578,4.86912012916032,-0.35225093331163226,0.8253576122435302,-0.035653101716725075,0.629931245869848
2579,5.289085816075616,-0.3665399430652664,0.8382539338368357,-0.05000568419835066,0.3173597697765476
2580,5.529009647853356,-0.37791558723536584,0.8980157750609268,-0.06576047998393866,0.573688666373434
2581,5.549715581071586,-0.3806061116361976,1.011900540679264,-0.07529615350379452,0.5462658535844156
2582,5.3566150494599825,-0.39285002116114687,1.0454476604332852,-0.09550394763923452,0.5850768776645544
2583,5.01088497111031,-0.39730251250028314,1.1100510326646782,-0.1081237062342244,0.3839276608435777
